"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Indeterminable"	"Larix"	"Montiaceae"	"Onagraceae"	"Papaveraceae"	"Picea"	"Pinaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tsuga"
328	335	"Chistoye Lake Exposure"	59.55	151.83333	3	"AWI"	3	-67	671	149	16.3265306122449	0	0	0.680272108843537	0	14.6258503401361	0.340136054421769	0	0.340136054421769	2.38095238095238	61.5646258503401	0	0.340136054421769	0	0.340136054421769	0	0	0	0	0	0.340136054421769	0	0	0	1.70068027210884	0	0.340136054421769	0	0.680272108843537	0	0
328	335	"Chistoye Lake Exposure"	59.55	151.83333	22	"AWI"	22	912	2813	1773	20.3007518796992	0	0.25062656641604	0.75187969924812	0	14.5363408521303	0.25062656641604	0	0	25.062656641604	33.5839598997494	0	0	0	0	0	0	0	0	0	3.50877192982456	0	0	0.75187969924812	0.25062656641604	0	0.50125313283208	0	0.25062656641604	0	0
328	335	"Chistoye Lake Exposure"	59.55	151.83333	32	"AWI"	32	1621	3579	2616	19.4174757281553	0	0	0.161812297734628	0	14.5631067961165	0.323624595469256	0	0	18.9320388349515	44.0129449838188	0	0.161812297734628	0	0	0	0	0	0	0	1.61812297734628	0	0	0	0	0	0.485436893203883	0	0.161812297734628	0.161812297734628	0
328	335	"Chistoye Lake Exposure"	59.55	151.83333	42	"AWI"	42	2400	4231	3430	6.3454759106933	0.117508813160987	0	0.352526439482961	0	74.0305522914219	0	0	0	0	16.2162162162162	0	0.117508813160987	0	0.235017626321974	0.117508813160987	0.117508813160987	0	0	0	0.705052878965923	0	0	0.470035252643948	0.587544065804935	0	0.352526439482961	0.117508813160987	0	0.117508813160987	0
328	335	"Chistoye Lake Exposure"	59.55	151.83333	56	"AWI"	56	4124	4897	4626	10.6818181818182	0	0	0.227272727272727	0	10	0.681818181818182	0	0	1.36363636363636	45.4545454545455	0	0	0	0.454545454545455	0	0.454545454545455	0	28.8636363636364	0.227272727272727	0.454545454545455	0	0	0	0	0	0.909090909090909	0.227272727272727	0	0	0
328	335	"Chistoye Lake Exposure"	59.55	151.83333	60	"AWI"	60	4617	5020	4877	10.8695652173913	0	0	0.217391304347826	0	18.2608695652174	0.217391304347826	0.108695652173913	0	0.869565217391304	41.7391304347826	0	0.108695652173913	0	0.108695652173913	0	0.108695652173913	0	24.5652173913043	0	0.978260869565218	0	0.108695652173913	0.543478260869565	0.869565217391304	0	0.217391304347826	0	0.108695652173913	0	0
328	335	"Chistoye Lake Exposure"	59.55	151.83333	65	"AWI"	65	4868	5164	5063	40.625	0	0	0	0	37.5	0	0	0	6.25	10.9375	0	0	0	0	0	1.5625	0	0	0	0	0	0	0	0	0	0	0	1.5625	0	1.5625
328	335	"Chistoye Lake Exposure"	59.55	151.83333	78	"AWI"	78	5023	5403	5219	43.75	0	6.25	0	0	12.5	0	0	0	0	37.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328	335	"Chistoye Lake Exposure"	59.55	151.83333	90	"AWI"	90	5182	5574	5374	32.3529411764706	0	0	2.94117647058824	0	35.2941176470588	0	0	0	5.88235294117647	17.6470588235294	0	0	0	0	0	0	0	0	0	2.94117647058824	0	0	0	0	0	2.94117647058824	0	0	0	0
328	335	"Chistoye Lake Exposure"	59.55	151.83333	95	"AWI"	95	5291	5828	5437	8.7378640776699	0	0	0	0	8.7378640776699	0	0	0	0.323624595469256	27.5080906148867	0	0	0	0	0	0	0	53.0744336569579	0	0.970873786407767	0	0	0	0.323624595469256	0	0.323624595469256	0	0	0	0
328	335	"Chistoye Lake Exposure"	59.55	151.83333	105	"AWI"	105	6416	6736	6602	21.3740458015267	0	0	0.254452926208651	0	19.3384223918575	0	0	0	5.85241730279898	50.8905852417303	0	0.254452926208651	0	0	0	0	0	0	0	0.254452926208651	0	0.254452926208651	1.01781170483461	0.254452926208651	0	0.254452926208651	0	0	0	0
328	335	"Chistoye Lake Exposure"	59.55	151.83333	107	"AWI"	107	6542	6978	6758	11.9446467589221	0	0	0.145666423889294	1.38383102694829	20.830298616169	1.60233066278223	0.0728332119446468	0.21849963583394	6.04515659140568	0.655498907501821	1.16533139111435	0	0.0728332119446468	0.0728332119446468	0	0.291332847778587	0.0728332119446468	1.31099781500364	0	50.3277494537509	0.0728332119446468	0	2.1849963583394	0	0	0.873998543335761	0.291332847778587	0.21849963583394	0	0.145666423889294
328	335	"Chistoye Lake Exposure"	59.55	151.83333	122	"AWI"	122	6999	8225	7532	12.9191321499014	0.0986193293885602	0.0986193293885602	0.19723865877712	1.18343195266272	27.3175542406312	0.986193293885602	0.0986193293885602	0.690335305719921	6.90335305719921	1.28205128205128	0.0986193293885602	0.0986193293885602	0	0.0986193293885602	0.0986193293885602	0.29585798816568	0	2.56410256410256	0	40.9270216962525	0.0986193293885602	0	1.28205128205128	0	0	1.38067061143984	0.19723865877712	0.394477317554241	0.591715976331361	0.0986193293885602
