"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Larix"	"Morus"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
1072	1105	"High Lake"	44.51667	-76.6	715	"AWI"	715	-133	-25	-63	0.30241935483871	2.72177419354839	0	0.201612903225806	0	0	0	11.0887096774194	0	0.907258064516129	0	0	0	0	0.100806451612903	0.100806451612903	0	0	0	6.85483870967742	1.71370967741935	0.100806451612903	0.100806451612903	0.201612903225806	0	0	0	0	2.41935483870968	0	33.0645161290323	0.100806451612903	0.100806451612903	0	0	8.16532258064516	0.100806451612903	0	0	0.30241935483871	0	0	0	0.100806451612903	0.907258064516129	26.1088709677419	4.03225806451613	0	0.201612903225806	0
1072	1105	"High Lake"	44.51667	-76.6	725	"AWI"	725	-85	53	-12	0.420609884332282	3.04942166140904	0	0	0	0.315457413249211	0	15.1419558359621	0	1.36698212407992	0	0.10515247108307	0	0	1.15667718191377	0.210304942166141	0	0	0	5.99369085173502	2.8391167192429	0.10515247108307	3.15457413249211	0.315457413249211	0.10515247108307	0	0	0	2.10304942166141	0	28.4963196635121	0.525762355415352	0.315457413249211	0	0.10515247108307	8.41219768664564	0.315457413249211	0	0	0.736067297581493	0.10515247108307	0.10515247108307	0	0	0.736067297581493	19.0325972660358	4.6267087276551	0	0	0.10515247108307
1072	1105	"High Lake"	44.51667	-76.6	735	"AWI"	735	-32	310	88	0	0	2.85110876451954	0	0	0.211193241816262	0	15.7338965153115	0	0.844772967265047	0	0.105596620908131	0	0	1.26715945089757	0.105596620908131	0	0	0	7.28616684266103	4.64625131995776	0.211193241816262	1.3727560718057	0.211193241816262	0	0	0	0	1.3727560718057	0	21.752903907075	0.527983104540655	0.105596620908131	0	0.105596620908131	11.0876451953537	0.105596620908131	0.950369588173178	0	1.16156282998944	0	0.105596620908131	0	0	1.79514255543823	20.8025343189018	5.27983104540655	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	745	"AWI"	745	31	535	219	0.212539851222104	3.50690754516472	0	0.106269925611052	0	0.318809776833156	0	13.6025504782147	0	1.91285866099894	0	0.212539851222104	0	0	1.16896918172157	0.106269925611052	0	0	0	10.6269925611052	2.4442082890542	0.53134962805526	0.850159404888417	0.53134962805526	0	0.318809776833156	0	0	1.80658873538789	0	25.3985122210414	0.425079702444208	0.318809776833156	0	0	9.56429330499469	0.106269925611052	0	0	0.53134962805526	0.53134962805526	0.106269925611052	0	0	0.743889479277364	18.278427205101	5.63230605738576	0	0	0.106269925611052
1072	1105	"High Lake"	44.51667	-76.6	755	"AWI"	755	123	720	363	0	4.94450050454087	2.52270433905146	0	0	0	0	13.4207870837538	0	1.71543895055499	0	0.100908173562059	0	0	1.2108980827447	0.100908173562059	0	0	0	9.58627648839556	2.9263370332997	0	0.504540867810293	0.403632694248234	0	0.100908173562059	0	0	1.61453077699294	0	24.117053481332	0.605449041372351	0	0	0	8.17356205852674	0.100908173562059	0	0	0.403632694248234	0.100908173562059	0	0	0	1.2108980827447	19.8789101917255	6.25630676084763	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	765	"AWI"	765	218	893	511	0.105596620908131	0	0	0	0	0	0	15.8394931362196	0	0.950369588173178	0.105596620908131	0	0	0	0.739176346356917	0.211193241816262	0	0	0	11.1932418162619	3.27349524815206	0.633579725448786	0.527983104540655	0.316789862724393	0	0	0	0	1.16156282998944	0	29.6726504751848	0.422386483632524	0.105596620908131	0	0	6.96937697993664	0.105596620908131	0	0	1.90073917634636	0	0	0	0	0.950369588173178	20.2745512143611	4.54065469904963	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	775	"AWI"	775	321	1024	658	0.216919739696312	4.33839479392625	0	0.108459869848156	0	0.216919739696312	0	13.882863340564	0	0.976138828633406	0	0	0	0	1.30151843817787	0.108459869848156	0	0	0	10.0867678958785	0	0.108459869848156	0.759219088937093	0.108459869848156	0	0.108459869848156	0	0	2.38611713665944	0	33.297180043384	0.216919739696312	0.216919739696312	0	0	6.941431670282	0	0	0.108459869848156	0.976138828633406	0	0	0	0	0.650759219088937	19.0889370932755	3.25379609544469	0	0.542299349240781	0
1072	1105	"High Lake"	44.51667	-76.6	785	"AWI"	785	431	1136	799	0.321543408360129	0	0	0	0	0.214362272240086	0	15.7556270096463	0	1.39335476956056	0	0	0.107181136120043	0	2.78670953912111	0.321543408360129	0	0	0	12.433011789925	3.53697749196141	0.321543408360129	0.321543408360129	0.535905680600214	0	0.107181136120043	0	0	0.643086816720257	0	27.1168274383708	0.321543408360129	0.107181136120043	0	0	7.07395498392283	0	0	0	1.28617363344051	0	0.107181136120043	0	0	0.643086816720257	17.3633440514469	7.07395498392283	0	0	0.107181136120043
1072	1105	"High Lake"	44.51667	-76.6	795	"AWI"	795	562	1225	932	0	3.44827586206897	0	0	0	0.313479623824451	0	15.7784743991641	0	1.04493207941484	0	0	0	0	1.46290491118077	0.104493207941484	0	0	0	11.4942528735632	3.44827586206897	0.104493207941484	1.04493207941484	0.208986415882968	0	0	0	0	1.56739811912226	0	23.6154649947753	0.522466039707419	0	0	0	9.71786833855799	0.208986415882968	0	0	0.417972831765935	0.104493207941484	0	0	0	0.731452455590387	18.9132706374086	5.74712643678161	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	805	"AWI"	805	698	1312	1061	0.598205383848455	2.8913260219342	0	0	0	0.498504486540379	0	12.6620139581256	0.0997008973080758	0.897308075772682	0	0	0.0997008973080758	0	0.69790628115653	0.199401794616152	0	0	0	11.864406779661	3.19042871385842	0	0.797607178464606	0.398803589232303	0	0.0997008973080758	0	0	3.09072781655035	0	28.2153539381854	0.398803589232303	0.0997008973080758	0	0	5.88235294117647	0.0997008973080758	0	0	0.897308075772682	0	0.199401794616152	0	0	1.09670987038883	19.4416749750748	5.48354935194417	0	0.0997008973080758	0
