"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Gentianaceae"	"Indeterminable"	"Isoëtes"	"Liliaceae"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Populus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Santalaceae"	"Thalictrum"	"Tsuga"	"Viburnum"
1585	1632	"Lily Lake"	59.2	-135.4	1	"AWI"	1	-103	88	-14	1	0	0	0	0	1	0	8	2	0	6	2	0	0	0	0	3	4	0	0	0	125	21	0	0	0	0	0	0	0	3	1	0	164	0
1585	1632	"Lily Lake"	59.2	-135.4	9	"AWI"	9	-19	978	380	1	0	65	0	1	0	0	6	0	0	2	3	0	0	0	0	1	0	0	0	0	67	5	0	1	0	0	0	0	0	1	1	0	164	0
1585	1632	"Lily Lake"	59.2	-135.4	27.5	"AWI"	27.5	1041	1540.5	1341.5	0	0	66	0	0	1	0	3	0	0	0	2	0	0	0	0	2	0	0	0	0	83	8	0	0	0	1	0	0	0	1	0	0	143	0
1585	1632	"Lily Lake"	59.2	-135.4	47.5	"AWI"	47.5	1532.5	2149	1844.5	1	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	2	2	0	0	66	6	0	1	0	2	0	0	0	3	0	0	140	0
1585	1632	"Lily Lake"	59.2	-135.4	60	"AWI"	60	1835	2415	2122	3	0	0	0	0	1	0	14	0	0	3	1	0	0	0	0	4	0	1	0	0	51	12	0	1	0	1	0	0	0	0	1	0	155	0
1585	1632	"Lily Lake"	59.2	-135.4	80	"AWI"	80	2161	2944	2555	1	0	0	0	0	1	0	6	0	0	2	1	0	0	0	0	2	0	2	0	0	55	9	0	0	0	2	0	0	0	0	1	0	135	0
1585	1632	"Lily Lake"	59.2	-135.4	100	"AWI"	100	2786	3384	3008	1	0	199	0	0	1	0	3	0	0	1	4	0	0	0	0	3	1	3	0	0	103	11	0	0	1	0	0	0	0	1	0	0	169	0
1585	1632	"Lily Lake"	59.2	-135.4	105	"AWI"	105	2901	3574	3209	0	0	203	0	0	0	2	9	0	0	0	1	0	0	0	0	2	0	3	0	0	50	3	0	0	0	1	0	0	0	2	0	0	125	0
1585	1632	"Lily Lake"	59.2	-135.4	115	"AWI"	115	3153	4037	3587	0	0	0	0	0	1	0	7	0	0	2	0	0	0	0	0	3	0	3	0	0	55	4	0	0	0	0	0	0	0	2	0	0	130	0
1585	1632	"Lily Lake"	59.2	-135.4	120	"AWI"	120	3257	4248	3786	0	1	180	0	0	1	0	14	0	0	1	0	0	0	0	0	3	0	3	1	0	186	7	0	1	0	1	0	0	0	1	0	0	175	0
1585	1632	"Lily Lake"	59.2	-135.4	125	"AWI"	125	3702	4356	3990	0	0	0	0	0	0	0	11	0	0	2	0	0	0	0	0	3	0	3	0	0	46	7	0	1	0	0	0	0	0	0	0	0	112	0
1585	1632	"Lily Lake"	59.2	-135.4	130	"AWI"	130	3893	4609	4216	0	0	279	0	1	1	1	12	0	0	1	2	0	0	0	0	2	0	11	0	0	159	4	0	0	0	1	0	0	0	1	0	0	200	0
