"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Sambucus"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"
330	337	"Tourbière Caribou"	47.63972	-71.23583	220	"AWI"	220	5640	6421	5997	0.437445319335083	0	10.1487314085739	0	0.0874890638670166	0.874890638670166	46.5441819772528	0	0	0.0874890638670166	0	0	0.349956255468067	0.437445319335083	0	0.0874890638670166	0.0874890638670166	0.26246719160105	0	0.0874890638670166	0.349956255468067	29.3963254593176	0	0	0.0874890638670166	0.174978127734033	0	0.874890638670166	0.78740157480315	2.53718285214348	2.97462817147857	0	2.36220472440945	0	0	0.26246719160105	0	0.0874890638670166	0	0	0.0874890638670166	0.5249343832021	0
330	337	"Tourbière Caribou"	47.63972	-71.23583	225	"AWI"	225	5717	7076	6193	0.421940928270042	0	15.7524613220816	0	0.70323488045007	1.40646976090014	33.6146272855134	0	0	0	0.140646976090014	0	0.843881856540084	5.34458509142053	0	0	0	0	0	0	0	22.7848101265823	0	0	0.140646976090014	0.562587904360056	0	0.140646976090014	0	0	7.87623066104079	0	5.76652601969058	0.140646976090014	0	1.9690576652602	0	0	0	0.281293952180028	0.140646976090014	1.9690576652602	0
330	337	"Tourbière Caribou"	47.63972	-71.23583	235	"AWI"	235	5878	8364	6581	0.711743772241993	1.06761565836299	19.7508896797153	0.355871886120996	1.24555160142349	1.77935943060498	47.153024911032	0	0.355871886120996	0	0	0	0.177935943060498	4.44839857651246	0.177935943060498	0.177935943060498	0	0.177935943060498	1.06761565836299	0	0.533807829181495	2.31316725978648	0	0	0	0.355871886120996	0	0.355871886120996	0	0	6.04982206405694	0	7.29537366548043	0	0	2.66903914590747	0	0	0	0	0.355871886120996	1.42348754448399	0
330	337	"Tourbière Caribou"	47.63972	-71.23583	240	"AWI"	240	5984	8654	6818	0	0	17.6315789473684	0.263157894736842	0.789473684210526	1.31578947368421	41.3157894736842	0	0	0	0	0	0	4.21052631578947	0	0	0	0	0	0	0.789473684210526	1.57894736842105	0	0	0	0	0	0.263157894736842	0	14.2105263157895	3.68421052631579	0.526315789473684	5.26315789473684	0.263157894736842	0	3.94736842105263	0	0	0	0	0.263157894736842	3.68421052631579	0
330	337	"Tourbière Caribou"	47.63972	-71.23583	245	"AWI"	245	6064	9075	7041	0.662251655629139	0	19.205298013245	0.22075055187638	0.883002207505519	1.32450331125828	45.4746136865342	0	0	0	0	0	0.22075055187638	5.07726269315673	0	0.441501103752759	0	0	0	0	1.1037527593819	1.54525386313466	0.22075055187638	0	0	0.662251655629139	0.22075055187638	0.22075055187638	0	0	7.06401766004415	0	7.72626931567329	0	0	4.41501103752759	0	0.22075055187638	0.22075055187638	0	0.441501103752759	2.42825607064018	0
330	337	"Tourbière Caribou"	47.63972	-71.23583	250	"AWI"	250	6124	9624	7248	0.247524752475248	0	20.5445544554455	0	2.22772277227723	0.99009900990099	49.5049504950495	0	0	0	0.247524752475248	0.247524752475248	0	3.96039603960396	0	1.23762376237624	0	0.247524752475248	0	0	0	0.247524752475248	0.247524752475248	0	0	0.247524752475248	0	0	0	0	3.96039603960396	1.23762376237624	7.42574257425743	0	0	4.95049504950495	0	0.247524752475248	0.247524752475248	0	0.247524752475248	1.48514851485149	0
330	337	"Tourbière Caribou"	47.63972	-71.23583	120	"AWI"	120	1611	2943	2339	5.09803921568627	0	5.49019607843137	0	1.17647058823529	0	70.5882352941177	0	0	0.392156862745098	0	0	0	6.27450980392157	0	0.392156862745098	0	2.74509803921569	0	0	0	0	0	0	0.392156862745098	0	0	0.784313725490196	0	0	0.392156862745098	0	2.74509803921569	0	0	0	0	0	0	0	1.56862745098039	1.96078431372549	0
330	337	"Tourbière Caribou"	47.63972	-71.23583	135	"AWI"	135	1989	3140	2635	9.88372093023256	0	4.06976744186047	0	1.16279069767442	0	65.4069767441861	0	0	0	0.581395348837209	0	1.16279069767442	6.97674418604651	0	2.90697674418605	0	2.90697674418605	0	0	0.290697674418605	0	0.290697674418605	0	1.16279069767442	0	0	0	0	0	0	0	1.16279069767442	0	0	0	0	0	0	0	0.290697674418605	1.74418604651163	0
330	337	"Tourbière Caribou"	47.63972	-71.23583	150	"AWI"	150	2480	3314	2917	12.3674911660777	0	2.47349823321555	0	0	0	60.4240282685512	0	0	0	0	0	0	15.9010600706714	0	0.706713780918728	0	2.47349823321555	0	0	0	0	0	0	0.706713780918728	0	0	0	0	0	0	0	2.12014134275618	0	0	0	0	0	0	0	1.76678445229682	1.06007067137809	0
330	337	"Tourbière Caribou"	47.63972	-71.23583	160	"AWI"	160	2912	3724	3252	3.07692307692308	0.961538461538462	2.69230769230769	0.192307692307692	0.576923076923077	0	57.3076923076923	0	0	0	0.192307692307692	0	0	6.34615384615385	0	0	0	1.53846153846154	1.15384615384615	0	0	0	0	0	0	0	0	0.384615384615385	22.1153846153846	0	0.192307692307692	0	1.92307692307692	0	0	0	0	0	0	0	0.576923076923077	0.769230769230769	0
