"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Ceanothus"	"Cercocarpus"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Grossulariaceae"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Onagraceae"	"Orobanchaceae"	"Phrymaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Urticaceae"
494	506	"Copley Lake"	38.871908	-107.08357	0	"AWI"	0	-113	53	-30	0.302201755648295	0	0	0.223053676788027	0.00719527989638797	0.309397035544683	0	0	0	0	0.00719527989638797	0	0	0	0	0.0719527989638797	0	0	0	0	0	0	0	0.0935386386530436	96.5606562095266	0	0.0287811195855519	0	0	0	0	0	0	0.84904302777378	1.15124478342208	0	0.136710318031371	0	0	0	0	0.00719527989638797	0.136710318031371	0	0	0	0	0.0359763994819398	0	0.0791480788602677	0	0	0	0
494	506	"Copley Lake"	38.871908	-107.08357	4	"AWI"	4	-32	480	166	0.0788436268068331	0	0.00375445841937301	0.0675802515487141	0	0.185845691758964	0	0	0	0	0.0018772292096865	0.0018772292096865	0.00563168762905951	0	0	0.00750891683874601	0	0	0	0	0	0.0018772292096865	0	0.018772292096865	98.9975596020274	0	0.00375445841937301	0	0	0	0	0	0.0018772292096865	0.15581002440398	0.38107752956636	0	0.0168950628871785	0	0	0	0	0.0018772292096865	0.0488079594518491	0	0	0	0	0.00375445841937301	0	0.015017833677492	0	0	0	0
494	506	"Copley Lake"	38.871908	-107.08357	8	"AWI"	8	2	977	360	0.227222345377965	0	0.0055420084238528	0.155176235867879	0.0166260252715584	0.238306362225671	0	0	0	0	0	0	0	0	0	0.0942141432054977	0	0.027710042119264	0.0055420084238528	0	0	0	0	0.0831301263577921	97.2954998891598	0	0.0387940589669696	0	0	0	0	0	0	0.620704943471514	0.997561516293505	0	0.0498780758146752	0	0	0.027710042119264	0	0.027710042119264	0.0110840168477056	0	0	0	0	0.0166260252715584	0	0.0443360673908224	0	0	0.0166260252715584	0
494	506	"Copley Lake"	38.871908	-107.08357	12	"AWI"	12	127	1289	572	0.187238236018724	0	0.0147819660014782	0.187238236018724	0.00985464400098546	0.295639320029564	0	0	0	0	0	0	0.00492732200049273	0	0	0.128110372012811	0	0.00985464400098546	0	0	0	0	0	0.0394185760039419	97.5609756097561	0	0.0344912540034491	0	0	0	0	0	0	0.517368810051737	0.729243656072924	0	0.137965016013797	0	0	0.00985464400098546	0	0.0295639320029564	0.0295639320029564	0	0	0	0	0.00985464400098546	0	0.0394185760039419	0	0	0.0246366100024637	0
494	506	"Copley Lake"	38.871908	-107.08357	16	"AWI"	16	249	1437	815	0.201820872763152	0	0.0089698165672512	0.188366147912275	0.0044849082836256	0.26460958873391	0	0	0	0	0	0.0044849082836256	0	0	0	0.0941830739561376	0	0	0	0	0	0	0	0.067273624254384	97.5916042516931	0	0.0269094497017536	0	0	0	0.0044849082836256	0	0	0.542673902318698	0.717585325380096	0	0.11212270709064	0	0	0.0089698165672512	0	0.022424541418128	0.0269094497017536	0.0403641745526304	0	0	0	0.0044849082836256	0	0.044849082836256	0	0	0.022424541418128	0
494	506	"Copley Lake"	38.871908	-107.08357	20	"AWI"	20	334	1700	1043	0.190195241237434	0	0.00776307107091565	0.21348445445018	0.00388153553545783	0.197958312308349	0	0	0	0	0	0	0.0116446066063735	0	0	0.0853937817800722	0	0	0.00776307107091565	0	0	0	0	0.0349338198191204	97.8146954935372	0	0.00776307107091565	0	0	0	0	0	0	0.53565190389318	0.655979505492373	0	0.128090672670108	0	0	0.00776307107091565	0	0.0155261421418313	0.0310522842836626	0	0	0	0	0.0116446066063735	0	0.0310522842836626	0	0	0.00776307107091565	0
494	506	"Copley Lake"	38.871908	-107.08357	24	"AWI"	24	755	1811	1234	0.109215727064697	0	0.0416059912627418	0.254836696484294	0.00520074890784273	0.348450176825463	0	0	0	0	0	0	0.0208029956313709	0	0	0.11441647597254	0	0	0.00520074890784273	0	0	0	0	0.0676097358019555	97.0771791137924	0	0.0728104847097982	0	0	0	0	0	0	0.551279384231329	0.852922820886208	0	0.22883295194508	0	0	0.00520074890784273	0	0.0416059912627418	0.0728104847097982	0	0	0	0	0.0260037445392136	0	0.05720823798627	0	0	0.0416059912627418	0.00520074890784273
494	506	"Copley Lake"	38.871908	-107.08357	28	"AWI"	28	1060	1973	1430	0.264652368087335	0	0.00551359100181949	0.231570822076418	0	0.474168826156476	0	0	0	0	0	0.011027182003639	0.00551359100181949	0	0	0.0882174560291118	0	0	0	0.0165407730054585	0	0	0	0.0661630920218338	97.2597452720957	0	0.0275679550090974	0	0	0	0	0	0	0.479682417158295	0.74433478524563	0	0.170921321056404	0	0	0.011027182003639	0	0.0220543640072779	0.0441087280145559	0	0	0.00551359100181949	0	0.011027182003639	0	0.0441087280145559	0	0	0.0165407730054585	0
494	506	"Copley Lake"	38.871908	-107.08357	32	"AWI"	32	1361	2437	1817	0.263520392884949	0	0.0119781996765886	0.233574893693478	0	0.51506258609331	0	0	0	0	0	0.0059890998382943	0.0059890998382943	0	0	0.173683895310535	0	0.0299454991914715	0	0.0059890998382943	0	0	0	0.131760196442475	96.4245073965383	0	0.0539018985446487	0	0	0	0	0	0	0.850452177037791	0.826495777684614	0	0.209618494340301	0	0	0.0059890998382943	0	0.0539018985446487	0.077858297897826	0	0	0	0	0.0119781996765886	0	0.0658800982212373	0	0	0.0419236988680601	0
494	506	"Copley Lake"	38.871908	-107.08357	36	"AWI"	36	1534	3533	2340	0.33079954954955	0	0.0633445945945946	0.344876126126126	0.0140765765765766	0.520833333333333	0	0	0	0	0	0	0.0281531531531532	0	0	0.168918918918919	0	0.0422297297297297	0.0140765765765766	0.00703828828828829	0	0	0	0.119650900900901	96.1570945945946	0	0.0914977477477477	0	0	0	0	0	0.00703828828828829	0.605292792792793	0.851632882882883	0	0.260416666666667	0	0	0.00703828828828829	0	0.112612612612613	0.0703828828828829	0	0	0	0	0.0563063063063063	0	0.0703828828828829	0	0.0140765765765766	0.0422297297297297	0
494	506	"Copley Lake"	38.871908	-107.08357	40	"AWI"	40	1647	4762	2847	0.253807106598985	0	0.0205789545891069	0.397859788722733	0.00685965152970229	0.349842228014817	0	0	0	0	0	0	0	0	0	0.102894772945534	0	0.0274386061188092	0	0	0	0	0	0.0274386061188092	96.3095074770202	0	0.0411579091782137	0	0	0	0	0	0	0.583070380024695	1.36507065441076	0	0.198929894361366	0	0	0.0548772122376183	0	0.0342982576485115	0.0891754698861298	0	0	0	0	0.0411579091782137	0	0.0617368637673206	0	0	0.0342982576485115	0
