"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cephalanthus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Lamiaceae"	"Myrica"	"Nyssa"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"
826	852	"Fresh Pond"	41.15833	-71.575	95	"AWI"	95	966	2227	1526	0	1.79948586118252	1.2853470437018	0	0	0	0	6.94087403598972	0	0	3.8560411311054	0	0	0	0.77120822622108	0	0	1.79948586118252	0	3.8560411311054	0	0.51413881748072	0.25706940874036	2.05655526992288	0.77120822622108	0	0	12.5964010282776	1.02827763496144	0.77120822622108	0.12853470437018	6.29820051413882	0	0	0	48.8431876606684	0	0	0	4.11311053984576	0	0.25706940874036	0.25706940874036	0	1.02827763496144	0.77120822622108
826	852	"Fresh Pond"	41.15833	-71.575	105	"AWI"	105	1124	2407	1700	0	0	1.25588697017268	0	0	0	0	6.59340659340659	0	0	3.76766091051805	0	0	0	1.88383045525903	0.627943485086342	0	0.313971742543171	0	7.84929356357928	0	0.313971742543171	0	0.627943485086342	0.941915227629513	0	0	11.3029827315542	0.941915227629513	0	0.784929356357928	5.96546310832025	0	0	0	53.6891679748823	0	0	0	0.941915227629513	0	0	0	0	1.56985871271586	0.627943485086342
826	852	"Fresh Pond"	41.15833	-71.575	115	"AWI"	115	1285	2596	1871	0	2.4653312788906	2.15716486902928	0	0	0.308166409861325	0	5.85516178736518	0	0	3.6979969183359	0	1.84899845916795	0	2.4653312788906	0	0.308166409861325	0.308166409861325	0	4.9306625577812	1.2326656394453	0	0.308166409861325	0.61633281972265	1.84899845916795	0	0	11.0939907550077	1.2326656394453	0	0.154083204930663	0	0	0	0	55.4699537750385	0	0	0.61633281972265	1.2326656394453	0	0	0	0	0.924499229583975	0.924499229583975
826	852	"Fresh Pond"	41.15833	-71.575	125	"AWI"	125	1453	2769	2038	0	1.72413793103448	2.06896551724138	0	0	0.344827586206897	0	10.6896551724138	0	0	6.20689655172414	0	0.344827586206897	0	0.689655172413793	0.344827586206897	0.344827586206897	0.689655172413793	0	4.82758620689655	0	0	0.689655172413793	3.79310344827586	3.79310344827586	0.344827586206897	0.344827586206897	5.51724137931035	1.72413793103448	0.344827586206897	0	6.20689655172414	0	0	0	43.1034482758621	0	0	0.344827586206897	3.10344827586207	0	0	0	0	1.72413793103448	0.689655172413793
826	852	"Fresh Pond"	41.15833	-71.575	135	"AWI"	135	1611	2961	2210	0	0	0.770218228498075	0	0	0	0	6.67522464698331	0	0	4.62130937098845	0	0	0	0.513478818998716	0	0.513478818998716	0.256739409499358	0	2.31065468549422	0	0.513478818998716	0	4.8780487804878	0.513478818998716	0.256739409499358	0	10.012836970475	1.28369704749679	0.770218228498075	0.385109114249037	5.64826700898588	0	0	0	54.1720154043646	0	0	0.513478818998716	2.56739409499358	0	0	0	0	2.31065468549422	0.513478818998716
826	852	"Fresh Pond"	41.15833	-71.575	145	"AWI"	145	1787	3163	2380	0	0	1.30718954248366	0.65359477124183	0	0	0	6.86274509803922	0	0	6.86274509803922	0	0	0	0.980392156862745	0.65359477124183	1.30718954248366	0	0	2.28758169934641	0	0	0.326797385620915	2.28758169934641	1.63398692810458	0	0	11.1111111111111	1.30718954248366	0.326797385620915	0	5.88235294117647	0	0	0	50.9803921568627	0	0	0.326797385620915	2.28758169934641	0	0.65359477124183	0	0.326797385620915	0.980392156862745	0.65359477124183
826	852	"Fresh Pond"	41.15833	-71.575	155	"AWI"	155	1964	3368	2543	0	0	0.60882800608828	0	0	0	0	7.00152207001522	0	0	6.39269406392694	0.30441400304414	0	0	1.82648401826484	0.60882800608828	0	0	0	3.65296803652968	1.5220700152207	0	0.30441400304414	4.26179604261796	1.5220700152207	0	0	13.3942161339422	2.13089802130898	0.30441400304414	0.15220700152207	0	0	0	0	52.0547945205479	0	0	0	1.82648401826484	0	0	0	0	0.30441400304414	1.82648401826484
826	852	"Fresh Pond"	41.15833	-71.575	165	"AWI"	165	2167	3565	2709	0	1.52671755725191	1.52671755725191	0	0	0	0	8.54961832061069	0	0	5.19083969465649	0.610687022900763	0	0	1.22137404580153	0	0	0	0	4.27480916030534	1.22137404580153	0	0.305343511450382	1.22137404580153	2.13740458015267	0	0	14.6564885496183	1.52671755725191	0	0.458015267175573	0	0	0	0	51.2977099236641	0	0	0	1.52671755725191	0	0	0	0	1.83206106870229	0.916030534351145
826	852	"Fresh Pond"	41.15833	-71.575	185	"AWI"	185	2632	3960	3039	0	0	4.51807228915663	0	0	0.301204819277108	0	8.73493975903614	0	0	6.02409638554217	0	0	0	0.903614457831325	0	0	0.301204819277108	0	7.83132530120482	0	0	0.602409638554217	0.602409638554217	0.903614457831325	0.301204819277108	0	8.43373493975904	1.80722891566265	0.301204819277108	0	0	0	0.301204819277108	0	53.6144578313253	0	0	0	0.903614457831325	0	0	0	0.301204819277108	1.50602409638554	1.80722891566265
826	852	"Fresh Pond"	41.15833	-71.575	195	"AWI"	195	2880	4151	3190	0	1.45631067961165	3.23624595469256	0	0	0	0	5.8252427184466	0	0	2.26537216828479	0	0.323624595469256	0	0.970873786407767	0.161812297734628	0	0.161812297734628	0	5.01618122977346	0.485436893203883	0	0	1.13268608414239	36.5695792880259	0.161812297734628	0.161812297734628	5.66343042071197	1.13268608414239	0	0	3.23624595469256	0	0	0	30.7443365695793	0	0	0	0.161812297734628	0	0	0	0.161812297734628	0.323624595469256	0.647249190938511
826	852	"Fresh Pond"	41.15833	-71.575	205	"AWI"	205	3138	4508	3540	0	0	5.93220338983051	0.211864406779661	0	0	0	6.77966101694915	0	0	2.33050847457627	0	0	0.635593220338983	0.635593220338983	0	0	0	0	9.74576271186441	0	0	0	1.69491525423729	33.6864406779661	0.211864406779661	0	0.423728813559322	0.211864406779661	0	0	3.8135593220339	0	0	0	32.2033898305085	0	0	0	0.847457627118644	0	0	0	0	0.211864406779661	0.423728813559322
826	852	"Fresh Pond"	41.15833	-71.575	215	"AWI"	215	3419	5260	4108	0	0	13.5211267605634	0	0	0	0	3.94366197183099	0	0	3.94366197183099	0.187793427230047	0	0	1.12676056338028	0	0	0	0	2.25352112676056	0	0	0	0.563380281690141	40	0.187793427230047	0	1.87793427230047	0.938967136150235	0	0.0938967136150235	0	0	0	0	30.0469483568075	0	0	0	0.938967136150235	0	0	0	0.187793427230047	0	0.187793427230047
826	852	"Fresh Pond"	41.15833	-71.575	225	"AWI"	225	3783	5842	4714	0	1.31061598951507	11.0091743119266	0	0.262123197903014	0.262123197903014	0	4.71821756225426	0	0	3.93184796854522	0	0.262123197903014	0	0.524246395806029	0.262123197903014	0	0.524246395806029	0	3.40760157273919	1.8348623853211	0	0	3.14547837483617	14.9410222804718	0.786369593709043	0	3.14547837483617	1.04849279161206	0	0	5.11140235910878	0	0	0	41.4154652686763	0.524246395806029	0	0	0.786369593709043	0	0	0	0	0	0.786369593709043
826	852	"Fresh Pond"	41.15833	-71.575	235	"AWI"	235	4239	6319	5318	0	1.07095046854083	20.0803212851406	0.267737617135207	0	0	0	8.29986613119143	0	0	1.07095046854083	0	0	0	0.535475234270415	0.267737617135207	0	1.07095046854083	0	2.40963855421687	1.33868808567604	0	0.267737617135207	1.60642570281124	8.83534136546185	0	0	2.67737617135207	1.07095046854083	0	0.133868808567604	0	0	0	0	47.6572958500669	0	0	0	0.535475234270415	0	0	0	0	0.535475234270415	0.267737617135207
826	852	"Fresh Pond"	41.15833	-71.575	245	"AWI"	245	4781	6739	5912	0	0	11.4583333333333	0	0.260416666666667	0.260416666666667	0	4.6875	0	0	0.260416666666667	0	0	0.260416666666667	1.04166666666667	0.260416666666667	0	0	0	5.46875	0	0	0	2.34375	6.77083333333333	0	0	1.82291666666667	1.04166666666667	0.260416666666667	0	0	0	0	0	60.4166666666667	0	0	0	0.260416666666667	0	0.260416666666667	0	0	1.82291666666667	1.04166666666667
826	852	"Fresh Pond"	41.15833	-71.575	255	"AWI"	255	5486	7056	6467	0	0	7.75623268698061	0	0	0	0	2.77008310249307	0	0	0.831024930747922	0.277008310249307	0	0	0.277008310249307	0.554016620498615	0.277008310249307	0	0	3.04709141274238	0.831024930747922	0	0.277008310249307	1.38504155124654	10.803324099723	0	0	1.66204986149584	1.38504155124654	0	0.554016620498615	0	0	0.831024930747922	0	60.9418282548476	0	0	0	0.277008310249307	0	0	0.277008310249307	0	2.21606648199446	2.77008310249307
826	852	"Fresh Pond"	41.15833	-71.575	265	"AWI"	265	6577	7316	7003	0	0	16.5605095541401	0	0	0	0	4.07643312101911	0	0	0.764331210191083	0.254777070063694	0.254777070063694	0	0.254777070063694	0.254777070063694	0.509554140127389	0	0	3.05732484076433	0.764331210191083	0	0	2.54777070063694	22.1656050955414	0.254777070063694	0	3.05732484076433	0.509554140127389	0.254777070063694	0.127388535031847	0	0	0	0	41.0191082802548	0	0	0	0.254777070063694	0.254777070063694	0	0	0.254777070063694	1.52866242038217	1.01910828025478
826	852	"Fresh Pond"	41.15833	-71.575	275	"AWI"	275	7172	8163	7622	0	1.00502512562814	16.8341708542714	0.251256281407035	0	0.251256281407035	0	6.03015075376884	0	0	0	0	0	0	2.76381909547739	0	1.50753768844221	0.251256281407035	0	1.50753768844221	0.50251256281407	0	0	2.26130653266332	4.2713567839196	0	0	5.27638190954774	0.50251256281407	0	0.50251256281407	4.52261306532663	0	0.251256281407035	0	49.748743718593	0	0	0	0	0	0	0	0	0.753768844221105	1.00502512562814
826	852	"Fresh Pond"	41.15833	-71.575	285	"AWI"	285	7586	9130	8337	0	0	22.9166666666667	0	0	0	0	4.76190476190476	0	0	0.297619047619048	0	0	0	2.67857142857143	0	0.595238095238095	0	0	0.892857142857143	0.892857142857143	0	0	0.892857142857143	6.54761904761905	0	0	3.86904761904762	0.595238095238095	0	0.297619047619048	0	0	0	0	52.3809523809524	0	0	0	0	0	0.297619047619048	0	0	1.19047619047619	0.892857142857143
826	852	"Fresh Pond"	41.15833	-71.575	295	"AWI"	295	8383	9598	9068	0	0	20.952380952381	0	0	0.272108843537415	0	5.98639455782313	0	0	0	0	0	0	1.63265306122449	0	0.272108843537415	0.272108843537415	0	0	0	0	0	0.54421768707483	3.80952380952381	0	0	3.80952380952381	0	0.272108843537415	1.7687074829932	17.1428571428571	0	0	0	40.2721088435374	0	0	0	0	0	0	0	0.272108843537415	2.17687074829932	0.54421768707483
826	852	"Fresh Pond"	41.15833	-71.575	305	"AWI"	305	8826	9959	9564	0.255102040816327	0	13.5204081632653	0	0	0.255102040816327	0	5.61224489795918	0	0.255102040816327	0.510204081632653	0	0	0	4.59183673469388	0.510204081632653	0.76530612244898	0	0	0	0	0	0	1.27551020408163	10.7142857142857	0	0	4.33673469387755	0.255102040816327	0.76530612244898	2.93367346938776	20.7908163265306	0	0	0	30.1020408163265	0	0	0	0	0	0	0	0	1.53061224489796	1.02040816326531
826	852	"Fresh Pond"	41.15833	-71.575	315	"AWI"	315	9096	10337	9778	0.103626943005181	0	5.80310880829016	0	0	0	0	5.18134715025907	0	0	0	0	0	0	2.69430051813472	0.207253886010363	0.414507772020725	0	0	0	0.829015544041451	0	0	2.48704663212435	24.2487046632124	0.207253886010363	0	7.25388601036269	0.207253886010363	0.414507772020725	0	16.580310880829	0	0	0	32.1243523316062	0	0	0	0.207253886010363	0	0	0	0	0.414507772020725	0.621761658031088
826	852	"Fresh Pond"	41.15833	-71.575	325	"AWI"	325	9354	10630	10015	0	0	2.1484375	0.1953125	0.1953125	0	0	4.4921875	0	0	0	0	0	0	1.5625	0	0.5859375	0.1953125	0	0	0	0	0	1.953125	36.5234375	0.1953125	0	4.6875	0	0	0.390625	10.546875	0	0	0	33.7890625	0.1953125	0	0	0.1953125	0	0	0	0.1953125	1.3671875	0.5859375
826	852	"Fresh Pond"	41.15833	-71.575	335	"AWI"	335	9619	10910	10258	0.205761316872428	0	2.05761316872428	0	0	0.205761316872428	0	5.55555555555556	0	0	0.411522633744856	0	0	0	1.85185185185185	0	0.823045267489712	0	0	0	0	0	0	1.440329218107	36.2139917695473	0	0	7.40740740740741	0	0.411522633744856	0.720164609053498	14.7119341563786	0	0	0	26.1316872427983	0	0	0	0	0	0.205761316872428	0	0	0.617283950617284	1.02880658436214
826	852	"Fresh Pond"	41.15833	-71.575	345	"AWI"	345	9902	11229	10502	0	0	1.59521435692921	0	0	0	0	4.38683948155533	0	0	0	0	0.199401794616152	0	3.98803589232303	0.398803589232303	0.199401794616152	0	0	0	0.598205383848455	0	0	2.79162512462612	22.5324027916251	0	0	5.98205383848455	0.199401794616152	0.598205383848455	0.299102691924227	21.3359920239282	0	0	0	31.3060817547358	0	0	0	0.398803589232303	0	0.199401794616152	0	0	2.59222333000997	0.398803589232303
826	852	"Fresh Pond"	41.15833	-71.575	355	"AWI"	355	10211	11500	10736	0	0.442477876106195	1.10619469026549	0.442477876106195	0	0.221238938053097	0	6.63716814159292	0	0	0	0	0.221238938053097	0	3.31858407079646	0	1.32743362831858	0.442477876106195	0	0.221238938053097	0.884955752212389	0	0	0.663716814159292	1.32743362831858	0	0	14.8230088495575	0.221238938053097	0	0.663716814159292	25	0	0	0	39.6017699115044	0	0	0	0.221238938053097	0	0.442477876106195	0	0	1.32743362831858	0.442477876106195
826	852	"Fresh Pond"	41.15833	-71.575	365	"AWI"	365	10635	11797	11008	0	0	1.01112234580384	0	0	0	0	15.3690596562184	0	0	0	0	0.202224469160768	0	1.41557128412538	0	0.202224469160768	0.404448938321537	0	0	0.606673407482305	0	0.202224469160768	0.606673407482305	1.61779575328615	0.202224469160768	0	5.46006066734075	0	0.404448938321537	0.505561172901921	34.3781597573306	0	0	0	35.793731041456	0	0	0	0	0	0.404448938321537	0	0	0.202224469160768	1.01112234580384
826	852	"Fresh Pond"	41.15833	-71.575	375	"AWI"	375	11027	12516	11582	2.17983651226158	0.544959128065395	8.71934604904632	0	0	0	0	8.17438692098093	0	0.272479564032698	0	0	0	0	3.26975476839237	0	0.544959128065395	1.36239782016349	0	0.272479564032698	0	0	0	4.35967302452316	0.272479564032698	0	0	5.44959128065395	0	2.17983651226158	17.3024523160763	30.6539509536785	0	0	0	12.5340599455041	0	0	0	0.272479564032698	0	0	0	0	1.36239782016349	0.272479564032698
826	852	"Fresh Pond"	41.15833	-71.575	385	"AWI"	385	11525	13633	12464	0.702576112412178	0	12.4121779859485	0	0	0.234192037470726	0	21.5456674473068	0	0	0	0	0	0	0.936768149882904	0	0.702576112412178	0	0	0	0	0	0	0.936768149882904	12.8805620608899	0	0	2.57611241217799	0	0.234192037470726	14.4028103044496	27.2833723653396	0	0	0	3.74707259953162	0	0	0	0.468384074941452	0	0	0	0	0.702576112412178	0.234192037470726
826	852	"Fresh Pond"	41.15833	-71.575	395	"AWI"	395	12278	14315	13387	1.50214592274678	0	2.14592274678112	0	0	0	0	20.6008583690987	0	0	0	0	0	0	5.15021459227468	0	1.71673819742489	1.28755364806867	0	0.858369098712446	0	0	0.858369098712446	3.43347639484979	0.429184549356223	0	0	1.71673819742489	0	4.72103004291846	40.5579399141631	0	0	0	0	14.1630901287554	0	0	0	0	0	0	0	0	0	0.858369098712446
826	852	"Fresh Pond"	41.15833	-71.575	405	"AWI"	405	13597	14819	14208	1.18343195266272	0	2.36686390532544	0	0	0.394477317554241	0	9.46745562130178	0	1.57790927021696	0	0	0	0	4.33925049309665	0.394477317554241	3.94477317554241	0.788954635108481	0	0.394477317554241	1.57790927021696	0	0	0	17.7514792899408	0.394477317554241	0	2.76134122287968	0	4.73372781065089	34.5167652859961	0	0	0	0	11.8343195266272	0	0	0	0	0	1.57790927021696	0	0	0	0
826	852	"Fresh Pond"	41.15833	-71.575	411	"AWI"	411	14096	15320	14655	0.310077519379845	0	0.62015503875969	0	0	0.310077519379845	0	6.51162790697674	1.24031007751938	0	0.310077519379845	0	0	0	1.55038759689922	1.86046511627907	2.17054263565891	0	0	0	0	0	0	0.930232558139535	5.58139534883721	0	0	3.10077519379845	0	1.24031007751938	32.2480620155039	35.5038759689922	0	0	0	5.89147286821705	0	0	0	0.62015503875969	0	0	0	0	0	0
826	852	"Fresh Pond"	41.15833	-71.575	417	"AWI"	417	14258	16023	14970	0	0	0.478468899521531	0	0	0	0	0.478468899521531	0	0	0.478468899521531	0	0	0	0	0	88.0382775119617	0	0	0	0	0	0	7.6555023923445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87081339712919	0	0	0	0
