"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cephalanthus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Lamiaceae"	"Myrica"	"Nyssa"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"
826	852	"Fresh Pond"	41.15833	-71.575	0	"AWI"	0	-135	39	-47	0	0	2.01149425287356	0.574712643678161	0	0	0	8.9080459770115	0	0.574712643678161	0.574712643678161	0	0	0	1.4367816091954	0	1.14942528735632	0.862068965517241	1.14942528735632	0.28735632183908	1.4367816091954	0.28735632183908	0	2.29885057471264	0	0.28735632183908	0	13.2183908045977	1.14942528735632	0	0.28735632183908	4.88505747126437	7.75862068965517	0	26.1494252873563	14.9425287356322	0.28735632183908	0	0	0.574712643678161	7.47126436781609	0	0	0	1.14942528735632	0.28735632183908
826	852	"Fresh Pond"	41.15833	-71.575	10	"AWI"	10	-66	481	95	0	0	1.36986301369863	0.342465753424658	0	0	0	5.13698630136986	0	0.342465753424658	0.684931506849315	0	0	0	0	0.342465753424658	1.02739726027397	0	0	0	0	0	0	5.47945205479452	0.342465753424658	0	0	5.47945205479452	0.684931506849315	0	0	0	11.6438356164384	0	38.6986301369863	12.3287671232877	0	0	0	0.684931506849315	15.4109589041096	0	0	0	0	0
826	852	"Fresh Pond"	41.15833	-71.575	20	"AWI"	20	15	741	263	0	0	2.82186948853616	0	0.705467372134039	0	0	6.34920634920635	0.705467372134039	1.05820105820106	0.352733686067019	0	0	0	1.05820105820106	0	0.352733686067019	0	0	1.41093474426808	0	0	0	4.23280423280423	0	0	0	0.705467372134039	2.11640211640212	0	0.17636684303351	0	10.5820105820106	1.05820105820106	29.6296296296296	14.1093474426808	0	0	0	0.705467372134039	20.1058201058201	0	0	0	1.7636684303351	0
826	852	"Fresh Pond"	41.15833	-71.575	30	"AWI"	30	102	966	424	0	0	0.996677740863787	0	0	0	0	5.3156146179402	0	0	0.332225913621262	0	0	0	0.664451827242525	0	0.996677740863787	0	0	1.99335548172757	0	0	0.664451827242525	11.2956810631229	0	0.332225913621262	0	3.32225913621263	1.66112956810631	0	0.332225913621262	0	2.99003322259136	0	27.906976744186	12.624584717608	0	0	0	0.332225913621262	26.9102990033223	0	0	0	0.332225913621262	0.996677740863787
826	852	"Fresh Pond"	41.15833	-71.575	40	"AWI"	40	209	1182	604	0	0	3.74531835205993	0	0	0	0	8.61423220973783	0	0	1.49812734082397	0	0.749063670411985	0	0	0.374531835205993	0.374531835205993	2.24719101123596	0	1.49812734082397	0	0	3.37078651685393	4.49438202247191	1.49812734082397	0	0	8.61423220973783	6.74157303370786	0	0	0	1.49812734082397	0	0	31.0861423220974	0	0	0	2.99625468164794	17.6029962546816	0	0	0	2.24719101123596	0.749063670411985
826	852	"Fresh Pond"	41.15833	-71.575	50	"AWI"	50	330	1405	772	0	0	2.05278592375367	0	0	0	0	6.45161290322581	0	0	2.34604105571848	0	0.586510263929619	0.586510263929619	1.46627565982405	0.293255131964809	2.05278592375367	2.05278592375367	0.293255131964809	1.46627565982405	0	0	1.46627565982405	3.51906158357771	0.879765395894428	0.293255131964809	0	8.79765395894428	3.51906158357771	0.293255131964809	0	8.50439882697947	0	0	0	40.4692082111437	0	0.586510263929619	0	2.34604105571848	8.21114369501466	0	0	0	1.46627565982405	0
826	852	"Fresh Pond"	41.15833	-71.575	60	"AWI"	60	454	1580	930	0	1.55642023346304	3.63164721141375	0	0	0.259403372243839	0	9.33852140077821	0	0	6.22568093385214	0	0	0	0.778210116731518	0.259403372243839	0.259403372243839	1.03761348897536	0	3.89105058365759	1.81582360570687	0	0.259403372243839	2.85343709468223	2.33463035019455	0	0	9.85732814526589	2.07522697795071	0.778210116731518	0.648508430609598	7.78210116731517	0	0	0	38.1322957198444	0	0	0	2.59403372243839	1.03761348897536	0	0	0.259403372243839	1.81582360570687	0.518806744487678
826	852	"Fresh Pond"	41.15833	-71.575	70	"AWI"	70	579	1750	1102	0	0	2.38450074515648	0	0	0	0	12.5186289120715	0	0	4.17287630402385	0	0.29806259314456	0	0.894187779433681	0	0.596125186289121	0.894187779433681	0	1.78837555886736	0	0	0.596125186289121	1.78837555886736	2.9806259314456	0	0	12.8166915052161	2.38450074515648	0	0.14903129657228	0	0	0	0	51.5648286140089	0	0	0	1.19225037257824	0	0	0	0	1.4903129657228	1.4903129657228
826	852	"Fresh Pond"	41.15833	-71.575	80	"AWI"	80	727	1949	1272	0	0	0.605143721633888	0	0	0	0	8.16944024205749	0.302571860816944	0	5.74886535552194	0.302571860816944	0	0	0.907715582450832	0	0	0.907715582450832	0	4.8411497730711	0	0	0.605143721633888	6.35400907715582	1.21028744326778	0	0	11.1951588502269	1.51285930408472	0	0.453857791225416	0	0	0	0	53.5552193645991	0	0	0.302571860816944	2.42057488653555	0	0	0	0	0.302571860816944	0.302571860816944
826	852	"Fresh Pond"	41.15833	-71.575	85	"AWI"	85	813	2040	1360	0.276625172890733	1.38312586445367	0.553250345781466	0	0.553250345781466	0.276625172890733	0	8.57538035961272	0	0	6.63900414937759	0	0.276625172890733	0	0.553250345781466	0.276625172890733	0	0.553250345781466	0.276625172890733	4.42600276625173	1.38312586445367	0	0.553250345781466	2.76625172890733	0.276625172890733	0	0	14.9377593360996	1.10650069156293	0	0.276625172890733	5.67081604426003	0	0	0	45.643153526971	0.276625172890733	0	0	0.553250345781466	0	0	0	0	1.6597510373444	0.276625172890733
