"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Castanea"	"Cornus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Isoëtes"	"Juglans"	"Lamiaceae"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Tsuga"	"Ulmus"
1551	1592	"Lake EC2"	56.02333	-74.945	23	"AWI"	23	995	3231	2121	1	1	187	1	0	2	3	85	0	0	0	4	8	5	0	1	0	0	0	0	0	0	0	280	11.5	0	4	0	0	2	0	0	0	1	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	25	"AWI"	25	1183	3305	2325	0	1	175	0	0	3	0	62	0	0	0	6	5	4	0	0	0	0	0	0	0	0	1	251	14.5	0	0	0	0	1	0	0	0	3	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	27	"AWI"	27	1317	3392	2556	0	0	204	0	0	3	2	96	0	0	0	8	6	7	0	1	1	0	0	0	1	0	0	260	25	0	6	0	0	1	1	0	0	1	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	29.5	"AWI"	29.5	1457.5	3591	2842.5	0	0	0	0	0	0	0	72	0	0	0	4	5	5	0	1	0	0	0	0	1	0	0	250.5	8	0	4	0	0	1	0	0	0	1	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	35	"AWI"	35	2556	3732	3274	0	0	206	0	0	4	0	51	0	0	0	4	2	1	0	0	0	0	0	0	0	0	1	227	10	0	0	0	0	1	0	0	0	0	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	40	"AWI"	40	3361	3930	3689	0	0	0	0	0	2	4	63	0	0	0	0	1	2	0	0	0	0	0	1	1	0	0	200	11.5	0	4	0	0	0	1	0	0	1	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	45	"AWI"	45	3490	4032	3789	0	0	184	0	0	8	0	94	0	0	0	0	4	3	0	0	0	0	0	1	2	0	2	228.5	6.5	0	0	0	0	0	0	0	0	2	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	50	"AWI"	50	3550	4222	3886	0	0	238	0	0	6	0	88	0	0	0	4	1	2	0	0	0	0	0	0	0	0	0	334	11	0	5	0	1	1	0	0	1	0	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	55	"AWI"	55	3681	4290	3980	0	0	142	0	0	4	0	74	0	0	0	2	4	1	0	0	0	0	0	0	1	0	0	298.5	12.5	0	1	0	1	1	0	0	0	0	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	60	"AWI"	60	3751	4422	4078	0	0	0	0	0	1	2	122	0	0	0	6	3	4	0	1	0	0	0	0	0	0	0	256.5	11	0	1	0	1	1	0	0	0	0	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	65	"AWI"	65	3888	4491	4165	0	0	236	2	0	1	0	150	0	0	0	1	5	1	0	0	1	0	0	0	0	0	0	195.5	11.5	0	2	0	1	0	0	0	0	2	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	70	"AWI"	70	3971	4614	4256	0	0	0	0	0	3	0	175	0	0	2	3	7	1	0	0	0	0	0	1	0	0	1	259.5	9	0	1	0	1	2	0	0	0	0	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	75	"AWI"	75	4124	4701	4373	0	0	256	0	0	3	0	108	0	0	0	4	3	2	0	1	0	0	0	2	0	1	0	131	5.5	0	0	0	0	1	0	0	0	3	0	0	1
1551	1592	"Lake EC2"	56.02333	-74.945	80	"AWI"	80	4189	4867	4482	0	0	0	1	0	1	0	118	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	209	6	0	3	0	0	1	0	0	0	0	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	85	"AWI"	85	4301	4989	4618	0	0	0	0	0	1	0	90	0	0	0	0	7	1	0	0	0	0	0	5	0	0	1	141.5	5.5	0	1	0	1	0	0	0	0	0	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	90	"AWI"	90	4364	5233	4744	0	1	0	0	0	2	0	100	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	194	10	0	0	0	1	0	0	0	0	1	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	95	"AWI"	95	4490	5319	4878	0	0	257	0	0	1	0	72	0	1	0	2	3	1	0	0	0	0	0	0	0	0	0	154	0	0	3	0	2	0	0	0	0	1	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	100	"AWI"	100	4554	5479	5010	0	0	0	2	0	3	2	92	0	0	0	5	3	2	1	0	0	0	0	1	0	0	0	208	7.5	0	1	0	0	0	0	0	0	2	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	105	"AWI"	105	4723	5547	5148	0	0	0	0	0	1	0	113	0	0	0	2	3	1	0	1	0	0	1	1	0	0	1	193.5	11.5	0	3	0	0	1	0	0	0	0	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	110	"AWI"	110	4827	5679	5287	0	0	0	0	0	3	0	145	0	0	0	0	6	2	0	1	0	0	0	2	0	0	0	273.5	13.5	0	6	0	0	0	0	0	0	0	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	120	"AWI"	120	5158	5836	5534	0	0	309	0	0	2	0	120	1	0	0	1	3	2	0	1	0	0	0	0	1	0	0	223.5	5	0	2	0	0	1	0	0	0	0	0	0	1
1551	1592	"Lake EC2"	56.02333	-74.945	125	"AWI"	125	5358	5901	5652	0	0	0	1	0	5	0	126	0	0	1	3	4	0	0	0	0	0	0	0	0	0	0	213	7.5	0	4	1	0	0	0	0	0	0	0	0	1
1551	1592	"Lake EC2"	56.02333	-74.945	130	"AWI"	130	5453	6104	5776	1	0	0	0	0	4	0	139	0	0	0	0	4	3	0	0	1	0	0	2	0	0	0	142.5	4.5	0	2	0	1	0	0	0	1	0	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	135	"AWI"	135	5575	6191	5892	0	0	0	0	0	3	0	177	0	0	0	2	2	1	0	0	0	0	0	2	0	0	0	211	0	0	1	0	1	0	0	0	0	1	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	140	"AWI"	140	5646	6346	6003	1	0	291	0	0	1	0	51	0	0	0	0	1	0	0	1	0	0	0	3	0	0	1	142	0	0	0	0	0	1	0	0	0	1	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	145	"AWI"	145	5783	6417	6115	0	0	0	1	0	1	0	65	0	0	0	7	6	3	0	0	0	0	0	3	0	0	1	288	0	0	3	0	0	0	0	0	1	3	0	0	1
1551	1592	"Lake EC2"	56.02333	-74.945	150	"AWI"	150	5867	6551	6228	0	0	0	0	0	2	0	43	0	0	0	7	8	3	0	0	0	0	0	7	1	0	1	170	0	0	3	0	3	0	0	0	1	2	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	155	"AWI"	155	6020	6614	6331	0	0	445	2	0	2	0	105	0	0	0	15	5	2	1	1	0	0	0	21	0	0	0	226	5.5	0	3	0	5	0	0	0	0	2	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	160	"AWI"	160	6110	6751	6446	0	0	237	0	0	2	0	110	0	0	0	26	13	6	0	0	1	0	0	11	1	0	1	79.5	8.5	0	10	0	4	0	0	0	0	6	0	0	0
1551	1592	"Lake EC2"	56.02333	-74.945	165	"AWI"	165	6213	6932	6551	0	0	0	6	1	13	11	170	0	0	0	57	31	17	1	1	0	1	0	23	0	0	0	146.5	18	0	19	0	7	3	1	1	0	13	0	2	0
1551	1592	"Lake EC2"	56.02333	-74.945	170	"AWI"	170	6276	7225	6647	0	0	0	9	0	14	13	105	0	0	0	23	57	14	0	3	0	0	0	2	0	1	1	139.5	36.5	0	11	0	1	1	0	0	0	22	1	0	2
1551	1592	"Lake EC2"	56.02333	-74.945	172.5	"AWI"	172.5	6323	7281.5	6703	0	0	0	6	0	21	9	382	0	0	0	11	60	12	0	0	1	0	0	5	0	0	3	146	31.5	1	10	0	1	3	0	1	0	19	0	0	2
