"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tsuga"	"Ulmus"	"Viburnum"
533	549	"Daumont"	54.88333	-69.4	160	"AWI"	160	5934	6500	6243	3	0	491	0	0	0	65	0	0	0	0	16	0	0	0	0	0	1	1	0	16	6	0	0	41	0	1	0	2	1	0	0	4	0	0	0	0	0	0
533	549	"Daumont"	54.88333	-69.4	165	"AWI"	165	6010	6670	6335	0	0	220	1	3	3	88	0	1	1	0	13	0	0	0	0	0	0	0	0	0	1	2	0	94	27	7	0	4	5	1	1	5	0	0	0	0	1	0
533	549	"Daumont"	54.88333	-69.4	170	"AWI"	170	6088	6810	6431	1	0	99	0	2	0	133	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1	0	1	0	3	1	0	0	0	0	0	0
533	549	"Daumont"	54.88333	-69.4	175	"AWI"	175	6155	6965	6525	1	0	236	2	4	4	90	1	0	0	0	9	1	0	0	1	0	0	0	0	0	0	1	0	58	18	6	0	0	0	0	0	3	0	0	0	0	1	0
533	549	"Daumont"	54.88333	-69.4	180	"AWI"	180	6236	7096	6623	1	0	212	0	2	0	62	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	57	83	1	0	0	3	0	0	3	0	0	0	0	0	0
533	549	"Daumont"	54.88333	-69.4	190	"AWI"	190	6399	7362	6817	1	0	202	0	8	0	108	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	47	0	2	0	0	0	0	0	1	0	0	0	0	1	0
533	549	"Daumont"	54.88333	-69.4	200	"AWI"	200	6563	7635	7011	5	0	247	0	4	0	204	0	0	0	0	6	0	0	0	0	0	0	0	0	1	1	0	0	27	9	4	0	0	0	0	0	0	0	0	1	0	0	0
533	549	"Daumont"	54.88333	-69.4	210	"AWI"	210	6732	7881	7211	0	0	202	2	11	2	73	0	0	0	0	13	1	0	0	1	1	0	0	4	0	2	0	0	42	57	2	0	4	0	0	0	3	0	0	0	0	2	0
533	549	"Daumont"	54.88333	-69.4	215	"AWI"	215	6833	7990	7312	0	0	227	5	13	8	113	0	0	0	0	10	1	0	0	0	0	0	0	0	0	1	0	0	36	28	6	0	0	0	0	0	2	0	0	0	0	0	0
533	549	"Daumont"	54.88333	-69.4	15	"AWI"	15	259	874	555	4	0	77	0	1	0	77	0	0	0	0	45	2	1	0	0	0	4	0	0	0	0	0	0	175	37	11	0	0	0	0	0	0	0	0	2	0	0	0
