"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Anacardiaceae"	"Apiaceae"	"Arecaceae"	"Artemisia"	"Asteraceae"	"Avicennia"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Celtis"	"Citrus"	"Coccoloba"	"Conocarpus"	"Cupressaceae"	"Cyperaceae"	"Dodonaea"	"Ericales"	"Eugenia"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Forestiera"	"Fraxinus"	"Indeterminable"	"Iridaceae"	"Laguncularia"	"Lamiaceae"	"Liliaceae"	"Moraceae"	"Myrica"	"Oleaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Rhizophora"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rutaceae"	"Sabal"	"Salix"	"Sapindaceae"	"Taxus"	"Thalictrum"	"Trema"	"Ulmus"	"Urticaceae"	"Verbenaceae"
1642	1697	"Mangrove Lake"	32.3	-64.75	180	"AWI"	180	-144	16	-65	0	0	0	3	0	6	0	0	0	2	0	0	0	0	1	398	2	0	1	0	1	1	0	0	0	4	1	0	0	1	0	0	0	0	0	3	6	0	0	15	0	0	0	0	0	0	0	0	0	0	1	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	200	"AWI"	200	0	337	188	0	0	0	3	0	1	37	0	1	2	0	0	0	0	0	573	0	0	0	1	0	0	0	2	1	6	0	0	0	0	0	0	0	0	3	9	2	0	2	34	0	0	0	0	1	0	1	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	220	"AWI"	220	86	714	440	0	2	0	8	1	1	43	0	1	0	0	0	0	0	0	406	2	1	0	0	3	0	0	4	1	7	2	0	1	0	0	0	0	0	1	9	3	0	0	23	0	0	0	0	1	0	1	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	240	"AWI"	240	394	942	675	0	3	0	4	0	2	0	0	1	1	0	2	0	0	0	306	2	1	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	3	2	2	0	1	17	0	0	0	0	2	1	0	0	0	0	0	1	0
1642	1697	"Mangrove Lake"	32.3	-64.75	260	"AWI"	260	754	1130	910	1	0	0	0	0	0	0	0	0	0	0	16	0	0	4	601	0	1	0	0	2	0	0	1	0	7	0	0	0	0	0	0	0	1	2	0	0	0	1	10	0	0	0	0	6	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	280	"AWI"	280	836	1577	1141	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	237	0	1	0	0	1	0	0	1	0	7	0	0	0	0	0	2	0	0	2	0	2	0	0	13	0	0	0	0	6	0	0	0	0	2	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	300	"AWI"	300	966	1761	1349	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	513	1	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	5	15	0	0	0	0	5	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	312	"AWI"	312	1006	1954	1459	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	721	0	0	0	0	2	0	0	0	0	5	0	0	0	0	2	2	0	0	2	0	0	0	12	14	0	0	0	0	8	0	1	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	340	"AWI"	340	1194	2336	1714	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	496	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	360	"AWI"	360	1341	2442	1914	0	0	0	0	0	4	0	0	3	1	0	2	0	0	4	929	0	0	0	0	56	0	0	0	0	10	0	0	0	0	0	2	1	1	6	0	0	0	6	21	0	0	0	0	8	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	380	"AWI"	380	1472	2602	2100	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	458	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	1	6	0	0	0	0	1	0	1	0	0	0	0	0	1
1642	1697	"Mangrove Lake"	32.3	-64.75	400	"AWI"	400	1813	2672	2283	0	0	0	0	2	0	0	0	1	0	0	1	0	0	1	422	1	0	0	3	0	0	0	0	0	22	0	0	0	0	0	0	0	1	1	0	1	0	1	5	0	0	0	0	2	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	420	"AWI"	420	2001	2774	2506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	440	"AWI"	440	2227	2879	2660	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	296	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	6	0	0	2	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	460	"AWI"	460	2396	2952	2776	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	459	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	480	"AWI"	480	2469	3120	2848	1	0	0	0	1	2	0	0	1	0	0	1	0	0	0	240	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	500	"AWI"	500	2538	3177	2914	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	356	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	4	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	520	"AWI"	520	2590	3256	2977	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	222	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	4	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	540	"AWI"	540	2670	3317	3040	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	217	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	4	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	560	"AWI"	560	2741	3388	3104	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	280	0	2	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0
