"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Anacardiaceae"	"Apiaceae"	"Arecaceae"	"Artemisia"	"Asteraceae"	"Avicennia"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Celtis"	"Citrus"	"Coccoloba"	"Conocarpus"	"Cupressaceae"	"Cyperaceae"	"Dodonaea"	"Ericales"	"Eugenia"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Forestiera"	"Fraxinus"	"Indeterminable"	"Iridaceae"	"Laguncularia"	"Lamiaceae"	"Liliaceae"	"Moraceae"	"Myrica"	"Oleaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Rhizophora"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rutaceae"	"Sabal"	"Salix"	"Sapindaceae"	"Taxus"	"Thalictrum"	"Trema"	"Ulmus"	"Urticaceae"	"Verbenaceae"
1642	1697	"Mangrove Lake"	32.3	-64.75	580	"AWI"	580	2820	3455	3166	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	392	0	0	0	0	3	0	0	0	0	23	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	600	"AWI"	600	2929	3511	3231	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	464	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	618	"AWI"	618	2992	3583	3288	1	0	0	0	0	1	0	0	0	0	0	1	0	0	17	1301	0	0	0	0	7	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0	6	0	1	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	640	"AWI"	640	3160	3662	3368	0	0	0	0	0	1	0	0	0	0	0	4	0	0	21	913	0	1	0	0	2	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	15	0	0	0	0	0	0	1	0
1642	1697	"Mangrove Lake"	32.3	-64.75	660	"AWI"	660	3262	3750	3451	0	0	0	0	0	1	0	0	0	0	0	9	0	0	13	1027	0	1	0	0	2	0	0	0	0	4	0	0	0	0	1	0	0	0	3	0	1	0	3	0	0	0	0	0	18	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	680	"AWI"	680	3330	3877	3553	0	0	0	0	0	1	0	0	0	0	0	1	0	0	15	723	0	1	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	700	"AWI"	700	3407	4047	3691	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	490	1	2	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	1	0	2	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	718	"AWI"	718	3451	4298	3803	0	0	0	0	0	2	0	0	1	0	0	6	0	0	9	504	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	14	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	740	"AWI"	740	3573	4422	3955	0	0	0	0	0	2	0	0	0	0	0	11	0	0	4	536	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	24	0	1	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	760	"AWI"	760	3648	4538	4091	0	0	0	0	0	2	0	0	0	0	0	5	0	0	5	413	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	780	"AWI"	780	3780	4665	4227	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	416	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	800	"AWI"	800	3973	4731	4367	0	0	0	0	0	1	0	0	0	0	0	6	0	0	13	288	0	0	0	0	3	0	0	0	0	6	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	820	"AWI"	820	4080	4836	4513	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	239	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	840	"AWI"	840	4340	4896	4626	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	191	0	2	0	0	3	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	6	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	860	"AWI"	860	4486	5016	4749	1	0	0	0	0	3	0	0	0	0	0	3	0	0	2	707	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	5	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	880	"AWI"	880	4588	5158	4863	0	0	0	0	0	1	0	0	0	0	0	8	0	0	7	807	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	10	0	1	0	0	1	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	900	"AWI"	900	4657	5264	4967	0	0	0	0	0	2	0	0	0	0	0	7	0	0	4	210	1	0	0	0	3	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	920	"AWI"	920	4700	5465	5060	0	0	0	0	0	1	0	0	0	0	0	13	0	0	2	770	0	1	0	0	4	0	0	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	14	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	940	"AWI"	940	4800	5516	5156	0	0	0	0	0	1	0	0	1	0	1	19	0	0	3	649	0	7	0	0	6	0	0	0	0	13	0	1	0	0	1	0	0	1	2	0	1	0	3	0	0	0	0	1	22	0	0	0	0	1	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	960	"AWI"	960	4861	5603	5255	0	0	0	0	0	2	0	0	1	0	0	13	0	0	0	314	0	4	0	0	4	0	0	0	0	2	0	0	0	0	3	1	0	0	0	0	0	0	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	980	"AWI"	980	4976	5695	5343	0	0	0	0	0	3	0	1	0	0	0	16	0	0	0	448	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	1	0	0	0	0	0	19	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1000	"AWI"	1000	5092	5754	5439	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	472	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1018	"AWI"	1018	5157	5826	5526	0	0	0	0	0	2	0	0	1	0	0	9	0	0	0	937	0	0	0	0	7	0	0	0	0	8	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	1	11	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1040	"AWI"	1040	5392	5870	5627	1	0	0	0	0	1	0	0	0	0	0	35	0	0	0	770	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	11	0	1	0	0	1	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1060	"AWI"	1060	5508	5968	5726	0	0	0	0	0	3	0	0	0	0	0	19	0	0	0	484	0	4	0	0	3	0	0	0	0	13	0	0	0	0	0	2	0	0	1	0	0	0	2	0	1	0	0	0	13	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1080	"AWI"	1080	5599	6122	5844	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	427	0	0	0	0	4	0	0	0	0	10	0	0	0	0	0	5	0	0	1	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1100	"AWI"	1100	5667	6297	5966	0	0	0	0	0	1	0	0	0	0	0	13	0	0	0	369	1	1	0	1	3	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1120	"AWI"	1120	5725	6510	6080	0	0	0	0	0	2	0	0	0	0	0	16	0	0	0	604	1	0	0	2	10	0	0	0	0	14	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	8	0	1	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1140	"AWI"	1140	5831	6601	6206	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	586	0	0	0	0	27	0	0	0	0	21	0	0	0	0	0	2	0	0	1	0	0	0	3	0	1	0	0	0	10	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1160	"AWI"	1160	5885	6727	6324	0	1	0	0	0	0	0	0	0	0	0	15	0	0	0	441	0	5	0	0	3	0	1	0	0	27	0	0	0	0	0	2	0	0	3	0	0	0	1	0	0	0	0	0	35	0	0	0	0	0	1	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1180	"AWI"	1180	6037	6842	6438	0	0	0	1	0	1	0	0	0	0	0	34	0	0	0	824	1	0	0	0	4	0	1	0	0	12	1	0	0	0	0	8	0	0	3	0	0	0	4	1	0	0	0	0	33	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1200	"AWI"	1200	6167	6909	6563	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	273	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1215	"AWI"	1215	6232	7008	6656	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	442	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1240	"AWI"	1240	6526	7080	6784	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	407	3	0	0	0	0	0	0	0	0	10	0	0	0	0	0	8	0	0	0	0	1	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1260	"AWI"	1260	6647	7194	6902	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	106	2	18	0	0	0	0	0	0	0	8	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1280	"AWI"	1280	6755	7332	7025	0	0	1	0	0	2	0	0	2	0	0	32	1	0	0	697	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1300	"AWI"	1300	6816	7538	7142	0	0	0	0	0	2	0	0	1	0	0	17	1	0	0	423	1	6	0	0	0	0	0	0	0	6	0	0	0	0	0	14	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1320	"AWI"	1320	6886	7769	7257	1	0	0	0	0	2	0	0	2	0	0	13	0	0	0	713	2	1	0	0	2	0	0	0	0	14	0	0	0	0	1	26	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1340	"AWI"	1340	6985	7850	7390	1	0	0	1	0	1	0	0	0	0	0	9	0	0	0	319	2	1	0	0	0	0	0	0	0	11	0	0	0	0	0	12	0	0	1	0	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1360	"AWI"	1360	7038	7996	7518	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0	246	0	0	0	0	3	0	0	0	1	2	0	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1380	"AWI"	1380	7193	8081	7649	0	0	0	0	0	1	0	0	1	0	0	8	0	0	0	420	1	0	0	0	1	0	0	0	0	10	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1400	"AWI"	1400	7303	8150	7789	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	74	1	3	0	0	0	0	0	0	0	1	0	0	0	0	1	14	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1417	"AWI"	1417	7421	8252	7899	0	0	0	2	0	2	0	0	0	0	0	8	0	0	0	221	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	8	0	0	0	0	1	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1440	"AWI"	1440	7796	8303	8043	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	96	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1460	"AWI"	1460	7982	8431	8181	0	0	0	1	0	3	0	0	0	0	0	3	0	0	0	226	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	39	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1480	"AWI"	1480	8126	8851	8454	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1500	"AWI"	1500	8189	9470	8716	0	0	0	1	0	1	0	0	0	0	0	4	0	0	0	200	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	163	0	0	0	0	0	0	1	0	1	0	0	0	6	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1516	"AWI"	1516	8289	9882	8936	0	0	2	0	0	1	0	0	0	0	0	4	0	0	0	83	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	8	0	0	1	0	2	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1540	"AWI"	1540	8525	10059	9331	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	42	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1560	"AWI"	1560	8642	10325	9652	0	0	0	42	0	2	0	0	1	0	0	7	0	0	0	132	7	0	0	0	0	0	0	0	0	25	0	0	0	1	0	54	0	0	0	0	125	1	0	0	2	0	0	1	16	0	0	0	1	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1580	"AWI"	1580	9265	10414	9921	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	269	0	0	0	0	3	0	0	0	0	41	0	0	0	0	0	9	0	0	1	0	128	2	1	0	1	0	0	0	97	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1600	"AWI"	1600	9679	10530	10200	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	57	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	51	1	1	2	0	1	0	1	40	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1640	"AWI"	1640	10013	11076	10551	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1660	"AWI"	1660	10095	11519	10669	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	47	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0	8	0	0	0	0	17	0	1	0	0	0	0	0	56	0	0	0	0	0	0	0	0
