"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Fabaceae"	"Fraxinus"	"Gentianaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Thalictrum"	"Tsuga"	"Urticaceae"
771	790	"Eldora Fen"	39.93667	-105.58	1	"AWI"	1	-86	93	3	0.5420054200542	0	0.2710027100271	2.710027100271	0	5.42005420054201	1.3550135501355	0	0	0.2710027100271	0	0	5.69105691056911	0	0	0	0	0	1.6260162601626	0	4.3360433604336	0	0	4.3360433604336	61.7886178861789	1.6260162601626	0	0	0	1.0840108401084	1.3550135501355	0.5420054200542	0	0.2710027100271	6.23306233062331	0	0.5420054200542	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	4	"AWI"	4	-48	309	75	2.85714285714286	0	1.9047619047619	9.52380952380952	0	14.2857142857143	3.80952380952381	0	0	0	0	0	8.57142857142857	0	0	0	0	0	4.76190476190476	0	0.952380952380952	0	0	20	0	1.9047619047619	0	0	0	0.952380952380952	2.85714285714286	0	0	0	25.7142857142857	0	1.9047619047619	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	10	"AWI"	10	31	605	242	1.73913043478261	0	0	9.56521739130435	0	16.5217391304348	3.47826086956522	0.869565217391304	0	0	0	0	19.1304347826087	0	0	0	0	0	8.69565217391304	0	7.82608695652174	0	0	17.3913043478261	0	12.1739130434783	0	0	0	0	1.73913043478261	0	0	0	0	0.869565217391304	0	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	14	"AWI"	14	103	729	362	0.854700854700855	0.284900284900285	0.56980056980057	1.13960113960114	0.284900284900285	6.26780626780627	1.42450142450142	0.284900284900285	0	0	0	0	7.40740740740741	0	0	0	0	1.42450142450142	1.13960113960114	0	2.56410256410256	0	0	4.27350427350427	68.945868945869	1.13960113960114	0	0	0	0	0.284900284900285	0	0.56980056980057	0	1.13960113960114	0	0	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	19.5	"AWI"	19.5	207	925.5	515	0.263852242744063	0	0.263852242744063	1.58311345646438	0.263852242744063	4.22163588390501	0	0	0	0	0	0	3.43007915567282	0	0	0	0	1.05540897097625	2.37467018469657	0	1.31926121372032	0	0	6.06860158311346	74.1424802110818	1.58311345646438	0	0.263852242744063	0	0	0.527704485488127	0.263852242744063	0.263852242744063	0	1.05540897097625	0.263852242744063	0.79155672823219	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	24	"AWI"	24	313	1055	648	0.291545189504373	0	1.16618075801749	0.583090379008746	0	4.66472303206997	1.45772594752187	0.583090379008746	0	0	0	0	1.74927113702624	0	0	0	0	0	0.87463556851312	0	1.16618075801749	0	0	6.12244897959184	76.6763848396501	1.74927113702624	0	0	0	0.583090379008746	1.16618075801749	0	0	0	0.87463556851312	0.291545189504373	0	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	30	"AWI"	30	452	1249	819	0.959232613908873	0	0.119904076738609	1.43884892086331	0	3.59712230215827	1.3189448441247	0	0	0	0	0	6.71462829736211	0	0	0	0	0.119904076738609	1.3189448441247	0	1.3189448441247	0	0	3.59712230215827	75.8992805755396	1.43884892086331	0	0	0	0	0.839328537170264	0	0	0	0.359712230215827	0	0.719424460431655	0.239808153477218	0	0
771	790	"Eldora Fen"	39.93667	-105.58	34	"AWI"	34	571	1346	934	0.726392251815981	0	0.484261501210654	2.42130750605327	0	4.84261501210654	1.93704600484262	0	0	0	0	0	12.1065375302663	0	0.726392251815981	0	0.242130750605327	0	0.484261501210654	0	1.45278450363196	0	0	5.08474576271187	65.1331719128329	0.968523002421308	0	0	0	0.242130750605327	1.45278450363196	0	0.242130750605327	0	1.45278450363196	0	0	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	39.5	"AWI"	39.5	731	1507	1087.5	0.28169014084507	0	0.28169014084507	1.69014084507042	0	5.07042253521127	1.12676056338028	0	0	0	0	0.28169014084507	5.07042253521127	0	0	0	0	0	1.12676056338028	0	1.69014084507042	0	0	5.35211267605634	75.2112676056338	1.12676056338028	0	0	0	0	0.845070422535211	0	0	0	0.563380281690141	0	0	0	0	0.28169014084507
771	790	"Eldora Fen"	39.93667	-105.58	44	"AWI"	44	901	1629	1209	0.578034682080925	0.289017341040462	0	2.60115606936416	0	5.78034682080925	2.3121387283237	0	0	0	0	0	6.06936416184971	0	0	0	0	0.578034682080925	2.60115606936416	0.289017341040462	0.578034682080925	0	0	4.33526011560694	67.0520231213873	2.3121387283237	0	0	0	0.578034682080925	0.578034682080925	0	0	0	2.3121387283237	0	0.867052023121387	0	0.289017341040462	0
