"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amelanchier"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cannabaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cephalanthus"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypoxidaceae"	"Ilex"	"Indeterminable"	"Isoëtes"	"Itea"	"Juglans"	"Lamiaceae"	"Larix"	"Liquidambar"	"Liriodendron"	"Magnolia"	"Malvaceae"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"
1125	1160	"Jackson Pond"	37.432336	-85.724956	260	"AWI"	260	12373	14169	13290	15	0	0	0	0	6	8	0	1	0	2	0	0	0	0	0	3	0	79	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	189	51	0	0	0	0	1	0	29	0	6	0	0	2	0	1	0	0	1	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	270	"AWI"	270	12997	14481	13661	11	0	0	1	1	7	6	0	1	0	1	1	0	1	0	0	3	0	101	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	175	0	0	0	0	0	1	0	22	0	0	1	0	3	0	4	0	1	3	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	275	"AWI"	275	13145	14794	13859	2.5	0	0	1	0	3	8	0	1	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	2	179	0	0	0	0	0	1	0	17	0	0	0	0	6	1	1	0	1	3	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	280	"AWI"	280	13246	15157	14033	6	0	0	2	0	5	6	0	1	0	1	0	0	0	0	0	5	0	114	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	162	90.5	0	0	0	0	0	2	25	0	0	0	0	2	0	0	0	1	1	1	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	310	"AWI"	310	13864	16511	14972	2	0	0	2	0	5	2	0	1	0	0	1	0	0	1	0	3	0	83	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	160	0	0	0	0	0	1	0	21	0	0	0	0	1	0	3	0	0	1	1	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	340	"AWI"	340	14471	17697	15918	6	0	2	4	0	3	4	0	0	0	1	0	1	0	0	0	2	1	88	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	135	0	0	0	0	0	0	0	25	0	10	0	0	5	0	1	0	0	5	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	370	"AWI"	370	15285	18683	16900	2	0	0	1	0	0	2	0	2	0	1	0	0	0	0	0	1	0	86	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	141	0	0	0	0	0	0	0	11	0	9	2	0	2	0	4	0	1	2	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	400	"AWI"	400	16054	19610	17869	7	0	0	1	0	1	4	0	1	0	0	0	0	0	0	0	5	2	46	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	124	130	0	0	0	0	0	0	20	0	0	0	0	1	0	4	0	0	1	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	430	"AWI"	430	17039	20386	18832	4.5	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	132	0	0	0	0	0	0	0	15	0	0	1	0	1	0	0	0	0	1	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	460	"AWI"	460	18062	21099	19797	1	0	0	2	0	0	3	0	2	0	0	0	0	2	0	0	2	0	66	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	137	0	0	0	0	0	2	1	16	0	0	0	0	1	0	3	0	0	1	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	490	"AWI"	490	19317	21743	20726	4.5	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	170	0	0	0	0	0	2	0	11	0	0	0	0	3	0	0	0	0	3	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	520	"AWI"	520	20539	22442	21536	3	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	3	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	150	129	0	0	0	0	0	1	8	0	0	0	0	0	0	3	0	0	2	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	550	"AWI"	550	21024	23589	22187	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	214	0	0	0	0	0	0	1	3	0	0	0	0	3	0	1	0	0	0	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	580	"AWI"	580	21589	24498	22868	2	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1	1	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	164.5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	0	0	1	1	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	610	"AWI"	610	22142	25372	23527	3	0	0	0	0	1	2	0	5	0	0	0	0	0	0	0	0	1	19	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	161	0	0	0	0	0	0	0	8	0	0	0	0	1	0	2	0	0	2	1	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	640	"AWI"	640	22767	26252	24200	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	167.5	0	0	0	0	0	0	2	17	0	0	0	0	2	0	0	0	0	0	0	1
1125	1160	"Jackson Pond"	37.432336	-85.724956	670	"AWI"	670	23385	27072	24854	1	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	201	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	0	1	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	700	"AWI"	700	24096	28000	25532	5	0	0	0	1	0	6	0	1	0	0	0	0	1	0	0	0	2	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	176	0	0	0	0	0	0	2	7	0	0	0	0	1	0	1	0	0	0	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	710	"AWI"	710	24348	28443	25809	2.5	0	3	0	0	1	2	0	0	0	0	0	0	2	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	65	0	0	0	0	0	0	0	12	0	0	0	0	1	0	1	0	0	1	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	715	"AWI"	715	24429	28652	25946	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	2	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	82	0	0	0	0	0	0	2	16	0	0	0	0	2	0	0	0	0	0	0	0
