"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amelanchier"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cannabaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cephalanthus"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypoxidaceae"	"Ilex"	"Indeterminable"	"Isoëtes"	"Itea"	"Juglans"	"Lamiaceae"	"Larix"	"Liquidambar"	"Liriodendron"	"Magnolia"	"Malvaceae"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"
1125	1160	"Jackson Pond"	37.432336	-85.724956	95	"AWI"	95	-120	40	-32	0	0	0	2	0	1	1	0	5	0	23	0	0	0	45	0	0	2	14	0	0	0	1	0	8	0	2	0	0	0	14	0	0	0	7	0	10	1	0	5	0	0	0	6	0	173	0	0	0	0	11	1	1	0	0	4	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	100	"AWI"	100	-92	80	-4	0	0	0	1	0	0	0	0	2	0	17	0	1	0	53	0	0	1	8	0	0	24	0	0	9	0	2	5	0	0	13	0	0	0	4	0	6	0	0	0	0	0	0	2	0	198	0	0	0	0	15	0	1	0	0	3	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	105	"AWI"	105	-77	131	23	0	0	0	3	0	0	0	0	1	0	17	0	1	0	43	0	0	0	10	0	0	17	0	1	12	0	1	0	0	0	18	0	0	0	7	0	6	0	0	0	1	0	0	5	0	185	0	0	2	0	13	0	0	0	1	6	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	110	"AWI"	110	-65	190	49	0	0	0	4	0	0	1	0	0	0	15	0	1	0	33	0	0	1	8	0	1	0	0	0	18	0	0	9	1	0	14	0	0	0	4	0	4	2	0	0	0	0	0	3	0	198	0	0	0	0	8	0	2	0	0	8	1	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	115	"AWI"	115	-45	240	76	0	0	0	3	2	0	0	0	0	0	16	0	2	0	56	0	0	1	9	0	0	18	0	0	13	0	1	6	0	0	13	0	0	0	3	0	3	0	0	0	1	0	0	3	0	192	0	0	0	0	10	0	1	0	1	10	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	120	"AWI"	120	-6	253	111	0	0	0	1	4	0	0	0	0	0	18	0	4	0	76	0	0	2	11	0	0	24	0	0	11	0	3	3	0	0	12	0	0	0	2	0	3	0	0	0	2	47	0	3	0	180	0	0	0	0	11	0	1	0	1	11	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	125	"AWI"	125	18	271	151	0	0	0	2	0	0	0	0	3	0	22	0	10	0	65	0	0	1	17	0	0	0	0	0	5	0	2	0	0	0	10	0	0	0	2	0	3	2	0	0	0	0	0	2	0	186	0	0	0	0	16	0	0	0	0	15	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	130	"AWI"	130	33	304	192	0	0	0	2	0	0	0	0	4	0	21	0	9	0	80	0	0	1	16	0	1	0	0	0	8	0	3	0	0	0	10	0	0	0	6	0	5	0	0	0	0	0	0	3	0	190	0	0	0	0	17	0	0	0	0	10	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	135	"AWI"	135	58	347	232	0	0	0	2	0	1	0	0	0	0	17	0	7	0	99	0	1	0	16	0	1	0	0	0	6	0	5	6	0	0	7	1	2	0	9	0	4	0	0	0	0	0	0	3	0	206	0	0	0	0	14	0	0	1	0	6	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	140	"AWI"	140	129	462	307	0	0	0	0	0	1	0	0	2	0	21	0	5	0	115	0	1	0	27	1	1	25	0	0	8	0	4	5	1	0	9	1	0	0	9	0	7	2.5	0	0	0	0	0	6	0	172	0	0	0	0	18	0	2	0	0	8	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	145	"AWI"	145	171	594	392	0	0	0	2	0	0	1	0	0	0	38	0	4	0	112	0	0	0	21	0	0	0	0	0	5	0	7	0	0	0	11	0	0	0	9	0	6	0	0	0	0	0	0	2	0	192	0	0	0	0	10	0	0	0	2	6	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	150	"AWI"	150	206	746	477	0	0	0	0	0	1	0	0	2	0	18	0	5	0	123	0	2	1	20	1	0	36	0	0	3	0	6	4	1	0	10	1	0	0	15	0	6	2	0	0	0	0	0	2	1	175	0	0	0	0	13	2	1	0	0	3	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	155	"AWI"	155	232	914	560	0	0	0	0	0	0	0	0	0	0	17	0	4	0	125	0	1	0	7	3	0	0	0	0	4	0	9	3	0	0	9	1	0	0	5	0	3	1	0	0	0	0	0	4	0	195	0	0	0	1	20	2	0	0	0	2	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	160	"AWI"	160	676	1124	841	0	0	0	0	0	1	0	0	0	0	29	0	6	0	53	0	0	0	5	0	0	25	0	0	4	0	3	0	0	0	12	0	0	0	1	0	1	0	0	0	0	0	0	4	0	208	0	0	0	0	10	0	0	0	0	0	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	165	"AWI"	165	811	1623	1130	0	0	0	0	0	0	1	0	0	0	18	0	5	0	68	0	1	0	13	1	0	43	0	0	3	0	2	0	0	0	14	0	0	0	4	0	4	0	0	0	0	0	0	4	0	183	0	0	0	0	13	0	0	0	0	4	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	170	"AWI"	170	881	2231	1417	0	0	0	0	0	0	0	0	0	0	12	0	10	1	108	0	0	0	10	1	0	29	0	0	3	0	3	0	0	0	17	0	0	0	3	0	1	0	0	0	0	0	0	3	0	171	0	0	0	0	48	0	1	0	0	1	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	175	"AWI"	175	927	2850	1705	0	0	0	0	0	3	0	0	0	0	29	0	5	0	75	0	1	0	6	1	0	26	0	0	6	0	5	0	0	0	11	0	0	0	6	0	4	0	0	0	0	0	0	2	2	176	0	0	0	0	40	0	0	0	0	2	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	180	"AWI"	180	1392	3963	2663	0	0	0	0	0	8	0	0	1	0	10	0	6	0	39	0	1	0	5	0	0	30	0	0	2	0	6	0	0	0	9	0	0	0	4	0	7	2	0	0	0	0	0	1	0	129	0	0	0	0	93	0	2	0	0	2	1	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	185	"AWI"	185	1707	5800	3647	0	0	0	0	0	0	0	0	0	0	14	0	11	0	75	0	0	0	4	0	0	25	0	0	1	0	3	0	0	0	5	0	0	0	1	0	3	1.5	0	0	0	0	0	2	0	151	0	0	0	0	86	0	0	0	0	2	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	190	"AWI"	190	1924	7891	4591	0	0	0	0	0	0	0	0	1	0	13	0	12	1	73	0	0	0	8	0	0	39	1	0	0	0	4	0	0	0	8	0	0	0	2	0	6	2	0	0	0	0	0	1	0	149	0	0	0	0	62	0	0	0	0	2	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	195	"AWI"	195	2122	10070	5555	0	0	0	0	0	0	0	0	0	0	16	0	2	0	55	0	0	0	20	0	1	0	1	0	2	0	3	0	0	0	11	0	0	0	1	0	8	4	0	0	0	0	0	5	0	185	0	0	0	0	45	0	0	0	0	3	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	200	"AWI"	200	3636	10923	6745	0	0	0	0	0	0	0	0	0	1	12	0	4	0	40	0	1	0	24	0	0	22	2	0	1	0	5	0	2	0	3	0	0	0	0	0	17	18	0	0	0	0	0	3	0	144	0	0	0	0	55	0	1	2	1	8	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	205	"AWI"	205	5828	11116	8065	0	0	0	0	0	0	1	0	1	0	8	0	0	0	5	0	2	0	25	0	1	0	8	0	0	0	0	7	0	0	2	0	0	0	2	0	62	39	0	0	0	0	0	1	0	153	0	0	0	0	2	0	1	1	0	13	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	210	"AWI"	210	7906	11335	9388	0	0	0	1	0	1	1	0	2	0	18	0	0	0	4	0	2	0	21	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	1	0	69	49	7	0	0	0	0	0	0	137	0	0	0	0	2	0	0	0	1	8	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	215	"AWI"	215	9749	11694	10726	1	0	0	0	0	0	0	0	1	0	8	0	0	0	1	0	1	0	42	0	1	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	56	86	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	1	0	14	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	220	"AWI"	220	10621	12288	11459	0	0	0	1	0	1	1	0	1	0	4	0	0	0	0	0	4	0	53	0	2	29	12	0	1	0	0	0	0	0	0	0	0	0	0	0	88	29	0	0	0	0	0	1	1	146	0	0	0	0	0	0	4	1	0	16	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	225	"AWI"	225	10885	12460	11706	4	0	0	1	0	1	1	0	0	0	6	0	0	0	5	0	2	0	20	0	1	23	20	0	0	0	0	0	0	0	0	0	0	0	0	0	14	133	0	0	0	0	0	1	0	79	0	0	0	0	1	0	1	0	0	17	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	227	"AWI"	227	10955	12550	11803	1	0	0	0	0	0	2	0	4	0	8	0	0	1	11	0	0	0	26	0	0	35	10	0	0	0	0	0	0	0	0	0	0	0	1	0	22	118	0	0	0	0	0	4	0	94	0	0	0	0	2	0	1	0	0	1	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	230	"AWI"	230	11060	12731	11943	0.5	0	0	0	0	2	3	0	3	0	10	0	0	0	18	0	2	0	35	0	2	67	9	0	0	0	0	0	0	0	0	0	0	0	0	0	17	72	0	0	0	0	0	1	0	106	0	0	0	0	5	0	0	0	0	7	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	232	"AWI"	232	11118	12868	12035	3	0	0	1	0	0	2	0	5	0	2	0	0	0	3	0	4	1	29	0	0	69	13	0	1	0	0	0	0	0	0	0	0	0	0	0	19	66	0	0	0	0	0	1	0	107	0	0	0	0	9	0	0	0	0	5	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	235	"AWI"	235	11182	13141	12171	3	0	0	0	0	0	0	0	2	0	17	0	3	2	20	0	4	0	41	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	27	36	0	0	2	0	0	0	0	162	0	0	0	0	9	0	0	3	2	5	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	237	"AWI"	237	11237	13336	12261	0	0	0	0	0	0	1	0	4	0	18	0	1	0	33	0	1	0	26	0	1	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	43	24	0	0	0	0	0	1	0	177	0	0	0	0	2	0	0	1	0	6	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	240	"AWI"	240	11404	13480	12390	8.5	0	0	1	0	1	0	0	1	0	3	0	0	0	0	0	0	0	67	0	1	44	1	0	1	0	0	0	0	0	0	0	0	0	0	0	6	167	0	0	0	0	0	1	0	44	0	0	0	0	1	0	5	0	0	1	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	242	"AWI"	242	11556	13522	12477	1	0	0	1	0	0	0	0	0	0	19	0	0	0	83	0	1	0	27	1	2	0	4	0	2	0	0	0	1	0	2	0	0	0	0	0	25	18	0	0	0	0	0	3	0	169	0	0	0	0	21	0	3	0	1	4	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	245	"AWI"	245	11745	13579	12617	5.5	0	0	0	0	1	1	0	2	0	5	0	0	0	60	0	1	0	34	0	0	33	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	57	0	0	0	0	0	0	0	164	0	0	0	0	6	0	0	0	0	2	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	247	"AWI"	247	11855	13640	12707	3	0	0	1	0	3	3	0	0	0	1	0	0	0	0	0	2	1	62	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	168	0	0	0	0	0	2	0	46	0	0	0	0	1	0	2	0	1	3	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	250	"AWI"	250	11994	13727	12850	7	0	0	2	0	4	1	0	2	0	3	0	1	2	2	0	0	0	82	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	148	0	0	0	0	0	1	0	45	0	0	1	0	3	0	2	0	0	3	2	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	255	"AWI"	255	12160	13922	13084	9	0	0	1	0	0	4	0	1	0	4	0	1	1	13	0	1	2	42	0	0	17	0	0	3	0	0	0	0	0	2	0	0	1	1	0	7	144	27	0	0	0	0	5	0	67	0	0	0	0	10	0	1	0	0	4	0	0
