"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fraxinus"	"Liliaceae"	"Myrica"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Pseudotsuga"	"Quercus"	"Rosaceae"	"Salix"	"Sambucus"	"Santalaceae"	"Tsuga"
788	808	"East Sooke Fen"	48.35194	-123.68167	5	"AWI"	5	-46	534	157	0	0	22.258064516129	0	0	0	0	0	0	0	0	1.29032258064516	40.6451612903226	0	0	0	0	0	0.32258064516129	11.9354838709677	0	10	7.41935483870968	6.12903225806452	0	0	0	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	15	"AWI"	15	10	1682	533	1.50375939849624	0	41.3533834586466	0	0	0	1.12781954887218	0	0	0	0	3.38345864661654	6.39097744360902	0	0	0	0	0	1.50375939849624	27.0676691729323	0	1.8796992481203	1.12781954887218	12.406015037594	0.37593984962406	1.8796992481203	0	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	25	"AWI"	25	49	2831	913	0.785340314136126	0	32.4607329842932	0	1.57068062827225	0.261780104712042	0.261780104712042	0	0	0	0	3.1413612565445	7.06806282722513	0	0.261780104712042	0	0	0	1.57068062827225	18.586387434555	0	0.523560209424084	0.523560209424084	20.1570680628272	0	4.45026178010471	0	0	0	8.37696335078534
788	808	"East Sooke Fen"	48.35194	-123.68167	35	"AWI"	35	286	3376	1375	2.06185567010309	0	63.4020618556701	0	0.515463917525773	0	0	0	0	0	0	6.18556701030928	8.76288659793814	0.515463917525773	0	0	0	0	1.54639175257732	0	0	1.54639175257732	2.57731958762887	7.21649484536082	0	3.09278350515464	1.54639175257732	1.03092783505155	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	45	"AWI"	45	489	3760	1871	1.37931034482759	0	45.5172413793103	0	1.37931034482759	0	0	1.37931034482759	0	0	0	2.06896551724138	4.13793103448276	0	0	0	0	0	2.41379310344828	25.5172413793103	0	0.689655172413793	0.689655172413793	13.7931034482759	0	0.344827586206897	0.689655172413793	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	55	"AWI"	55	626	4424	2345	0	0	25.7627118644068	0.677966101694915	0.677966101694915	0	0.338983050847458	1.35593220338983	0	0	0	2.71186440677966	10.1694915254237	0	0	0	0	0	2.03389830508475	38.9830508474576	0	0.338983050847458	0	13.8983050847458	0	2.71186440677966	0.338983050847458	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	65	"AWI"	65	1120	4741	2843	1.97628458498024	0	24.1106719367589	0	0	0.395256916996047	0.790513833992095	0	0	0	0	24.1106719367589	13.0434782608696	0	0	0	0	0	1.58102766798419	0	0	0.395256916996047	0	32.4110671936759	0	0.790513833992095	0.395256916996047	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	75	"AWI"	75	1456	5053	3375	1.78571428571429	0	21.7857142857143	0	0	0	0.357142857142857	0	0	0	0.357142857142857	8.21428571428571	7.5	0	0	0	0	0.357142857142857	1.42857142857143	22.5	0	2.85714285714286	0	32.5	0	0	0.357142857142857	0	0	0
788	808	"East Sooke Fen"	48.35194	-123.68167	85	"AWI"	85	1745	5510	3903	1.71821305841924	0	13.4020618556701	0	0.343642611683849	0.343642611683849	0	0	0	0	0	17.1821305841924	10.6529209621993	0	0	0	0	0	3.43642611683849	20.9621993127148	0	0.343642611683849	0	30.2405498281787	0	0.687285223367698	0.343642611683849	0	0.343642611683849	0
788	808	"East Sooke Fen"	48.35194	-123.68167	95	"AWI"	95	2656	5634	4339	0.974025974025974	0	16.5584415584416	0	0	0	0	0	0	0	0	7.14285714285714	9.74025974025974	0	0	0	0	0	1.94805194805195	28.5714285714286	0	0.649350649350649	0	30.5194805194805	0.649350649350649	2.27272727272727	0.974025974025974	0	0	0
