"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Carya"	"Caryophyllaceae"	"Celtis"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Indeterminable"	"Juglans"	"Juniperus"	"Larix"	"Morus"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Prosopis"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"	"Zanthoxylum"
344	352	"Cedar Bog"	45.41111	-93.19722	130	"AWI"	130	-84	83	-5	0	0	14	25	1	7	0	44	0	0	0	1	0	0	0	1	5	0	0	0	0	0	0	0	0	7	11	0	0	9	1	0	0	0	0	0	6	0	66	0	0	0	0	0	2	0	0	3	0	8	0	0	1	0
344	352	"Cedar Bog"	45.41111	-93.19722	150	"AWI"	150	2	917	272	1	0	25	16	0	11	0	77	0	0	0	1	0	0	0	4	16	0	0	0	1	0	0	0	0	8	26	0	0	7	0	80	1	343	0	0	8	0	96	0	0	1	0	0	2	0	0	3	3	17	0	0	2	0
344	352	"Cedar Bog"	45.41111	-93.19722	190	"AWI"	190	325	1924	913	0	0	12	0	0	11	0	39	1	0	0	1	0	1	0	0	7	0	0	0	0	0	0	0	0	15	17	0	0	9	1	54	1	0	0	0	1	0	71	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	230	"AWI"	230	708	2683	1604	0	0	13	0	0	7	0	28	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	9	16	0	0	5	0	34	1	0	0	0	3	0	98	0	0	0	0	0	1	2	0	2	0	4	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	270	"AWI"	270	1273	3303	2278	0	0	21	0	0	17	0	28	0	0	0	2	0	0	0	3	19	0	0	0	0	0	0	0	0	3	21	0	0	9	3	39	3	0	0	0	2	1	117	0	1	0	0	0	2	0	0	1	0	3	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	310	"AWI"	310	1825	3910	2947	0	0	26	0	0	22	0	82	0	0	0	2	0	1	0	3	23	0	0	0	0	0	0	0	0	4	48	0	0	40	0	68	3	0	0	0	5	0	224	0	0	0	0	0	2	1	0	3	1	18	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	350	"AWI"	350	2587	4328	3612	0	0	19	0	0	15	0	16	0	0	0	1	0	0	0	10	11	0	0	0	0	0	0	0	0	3	15	0	0	27	0	28	4	0	1	0	1	0	67	0	0	0	0	0	0	0	0	5	0	13	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	390	"AWI"	390	3441	4727	4250	0	0	14	0	0	19	0	15	0	0	0	1	0	2	0	1	14	0	0	0	1	0	0	0	0	6	22	0	0	39	2	26	1	0	0	0	5	0	67	0	0	0	0	0	4	0	0	12	1	10	0	0	0	1
344	352	"Cedar Bog"	45.41111	-93.19722	403	"AWI"	403	3717	4808	4430	0	0	11	0	0	13	0	9	0	0	0	0	0	0	0	2	17	0	0	0	0	0	0	0	0	8	10	0	0	15	0	19	1	0	0	0	1	0	58	0	0	0	0	0	0	0	0	4	0	3	0	0	1	0
344	352	"Cedar Bog"	45.41111	-93.19722	430	"AWI"	430	3948	5156	4680	0	0	13	0	0	10	0	8	0	0	0	0	0	2	0	2	19	0	0	0	0	0	0	0	0	5	5	0	0	14	1	24	0	0	0	0	0	0	79	0	0	0	0	0	3	0	0	4	0	5	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	470	"AWI"	470	4225	5601	4977	0	0	11	0	0	36	0	11	0	0	0	0	0	0	0	2	116	0	0	0	0	0	0	0	0	3	0	1	0	6	1	67	1	0	0	0	1	0	71	1	0	0	0	0	7	2	1	2	0	11	15	0	1	0
344	352	"Cedar Bog"	45.41111	-93.19722	510	"AWI"	510	4511	6020	5292	0	0	3	0	1	20	0	6	0	0	0	1	0	4	0	3	34	0	0	0	0	0	0	0	0	7	0	0	0	7	1	26	1	0	0	0	0	0	53	0	0	1	0	0	1	0	1	4	0	5	0	0	0	0
