"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Carya"	"Caryophyllaceae"	"Celtis"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Indeterminable"	"Juglans"	"Juniperus"	"Larix"	"Morus"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Prosopis"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"	"Zanthoxylum"
344	352	"Cedar Bog"	45.41111	-93.19722	550	"AWI"	550	4824	6371	5599	0	0	5	0	0	74	0	7	0	0	0	0	0	1	0	3	42	0	0	0	0	0	0	0	0	10	0	2	0	6	1	28	0	0	0	0	0	0	50	0	0	0	0	0	4	1	0	4	0	15	4	0	1	0
344	352	"Cedar Bog"	45.41111	-93.19722	590	"AWI"	590	5098	6743	5921	0	0	6	0	0	37	0	2	0	0	0	0	0	1	0	2	27	0	0	0	0	0	0	0	0	11	1	0	0	6	0	35	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	2	0	11	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	630	"AWI"	630	5410	7040	6245	0	0	11	0	0	50	0	7	1	0	0	0	0	4	0	2	31	0	0	0	0	0	0	0	0	1	0	0	0	13	0	0	1	0	0	0	3	0	92	0	0	0	0	0	4	0	0	10	0	28	0	0	1	0
344	352	"Cedar Bog"	45.41111	-93.19722	670	"AWI"	670	5729	7356	6559	0	0	13	0	0	97	0	15	0	0	0	1	0	1	0	2	42	0	0	0	0	0	0	0	0	0	0	0	0	27	1	0	1	0	0	0	5	0	123	0	0	2	0	0	5	2	0	25	0	39	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	710	"AWI"	710	6048	7636	6880	0	0	1	0	1	40	0	5	0	0	0	0	0	1	0	1	14	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	55	0	0	0	0	2	1	0	0	14	0	9	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	750	"AWI"	750	6385	7929	7197	0	0	6	0	0	29	0	8	0	0	0	1	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	1	0	68	0	0	0	0	0	0	0	0	7	0	7	0	0	1	0
344	352	"Cedar Bog"	45.41111	-93.19722	790	"AWI"	790	6736	8199	7525	0	0	3	0	0	50	0	6	0	0	0	1	0	0	0	2	45	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	10	0	119	0	0	0	0	0	2	0	1	11	0	17	0	0	2	0
344	352	"Cedar Bog"	45.41111	-93.19722	830	"AWI"	830	7109	8456	7854	1	0	12	0	2	198	0	12	0	0	0	4	0	1	1	5	84	0	0	0	1	0	0	0	0	7	1	0	0	20	1	0	0	0	0	0	13	0	195	0	0	0	0	0	9	0	2	11	0	29	0	0	2	0
344	352	"Cedar Bog"	45.41111	-93.19722	870	"AWI"	870	7471	8722	8177	3	0	7	0	0	25	0	6	0	0	0	1	1	0	0	1	30	0	0	0	0	0	0	0	0	0	2	0	0	10	16	0	0	0	0	0	3	0	42	0	0	0	0	0	1	0	0	4	0	16	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	910	"AWI"	910	7984	8942	8485	2	0	2	0	0	13	0	7	0	0	0	4	0	0	0	2	23	0	0	0	0	0	0	0	0	2	2	0	0	2	6	0	0	0	0	0	1	0	39	0	0	2	0	0	2	0	0	1	0	8	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	950	"AWI"	950	8450	9208	8786	0	0	5	0	0	33	0	14	0	0	0	4	0	0	0	5	46	0	0	0	0	0	0	0	0	0	4	0	0	1	24	0	0	0	0	0	2	0	69	0	0	0	0	0	4	0	0	2	0	16	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	990	"AWI"	990	8652	9689	9108	0	0	1	0	0	12	0	4	0	0	0	0	0	0	0	2	38	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	16	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	1030	"AWI"	1030	8892	10132	9434	1	0	10	0	0	194	0	21	0	0	0	0	0	0	0	18	61	0	0	0	0	0	0	0	0	6	2	0	0	9	14	0	1	0	0	0	19	0	149	0	0	0	0	0	15	0	1	0	0	33	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	1070	"AWI"	1070	9147	10535	9773	1	0	9	0	0	72	0	14	0	0	0	1	0	0	0	3	53	0	0	0	0	0	0	0	0	2	1	0	0	14	12	0	0	0	0	0	15	0	85	0	0	0	0	0	4	0	0	0	0	44	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	1110	"AWI"	1110	9407	10894	10104	1	0	2	0	0	39	0	4	0	0	0	1	0	0	0	5	14	0	0	0	0	0	0	0	0	0	0	0	0	4	11	0	0	0	0	0	6	0	26	0	0	0	0	0	4	0	1	0	0	5	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	1150	"AWI"	1150	9698	11244	10444	0	0	13	0	0	78	0	17	0	0	0	4	2	0	0	9	61	0	0	0	0	0	0	0	0	5	1	0	0	15	16	0	0	0	0	0	13	0	138	0	0	0	0	0	5	0	0	2	0	89	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	1190	"AWI"	1190	10019	11570	10790	0	0	29	0	0	83	0	5	0	0	0	3	0	0	0	3	71	0	0	0	0	0	0	0	0	6	4	0	0	12	1	0	0	0	0	0	24	0	63	0	0	0	0	0	3	0	2	0	0	47	0	1	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	1230	"AWI"	1230	10324	11884	11123	1	0	18	0	0	38	0	13	0	0	0	5	0	0	0	3	39	0	0	0	0	0	0	0	0	0	1	0	0	16	1	0	0	0	0	0	6	0	40	0	0	0	0	0	4	0	0	1	0	29	0	0	1	0
344	352	"Cedar Bog"	45.41111	-93.19722	1270	"AWI"	1270	10670	12171	11464	1	0	19	0	0	48	0	23	0	0	0	4	0	0	0	3	44	0	0	0	0	0	0	0	0	0	1	0	0	11	1	0	0	0	0	0	8	0	83	0	0	0	0	0	10	0	0	1	0	28	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	1308	"AWI"	1308	10973	12436	11786	1	0	9	0	0	30	0	11	0	0	0	0	0	0	0	5	14	0	0	0	0	0	0	0	0	0	1	0	0	14	1	0	0	0	0	0	3	0	34	0	0	0	0	0	3	0	0	1	0	45	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	1347	"AWI"	1347	11334	12671	12119	1	0	25	0	0	27	0	30	0	0	0	1	0	0	0	4	22	0	0	0	0	0	0	0	0	1	6	0	0	11	2	0	0	0	0	0	12	0	63	0	0	0	0	0	4	0	1	1	0	63	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	1387	"AWI"	1387	11705	12921	12464	3	0	10	0	0	9	0	20	0	0	0	0	0	0	0	9	26	0	0	0	0	0	0	0	0	2	4	0	0	6	5	0	0	0	0	0	18	0	38	0	0	0	0	0	2	0	0	0	0	52	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	1427	"AWI"	1427	12048	13149	12793	8	0	17	0	0	5	0	109	0	0	0	5	0	0	0	6	18	0	0	0	0	0	0	0	0	1	3	0	0	17	4	0	0	0	0	0	25	0	35	0	0	0	0	0	2	0	0	0	0	60	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	1467	"AWI"	1467	12305	13690	13086	5	0	34	0	0	18	0	91	0	0	0	1	0	0	0	15	20	0	0	0	0	0	0	0	0	3	10	0	0	13	76	0	0	0	0	0	14	0	39	0	0	0	0	0	6	0	0	0	0	29	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	1507	"AWI"	1507	12566	14179	13387	8	0	55	0	0	36	0	70	0	0	0	0	0	0	0	7	60	0	0	0	0	0	0	0	0	1	10	0	0	10	154	0	0	0	0	0	20	0	11	0	0	0	1	0	10	0	1	0	0	18	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	1547	"AWI"	1547	12808	14601	13697	11	0	14	0	0	53	0	54	0	0	0	0	0	0	0	1	35	0	0	0	0	0	0	0	0	16	16	0	0	5	222	0	0	0	0	0	12	0	13	0	0	0	0	0	24	0	0	0	0	7	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	1567	"AWI"	1567	12945	14819	13853	20	0	19	0	0	112	0	74	0	0	0	0	0	0	0	7	78	0	0	1	0	0	0	0	0	24	23	0	1	18	295	0	0	0	0	0	13	0	44	0	0	1	0	0	31	0	0	0	0	12	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	1587	"AWI"	1587	13054	15051	14007	0	0	8	0	0	44	0	23	0	0	0	0	0	0	0	10	44	1	0	0	0	0	0	0	0	6	23	0	0	12	217	0	0	0	0	0	15	0	22	0	0	1	0	0	10	0	0	0	0	9	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	1617	"AWI"	1617	13242	15342	14241	1	0	4	0	0	59	0	30	0	0	0	0	0	0	0	8	37	1	0	1	0	0	0	0	0	0	1	0	0	16	193	0	0	0	0	0	17	0	34	0	0	1	0	0	8	0	0	0	0	2	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	1637	"AWI"	1637	13356	15544	14396	0	0	1	0	0	51	0	35	0	0	0	0	0	0	0	11	25	0	0	0	0	0	0	0	0	0	6	0	0	10	258	0	0	0	0	0	16	0	27	0	0	0	0	0	6	0	1	0	0	6	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	1657	"AWI"	1657	13491	15740	14554	0	0	0	0	0	14	0	1	0	0	0	1	0	0	0	3	33	0	0	0	0	0	0	0	0	0	7	0	0	4	151	0	0	0	0	0	39	0	20	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0
344	352	"Cedar Bog"	45.41111	-93.19722	1664	"AWI"	1664	13524	15822	14605	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	1	0	11	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
