"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Phellodendron"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Syringa"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"
251	256	"Belaya Skala Exposure"	43.25	134.56667	10	"AWI"	10	-46	1138	284	0	0	26.3888888888889	0.694444444444444	0.347222222222222	0.694444444444444	1.38888888888889	0	0	0	0.347222222222222	36.1111111111111	0	0.347222222222222	0.694444444444444	0	1.04166666666667	0.694444444444444	0	0	0.347222222222222	0	0	1.38888888888889	18.4027777777778	0.347222222222222	0.347222222222222	0	0.347222222222222	3.81944444444444	0.347222222222222	0.347222222222222	0.347222222222222	0	1.38888888888889	0.347222222222222	3.47222222222222	0
251	256	"Belaya Skala Exposure"	43.25	134.56667	40	"AWI"	40	544	2903	1603	1.75438596491228	0	0	0	0	22.8070175438596	19.2982456140351	0	1.75438596491228	0	0	0	5.26315789473684	0	3.50877192982456	0	28.0701754385965	8.7719298245614	0	0	0	0	0	0	0	0	1.75438596491228	0	0	0	0	0	0	0	0	3.50877192982456	3.50877192982456	0
251	256	"Belaya Skala Exposure"	43.25	134.56667	60	"AWI"	60	1189	3820	2502	0.900900900900901	0	45.4954954954955	0.45045045045045	0	2.7027027027027	0.900900900900901	0	1.35135135135135	0	0.45045045045045	0	0	0	1.35135135135135	0	0	2.7027027027027	0	0	0	1.35135135135135	0	0	0	0.45045045045045	1.35135135135135	37.8378378378378	0	0	0	0	0	0	0	0.900900900900901	1.8018018018018	0
251	256	"Belaya Skala Exposure"	43.25	134.56667	100	"AWI"	100	3110	4992	4242	0.862068965517241	0	17.2413793103448	0.862068965517241	0	0.862068965517241	0.862068965517241	0	0.862068965517241	0	0	62.0689655172414	0.862068965517241	0	0	0	0	0.862068965517241	0	0	0	0	0	1.72413793103448	0	4.31034482758621	0	0	0.862068965517241	0	0	1.72413793103448	0.862068965517241	0	0	0	4.31034482758621	0.862068965517241
251	256	"Belaya Skala Exposure"	43.25	134.56667	110	"AWI"	110	3889	5224	4625	0	0	0	2.22222222222222	0	15.5555555555556	2.22222222222222	0	0	0	0	20	2.22222222222222	0	4.44444444444444	0	0	11.1111111111111	0	0	0	0	0	0	0	15.5555555555556	0	0	0	0	0	0	0	0	0	4.44444444444444	22.2222222222222	0
251	256	"Belaya Skala Exposure"	43.25	134.56667	140	"AWI"	140	4976	6056	5567	0	0	37.593984962406	0	0.75187969924812	2.25563909774436	1.50375939849624	0	0	0	0.37593984962406	37.593984962406	0	0	0.37593984962406	0	0.37593984962406	2.25563909774436	0	0.37593984962406	0	0	0	0	0	0.37593984962406	0.75187969924812	0	1.50375939849624	8.64661654135338	0.37593984962406	1.50375939849624	0.37593984962406	0	0.37593984962406	0.37593984962406	2.25563909774436	0
251	256	"Belaya Skala Exposure"	43.25	134.56667	160	"AWI"	160	5452	6463	6028	1.23456790123457	1.23456790123457	0	1.23456790123457	0	11.1111111111111	0	0	0	0	1.23456790123457	18.5185185185185	0	0	0	0	0	14.8148148148148	0	0	0	3.7037037037037	0	0	0	32.0987654320988	1.23456790123457	0	0	0	0	0	0	0	0	1.23456790123457	12.3456790123457	0
251	256	"Belaya Skala Exposure"	43.25	134.56667	180	"AWI"	180	5769	6741	6291	0.65359477124183	0.65359477124183	16.9934640522876	0.65359477124183	1.30718954248366	7.18954248366013	1.30718954248366	0	0	0	0.65359477124183	28.1045751633987	0	0.65359477124183	0	0	0	0.65359477124183	0	0	0	0.65359477124183	0	0	0	23.5294117647059	0	0	1.30718954248366	0	0	5.22875816993464	5.22875816993464	0	0	0.65359477124183	4.57516339869281	0
251	256	"Belaya Skala Exposure"	43.25	134.56667	195	"AWI"	195	6027	6943	6490	0	0	8.14814814814815	0.740740740740741	0.740740740740741	5.92592592592593	1.48148148148148	0	1.48148148148148	0	2.22222222222222	35.5555555555556	0.740740740740741	0	0	0	0	0.740740740740741	0.740740740740741	0	0	1.48148148148148	0.740740740740741	0	0	15.5555555555556	0	0	2.22222222222222	0	0	2.22222222222222	5.92592592592593	0	0	0	13.3333333333333	0
251	256	"Belaya Skala Exposure"	43.25	134.56667	200	"AWI"	200	6110	6997	6556	1.20481927710843	0	0	1.20481927710843	0	7.2289156626506	0	0	0	0	3.6144578313253	25.3012048192771	0	1.20481927710843	3.6144578313253	0	0	22.8915662650602	0	0	0	2.40963855421687	2.40963855421687	0	0	12.0481927710843	0	0	0	0	0	0	0	0	0	0	16.8674698795181	0
