"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Betula"	"Cyperaceae"	"Ericales"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Salix"	"Tilia"	"Ulmus"
1505	1543	"Komaritsa Peat Exposure"	57.5	69	10	"AWI"	10	-85	392	83	12.3348017621145	0	14.6842878120411	1.46842878120411	29.6622613803231	2.05580029368576	0.587371512481645	6.16740088105727	30.8370044052863	1.02790014684288	0.293685756240822	0	0.293685756240822	0.587371512481645
1505	1543	"Komaritsa Peat Exposure"	57.5	69	20	"AWI"	20	7	588	273	13.953488372093	0	1.49501661129568	3.32225913621263	0	0.830564784053156	0	9.30232558139535	66.9435215946844	1.66112956810631	0.498338870431894	0	0.996677740863787	0.996677740863787
1505	1543	"Komaritsa Peat Exposure"	57.5	69	55	"AWI"	55	801	1364	1033	17.1075837742504	0	3.52733686067019	2.64550264550265	0	6.17283950617284	0	4.76190476190476	58.7301587301587	3.52733686067019	1.23456790123457	0.352733686067019	1.05820105820106	0.881834215167548
1505	1543	"Komaritsa Peat Exposure"	57.5	69	100	"AWI"	100	2315	3099	2690	46.078431372549	0	3.92156862745098	4.90196078431373	0	5.88235294117647	0	15.1960784313725	0	4.90196078431373	5.88235294117647	0.980392156862745	6.37254901960784	5.88235294117647
1505	1543	"Komaritsa Peat Exposure"	57.5	69	125	"AWI"	125	2652	3509	3070	19.5348837209302	0	2.32558139534884	1.55038759689922	0	1.55038759689922	0	12.7131782945736	59.5348837209302	1.3953488372093	0	0	1.3953488372093	0
1505	1543	"Komaritsa Peat Exposure"	57.5	69	150	"AWI"	150	3014	3932	3479	18.2481751824818	0	1.27737226277372	1.45985401459854	0	1.09489051094891	0	16.7883211678832	59.3065693430657	0.912408759124087	0	0	0.912408759124087	0
1505	1543	"Komaritsa Peat Exposure"	57.5	69	170	"AWI"	170	3339	4203	3804	18.0722891566265	0	3.44234079173838	1.37693631669535	0	2.58175559380379	0.860585197934595	15.4905335628227	55.9380378657487	1.72117039586919	0	0	0	0.516351118760757
1505	1543	"Komaritsa Peat Exposure"	57.5	69	200	"AWI"	200	3970	4561	4273	17.910447761194	0	4.47761194029851	0.895522388059702	0	2.98507462686567	0.298507462686567	18.5074626865672	51.3432835820895	0	0	0	3.58208955223881	0
1505	1543	"Komaritsa Peat Exposure"	57.5	69	225	"AWI"	225	4384	5018	4713	12.1457489878543	0	2.83400809716599	3.23886639676113	0	2.42914979757085	0.809716599190283	24.2914979757085	48.1781376518219	0	0.404858299595142	2.42914979757085	2.02429149797571	1.21457489878543
1505	1543	"Komaritsa Peat Exposure"	57.5	69	250	"AWI"	250	4952	5294	5168	8.28571428571428	0	7.14285714285714	2.85714285714286	0	5.71428571428571	5.71428571428571	8.57142857142857	57.4285714285714	2.85714285714286	0	0	1.42857142857143	0
