"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Betulaceae"	"Brassicaceae"	"Caryophyllaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Indeterminable"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Populus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sarcobataceae"	"Saxifragaceae"	"Tsuga"	"Viburnum"
329	336	"Candelabra Lake"	61.68333	-130.65	75	"AWI"	75	2152	2724	2443	12	0	1	0	0	7	0	98	0	0	0	1	3	0	0	0	0	0	0	0	0	127	0	0	4	0	0	0	2	0	0	0	21	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	80	"AWI"	80	2427	3092	2740	4	0	0	0	0	4	0	92	0	0	0	1	3	0	0	4	0	0	0	0	0	152	0	0	5	0	0	0	0	0	0	0	9	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	85	"AWI"	85	2597	3373	3011	2	0	0	0	0	2	0	105	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	12	0	0	0	1	0
329	336	"Candelabra Lake"	61.68333	-130.65	90	"AWI"	90	2686	3829	3271	4	0	1	0	0	5	0	70	1	0	0	1	3	0	0	4	0	0	0	0	0	127	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	95	"AWI"	95	3136	3919	3515	7	0	0	0	0	2	0	83	0	0	0	0	4	0	0	1	0	0	0	0	0	113	0	0	4	0	0	0	0	0	0	0	16	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	100	"AWI"	100	3405	4115	3774	10	0	0	0	0	2	0	53	0	0	0	5	3	0	0	0	0	0	0	0	0	176	33	0	2	0	0	0	0	0	0	1	7	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	105	"AWI"	105	3652	4353	3995	5	0	0	1	0	4	0	77	0	0	0	1	4	1	0	1	0	0	0	0	0	168	0	0	2	0	0	0	3	0	0	0	10	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	110	"AWI"	110	3752	4839	4190	9	0	0	0	0	4	0	58	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	115	"AWI"	115	3938	5048	4421	9	0	0	0	0	8	0	67	0	0	0	5	6	1	0	2	0	0	0	0	0	177	0	0	2	0	0	0	0	0	0	0	12	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	120	"AWI"	120	4028	5446	4639	9	0	0	0	0	1	0	66	0	0	0	2	1	0	0	0	0	0	0	0	0	236	0	0	7	0	0	0	4	0	0	0	7	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	125	"AWI"	125	4233	5596	4871	9	0	1	0	0	5	0	74	2	0	0	1	6	0	0	2	0	0	0	0	0	161	0	0	5	0	0	0	0	0	1	1	23	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	130	"AWI"	130	4326	5894	5105	8	0	0	0	0	4	0	65	0	0	0	2	6	0	0	0	0	0	0	0	0	194	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	135	"AWI"	135	4582	5996	5330	10	0	0	0	0	6	0	91	0	0	0	0	5	0	0	3	0	0	0	0	0	246	0	0	5	0	0	0	0	0	0	0	18	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	140	"AWI"	140	4698	6194	5559	4	0	0	0	0	6	0	75	1	0	0	2	4	3	0	0	0	0	0	0	0	144	0	0	0	0	0	0	2	0	0	0	10	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	145	"AWI"	145	5042	6292	5788	6	0	0	1	0	7	0	94	1	0	0	1	4	0	0	0	0	0	0	0	0	338	0	0	1	0	0	0	5	0	0	0	12	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	150	"AWI"	150	5218	6465	6026	3	0	0	0	0	1	0	75	0	0	0	5	11	0	0	1	0	0	0	0	0	183	0	0	1	0	0	0	0	0	0	0	23	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	155	"AWI"	155	5747	6525	6200	0	0	0	0	1	4	0	68	0	0	0	3	12	0	0	1	0	0	0	0	0	178	0	0	2	0	0	0	5	0	1	0	19	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	160	"AWI"	160	6112	6641	6391	3	0	0	0	0	3	0	75	0	0	0	6	2	0	0	4	0	0	0	0	0	179	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	165	"AWI"	165	6270	6789	6514	0	0	0	0	0	6	0	74	0	0	0	4	3	0	0	1	0	0	0	0	0	209	0	0	5	0	0	0	1	0	0	0	9	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	170	"AWI"	170	6349	7059	6624	0	0	1	0	0	0	0	28	0	0	0	0	3	0	0	1	0	0	0	0	0	100	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	175	"AWI"	175	6821	7368	7114	2	0	0	0	0	10	0	104	0	0	0	5	4	1	0	2	0	0	0	0	0	201	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	1
329	336	"Candelabra Lake"	61.68333	-130.65	180	"AWI"	180	7053	7855	7604	0	0	0	0	0	16	0	176	1	0	2	10	3	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	10	0	0	2	15	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	185	"AWI"	185	7244	8004	7767	0	0	0	0	0	13	0	211	0	0	0	13	15	0	0	10	0	0	0	0	0	307	0	0	10	0	0	0	5	0	0	0	29	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	190	"AWI"	190	7377	8327	7911	0	0	0	0	0	9	0	106	0	0	0	3	6	0	0	1	0	0	0	0	0	225	0	0	4	0	0	0	4	0	0	0	13	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	195	"AWI"	195	7559	8455	8031	0	0	0	0	0	6	0	116	0	0	0	6	6	0	0	2	0	0	0	0	0	200	0	0	3	0	0	0	0	0	0	0	9	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	200	"AWI"	200	7679	8632	8143	0	0	0	0	0	8	0	111	0	0	1	3	6	0	0	0	0	0	0	0	0	268	0	0	2	0	0	0	1	0	0	0	11	1	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	205	"AWI"	205	7879	8723	8260	0	0	0	0	0	9	0	102	0	0	0	2	4	0	0	1	0	0	0	0	0	244	0	0	0	0	0	0	2	0	0	0	13	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	210	"AWI"	210	7975	8857	8382	0	0	0	0	0	12	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	1	0	0	0	3	0	0	0	14	0	0	0	0	1
329	336	"Candelabra Lake"	61.68333	-130.65	220	"AWI"	220	8369	9109	8624	0	0	0	0	0	8	0	180	0	0	0	10	3	0	0	2	0	0	0	0	0	166	0	0	7	0	0	0	0	0	0	0	15	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	225	"AWI"	225	8510	9303	8857	0	0	0	0	0	7	0	86	0	0	0	7	10	0	0	0	0	0	0	0	0	179	0	0	3	0	0	0	2	0	0	0	8	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	235	"AWI"	235	8778	9803	9292	0	0	0	0	0	7	0	155	0	0	0	9	4	2	0	0	1	0	0	0	0	183	0	0	3	0	0	0	1	0	0	0	32	1	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	240	"AWI"	240	8893	10018	9515	0	0	0	0	0	9	0	170	0	0	0	14	5	1	0	0	0	0	0	0	0	174	0	0	8	0	0	0	1	0	0	0	28	1	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	243	"AWI"	243	9185	10056	9629	0	0	0	0	0	5	0	123	0	0	0	1	10	1	0	3	0	0	0	0	0	203	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	1
329	336	"Candelabra Lake"	61.68333	-130.65	250	"AWI"	250	9545	10301	9917	0	0	0	0	0	16	0	219	0	0	0	1	14	1	0	3	0	0	0	0	0	189	0	0	6	0	0	0	1	0	0	0	25	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	255	"AWI"	255	9786	10449	10119	0	0	0	0	0	9	0	230	1	0	0	1	16	0	0	1	0	0	1	0	0	151	0	0	1	0	0	0	0	0	0	0	16	2	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	260	"AWI"	260	9899	10739	10315	0	0	0	0	0	8	0	417	0	0	0	2	9	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	24	0	0	1	1	0
329	336	"Candelabra Lake"	61.68333	-130.65	270	"AWI"	270	10220	11083	10717	0	0	0	0	0	8	0	323	0	0	0	1	29	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	34	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	275	"AWI"	275	10649	11427	11151	0	0	0	0	0	15	0	339	0	0	0	0	30	1	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	42	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	280	"AWI"	280	10803	12162	11554	0	0	3	0	0	15	0	94	0	0	0	0	54	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	53	0	0	1	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	281	"AWI"	281	10839	12211	11603	0	0	5	0	0	31	0	116	0	0	0	0	79	0	0	8	0	0	0	0	0	0	0	1	21	0	41	0	0	0	0	0	70	0	0	0	0	0
