"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Lamiaceae"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"
1521	1559	"East Siberian Sea Coast 11"	71.06667	156.25	0	"AWI"	0	3577	4866	4324	48	0	0	8	17	101	0	0	0	76	3	0	0	0	0	29	103	0	0	3	0	0	20	0	0
1521	1559	"East Siberian Sea Coast 11"	71.06667	156.25	80	"AWI"	80	4426	5229	4837	36	0	1	11	9	60	0	1	5	20	7	0	0	1	2	17	25	2	0	8	0	0	5	0	1
1521	1559	"East Siberian Sea Coast 11"	71.06667	156.25	100	"AWI"	100	4546	5335	4959	30	2	0	16	3	26	0	2	3	80	2	1	0	2	0	18	102	0	8	8	0	1	5	0	0
1521	1559	"East Siberian Sea Coast 11"	71.06667	156.25	180	"AWI"	180	5098	5753	5456	20	0	0	0	0	12	0	0	0	33	2	0	0	0	1	16	96	0	1	8	0	0	2	0	0
1521	1559	"East Siberian Sea Coast 11"	71.06667	156.25	200	"AWI"	200	5206	6014	5593	6	0	0	4	0	4	0	1	2	54	0	0	1	0	0	10	170	1	4	13	0	1	3	0	0
1521	1559	"East Siberian Sea Coast 11"	71.06667	156.25	420	"AWI"	420	6584	7933	7267	160	1	0	12	6	12	1	0	1	8	4	0	1	1	0	0	34	0	1	12	0	1	26	2	0
1521	1559	"East Siberian Sea Coast 11"	71.06667	156.25	600	"AWI"	600	8155	9089	8648	131	2	0	16	0	19	1	0	5	0	24	0	2	2	0	1	36	0	1	5	0	0	2	4	0
1521	1559	"East Siberian Sea Coast 11"	71.06667	156.25	640	"AWI"	640	8575	9289	8932	126	0	0	4	5	25	0	1	6	1	8	0	0	2	2	7	23	0	0	2	0	0	9	0	0
1521	1559	"East Siberian Sea Coast 11"	71.06667	156.25	760	"AWI"	760	9168	10105	9533	202	1	0	10	12	21	0	1	7	1	7	3	0	2	0	1	40	1	0	12	0	0	34	3	0
