"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Asteraceae"	"Brassicaceae"	"Caryophyllaceae"	"Cyperaceae"	"Gentianaceae"	"Isoëtes"	"Malvaceae"	"Myrica"	"Plantaginaceae"	"Poaceae"	"Podocarpus"	"Polylepis"	"Solanaceae"
1539	1579	"Laguna Salinas"	-16.4	-71.15	0	"AWI"	0	-145	23	-66	6	7	0	60	0	1	2	0	1	2	1	1	25	1	1	4
1539	1579	"Laguna Salinas"	-16.4	-71.15	200	"AWI"	200	9678	11490	10817	2	0	0	25	0	22	1	4	0	1	3	0	41	1	0	3
1539	1579	"Laguna Salinas"	-16.4	-71.15	270	"AWI"	270	11584	14069	12849	0	0	0	1	3	1	4	0	2	0	0	0	90	0	3	1
1539	1579	"Laguna Salinas"	-16.4	-71.15	300	"AWI"	300	12413	14992	13743	2	0	0	90	0	0	2	0	1	0	0	0	14	0	1	0
1539	1579	"Laguna Salinas"	-16.4	-71.15	330	"AWI"	330	13295	15859	14626	0	0	0	70	0	0	4	0	1	0	1	0	24	0	3	2
1539	1579	"Laguna Salinas"	-16.4	-71.15	360	"AWI"	360	14224	16653	15516	0	0	0	44	14	0	1	1	0	0	0	0	31	0	0	8
1539	1579	"Laguna Salinas"	-16.4	-71.15	390	"AWI"	390	15275	17371	16410	0	0	0	90	1	1	6	1	5	1	4	1	25	1	0	0
1539	1579	"Laguna Salinas"	-16.4	-71.15	420	"AWI"	420	16343	18077	17307	4	0	0	33	0	31	14	0	2	0	0	14	45	0	2	0
1539	1579	"Laguna Salinas"	-16.4	-71.15	440	"AWI"	440	17137	18574	17889	0	0	0	88	0	0	21	0	0	0	0	0	17	0	2	0
