"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Juglans"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"
503	516	"Cranberry Lake"	44.1	-78.1	1	"AWI"	1	-115	53	-31	0	3.28947368421053	1.97368421052632	1.31578947368421	0	0	19.0789473684211	0	0	0.657894736842105	0	0	0	0	3.28947368421053	0.657894736842105	0	0	6.57894736842105	1.97368421052632	0.657894736842105	6.57894736842105	0	0	3.28947368421053	1.97368421052632	26.9736842105263	0.657894736842105	0	0	0	9.86842105263158	0	0	0	0	0	0	4.60526315789474	6.57894736842105
503	516	"Cranberry Lake"	44.1	-78.1	10	"AWI"	10	-92	101	6	0	1.24223602484472	1.86335403726708	0	0	0	17.3913043478261	0.62111801242236	0	3.1055900621118	0	0	0	0	0.62111801242236	1.24223602484472	0	0	3.1055900621118	0	0	4.96894409937888	0	0	5.59006211180124	0.62111801242236	28.5714285714286	1.24223602484472	0	0	2.48447204968944	14.2857142857143	0	0	1.86335403726708	0	0	1.86335403726708	4.96894409937888	4.34782608695652
503	516	"Cranberry Lake"	44.1	-78.1	20	"AWI"	20	-71	181	45	0.588235294117647	1.76470588235294	1.17647058823529	1.17647058823529	0.588235294117647	0	18.8235294117647	0	0	0.588235294117647	0	0	0	0	0	0.588235294117647	0	0	3.52941176470588	1.17647058823529	0	6.47058823529412	0	0.588235294117647	2.94117647058824	0.588235294117647	34.7058823529412	0	0	0	0	15.2941176470588	0	0.588235294117647	1.76470588235294	0	0	0.588235294117647	5.29411764705882	1.17647058823529
503	516	"Cranberry Lake"	44.1	-78.1	30	"AWI"	30	-58	273	85	0	2.42424242424242	2.42424242424242	0.606060606060606	0	0	18.1818181818182	0	0	3.63636363636364	0	0	0.606060606060606	0	5.45454545454545	1.21212121212121	0	0	1.81818181818182	2.42424242424242	0	5.45454545454545	0	0.606060606060606	3.03030303030303	0.606060606060606	26.0606060606061	0	0	0	1.21212121212121	12.1212121212121	0	0.606060606060606	1.81818181818182	0	0	1.21212121212121	4.84848484848485	3.63636363636364
503	516	"Cranberry Lake"	44.1	-78.1	40	"AWI"	40	-51	366	123	0	2.39520958083832	1.19760479041916	0.598802395209581	0	0	16.1676646706587	0	0	1.19760479041916	0	0	0	0	0.598802395209581	1.79640718562874	0	0	3.59281437125748	1.19760479041916	0	7.78443113772455	0	0	2.39520958083832	1.19760479041916	33.5329341317365	0	0	0	0	11.377245508982	0	0	1.19760479041916	0	0	0.598802395209581	7.18562874251497	5.98802395209581
503	516	"Cranberry Lake"	44.1	-78.1	50	"AWI"	50	-42	464	162	0	3.68098159509202	0.613496932515337	0	0	0	17.1779141104294	0	0	0.613496932515337	0	0	0	0	0	0.613496932515337	0	0	2.45398773006135	0	0	3.68098159509202	0	0.613496932515337	1.22699386503067	0.613496932515337	30.6748466257669	0	0	7.36196319018405	0	14.7239263803681	0	0.613496932515337	0	0	0	0	6.74846625766871	8.58895705521472
503	516	"Cranberry Lake"	44.1	-78.1	60	"AWI"	60	-36	563	200	0	2.48447204968944	3.1055900621118	0.62111801242236	0	0	13.6645962732919	0	0	0.62111801242236	0	0	0	0	3.1055900621118	1.24223602484472	0	0	3.1055900621118	2.48447204968944	0	3.72670807453416	0	0.62111801242236	3.72670807453416	1.24223602484472	29.1925465838509	0	1.24223602484472	0	1.24223602484472	13.0434782608696	0	1.86335403726708	1.86335403726708	0	0	1.24223602484472	6.2111801242236	4.34782608695652
503	516	"Cranberry Lake"	44.1	-78.1	70	"AWI"	70	-8	626	241	0	2.76243093922652	2.76243093922652	0.552486187845304	0	0	12.707182320442	0.552486187845304	0	2.20994475138122	0	0	0	0	3.31491712707182	0	0	0	6.07734806629834	0	0	6.07734806629834	0	0	3.86740331491713	1.65745856353591	26.5193370165746	0	0	0	0	14.3646408839779	0	0.552486187845304	0	0	0	1.10497237569061	6.07734806629834	8.83977900552486
503	516	"Cranberry Lake"	44.1	-78.1	80	"AWI"	80	32	648	286	0	3.95480225988701	0	0	0	0	16.9491525423729	0	0	1.12994350282486	0	0	0	0	7.34463276836158	0	0	0	4.51977401129944	2.82485875706215	0	3.95480225988701	0	2.82485875706215	4.51977401129944	1.12994350282486	23.728813559322	0	0.564971751412429	0	0	15.2542372881356	0	1.69491525423729	0.564971751412429	0	0	2.82485875706215	3.95480225988701	2.25988700564972
503	516	"Cranberry Lake"	44.1	-78.1	90	"AWI"	90	60	674	335	0	2.01005025125628	0	0	0	0	13.0653266331658	0	0	0.50251256281407	0	0	0	0	2.01005025125628	0	0	0	4.52261306532663	0	0	5.0251256281407	0	1.50753768844221	3.51758793969849	2.01005025125628	25.6281407035176	0	0	0	1.50753768844221	21.608040201005	0	0	0	0	0	1.00502512562814	9.54773869346734	6.53266331658291
