"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amelanchier"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cannabaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cephalanthus"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypoxidaceae"	"Ilex"	"Indeterminable"	"Isoëtes"	"Itea"	"Juglans"	"Lamiaceae"	"Larix"	"Liquidambar"	"Liriodendron"	"Magnolia"	"Malvaceae"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"
1125	1160	"Jackson Pond"	37.432336	-85.724956	95	"AWI"	95	-120	40	-32	0	0	0	0.593471810089021	0	0.29673590504451	0.29673590504451	0	1.48367952522255	0	6.82492581602374	0	0	0	13.353115727003	0	0	0.593471810089021	4.15430267062314	0	0	0	0.29673590504451	0	2.37388724035608	0	0.593471810089021	0	0	0	4.15430267062314	0	0	0	2.07715133531157	0	2.9673590504451	0.29673590504451	0	1.48367952522255	0	0	0	1.78041543026706	0	51.3353115727003	0	0	0	0	3.26409495548961	0.29673590504451	0.29673590504451	0	0	1.18694362017804	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	100	"AWI"	100	-92	80	-4	0	0	0	0.273972602739726	0	0	0	0	0.547945205479452	0	4.65753424657534	0	0.273972602739726	0	14.5205479452055	0	0	0.273972602739726	2.19178082191781	0	0	6.57534246575342	0	0	2.46575342465753	0	0.547945205479452	1.36986301369863	0	0	3.56164383561644	0	0	0	1.0958904109589	0	1.64383561643836	0	0	0	0	0	0	0.547945205479452	0	54.2465753424658	0	0	0	0	4.10958904109589	0	0.273972602739726	0	0	0.821917808219178	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	105	"AWI"	105	-77	131	23	0	0	0	0.857142857142857	0	0	0	0	0.285714285714286	0	4.85714285714286	0	0.285714285714286	0	12.2857142857143	0	0	0	2.85714285714286	0	0	4.85714285714286	0	0.285714285714286	3.42857142857143	0	0.285714285714286	0	0	0	5.14285714285714	0	0	0	2	0	1.71428571428571	0	0	0	0.285714285714286	0	0	1.42857142857143	0	52.8571428571429	0	0	0.571428571428571	0	3.71428571428571	0	0	0	0.285714285714286	1.71428571428571	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	110	"AWI"	110	-65	190	49	0	0	0	1.19047619047619	0	0	0.297619047619048	0	0	0	4.46428571428571	0	0.297619047619048	0	9.82142857142857	0	0	0.297619047619048	2.38095238095238	0	0.297619047619048	0	0	0	5.35714285714286	0	0	2.67857142857143	0.297619047619048	0	4.16666666666667	0	0	0	1.19047619047619	0	1.19047619047619	0.595238095238095	0	0	0	0	0	0.892857142857143	0	58.9285714285714	0	0	0	0	2.38095238095238	0	0.595238095238095	0	0	2.38095238095238	0.297619047619048	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	115	"AWI"	115	-45	240	76	0	0	0	0.824175824175824	0.549450549450549	0	0	0	0	0	4.3956043956044	0	0.549450549450549	0	15.3846153846154	0	0	0.274725274725275	2.47252747252747	0	0	4.94505494505495	0	0	3.57142857142857	0	0.274725274725275	1.64835164835165	0	0	3.57142857142857	0	0	0	0.824175824175824	0	0.824175824175824	0	0	0	0.274725274725275	0	0	0.824175824175824	0	52.7472527472528	0	0	0	0	2.74725274725275	0	0.274725274725275	0	0.274725274725275	2.74725274725275	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	120	"AWI"	120	-6	253	111	0	0	0	0.232558139534884	0.930232558139535	0	0	0	0	0	4.18604651162791	0	0.930232558139535	0	17.6744186046512	0	0	0.465116279069767	2.55813953488372	0	0	5.58139534883721	0	0	2.55813953488372	0	0.697674418604651	0.697674418604651	0	0	2.7906976744186	0	0	0	0.465116279069767	0	0.697674418604651	0	0	0	0.465116279069767	10.9302325581395	0	0.697674418604651	0	41.8604651162791	0	0	0	0	2.55813953488372	0	0.232558139534884	0	0.232558139534884	2.55813953488372	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	125	"AWI"	125	18	271	151	0	0	0	0.550964187327824	0	0	0	0	0.826446280991736	0	6.06060606060606	0	2.75482093663912	0	17.9063360881543	0	0	0.275482093663912	4.6831955922865	0	0	0	0	0	1.37741046831956	0	0.550964187327824	0	0	0	2.75482093663912	0	0	0	0.550964187327824	0	0.826446280991736	0.550964187327824	0	0	0	0	0	0.550964187327824	0	51.2396694214876	0	0	0	0	4.40771349862259	0	0	0	0	4.13223140495868	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	130	"AWI"	130	33	304	192	0	0	0	0.518134715025907	0	0	0	0	1.03626943005181	0	5.44041450777202	0	2.33160621761658	0	20.7253886010363	0	0	0.259067357512953	4.14507772020725	0	0.259067357512953	0	0	0	2.07253886010363	0	0.77720207253886	0	0	0	2.59067357512953	0	0	0	1.55440414507772	0	1.29533678756477	0	0	0	0	0	0	0.77720207253886	0	49.2227979274611	0	0	0	0	4.40414507772021	0	0	0	0	2.59067357512953	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	135	"AWI"	135	58	347	232	0	0	0	0.483091787439614	0	0.241545893719807	0	0	0	0	4.10628019323672	0	1.69082125603865	0	23.9130434782609	0	0.241545893719807	0	3.86473429951691	0	0.241545893719807	0	0	0	1.44927536231884	0	1.20772946859903	1.44927536231884	0	0	1.69082125603865	0.241545893719807	0.483091787439614	0	2.17391304347826	0	0.966183574879227	0	0	0	0	0	0	0.72463768115942	0	49.7584541062802	0	0	0	0	3.38164251207729	0	0	0.241545893719807	0	1.44927536231884	0	0
1125	1160	"Jackson Pond"	37.432336	-85.724956	140	"AWI"	140	129	462	307	0	0	0	0	0	0.221483942414175	0	0	0.44296788482835	0	4.65116279069767	0	1.10741971207087	0	25.4706533776301	0	0.221483942414175	0	5.98006644518272	0.221483942414175	0.221483942414175	5.53709856035437	0	0	1.7718715393134	0	0.8859357696567	1.10741971207087	0.221483942414175	0	1.99335548172757	0.221483942414175	0	0	1.99335548172757	0	1.55038759689922	0.553709856035437	0	0	0	0	0	1.32890365448505	0	38.0952380952381	0	0	0	0	3.98671096345515	0	0.44296788482835	0	0	1.7718715393134	0	0
