"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Apocynaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Ceanothus"	"Cercocarpus"	"Chrysolepis"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Geraniaceae"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Lithocarpus"	"Onagraceae"	"Orobanchaceae"	"Phrymaceae"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Sarcobataceae"	"Thalictrum"
673	693	"Dinkey Meadow"	37	-119.08333	0	"AWI"	0	-128	36	-42	0	0	0.552486187845304	0	0.276243093922652	0	0	0	0	0	0	0	0	0	0	2.76243093922652	22.0994475138122	0	0	0	0	6.353591160221	0	0	0	0	0	0	0	61.0497237569061	0.552486187845304	0	0	0	4.69613259668508	0.276243093922652	0.276243093922652	0	0	0.276243093922652	0	0.552486187845304	0.276243093922652	0	0
673	693	"Dinkey Meadow"	37	-119.08333	20	"AWI"	20	-3	577	205	2.89855072463768	0	0.289855072463768	2.31884057971015	0	0	0	0	0	0	0	0	0	0	0	0.289855072463768	15.3623188405797	0.289855072463768	0	0	0	1.15942028985507	0	0.289855072463768	0	0	0	0.289855072463768	0	72.463768115942	0.579710144927536	0	0	0	3.18840579710145	0	0	0	0	0	0	0	0.289855072463768	0	0.289855072463768
673	693	"Dinkey Meadow"	37	-119.08333	50	"AWI"	50	250	1071	605	10.062893081761	0.628930817610063	0.628930817610063	0.314465408805031	0	0	0	0	0	0	0.314465408805031	0.314465408805031	0.314465408805031	0	0	0.628930817610063	9.74842767295597	0	0	0	0	2.20125786163522	0	0	0	0	0	0	0	69.1823899371069	1.57232704402516	0.314465408805031	0	0	3.77358490566038	0	0	0	0	0	0	0	0	0	0
673	693	"Dinkey Meadow"	37	-119.08333	70	"AWI"	70	471	1367	874	4.17910447761194	1.7910447761194	2.6865671641791	0.895522388059702	0	0	5.97014925373134	0.597014925373134	0	0	0	0	0	0	0.298507462686567	2.38805970149254	0	0.298507462686567	0	0	0	7.76119402985075	0	0	0	0	0	0	0	60.5970149253731	1.19402985074627	0	0	0.298507462686567	9.85074626865672	0	0	0	0	0	0	0.298507462686567	0	0	0.895522388059702
673	693	"Dinkey Meadow"	37	-119.08333	90	"AWI"	90	693	1635	1143	4.72972972972973	0	0	0.675675675675676	0	0	0	0	0	0	0	0	0	0	0	0.675675675675676	27.7027027027027	0	0	0	0	2.7027027027027	0	0	0.675675675675676	0	0	0	0	52.7027027027027	2.7027027027027	0.675675675675676	2.02702702702703	0	4.05405405405405	0	0	0	0	0	0.675675675675676	0	0	0	0
673	693	"Dinkey Meadow"	37	-119.08333	110	"AWI"	110	953	1875	1410	13.4868421052632	0	0.986842105263158	3.28947368421053	0	0.328947368421053	0	0	0	0	0.657894736842105	0	0	0	0	0	6.25	0	0	0	0.328947368421053	2.96052631578947	0	0	0	0	0.328947368421053	0	0	63.8157894736842	1.64473684210526	0	0	0	5.26315789473684	0	0	0	0	0	0.657894736842105	0	0	0	0
673	693	"Dinkey Meadow"	37	-119.08333	150	"AWI"	150	1553	2351	1942	18.8741721854305	1.65562913907285	0	0.662251655629139	0	0.33112582781457	4.63576158940397	0.33112582781457	0	0	0	0	0	0	0	3.64238410596026	0	1.65562913907285	0	0	0	7.94701986754967	0	0	0	0	0	0	0	59.271523178808	0	0	0	0.662251655629139	0	0	0	0	0	0	0	0	0	0.33112582781457	0
673	693	"Dinkey Meadow"	37	-119.08333	160	"AWI"	160	1719	2480	2077	6.46258503401361	0.680272108843537	0	4.42176870748299	0	0	0	0	0	0.680272108843537	0	2.04081632653061	1.02040816326531	0	0.680272108843537	2.38095238095238	4.08163265306122	0	0	0	0	5.78231292517007	0.340136054421769	0	0	0	0	0	0	63.9455782312925	0.680272108843537	0	0	0.340136054421769	5.78231292517007	0	0	0	0	0	0.680272108843537	0	0	0	0
673	693	"Dinkey Meadow"	37	-119.08333	180	"AWI"	180	2004	2843	2407	9.81012658227848	0	0.632911392405063	1.26582278481013	0	0.316455696202532	0	0.632911392405063	0	0	0	0	0	0	0	0	7.91139240506329	0	0.632911392405063	0	0.316455696202532	2.84810126582278	0	0.632911392405063	0.949367088607595	0	0.632911392405063	0	0	64.5569620253165	1.89873417721519	0	0	0	6.0126582278481	0	0	0	0	0	0.632911392405063	0	0	0	0.316455696202532
673	693	"Dinkey Meadow"	37	-119.08333	200	"AWI"	200	2347	3154	2724	5.78778135048232	0.643086816720257	0.321543408360129	2.2508038585209	0	0.321543408360129	0	0.643086816720257	0	0	0	0.964630225080386	0	0	0	0	7.39549839228296	0	0	0	0	4.82315112540193	0	0	0	0.964630225080386	0	0	0	62.0578778135048	2.89389067524116	0	0	0	9.32475884244373	0	0	0	0	0	0.321543408360129	0	0	0	1.28617363344051
