"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Celtis"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tsuga"	"Ulmus"
237	240	"Battaglia Bog"	41.14389	-81.32861	210	"AWI"	210	11116	12452	11673	1.3953488372093	0	0.697674418604651	0.232558139534884	0	0.465116279069767	0	0.232558139534884	0	0.232558139534884	0	0.232558139534884	1.62790697674419	12.093023255814	0	0	0	0	0	0	0	2.32558139534884	0.930232558139535	17.2093023255814	54.8837209302326	0	0	0.930232558139535	4.41860465116279	0	0	0	0	0.465116279069767	0	0	0.697674418604651	0.930232558139535
237	240	"Battaglia Bog"	41.14389	-81.32861	230	"AWI"	230	11535	13249	12275	3.16455696202532	0	0.949367088607595	0	0	0.316455696202532	0	0.316455696202532	0	0	0	0	1.58227848101266	2.53164556962025	0	0	0	0	0	0	0	2.21518987341772	1.89873417721519	31.3291139240506	43.3544303797468	0	0.316455696202532	1.58227848101266	6.64556962025316	0	0	0	0	0.316455696202532	0	0	1.26582278481013	2.21518987341772
237	240	"Battaglia Bog"	41.14389	-81.32861	250	"AWI"	250	11999	13941	12898	3.96600566572238	0	0.28328611898017	0	0	0.28328611898017	0	0.28328611898017	0	1.41643059490085	0	0.28328611898017	0	10.1983002832861	0	0	0.28328611898017	9.63172804532578	1.69971671388102	0	0	0.84985835694051	11.3314447592068	34.8441926345609	0	0.28328611898017	4.24929178470255	1.98300283286119	14.7308781869688	0	0	0	0	0.84985835694051	0	0.28328611898017	0	2.26628895184136
237	240	"Battaglia Bog"	41.14389	-81.32861	265	"AWI"	265	12402	14396	13350	6.09756097560976	0	0.609756097560976	0	0	0.914634146341463	0	0.304878048780488	0	1.21951219512195	0	0.304878048780488	0	10.6707317073171	0	0	0.914634146341463	10.3658536585366	0	0	0	0.914634146341463	14.3292682926829	30.4878048780488	0	0	2.4390243902439	0.609756097560976	16.4634146341463	0	0	0	0	1.52439024390244	0	0	0	1.82926829268293
237	240	"Battaglia Bog"	41.14389	-81.32861	280	"AWI"	280	12785	14907	13815	6.02409638554217	0	0	0	0	0	0	0.903614457831325	0	0.301204819277108	0	1.50602409638554	0.602409638554217	9.33734939759036	0	0	0.301204819277108	15.9638554216867	0	0	0	0.301204819277108	12.0481927710843	33.433734939759	0	0.301204819277108	2.10843373493976	1.20481927710843	12.6506024096386	0	0	0	0	0.903614457831325	0	0	0	2.10843373493976
237	240	"Battaglia Bog"	41.14389	-81.32861	290	"AWI"	290	13070	15184	14118	4.25531914893617	0	0.303951367781155	0	0	0.60790273556231	0	0.60790273556231	0	0.303951367781155	0.303951367781155	0.60790273556231	0.303951367781155	9.11854103343465	0	0	1.21580547112462	11.2462006079027	0	0	0	1.21580547112462	11.854103343465	32.5227963525836	0	0	2.73556231003039	1.51975683890578	17.629179331307	0	0	0	0	0.911854103343465	0.303951367781155	0.303951367781155	0.60790273556231	1.51975683890578
237	240	"Battaglia Bog"	41.14389	-81.32861	300	"AWI"	300	13358	15453	14433	5.12820512820513	0.854700854700855	0.56980056980057	0	0	0	0	0.854700854700855	0	0.854700854700855	0	0.284900284900285	0.284900284900285	11.965811965812	0	0	0.56980056980057	9.97150997150997	0	0	0	0.284900284900285	15.0997150997151	33.3333333333333	0	0	2.56410256410256	0.854700854700855	14.5299145299145	0	0	0	0	1.13960113960114	0	0	0	0.854700854700855
237	240	"Battaglia Bog"	41.14389	-81.32861	313	"AWI"	313	13795	15782	14839	2.89855072463768	0	0.579710144927536	0.289855072463768	0	0.289855072463768	0	0.289855072463768	0	1.73913043478261	0	0.289855072463768	0.579710144927536	11.304347826087	0.579710144927536	0	0	13.6231884057971	0.579710144927536	0	0	0.289855072463768	11.304347826087	32.1739130434783	0	0.289855072463768	3.47826086956522	2.60869565217391	13.6231884057971	0	0.289855072463768	0	0	0.869565217391304	0.289855072463768	0	0.289855072463768	1.44927536231884
237	240	"Battaglia Bog"	41.14389	-81.32861	330	"AWI"	330	14305	16232	15361	1.96629213483146	0	0	0	0	0.842696629213483	0	1.40449438202247	0	0	0.280898876404494	0	0	12.9213483146067	0.280898876404494	0.280898876404494	0.280898876404494	10.1123595505618	0	0.561797752808989	0.280898876404494	0.280898876404494	9.26966292134832	39.3258426966292	0	0	3.37078651685393	2.80898876404494	11.2359550561798	0.280898876404494	0	0	0.280898876404494	2.24719101123596	0	0.280898876404494	0	1.40449438202247
237	240	"Battaglia Bog"	41.14389	-81.32861	350	"AWI"	350	15085	16701	15977	0.583090379008746	0	2.91545189504373	0	0	2.91545189504373	0	0.87463556851312	0	0	0.291545189504373	0	0.291545189504373	6.41399416909621	0	0	0	5.83090379008746	0	0	0	0.583090379008746	3.49854227405248	58.8921282798834	0	0	4.3731778425656	0	9.03790087463557	0.583090379008746	0.291545189504373	0	0	1.74927113702624	0	0.583090379008746	0	0.291545189504373
237	240	"Battaglia Bog"	41.14389	-81.32861	400	"AWI"	400	16363	18123	17212	0	0	1.65562913907285	0.33112582781457	0	2.64900662251656	0	2.98013245033113	0	0.662251655629139	0	0	0	5.29801324503311	0	0	0	0	0	0	0	1.32450331125828	3.3112582781457	64.2384105960265	0	0	5.62913907284768	0.662251655629139	8.27814569536424	0.33112582781457	0	0	0	1.32450331125828	0	0	0	1.32450331125828
237	240	"Battaglia Bog"	41.14389	-81.32861	450	"AWI"	450	17521	19352	18392	0.303030303030303	0	1.81818181818182	0.303030303030303	0	3.93939393939394	0	0.606060606060606	0.303030303030303	0	0	0	0	5.15151515151515	0	0	0	0	0	0	0	2.42424242424242	0.606060606060606	77.2727272727273	0	0	3.03030303030303	0.606060606060606	3.03030303030303	0	0	0	0	0.606060606060606	0	0	0	0
237	240	"Battaglia Bog"	41.14389	-81.32861	500	"AWI"	500	18701	20832	19633	0.634920634920635	0	2.53968253968254	0.317460317460317	0	3.80952380952381	0	0.634920634920635	0	0	0	0	0	4.12698412698413	0	0	0	0	0	0	0	5.3968253968254	2.22222222222222	70.1587301587302	0	0	2.53968253968254	0	6.34920634920635	0.634920634920635	0	0	0	0.634920634920635	0	0	0	0
237	240	"Battaglia Bog"	41.14389	-81.32861	520	"AWI"	520	19104	21571	20168	0.316455696202532	0	1.58227848101266	0	0.632911392405063	1.58227848101266	0	0.949367088607595	0	0	0	0	0.316455696202532	5.06329113924051	0	0	0.316455696202532	0	0	0	0	6.64556962025316	1.58227848101266	74.3670886075949	0	0	1.26582278481013	0.316455696202532	3.79746835443038	0.316455696202532	0	0	0	0	0	0.632911392405063	0	0.316455696202532
