"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euonymus"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"
839	867	"Gel'myazevskoye"	49.66667	31.83333	12	"AWI"	12	-3	668	251	0	0	5.97014925373134	0.746268656716418	2.98507462686567	1.49253731343284	2.98507462686567	0.746268656716418	0	0.746268656716418	1.49253731343284	0.746268656716418	0	0	1.49253731343284	0.746268656716418	0	0	0	0.746268656716418	0	0.746268656716418	0	57.4626865671642	0.746268656716418	0	2.23880597014925	1.49253731343284	8.2089552238806	0	0.746268656716418	1.49253731343284	0	2.98507462686567	1.49253731343284	1.49253731343284
839	867	"Gel'myazevskoye"	49.66667	31.83333	25	"AWI"	25	278	1037	636	0	2.18978102189781	4.37956204379562	0	5.83941605839416	0.72992700729927	3.64963503649635	0	0	0	2.18978102189781	2.18978102189781	0	0	1.45985401459854	0.72992700729927	0	0	0	0	0.72992700729927	0	0	48.1751824817518	0	0.72992700729927	2.91970802919708	0	10.9489051094891	1.45985401459854	2.18978102189781	0.72992700729927	1.45985401459854	5.10948905109489	2.18978102189781	0
839	867	"Gel'myazevskoye"	49.66667	31.83333	37	"AWI"	37	613	1260	997	0.78740157480315	3.93700787401575	3.1496062992126	0.78740157480315	2.36220472440945	0	3.1496062992126	0.78740157480315	0	0	3.1496062992126	0.78740157480315	0.78740157480315	0.78740157480315	0	1.5748031496063	0	0	0	1.5748031496063	0	2.36220472440945	0	51.9685039370079	0	0	2.36220472440945	0	11.0236220472441	0	1.5748031496063	0.78740157480315	0.78740157480315	3.93700787401575	0	1.5748031496063
839	867	"Gel'myazevskoye"	49.66667	31.83333	50	"AWI"	50	1236	1440	1333	0.813008130081301	4.0650406504065	1.6260162601626	0	1.6260162601626	0	4.8780487804878	0	0	0.813008130081301	4.0650406504065	0.813008130081301	0	0	1.6260162601626	0	0	0.813008130081301	0	0	0	0.813008130081301	0	60.1626016260163	0	0	1.6260162601626	0.813008130081301	6.50406504065041	1.6260162601626	1.6260162601626	0	0.813008130081301	3.2520325203252	0.813008130081301	0.813008130081301
839	867	"Gel'myazevskoye"	49.66667	31.83333	62	"AWI"	62	1382	1804	1549	0	3.17460317460317	0.793650793650794	1.58730158730159	0.793650793650794	0.793650793650794	5.55555555555556	0.793650793650794	0	0	6.34920634920635	0	0.793650793650794	1.58730158730159	0.793650793650794	1.58730158730159	0	0	0	0.793650793650794	0	0	0	60.3174603174603	0	0	2.38095238095238	1.58730158730159	6.34920634920635	0	1.58730158730159	0	0	1.58730158730159	0.793650793650794	0
839	867	"Gel'myazevskoye"	49.66667	31.83333	75	"AWI"	75	1535	2052	1778	0	6.87022900763359	1.52671755725191	0	2.29007633587786	1.52671755725191	10.6870229007634	0	0	0.763358778625954	9.16030534351145	1.52671755725191	0	0	0	0.763358778625954	0	0	0.763358778625954	0	0	0.763358778625954	0	50.381679389313	0.763358778625954	0	0.763358778625954	0.763358778625954	3.81679389312977	0	1.52671755725191	1.52671755725191	0.763358778625954	1.52671755725191	1.52671755725191	0
839	867	"Gel'myazevskoye"	49.66667	31.83333	87	"AWI"	87	1726	2251	1986	0.746268656716418	4.47761194029851	0.746268656716418	0	3.73134328358209	2.23880597014925	6.71641791044776	0.746268656716418	0	0	8.2089552238806	0	0.746268656716418	1.49253731343284	0.746268656716418	0	0.746268656716418	0	0	0	0.746268656716418	1.49253731343284	0	53.7313432835821	0	0	2.23880597014925	0	6.71641791044776	0	1.49253731343284	1.49253731343284	0	0	0.746268656716418	0
839	867	"Gel'myazevskoye"	49.66667	31.83333	100	"AWI"	100	2001	2479	2232	0	5.22388059701492	1.49253731343284	0	2.98507462686567	0	7.46268656716418	0	0	0	11.9402985074627	1.49253731343284	0	0.746268656716418	0	0.746268656716418	0.746268656716418	0	0	0	0	0.746268656716418	0.746268656716418	54.4776119402985	0	0	3.73134328358209	0	2.23880597014925	0	1.49253731343284	0	0.746268656716418	0.746268656716418	2.23880597014925	0
839	867	"Gel'myazevskoye"	49.66667	31.83333	125	"AWI"	125	2535	3400	2964	0	6.10687022900763	3.05343511450382	0	2.29007633587786	0.763358778625954	9.9236641221374	1.52671755725191	0.763358778625954	0	5.34351145038168	0	0	0	1.52671755725191	0.763358778625954	0	1.52671755725191	0.763358778625954	0	0	0.763358778625954	0	52.6717557251908	0.763358778625954	0	3.05343511450382	0.763358778625954	2.29007633587786	0	0.763358778625954	0	1.52671755725191	1.52671755725191	1.52671755725191	0
839	867	"Gel'myazevskoye"	49.66667	31.83333	150	"AWI"	150	3476	3964	3722	0	13.8211382113821	4.0650406504065	0	1.6260162601626	1.6260162601626	6.50406504065041	0	0	0	3.2520325203252	0	0	0	1.6260162601626	0	1.6260162601626	0	0	0	0	0	0	52.8455284552846	0	0	2.4390243902439	0	3.2520325203252	0.813008130081301	1.6260162601626	0	0	2.4390243902439	2.4390243902439	0
