"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Betulaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Droseraceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Larix"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
847	876	"Gladkoye Bog"	55	83.33333	130	"AWI"	130	2187	2736	2402	3.38164251207729	3.38164251207729	0	0.483091787439614	13.5265700483092	0	67.7536231884058	0	0.36231884057971	0	0	3.86473429951691	0	0	3.5024154589372	0.72463768115942	0	0	0	0	0	2.29468599033816	0	0	0	0	0	0	0.72463768115942	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	140	"AWI"	140	2252	2960	2524	3.07692307692308	0	0	0.769230769230769	13.8461538461538	0	60.7692307692308	0	0	0	0	5.38461538461539	0	0	0.384615384615385	0	0	0	2.69230769230769	0	0	6.92307692307692	0	1.53846153846154	0	0	2.69230769230769	1.92307692307692	0	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	150	"AWI"	150	2328	3043	2650	0.737100737100737	0.737100737100737	0	0	7.86240786240786	0.982800982800983	70.7616707616708	0	0	0	0	9.33660933660934	0	0	0.491400491400491	0	0	0	0.737100737100737	0	0	6.63390663390663	0	0	0	0	0.491400491400491	0	1.22850122850123	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	160	"AWI"	160	2399	3183	2762	0	4.7244094488189	2.55905511811024	0	6.69291338582677	0	59.6456692913386	0	0	0	0	13.9763779527559	0	0	0	0	0	0	4.7244094488189	0	0	6.49606299212598	0	0	0	0	0	0	1.18110236220472	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	170	"AWI"	170	2545	3248	2875	3.31360946745562	1.65680473372781	1.30177514792899	0.710059171597633	7.69230769230769	0.236686390532544	36.4497041420118	0	0	0	0	2.01183431952663	0	0	0	0	0	0	0	42.8402366863905	0	2.72189349112426	0	0	0	0.473372781065089	0	0	0.591715976331361	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	180	"AWI"	180	2638	3361	3006	0	0	1.38613861386139	1.58415841584158	15.6435643564356	0	57.029702970297	0	1.38613861386139	0	0	8.51485148514852	0	0.594059405940594	0	0	0	0	0	0	0	7.12871287128713	0	0	0	0.99009900990099	5.74257425742574	0	0	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	190	"AWI"	190	2827	3416	3100	0	0	1.62790697674419	0	25.1162790697674	0	52.3255813953488	0	3.02325581395349	0	0	3.25581395348837	0	0	0	0.697674418604651	0	0	0	0	0	6.97674418604651	0	1.62790697674419	0	0	0	0.697674418604651	0	0	4.65116279069767	0
847	876	"Gladkoye Bog"	55	83.33333	200	"AWI"	200	2999	3486	3191	0	0.851970181043664	0.53248136315229	0	6.92225772097977	0	23.1096911608094	0	0	0	0.212992545260916	5.75079872204473	0	0.425985090521832	0.425985090521832	0	0	0	3.19488817891374	55.2715654952077	0	1.38445154419595	0.425985090521832	0	0	0.319488817891374	0.745473908413206	0	0.425985090521832	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	210	"AWI"	210	3295	3652	3437	1.60427807486631	0	0.855614973262032	0	10.3743315508021	0	28.3422459893048	0	0	0	0	2.03208556149733	0	0	0.320855614973262	0	0	0	0	51.2299465240642	0	1.49732620320856	0	0	0	0.641711229946524	3.10160427807487	0	0	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	220	"AWI"	220	3591	3942	3799	2.40384615384615	0	0.801282051282051	0	8.17307692307692	0.641025641025641	68.5897435897436	0	0.801282051282051	0	0	8.17307692307692	0	0	0	0.801282051282051	0	0.480769230769231	4.6474358974359	0	0	2.56410256410256	0	1.28205128205128	0	0	0	0.641025641025641	0	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	230	"AWI"	230	3889	4257	4101	5.4820415879017	5.4820415879017	0.945179584120983	0	9.45179584120983	0	59.7353497164461	0	0	0	0	4.72589792060491	0	0.945179584120983	2.83553875236295	1.32325141776938	0	0	0	0	0	4.34782608695652	0	0	0	0.945179584120983	0	0	0	0	3.78071833648393	0
847	876	"Gladkoye Bog"	55	83.33333	240	"AWI"	240	4183	4517	4313	0	0	0.348432055749129	0	11.8466898954704	1.56794425087108	55.0522648083624	0	0	0	0	11.8466898954704	0	0	6.27177700348432	0	0	0	0	0	0	3.83275261324042	0	0	0	1.21951219512195	5.05226480836237	0	1.21951219512195	1.74216027874564	0	0
847	876	"Gladkoye Bog"	55	83.33333	250	"AWI"	250	4231	5054	4509	0	1.40056022408964	0.560224089635854	0.840336134453782	7.98319327731092	0	28.1512605042017	0	0	0	0	6.44257703081232	0	0	0.840336134453782	0	0	0	0	49.2997198879552	0	1.68067226890756	0	0.840336134453782	0	0	1.96078431372549	0	0	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	260	"AWI"	260	4322	5172	4660	5.22388059701492	0	0.746268656716418	0	10.8208955223881	1.11940298507463	53.7313432835821	0	0	0	0	1.86567164179104	0	0	14.7388059701493	0	0	0	0	0	0	2.61194029850746	1.86567164179104	0	0	0	5.22388059701492	0.746268656716418	1.30597014925373	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	270	"AWI"	270	4365	5416	4806	3.10421286031042	1.6629711751663	0.665188470066519	0.554323725055432	3.21507760532151	0.776053215077605	31.8181818181818	0	0	0	0	4.43458980044346	0	0	1.10864745011086	0	0	0	1.10864745011086	44.2350332594235	0	4.43458980044346	0	0	0	0	1.6629711751663	0.443458980044346	0.776053215077605	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	280	"AWI"	280	4499	5575	4962	0	0	1.76125244618395	0.587084148727984	13.894324853229	2.15264187866928	54.7945205479452	0	0.782778864970646	0	0	7.04500978473581	0	0	0	0.978473581213307	0	0	0	0	0	9.19765166340509	0	0	0	0	5.0880626223092	0.587084148727984	3.13111545988258	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	290	"AWI"	290	4595	5756	5124	5.46139359698682	0	2.44821092278719	0.941619585687382	12.241054613936	0.753295668549906	55.5555555555556	0	0	0	0	6.02636534839925	0	0	2.44821092278719	0.564971751412429	0	0	0	0	0	3.57815442561205	0.753295668549906	1.31826741996234	0	0	3.76647834274953	1.31826741996234	0	0	2.82485875706215	0
847	876	"Gladkoye Bog"	55	83.33333	300	"AWI"	300	4716	5903	5266	0	1.80995475113122	0.904977375565611	1.13122171945701	9.27601809954751	0	67.8733031674208	0	0.904977375565611	0	0	3.84615384615385	0	0	0	0	0	0	7.01357466063348	0	0	4.75113122171946	0	0.904977375565611	0	0	0	0	0	0	1.58371040723982	0
847	876	"Gladkoye Bog"	55	83.33333	310	"AWI"	310	4813	6010	5431	0	1.05263157894737	0.947368421052632	0.947368421052632	7.57894736842105	0	31.5789473684211	0	0	0	0	2.31578947368421	0	0	0.421052631578947	0	0	0	0	50	0	2.94736842105263	0	2.21052631578947	0	0	0	0	0	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	320	"AWI"	320	4941	6149	5587	2.5089605734767	2.5089605734767	2.5089605734767	0	16.8458781362007	0	56.8100358422939	0	0	0	0	6.45161290322581	0	1.25448028673835	0	0	0	0	0	0	0	6.45161290322581	1.25448028673835	0.896057347670251	0	0	2.5089605734767	0	0	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	330	"AWI"	330	5150	6220	5737	4.29799426934097	0	0.429799426934097	0	8.30945558739255	0.429799426934097	69.3409742120344	0	0.573065902578797	0	0	6.59025787965616	0	0	0	0	0	0	4.29799426934097	0	0	4.87106017191977	0	0.429799426934097	0	0.429799426934097	0	0	0	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	340	"AWI"	340	5256	6334	5888	0	1.2396694214876	1.03305785123967	0	10.7438016528926	0	75	1.03305785123967	0	0	0	0.619834710743802	0	0	0	0.826446280991736	0	0	0	0	0	5.78512396694215	0.619834710743802	1.03305785123967	0	0	0	0	0	0	2.06611570247934	0
847	876	"Gladkoye Bog"	55	83.33333	350	"AWI"	350	5576	6391	6030	1.24555160142349	2.66903914590747	1.06761565836299	1.95729537366548	10.8540925266904	0	64.9466192170818	0	0.355871886120996	0	0	10.1423487544484	0	0	0	0	0	0	0.889679715302491	0	0	2.13523131672598	0	0.711743772241993	0	0	1.77935943060498	0	0	0	1.24555160142349	0
847	876	"Gladkoye Bog"	55	83.33333	360	"AWI"	360	5817	6515	6181	2.83975659229209	2.83975659229209	1.21703853955375	0	12.7789046653144	0	64.0973630831643	0	0	0	0	1.21703853955375	0	1.21703853955375	0	0	0	0	2.6369168356998	0	0	8.11359026369168	0	0	0	0	3.04259634888438	0	0	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	370	"AWI"	370	6176	6640	6368	3.6745406824147	0	1.0498687664042	0	10.498687664042	0	69.5538057742782	0	0	0	0	11.2860892388451	0	0	0	0	0	0	0	0	0	2.88713910761155	0	1.0498687664042	0	0	0	0	0	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	380	"AWI"	380	6291	7003	6578	0	0	1.45985401459854	0	13.1386861313869	2.18978102189781	60.5839416058394	0	1.45985401459854	0	0	13.1386861313869	0	0	0	0	0	1.45985401459854	0	0	0	3.64963503649635	0	1.82481751824817	0	0	0	1.09489051094891	0	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	390	"AWI"	390	6428	7341	6792	2.02702702702703	0	0.675675675675676	0	13.5135135135135	0	49.6621621621622	0	0	0	1.35135135135135	13.5135135135135	0	0.675675675675676	0	2.02702702702703	0	0	2.36486486486486	0	0	6.75675675675676	1.35135135135135	1.68918918918919	0	1.68918918918919	0	0	0	0	1.68918918918919	1.01351351351351
847	876	"Gladkoye Bog"	55	83.33333	400	"AWI"	400	6555	7496	7029	5.03018108651912	5.03018108651912	2.8169014084507	0	13.0784708249497	2.01207243460765	45.6740442655936	0	0	0	0	15.8953722334004	0	0.804828973843058	0	2.41448692152917	0	0	0	0	0	2.61569416498994	0	1.40845070422535	0	1.20724346076459	2.01207243460765	0	0	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	410	"AWI"	410	6720	7720	7250	1.2847965738758	2.56959314775161	0	1.2847965738758	18.4154175588865	0	53.9614561027837	0	1.07066381156317	0	0.856531049250535	4.49678800856531	0	0.856531049250535	0	0.856531049250535	0	0	0	0	0.642398286937901	7.70877944325482	0	1.71306209850107	0	1.49892933618844	2.78372591006424	0	0	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	415	"AWI"	415	6953	7748	7355	2.18978102189781	0	0	0	21.021897810219	0	43.0656934306569	0	0	0	0	20.8759124087591	0	0	0	0	0	0	0	0	0	10.5109489051095	0	1.45985401459854	0	0	0.875912408759124	0	0	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	425	"AWI"	425	7310	7853	7570	7.04041720990874	0	1.30378096479791	0	14.0808344198175	0	50.7170795306389	0	0	0	0	5.60625814863103	0	0.651890482398957	0	0	0	0	5.21512385919166	0	0	9.38722294654498	0	0.651890482398957	0	0.782268578878748	2.60756192959583	0.651890482398957	1.30378096479791	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	440	"AWI"	440	7556	8212	7872	2.69541778975741	0	0	0	20.3504043126685	3.36927223719677	53.3692722371968	0	0.404312668463612	0	0	8.08625336927224	0	0	0	0	0	0	0	0	0	4.31266846361186	4.04312668463612	0	0	0	2.02156334231806	0	1.34770889487871	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	460	"AWI"	460	7782	8816	8233	4.8780487804878	1.21951219512195	3.04878048780488	0.975609756097561	17.0731707317073	1.82926829268293	45.1219512195122	0	0.365853658536585	0.24390243902439	0.975609756097561	6.09756097560976	0.365853658536585	0.609756097560976	0	1.46341463414634	0	0	0	0	0	8.78048780487805	0.731707317073171	0.609756097560976	0	0.731707317073171	2.4390243902439	1.21951219512195	1.21951219512195	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	480	"AWI"	480	8101	9134	8636	0	0	8.72727272727273	0	17.4545454545455	0	48.2424242424242	0	0.484848484848485	0	0	8.72727272727273	0	0.727272727272727	0	0	0	0	3.63636363636364	0	0	7.27272727272727	1.21212121212121	0.606060606060606	0	0	1.45454545454545	0	1.45454545454545	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	500	"AWI"	500	8530	9328	9051	1.34969325153374	0	14.1104294478528	0	20.4907975460123	0	45.0306748466258	0	0	0	0	6.99386503067485	0	0.613496932515337	0	0	0	0	1.34969325153374	0	0	6.38036809815951	0	0.368098159509202	0	0.49079754601227	1.34969325153374	0	1.47239263803681	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	510	"AWI"	510	8898	9358	9161	2.48756218905473	0	1.24378109452736	0	18.6567164179104	2.48756218905473	49.2537313432836	0	0.373134328358209	0.373134328358209	0	7.46268656716418	0	0	0	1.86567164179104	0	0	4.97512437810945	0	0	3.98009950248756	2.48756218905473	0	0	0	1.86567164179104	1.24378109452736	1.24378109452736	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	520	"AWI"	520	9145	9422	9306	0.896860986547085	0.896860986547085	17.7578475336323	0.538116591928251	16.1434977578475	1.34529147982063	46.457399103139	0	0.62780269058296	0	0	5.82959641255605	0	0	0	0	0	0	1.0762331838565	0	0	5.73991031390134	0.448430493273543	0.538116591928251	0	0	0.986547085201794	0	0.717488789237668	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	530	"AWI"	530	9197	9519	9379	0	0.652173913043478	3.80434782608696	0.543478260869565	15.6521739130435	0.434782608695652	57.5	0	0	0	0	14.7826086956522	0	0.760869565217391	0	0	0	0	0	0	0	4.67391304347826	0	0	0	0	0.760869565217391	0	0.434782608695652	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	540	"AWI"	540	9233	9650	9435	0.446428571428571	0.357142857142857	4.375	0.535714285714286	29.8214285714286	0	30.4464285714286	0	0.446428571428571	0	0.178571428571429	7.23214285714286	0	0.357142857142857	0	0	0	0	0.535714285714286	18.0357142857143	0	6.51785714285714	0	0	0	0	0.357142857142857	0	0.357142857142857	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	550	"AWI"	550	9300	9737	9487	0.458190148911798	0.458190148911798	4.92554410080183	0.572737686139748	34.5933562428408	0	37.5715922107675	0	0	0	0	9.85108820160367	0	2.06185567010309	0	0	0	0	0.458190148911798	0	0	7.44558991981672	0	0	0	0	0.458190148911798	0.343642611683849	0.801832760595647	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	570	"AWI"	570	9416	9872	9595	0	0	15.625	0.721153846153846	14.3028846153846	0.721153846153846	36.2980769230769	0	0.360576923076923	0	0	11.6586538461538	0	0.480769230769231	0	0.600961538461539	0	0	0.480769230769231	0	0	15.625	0.480769230769231	0.600961538461539	0	0.600961538461539	0.480769230769231	0.480769230769231	0.480769230769231	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	590	"AWI"	590	9577	10067	9712	0.531208499335989	0	10.7569721115538	0.664010624169987	20.4515272244356	0.531208499335989	43.0278884462151	0	0.132802124833997	0	0	8.63213811420983	0	0.531208499335989	0	0.796812749003984	0	0	0.531208499335989	0	0	10.7569721115538	0.398406374501992	0.265604249667995	0	0.265604249667995	0.664010624169987	0.265604249667995	0.398406374501992	0	0	0.398406374501992
847	876	"Gladkoye Bog"	55	83.33333	610	"AWI"	610	9663	10737	9995	0	0	10.5008077544426	0.969305331179321	27.9483037156704	0.807754442649435	23.2633279483037	0	0	0	0	8.72374798061389	0	0.807754442649435	0	0	0	0	4.52342487883683	0	0	21.0016155088853	0	0	0	0	0.646203554119548	0.161550888529887	0.646203554119548	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	630	"AWI"	630	9798	11311	10306	0	0	13.2515337423313	0	21.2269938650307	0	19.3865030674847	0	0	0	0.49079754601227	13.2515337423313	0	0.736196319018405	1.22699386503067	0	3.43558282208589	0	12.2699386503067	0	0	13.2515337423313	0	0.245398773006135	0	0	0.613496932515337	0	0.613496932515337	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	650	"AWI"	650	9971	11807	10619	0	0	14.1732283464567	0	23.2845894263217	0	31.6085489313836	0	0.337457817772778	0	0.337457817772778	11.2485939257593	0	0.562429696287964	0	0	1.5748031496063	0	2.02474690663667	0	0	12.710911136108	0	0.562429696287964	0	0	0.449943757030371	0.337457817772778	0.78740157480315	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	670	"AWI"	670	10157	12244	10930	0	1.47275405007364	6.33284241531664	0.441826215022091	17.5257731958763	1.17820324005891	48.60088365243	0	0	0	0.589101620029455	7.95287187039764	0.589101620029455	0.441826215022091	0.736377025036819	0.883652430044183	0	0	3.240058910162	0	0	6.33284241531664	0.589101620029455	0.294550810014728	0	0	2.20913107511046	0.147275405007364	0.441826215022091	0	0	0
847	876	"Gladkoye Bog"	55	83.33333	680	"AWI"	680	10208	12509	11092	0	0	3.52504638218924	0	12.0593692022263	0	64.1929499072356	0	0	0	0	5.93692022263451	0	1.66975881261596	0	0	0	0	4.63821892393321	0	0	5.38033395176252	0	0	0	0	1.85528756957328	0	0.742115027829314	0	0	0
