"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Ceanothus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Fabaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Sarcobataceae"	"Saxifragaceae"	"Thalictrum"
528	543	"Cygnet Lake Fen"	44.65	-110.6	0	"AWI"	0	-147	24	-55	4	0	0	6	0	48	0	0	0	0	0	0	25	1	0	0	2	0	1	0	1	2	2	430	1	9	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	20	"AWI"	20	29	903	343	2	0	1	2	0	24	0	0	0	0	1	1	10	0	0	0	2	0	1	0	0	0	2	247	0	7	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	37	"AWI"	37	272	1269	728	1	0	1	8	0	43	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	2	2	413	0	14	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	60	"AWI"	60	660	1749	1230	5	0	1	4	0	31	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	2	321	0	22	0	0	1	0	0	0	0	0	0	1	4	0	0	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	80	"AWI"	80	1138	2090	1681	2	0	0	4	0	44	0	0	1	0	0	0	11	1	0	0	0	1	0	0	0	0	1	384	0	16	0	0	7	1	0	0	0	0	0	1	1	0	0	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	100	"AWI"	100	1756	2318	2096	2	0	0	6	0	47	0	0	0	1	0	1	16	0	1	0	0	0	0	0	0	2	3	333	0	27	0	0	6	0	0	0	0	0	0	2	0	0	1	0	1
528	543	"Cygnet Lake Fen"	44.65	-110.6	110	"AWI"	110	2089	2670	2341	5	0	3	11	1	54	0	0	0	0	0	0	7	0	0	0	3	0	0	1	0	1	0	352	0	25	0	0	0	1	0	1	0	0	0	3	0	0	1	0	2
528	543	"Cygnet Lake Fen"	44.65	-110.6	135	"AWI"	135	2515	3864	3055	3	0	2	8	2	58	0	0	0	0	0	0	40	0	0	0	2	0	0	0	0	1	3	298	1	29	0	0	2	1	0	0	0	0	0	3	1	0	0	0	1
528	543	"Cygnet Lake Fen"	44.65	-110.6	150	"AWI"	150	2814	4398	3522	4	0	0	13	1	63	0	1	0	0	0	0	23	1	0	0	0	0	1	0	0	1	4	539	1	36	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	170	"AWI"	170	3272	4992	4126	7	1	2	8	0	52	0	0	0	0	1	0	18	0	0	0	0	0	0	0	0	1	4	486	0	39	0	0	2	2	0	0	0	0	0	6	0	0	1	0	1
528	543	"Cygnet Lake Fen"	44.65	-110.6	190	"AWI"	190	3819	5503	4751	6	0	1	11	1	75	0	0	1	1	0	0	9	0	0	0	6	0	0	0	0	2	4	553	0	23	0	0	2	1	0	0	0	0	0	0	1	0	1	0	2
528	543	"Cygnet Lake Fen"	44.65	-110.6	210	"AWI"	210	4542	5922	5402	5	1	2	21	0	96	0	1	0	0	0	2	12	4	0	2	2	0	0	0	0	4	6	668	0	28	0	0	9	0	0	0	0	0	0	1	2	0	4	0	2
528	543	"Cygnet Lake Fen"	44.65	-110.6	230	"AWI"	230	5629	6233	5993	2	0	4	31	1	98	0	0	1	0	0	1	11	2	0	0	2	0	0	0	0	3	8	612	0	18	0	0	1	6	0	0	0	0	0	2	2	0	1	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	250	"AWI"	250	6055	6716	6346	2	0	2	19	0	93	0	0	0	0	0	1	8	0	0	0	1	0	0	0	0	0	5	398	0	5	0	0	3	1	0	0	0	0	0	2	1	0	1	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	270	"AWI"	270	6285	7095	6667	3	0	0	17	0	63	0	1	0	0	0	1	8	0	0	0	0	0	0	0	0	0	3	426	0	10	0	0	1	3	0	0	0	1	0	2	2	0	2	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	290	"AWI"	290	6553	7401	6982	5	1	0	30	0	77	0	0	0	0	0	1	11	0	0	0	1	0	0	0	0	0	5	406	0	10	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	310	"AWI"	310	6877	7668	7307	1	0	1	24	0	64	0	0	0	0	0	2	12	0	0	0	2	0	0	0	0	1	3	392	0	11	0	0	2	1	0	0	0	0	1	2	3	0	1	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	330	"AWI"	330	7238	7881	7612	6	0	4	16	0	67	0	0	0	0	0	2	8	0	0	0	4	0	1	0	0	1	4	457	0	8	0	0	1	0	0	0	0	0	0	3	0	0	1	0	1
528	543	"Cygnet Lake Fen"	44.65	-110.6	350	"AWI"	350	7711	8146	7919	7	0	1	25	0	85	0	0	0	0	2	0	24	2	0	0	2	0	1	0	0	2	0	334	0	14	0	0	1	0	1	0	3	0	0	3	1	0	0	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	370	"AWI"	370	7930	8775	8264	6	0	0	15	0	79	0	0	0	0	0	2	23	1	0	0	1	0	1	0	0	1	6	467	0	18	0	0	2	3	0	0	0	0	0	14	3	1	2	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	390	"AWI"	390	8197	9210	8641	5	0	0	16	0	69	0	0	0	0	0	2	10	1	2	0	6	0	2	0	0	0	2	496	0	7	0	0	1	1	2	0	0	0	0	3	0	0	1	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	410	"AWI"	410	8526	9628	9007	4	0	0	15	1	72	0	1	1	0	0	3	35	0	0	0	2	0	0	0	0	0	1	453	0	7	0	0	0	1	0	0	0	0	0	0	2	0	4	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	430	"AWI"	430	8916	9962	9365	2	0	0	18	2	98	0	0	1	0	0	2	18	0	0	0	3	0	0	0	0	1	4	513	0	13	0	0	3	0	1	0	0	0	0	3	3	0	2	1	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	450	"AWI"	450	9450	10454	9782	8	0	1	26	1	97	0	1	0	0	0	1	27	2	0	0	4	0	2	0	0	2	4	581	0	17	0	0	0	0	1	0	0	0	0	8	1	0	3	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	470	"AWI"	470	9922	11932	10762	11	0	2	22	0	71	0	1	0	0	0	1	10	1	0	0	1	0	2	0	0	3	8	475	0	20	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	490	"AWI"	490	10722	12920	11802	6	0	4	15	0	139	0	6	0	0	1	3	26	0	0	1	12	0	1	0	0	8	9	253	0	34	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	510	"AWI"	510	11749	13645	12851	8	0	3	13	0	335	0	8	0	0	3	1	7	0	0	0	20	1	0	0	0	15	14	235	0	97	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	530	"AWI"	530	13281	14318	13740	3	0	6	23	2	427	0	6	0	0	0	1	18	0	1	0	15	0	4	0	0	17	15	253	0	63	4	0	9	0	1	0	0	0	1	6	1	0	0	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	550	"AWI"	550	13892	15645	14574	3	0	1	60	0	361	0	5	2	0	2	12	22	0	0	0	12	0	4	0	0	30	4	262	0	106	0	0	6	0	0	0	0	0	1	12	1	0	0	2	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	570	"AWI"	570	14575	17366	15778	4	0	5	25	1	293	0	1	4	0	1	2	17	0	0	0	13	0	4	0	0	13	9	205	0	88	0	0	6	0	0	0	0	0	0	8	4	0	0	0	2
528	543	"Cygnet Lake Fen"	44.65	-110.6	590	"AWI"	590	15447	18654	16959	2	0	2	20	0	259	0	3	0	0	3	3	24	0	0	0	18	1	2	0	0	7	9	222	0	80	0	0	5	0	0	0	0	0	0	3	6	0	0	0	1
528	543	"Cygnet Lake Fen"	44.65	-110.6	610	"AWI"	610	16137	20135	17965	0	0	0	14	0	175	0	0	0	0	2	0	10	0	1	0	1	2	0	0	0	1	3	59	0	69	0	0	5	0	0	0	0	0	0	0	1	0	0	0	2
