"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Gentianaceae"	"Indeterminable"	"Isoëtes"	"Liliaceae"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Populus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Santalaceae"	"Thalictrum"	"Tsuga"	"Viburnum"
1585	1632	"Lily Lake"	59.2	-135.4	1	"AWI"	1	-103	88	-14	0.293255131964809	0	0	0	0	0.293255131964809	0	2.34604105571848	0.586510263929619	0	1.75953079178886	0.586510263929619	0	0	0	0	0.879765395894428	1.17302052785924	0	0	0	36.6568914956012	6.158357771261	0	0	0	0	0	0	0	0.879765395894428	0.293255131964809	0	48.0938416422287	0
1585	1632	"Lily Lake"	59.2	-135.4	9	"AWI"	9	-19	978	380	0.314465408805031	0	20.440251572327	0	0.314465408805031	0	0	1.88679245283019	0	0	0.628930817610063	0.943396226415094	0	0	0	0	0.314465408805031	0	0	0	0	21.0691823899371	1.57232704402516	0	0.314465408805031	0	0	0	0	0	0.314465408805031	0.314465408805031	0	51.5723270440252	0
1585	1632	"Lily Lake"	59.2	-135.4	27.5	"AWI"	27.5	1041	1540.5	1341.5	0	0	21.2903225806452	0	0	0.32258064516129	0	0.967741935483871	0	0	0	0.645161290322581	0	0	0	0	0.645161290322581	0	0	0	0	26.7741935483871	2.58064516129032	0	0	0	0.32258064516129	0	0	0	0.32258064516129	0	0	46.1290322580645	0
1585	1632	"Lily Lake"	59.2	-135.4	47.5	"AWI"	47.5	1532.5	2149	1844.5	0.431034482758621	0	0	0	0	0	0	3.01724137931034	0	0	0.862068965517241	0	0	0	0	0	0	0.862068965517241	0.862068965517241	0	0	28.448275862069	2.58620689655172	0	0.431034482758621	0	0.862068965517241	0	0	0	1.29310344827586	0	0	60.3448275862069	0
1585	1632	"Lily Lake"	59.2	-135.4	60	"AWI"	60	1835	2415	2122	1.20967741935484	0	0	0	0	0.403225806451613	0	5.64516129032258	0	0	1.20967741935484	0.403225806451613	0	0	0	0	1.61290322580645	0	0.403225806451613	0	0	20.5645161290323	4.83870967741935	0	0.403225806451613	0	0.403225806451613	0	0	0	0	0.403225806451613	0	62.5	0
1585	1632	"Lily Lake"	59.2	-135.4	80	"AWI"	80	2161	2944	2555	0.460829493087558	0	0	0	0	0.460829493087558	0	2.76497695852535	0	0	0.921658986175115	0.460829493087558	0	0	0	0	0.921658986175115	0	0.921658986175115	0	0	25.3456221198157	4.14746543778802	0	0	0	0.921658986175115	0	0	0	0	0.460829493087558	0	62.2119815668203	0
1585	1632	"Lily Lake"	59.2	-135.4	100	"AWI"	100	2786	3384	3008	0.199600798403194	0	39.7205588822355	0	0	0.199600798403194	0	0.598802395209581	0	0	0.199600798403194	0.798403193612774	0	0	0	0	0.598802395209581	0.199600798403194	0.598802395209581	0	0	20.5588822355289	2.19560878243513	0	0	0.199600798403194	0	0	0	0	0.199600798403194	0	0	33.7325349301397	0
1585	1632	"Lily Lake"	59.2	-135.4	105	"AWI"	105	2901	3574	3209	0	0	50.6234413965087	0	0	0	0.498753117206983	2.24438902743142	0	0	0	0.249376558603491	0	0	0	0	0.498753117206983	0	0.748129675810474	0	0	12.4688279301746	0.748129675810474	0	0	0	0.249376558603491	0	0	0	0.498753117206983	0	0	31.1720698254364	0
1585	1632	"Lily Lake"	59.2	-135.4	115	"AWI"	115	3153	4037	3587	0	0	0	0	0	0.483091787439614	0	3.38164251207729	0	0	0.966183574879227	0	0	0	0	0	1.44927536231884	0	1.44927536231884	0	0	26.5700483091787	1.93236714975845	0	0	0	0	0	0	0	0.966183574879227	0	0	62.8019323671498	0
1585	1632	"Lily Lake"	59.2	-135.4	120	"AWI"	120	3257	4248	3786	0	0.173913043478261	31.304347826087	0	0	0.173913043478261	0	2.43478260869565	0	0	0.173913043478261	0	0	0	0	0	0.521739130434783	0	0.521739130434783	0.173913043478261	0	32.3478260869565	1.21739130434783	0	0.173913043478261	0	0.173913043478261	0	0	0	0.173913043478261	0	0	30.4347826086957	0
