"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juniperus"	"Larix"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"
489	501	"Compass Pond"	50.03417	-56.19639	160	"AWI"	160	2418	3279	2828	5	0	156	1	0	0	0	93	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	0	10	0	45	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	170	"AWI"	170	2563	3417	2967	8	0	59	0	0	0	0	121	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	0	0	3	0	103	5	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	180	"AWI"	180	2707	3561	3106	17	1	53	0	0	1	0	114	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	1	0	14	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
489	501	"Compass Pond"	50.03417	-56.19639	190	"AWI"	190	2881	3711	3244	20	0	53	0	0	0	0	110	0	0	0	0	0	1	0	2	0	0	0	0	0	9	0	0	0	8	0	140	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	200	"AWI"	200	3049	3863	3398	10	0	91	0	0	0	0	87	0	0	0	0	0	1	0	0	0	0	0	0	0	10	1	0	0	18	0	85	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	210	"AWI"	210	3187	4119	3589	19	0	25	0	0	0	0	160	0	0	0	0	0	1	0	0	0	0	1	0	0	7	1	4	0	10	0	112	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	220	"AWI"	220	3337	4357	3796	14	0	51	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	1	0	5	0	110	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	225	"AWI"	225	3411	4473	3898	21	0	44	1	0	0	0	149	0	0	0	0	0	1	0	0	0	1	0	0	0	6	1	0	0	10	0	157	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	230	"AWI"	230	3492	4583	3998	29	0	54	0	0	0	0	126	0	0	0	0	0	0	0	1	0	1	2	1	1	8	0	0	0	13	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	235	"AWI"	235	3574	4678	4101	21	0	43	1	0	0	0	122	0	0	0	0	0	1	0	1	0	0	0	0	0	5	1	0	1	10	0	99	6	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	240	"AWI"	240	3661	4775	4201	10	0	81	0	0	0	0	130	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	12	0	58	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	250	"AWI"	250	3856	4990	4404	7	0	75	0	0	0	0	206	0	0	0	0	0	3	0	0	0	0	0	0	0	7	1	1	0	17	0	67	8	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
489	501	"Compass Pond"	50.03417	-56.19639	260	"AWI"	260	4044	5169	4602	11	0	44	0	0	0	0	190	0	0	0	0	0	2	0	2	0	1	1	0	0	18	0	1	0	16	0	64	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
489	501	"Compass Pond"	50.03417	-56.19639	270	"AWI"	270	4229	5332	4807	9	0	50	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	1	1	0	6	0	0	0	10	0	43	6	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	280	"AWI"	280	4454	5480	5010	7	0	50	0	0	0	0	183	0	0	0	0	0	1	0	0	0	0	0	0	0	6	3	1	0	14	0	99	4	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	290	"AWI"	290	4693	5642	5214	14	0	30	0	0	0	0	192	0	0	0	0	0	1	0	0	0	0	1	1	0	6	2	0	0	8	0	52	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	295	"AWI"	295	4862	5706	5317	14	0	49	0	0	0	0	221	0	0	0	0	0	2	0	0	0	1	0	0	0	10	0	0	0	14	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
489	501	"Compass Pond"	50.03417	-56.19639	300	"AWI"	300	4952	5816	5423	19	0	48	0	0	1	0	144	0	1	0	0	0	2	0	0	0	0	0	0	0	14	0	0	1	14	0	100	10	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	310	"AWI"	310	5093	6098	5593	10	0	87	0	0	0	0	138	0	0	0	0	1	1	0	1	0	0	1	0	0	7	1	0	0	16	0	46	7	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	320	"AWI"	320	5255	6323	5782	5	0	40	0	0	0	0	172	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	1	0	13	0	60	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	330	"AWI"	330	5416	6529	5979	14	0	31	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	8	0	59	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	340	"AWI"	340	5609	6707	6175	10	0	56	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	18	0	65	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	350	"AWI"	350	5798	6878	6368	9	0	33	0	0	0	0	180	0	0	0	0	1	4	0	0	0	0	0	0	0	10	0	0	0	9	0	60	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	360	"AWI"	360	5993	7055	6559	16	0	45	0	0	0	0	174	0	0	0	0	0	3	0	0	0	0	0	0	0	10	0	0	0	11	0	85	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	370	"AWI"	370	6211	7225	6745	20	0	35	0	0	0	0	269	0	0	0	0	0	1	0	1	0	0	0	3	0	11	0	0	0	13	0	53	9	0	0	2	0	0	2	0	0	0	0	1	2	0	0	1	0
489	501	"Compass Pond"	50.03417	-56.19639	380	"AWI"	380	6449	7385	6933	10	0	28	0	0	0	0	187	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	2	0	12	0	63	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	390	"AWI"	390	6723	7546	7119	7	0	39	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	1	14	0	48	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
489	501	"Compass Pond"	50.03417	-56.19639	400	"AWI"	400	7046	7813	7381	10	0	39	0	0	0	0	263	0	0	0	1	0	0	0	0	0	0	0	0	0	12	1	0	0	17	0	46	0	0	0	2	0	1	4	0	0	0	0	1	2	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	410	"AWI"	410	7313	8443	7816	7	0	83	0	0	0	0	226	0	0	0	0	0	1	0	0	0	0	0	0	0	20	0	0	0	22	0	45	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0
489	501	"Compass Pond"	50.03417	-56.19639	420	"AWI"	420	7681	8982	8342	17	0	90	0	0	0	0	179	0	0	0	0	0	2	0	0	0	0	0	0	0	18	0	1	0	19	0	77	9	0	0	2	0	1	1	0	0	0	0	0	0	1	0	1	0
489	501	"Compass Pond"	50.03417	-56.19639	425	"AWI"	425	7914	9226	8599	48	0	88	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	28	1	72	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	430	"AWI"	430	8303	9319	8846	40	0	78	0	0	2	0	98	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0	2	0	19	0	62	6	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	435	"AWI"	435	8554	9478	9102	24	0	196	0	0	0	0	113	0	0	0	0	0	2	0	1	0	0	3	0	0	16	0	2	0	18	0	34	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	1
489	501	"Compass Pond"	50.03417	-56.19639	440	"AWI"	440	8773	9712	9311	22	0	106	0	0	0	0	118	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	1	0	17	0	43	5	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1
489	501	"Compass Pond"	50.03417	-56.19639	450	"AWI"	450	9073	10346	9687	22	0	46	0	0	0	3	138	0	0	0	0	1	2	0	0	0	0	0	0	0	12	0	2	0	20	0	62	8	0	0	2	0	4	0	0	0	0	0	1	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	460	"AWI"	460	9373	10825	10060	22	0	38	0	0	0	0	167	0	0	0	0	0	5	0	0	0	0	0	0	0	12	0	2	0	42	0	73	19	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	465	"AWI"	465	9479	11104	10251	24	0	59	0	0	0	0	139	0	0	0	0	0	4	0	0	0	0	0	0	0	22	0	3	0	41	0	35	0	0	0	6	1	2	0	0	0	0	1	1	0	2	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	470	"AWI"	470	9725	11241	10454	9	0	20	0	0	0	3	166	0	0	0	0	0	6	0	1	0	0	0	0	0	17	0	1	0	34	0	71	0	0	0	7	0	2	1	0	0	0	0	0	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	475	"AWI"	475	9856	11447	10655	1	0	11	0	0	0	0	203	0	0	0	0	0	5	0	1	0	0	0	0	0	33	0	2	0	40	0	78	18	0	0	1	0	3	1	0	0	0	0	1	0	1	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	480	"AWI"	480	10128	11574	10858	1	0	21	0	0	1	0	210	0	0	0	0	0	8	0	2	0	0	0	0	0	15	0	4	0	36	0	27	4	0	0	4	0	4	2	0	0	0	0	9	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	490	"AWI"	490	10633	11905	11236	0	0	18	0	0	1	2	173	0	0	0	0	0	13	1	2	0	0	0	0	0	13	0	6	0	39	0	38	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	495	"AWI"	495	10855	12077	11423	0	0	19	0	0	0	0	179	0	0	0	0	0	12	0	6	0	0	0	0	0	19	0	4	0	38	0	17	14	0	0	10	0	0	0	0	0	0	0	5	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	500	"AWI"	500	11108	12282	11641	0	0	15	0	0	1	3	144	0	0	0	0	0	17	0	3	0	0	0	0	0	23	0	5	0	46	0	43	19	0	0	9	0	6	0	0	0	0	0	10	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	505	"AWI"	505	11263	12590	11849	1	0	11	0	0	1	0	165	0	0	0	0	0	13	0	1	0	0	0	0	0	19	0	5	0	62	0	9	0	0	0	13	0	3	0	0	0	0	0	10	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	510	"AWI"	510	11443	12807	12070	0	0	12	0	0	0	0	106	0	0	0	0	0	13	0	1	0	0	0	0	0	24	0	1	0	38	0	8	0	0	0	5	0	8	0	0	0	0	0	10	0	1	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	520	"AWI"	520	11780	13198	12508	0	0	6	0	0	2	2	72	0	0	0	0	0	18	1	2	0	0	0	0	0	13	0	13	0	27	0	8	0	0	0	2	0	3	0	0	0	0	0	11	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	530	"AWI"	530	12265	13518	12950	0	0	7	0	0	0	0	27	0	0	0	0	0	12	0	1	0	0	0	0	0	10	0	0	0	14	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	535	"AWI"	535	12540	13662	13162	0	0	2	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	6	0	0	0	10	0	1	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	540	"AWI"	540	12763	13824	13346	0	0	0	0	0	4	0	13	0	0	0	0	0	15	0	1	0	0	0	0	0	4	0	1	0	15	0	2	0	0	0	1	0	1	0	0	0	0	0	5	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	550	"AWI"	550	13024	14248	13657	0	0	5	0	1	4	6	8	0	0	0	0	0	6	0	0	0	0	0	0	0	21	0	20	0	10	0	10	32	0	0	5	0	6	0	0	0	0	0	4	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	560	"AWI"	560	13208	14691	13897	0	0	4	0	0	5	6	1	0	0	1	0	0	6	0	1	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	570	"AWI"	570	13380	15110	14139	0	0	1	0	0	3	0	2	1	0	0	0	0	5	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	580	"AWI"	580	13581	15476	14390	0	0	0	0	0	5	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	590	"AWI"	590	13759	15847	14653	0	0	1	0	0	4	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	4	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	600	"AWI"	600	13919	16196	14904	0	0	1	0	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	5	0	1	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	610	"AWI"	610	14120	16535	15157	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0
489	501	"Compass Pond"	50.03417	-56.19639	620	"AWI"	620	14314	16900	15420	4	0	3	0	0	4	4	10	0	0	0	0	0	1	0	0	3	0	0	0	0	9	0	1	0	2	0	6	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
