"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alchornea"	"Arecaceae"	"Avicennia"	"Byrsonima"	"Cannabaceae"	"Cecropia"	"Combretaceae"	"Cyperaceae"	"Dilleniaceae"	"Fabaceae"	"Indeterminable"	"Malpighiaceae"	"Myrtaceae"	"Piper"	"Poaceae"	"Rhizophora"	"Schinus"
211	212	"Lago do Aquiri"	-3.16667	-44.98333	0	"AWI"	0	6921	7345	7149	0.328407224958949	0.985221674876847	0.164203612479475	0	1.80623973727422	1.80623973727422	0	15.2709359605911	0	0	4.10509031198686	0	0	0	74.055829228243	1.3136288998358	0.164203612479475
211	212	"Lago do Aquiri"	-3.16667	-44.98333	20	"AWI"	20	6978	7380	7192	0.32051282051282	0.641025641025641	0	0	2.56410256410256	0.961538461538462	0.32051282051282	13.9423076923077	0	0.16025641025641	4.16666666666667	0	0	0.16025641025641	72.1153846153846	4.48717948717949	0.16025641025641
211	212	"Lago do Aquiri"	-3.16667	-44.98333	40	"AWI"	40	7030	7418	7234	0	0.384615384615385	0	0	4.23076923076923	0.769230769230769	0	2.30769230769231	0.192307692307692	0.192307692307692	5	0	0.384615384615385	12.1153846153846	6.15384615384615	68.0769230769231	0.192307692307692
211	212	"Lago do Aquiri"	-3.16667	-44.98333	60	"AWI"	60	7074	7459	7276	0.202839756592292	0.405679513184584	0.405679513184584	0	2.83975659229209	0.202839756592292	0	1.41987829614604	0	0	4.25963488843813	0	0.202839756592292	1.01419878296146	3.85395537525355	84.9898580121704	0.202839756592292
211	212	"Lago do Aquiri"	-3.16667	-44.98333	90	"AWI"	90	7141	7530	7342	0	0.778210116731518	0.389105058365759	0	1.36186770428016	0.194552529182879	0.389105058365759	0.972762645914397	0	0.194552529182879	3.89105058365759	0.389105058365759	0.389105058365759	0.194552529182879	3.30739299610895	87.3540856031128	0.194552529182879
211	212	"Lago do Aquiri"	-3.16667	-44.98333	120	"AWI"	120	7214	7594	7410	0	0.608519269776876	0.202839756592292	0	0.608519269776876	0.405679513184584	0	1.01419878296146	0.202839756592292	0.202839756592292	4.25963488843813	0	0	0.608519269776876	2.6369168356998	89.2494929006085	0
211	212	"Lago do Aquiri"	-3.16667	-44.98333	140	"AWI"	140	7259	7637	7455	0	0	0	0	2.66393442622951	0	0	0.204918032786885	0.409836065573771	0	2.66393442622951	0	0.409836065573771	0	2.66393442622951	90.7786885245902	0.204918032786885
211	212	"Lago do Aquiri"	-3.16667	-44.98333	160	"AWI"	160	7309	7680	7499	0	0.867678958785249	0	0	7.59219088937093	0.650759219088937	0	1.08459869848156	0	0.216919739696312	3.470715835141	0.433839479392625	0.216919739696312	0	5.2060737527115	80.0433839479393	0.216919739696312
211	212	"Lago do Aquiri"	-3.16667	-44.98333	180	"AWI"	180	7354	7722	7543	0	0.808080808080808	0	0	1.21212121212121	0	0	0.202020202020202	0.202020202020202	0	3.43434343434343	0	0.202020202020202	0.202020202020202	2.62626262626263	90.3030303030303	0.808080808080808
211	212	"Lago do Aquiri"	-3.16667	-44.98333	200	"AWI"	200	7403	7765	7588	0	0.201207243460765	0	0.201207243460765	1.81086519114688	0	0.201207243460765	0.402414486921529	0.201207243460765	0	4.02414486921529	0.201207243460765	0	0.201207243460765	4.42655935613682	87.9275653923541	0.201207243460765
211	212	"Lago do Aquiri"	-3.16667	-44.98333	220	"AWI"	220	7451	7808	7634	0.209205020920502	0.209205020920502	0.209205020920502	0	2.09205020920502	0	0.209205020920502	0.627615062761506	0	0	4.81171548117155	0	0.209205020920502	0	3.13807531380753	88.2845188284519	0
211	212	"Lago do Aquiri"	-3.16667	-44.98333	240	"AWI"	240	7505	7844	7678	0	0.200803212851406	0	0	2.20883534136546	0	0.200803212851406	1.00401606425703	0.200803212851406	0	4.81927710843374	0	0.401606425702811	0	4.81927710843374	86.144578313253	0
211	212	"Lago do Aquiri"	-3.16667	-44.98333	260	"AWI"	260	7560	7883	7722	0	0.201207243460765	0.201207243460765	0	1.60965794768612	0	0	1.00603621730382	0	0	1.81086519114688	0	0	0	3.21931589537223	91.5492957746479	0.402414486921529
211	212	"Lago do Aquiri"	-3.16667	-44.98333	280	"AWI"	280	7611	7922	7766	0	0.403225806451613	0.201612903225806	0.604838709677419	1.41129032258065	0.201612903225806	0	1.20967741935484	0	0.201612903225806	3.2258064516129	0	0	0	3.62903225806452	88.508064516129	0.403225806451613
211	212	"Lago do Aquiri"	-3.16667	-44.98333	300	"AWI"	300	7642	7962	7804	0	0	0	0.208333333333333	1.875	0.416666666666667	0	0.833333333333333	0.208333333333333	0.208333333333333	2.70833333333333	0	0	0	4.16666666666667	88.75	0.625
211	212	"Lago do Aquiri"	-3.16667	-44.98333	320	"AWI"	320	7677	7999	7843	0.198019801980198	0	0.396039603960396	0	1.58415841584158	0.198019801980198	0.198019801980198	0.792079207920792	0	0	3.56435643564356	0	0	0	4.15841584158416	88.9108910891089	0
211	212	"Lago do Aquiri"	-3.16667	-44.98333	340	"AWI"	340	7712	8040	7880	0	0.201612903225806	0.201612903225806	0.403225806451613	2.21774193548387	0	0.201612903225806	0.806451612903226	0.201612903225806	0	3.0241935483871	0	0	0	3.42741935483871	88.7096774193548	0.604838709677419
211	212	"Lago do Aquiri"	-3.16667	-44.98333	360	"AWI"	360	7747	8081	7918	0	0	0	0	1.20967741935484	0	0	0.604838709677419	0.201612903225806	0.201612903225806	3.2258064516129	0	0.604838709677419	0	4.63709677419355	89.1129032258064	0.201612903225806
211	212	"Lago do Aquiri"	-3.16667	-44.98333	390	"AWI"	390	7797	8142	7975	0.202429149797571	0.607287449392713	0	0.202429149797571	1.82186234817814	0	0	1.21457489878543	0.202429149797571	0.202429149797571	4.04858299595142	0	0.202429149797571	0.202429149797571	4.65587044534413	85.82995951417	0.607287449392713
211	212	"Lago do Aquiri"	-3.16667	-44.98333	420	"AWI"	420	7852	8198	8032	0	0.404040404040404	0.202020202020202	0	1.81818181818182	0	0.202020202020202	0.606060606060606	0	0.202020202020202	2.42424242424242	0.404040404040404	0	0	7.07070707070707	86.6666666666667	0
211	212	"Lago do Aquiri"	-3.16667	-44.98333	440	"AWI"	440	7887	8236	8070	0	0	0	0	1.20481927710843	0	0	1.60642570281124	0	0.200803212851406	4.41767068273092	0.401606425702811	0.200803212851406	0	6.22489959839357	85.7429718875502	0
211	212	"Lago do Aquiri"	-3.16667	-44.98333	460	"AWI"	460	7925	8268	8109	0.200803212851406	0	0.401606425702811	0.200803212851406	1.40562248995984	0.200803212851406	0	1.60642570281124	0.401606425702811	0	3.81526104417671	0	0	0.200803212851406	3.6144578313253	87.9518072289157	0
211	212	"Lago do Aquiri"	-3.16667	-44.98333	480	"AWI"	480	7959	8303	8148	0	0.403225806451613	0	0.201612903225806	1.20967741935484	0	0	1.00806451612903	0	0	5.24193548387097	0	0.201612903225806	0.201612903225806	5.24193548387097	85.4838709677419	0.806451612903226
211	212	"Lago do Aquiri"	-3.16667	-44.98333	500	"AWI"	500	7997	8337	8186	0	0.201612903225806	0.403225806451613	0	1.41129032258065	0.201612903225806	0	0.604838709677419	0.201612903225806	0.201612903225806	4.03225806451613	0.201612903225806	0.201612903225806	0	4.23387096774194	87.2983870967742	0.806451612903226
211	212	"Lago do Aquiri"	-3.16667	-44.98333	520	"AWI"	520	8032	8369	8225	0.40650406504065	0.40650406504065	0.203252032520325	0	2.4390243902439	0	0.40650406504065	1.01626016260163	0.203252032520325	0	4.67479674796748	0	0	0	5.08130081300813	85.1626016260163	0
211	212	"Lago do Aquiri"	-3.16667	-44.98333	540	"AWI"	540	8069	8404	8266	0.214132762312634	0.428265524625268	0.428265524625268	0	2.56959314775161	1.07066381156317	0.214132762312634	0.428265524625268	0.642398286937901	0.428265524625268	5.35331905781585	0	0.214132762312634	0	5.56745182012848	82.2269807280514	0.214132762312634
211	212	"Lago do Aquiri"	-3.16667	-44.98333	550	"AWI"	550	8086	8428	8284	0	2.4390243902439	0.609756097560976	1.82926829268293	1.82926829268293	0	0.609756097560976	4.26829268292683	2.4390243902439	0	17.6829268292683	0	1.82926829268293	0	14.6341463414634	51.8292682926829	0
