"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Larix"	"Myrica"	"Picea"	"Pinus"	"Poaceae"	"Salix"
1629	1684	"Lynn Lake"	56.84167	-101.04194	50	"AWI"	50	2909	4949	3881	21.7440543601359	0	1.01925254813137	0	20.7248018120045	0	7.92751981879955	1.01925254813137	0	4.98301245753114	19.8187995469989	20.7248018120045	1.01925254813137	1.01925254813137
1629	1684	"Lynn Lake"	56.84167	-101.04194	55	"AWI"	55	3433	5314	4459	9.75903614457831	0	1.44578313253012	0	7.2289156626506	0	27.2289156626506	1.44578313253012	0	0.963855421686747	29.1566265060241	21.3253012048193	1.44578313253012	0
1629	1684	"Lynn Lake"	56.84167	-101.04194	58	"AWI"	58	3899	5460	4796	10.3333333333333	0	18.1111111111111	0	0.777777777777778	0	16.3333333333333	0.888888888888889	0	1.77777777777778	25.8888888888889	25	0	0.888888888888889
1629	1684	"Lynn Lake"	56.84167	-101.04194	60	"AWI"	60	4091	5626	5025	13.436385255648	1.4268727705113	1.90249702734839	0	7.72889417360285	0	10.5826397146254	1.4268727705113	0	1.90249702734839	29.8454221165279	30.7966706302021	0	0.951248513674197
1629	1684	"Lynn Lake"	56.84167	-101.04194	63	"AWI"	63	4710	5716	5324	24.23900789177	0.112739571589628	3.72040586245772	0	14.8816234498309	0	5.6369785794814	0	0.112739571589628	13.9797068771139	21.4205186020293	13.9797068771139	0	1.91657271702368
1629	1684	"Lynn Lake"	56.84167	-101.04194	65	"AWI"	65	4969	5851	5553	27.3076923076923	0.512820512820513	1.02564102564103	2.05128205128205	16.5384615384615	0	4.87179487179487	0	0	4.87179487179487	23.3333333333333	17.5641025641026	0	1.92307692307692
1629	1684	"Lynn Lake"	56.84167	-101.04194	70	"AWI"	70	5627	6031	5818	27.1653543307087	1.0498687664042	1.0498687664042	0	20.2099737532808	0	4.06824146981627	0	0	7.08661417322835	28.2152230971129	10.1049868766404	0	1.0498687664042
1629	1684	"Lynn Lake"	56.84167	-101.04194	75	"AWI"	75	5697	6204	5926	33.0587023686921	0.102986611740474	0.926879505664264	2.05973223480947	18.0226570545829	0	3.913491246138	0	0	2.88362512873326	27.2914521112255	9.78372811534501	0	1.956745623069
1629	1684	"Lynn Lake"	56.84167	-101.04194	80	"AWI"	80	5779	6331	6037	34.2494714587738	1.69133192389006	2.21987315010571	0	25.369978858351	0	2.21987315010571	0	0	1.05708245243129	18.816067653277	12.1564482029598	0	2.21987315010571
1629	1684	"Lynn Lake"	56.84167	-101.04194	85	"AWI"	85	5861	6453	6144	32.0081549439348	1.01936799184506	2.95616717635066	0	23.7512742099898	0	1.93679918450561	0	0	1.42711518858308	25.1783893985729	11.6207951070336	0	0.101936799184506
1629	1684	"Lynn Lake"	56.84167	-101.04194	90	"AWI"	90	5963	6595	6260	44.2424242424242	0.101010101010101	0.101010101010101	0	15.959595959596	0	1.91919191919192	0	0	1.91919191919192	27.2727272727273	7.57575757575758	0	0.909090909090909
1629	1684	"Lynn Lake"	56.84167	-101.04194	95	"AWI"	95	6060	6708	6374	27.1537622682661	0.109051254089422	1.85387131952017	0.218102508178844	19.0839694656489	0	5.01635768811341	0.109051254089422	0	3.05343511450382	24.2093784078517	18.1025081788441	0.109051254089422	0.981461286804798
1629	1684	"Lynn Lake"	56.84167	-101.04194	100	"AWI"	100	6169	6811	6487	38.6831275720165	0	0.102880658436214	0	20.8847736625514	0.102880658436214	1.02880658436214	0	0	4.01234567901235	27.7777777777778	4.93827160493827	1.95473251028807	0.51440329218107
1629	1684	"Lynn Lake"	56.84167	-101.04194	105	"AWI"	105	6291	6905	6601	40.6122448979592	0.102040816326531	1.53061224489796	0	18.8775510204082	0	0.102040816326531	0.102040816326531	0	1.93877551020408	30.7142857142857	3.97959183673469	0.102040816326531	1.93877551020408
1629	1684	"Lynn Lake"	56.84167	-101.04194	110	"AWI"	110	6422	7008	6713	32.0603015075377	0.100502512562814	1.00502512562814	2.01005025125628	15.5778894472362	0	0.50251256281407	0	0	5.82914572864322	33.0653266331658	8.74371859296483	0.100502512562814	1.00502512562814
1629	1684	"Lynn Lake"	56.84167	-101.04194	115	"AWI"	115	6554	7088	6823	39.2315470171891	1.01112234580384	1.82002022244692	0	19.1102123356926	0	0.505561172901921	0	0	5.05561172901921	23.6602628918099	8.08897876643074	1.01112234580384	0.505561172901921
1629	1684	"Lynn Lake"	56.84167	-101.04194	120	"AWI"	120	6730	7174	6930	31.0030395136778	1.92502532928065	1.92502532928065	0	19.3515704154002	0	2.93819655521783	0.101317122593718	0	1.01317122593718	16.4133738601824	22.289766970618	0.101317122593718	2.93819655521783
1629	1684	"Lynn Lake"	56.84167	-101.04194	125	"AWI"	125	6853	7390	7102	37.6530612244898	1.02040816326531	1.02040816326531	0.204081632653061	19.2857142857143	0	1.02040816326531	0	0	4.08163265306122	25.4081632653061	8.16326530612245	2.04081632653061	0.102040816326531
1629	1684	"Lynn Lake"	56.84167	-101.04194	130	"AWI"	130	6988	7582	7281	40.4276985743381	1.0183299389002	3.15682281059063	0	14.4602851323829	0	2.03665987780041	0.10183299389002	0	7.23014256619145	24.847250509165	2.03665987780041	1.52749490835031	3.15682281059063
1629	1684	"Lynn Lake"	56.84167	-101.04194	135	"AWI"	135	7189	7729	7453	39.5468589083419	1.02986611740474	2.05973223480947	0	17.1987641606591	0	2.05973223480947	0	0	4.01647785787848	23.3779608650875	8.13594232749742	1.02986611740474	1.54479917610711
1629	1684	"Lynn Lake"	56.84167	-101.04194	140	"AWI"	140	7330	8285	7662	42.9429429429429	2.6026026026026	0.1001001001001	0	15.3153153153153	0.1001001001001	0.1001001001001	0	0	11.2112112112112	21.5215215215215	4.1041041041041	1.001001001001	1.001001001001
