"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Geraniaceae"	"Indeterminable"	"Isoëtes"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Thalictrum"	"Verbenaceae"
817	843	"Forest Pond 2"	43.43889	-109.95	0	"AWI"	0	-147	25	-65	0.739713361072584	0.184928340268146	1.94174757281553	0.092464170134073	14.3319463707813	0	0	0	0	2.03421174294961	0	0.092464170134073	0	0	0	0.554785020804438	1.20203421174295	0	2.03421174294961	71.7984281091077	0	2.86638927415626	0.092464170134073	0	0	0	0	0	0.092464170134073	0.092464170134073	0.092464170134073	0.462320850670365	0.832177531206657	0.369856680536292	0.092464170134073	0
817	843	"Forest Pond 2"	43.43889	-109.95	1	"AWI"	1	-77	474	81	0.641751604379011	0.0755001887504719	1.28350320875802	0	15.4775386938467	0	0	0	0	3.77500943752359	0	0.0755001887504719	0.0755001887504719	0	0	0.0755001887504719	0.0755001887504719	0	1.28350320875802	70.8946772366931	0	2.86900717251793	0	0	0	0	0.226500566251416	0.377500943752359	0	0.0755001887504719	0.0755001887504719	1.51000377500944	0.679501698754247	0.453001132502831	0	0
817	843	"Forest Pond 2"	43.43889	-109.95	3	"AWI"	3	93	1035	456	0.555555555555556	0	2.40740740740741	0	15.1851851851852	0	0	0	0	2.96296296296296	0	0	0.185185185185185	0	0	0.555555555555556	1.11111111111111	0	1.2037037037037	70.0925925925926	0	2.77777777777778	0	0	0	0	0.185185185185185	0.185185185185185	0.185185185185185	0	0	1.2962962962963	0.740740740740741	0.185185185185185	0.185185185185185	0
817	843	"Forest Pond 2"	43.43889	-109.95	5	"AWI"	5	334	1570	845	0.550660792951542	0.220264317180617	2.75330396475771	0	14.5374449339207	0	0.110132158590308	0	0	4.18502202643172	0	0	0	0	0	0.550660792951542	0.440528634361234	0	2.14757709251101	65.363436123348	0	4.40528634361234	0	0	0.110132158590308	0	0.440528634361234	0.66079295154185	0	0	0.220264317180617	1.98237885462555	0.770925110132159	0.440528634361234	0.110132158590308	0
817	843	"Forest Pond 2"	43.43889	-109.95	7	"AWI"	7	598	2078	1229	0.426338228327807	0.0947418285172904	2.55802936996684	0	10.8005684509711	0	0	0	0	3.31596399810516	0	0.284225485551871	0	0	0	0.568450971103742	1.23164377072477	0	1.51586925627665	73.3301752723828	0	2.55802936996684	0	0	0	0	0.189483657034581	0	0	0	0.0947418285172904	1.61061108479394	0.663192799621033	0.663192799621033	0.0947418285172904	0
817	843	"Forest Pond 2"	43.43889	-109.95	9	"AWI"	9	906	2488	1628	0.974025974025974	0	3.03030303030303	0.216450216450216	15.1515151515152	0	0	0	0	4.54545454545455	0	0	0	0	0	0.649350649350649	0.865800865800866	0	1.83982683982684	62.3376623376623	0	5.41125541125541	0	0	0	0	0	0.432900432900433	0	0.216450216450216	0	1.51515151515152	1.51515151515152	0.865800865800866	0.432900432900433	0
817	843	"Forest Pond 2"	43.43889	-109.95	11	"AWI"	11	1231	2926	2025	0.561070349589987	0	1.8990073370738	0	12.3435476909797	1.81268882175227	0	0	0.0863185153215365	2.8485110056107	0	0	0	0	0	0.776866637893828	0	0	3.40958135520069	67.97583081571	0	4.05697022011221	0	0	0	0.0863185153215365	0.345274061286146	0	0.0863185153215365	0	0	1.81268882175227	0.863185153215365	1.03582218385844	0	0
817	843	"Forest Pond 2"	43.43889	-109.95	13	"AWI"	13	1575	3352	2415	0.863213811420983	0	2.65604249667995	0	13.9442231075697	0	0	0	0	2.78884462151394	0	0	0	0	0	1.06241699867198	0	0	1.32802124833997	70.1859229747676	0	3.98406374501992	0.132802124833997	0	0	0	0	0	0	0.132802124833997	0	1.85922974767596	0.531208499335989	0.398406374501992	0.132802124833997	0
817	843	"Forest Pond 2"	43.43889	-109.95	17	"AWI"	17	2308	4081	3209	0.552486187845304	0.236779794790845	2.05209155485399	0.0789265982636148	11.3654301499605	0	0	0	0.15785319652723	2.52565114443567	0	0.0789265982636148	0.15785319652723	0	0	0.868192580899763	0	0	2.6440410418311	72.2573007103394	0	3.7095501183899	0	0	0	0	0	0.0789265982636148	0.0789265982636148	0.0789265982636148	0	1.26282557221784	1.26282557221784	0.394632991318074	0.15785319652723	0
817	843	"Forest Pond 2"	43.43889	-109.95	21	"AWI"	21	3094	4763	3982	0.452830188679245	0	2.71698113207547	0	15.5471698113208	0	0	0	0	2.41509433962264	0	0	0	0	0	0.60377358490566	0	0	1.20754716981132	65.1320754716981	0	6.49056603773585	0	0	0.150943396226415	0	0.30188679245283	0.60377358490566	0	0	0	2.26415094339623	0.905660377358491	1.20754716981132	0	0
