"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Geraniaceae"	"Indeterminable"	"Isoëtes"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Thalictrum"	"Verbenaceae"
817	843	"Forest Pond 2"	43.43889	-109.95	23	"AWI"	23	3503	5047	4367	0.512416239653134	0	1.8131651556957	0	10.7213243988963	0	0.0788332676389436	0	0	3.54749704375246	0	0.157666535277887	0	0	0	0.394166338194718	0	0	2.5226645644462	68.6637761135199	0	6.77966101694915	0	0	0	0.0788332676389436	0.394166338194718	0.0788332676389436	0	0	0	2.36499802916831	1.18249901458415	0.630666141111549	0.0788332676389436	0
817	843	"Forest Pond 2"	43.43889	-109.95	25	"AWI"	25	3984	5341	4752	0.420848170929103	0.0647458724506313	2.13661379087083	0	8.87018452573648	0	0.0647458724506313	0.0647458724506313	0	2.46034315312399	0	0.0647458724506313	0.0647458724506313	0	0	0.582712852055681	0	0.0647458724506313	2.0718679184202	75.3641955325348	0	3.49627711233409	0	0	0	0	0.194237617351894	0.129491744901263	0	0	0.0647458724506313	2.58983489802525	0.582712852055681	0.453221107154419	0.194237617351894	0
817	843	"Forest Pond 2"	43.43889	-109.95	27	"AWI"	27	4457	5618	5139	0.332336324360253	0.0664672648720505	1.79461615154536	0	8.97308075772682	0	0	0	0	5.11797939514789	0	0.132934529744101	0.0664672648720505	0	0	0.398803589232303	0	0	1.72814888667331	71.9508142239947	0	3.65569956796278	0	0	0	0	0.132934529744101	0.0664672648720505	0.0664672648720505	0	0	3.92156862745098	0.598205383848455	0.797607178464606	0.132934529744101	0.0664672648720505
817	843	"Forest Pond 2"	43.43889	-109.95	29	"AWI"	29	5060	5868	5526	0.195848021934978	0	2.19349784567176	0	9.55738347042695	0	0.0783392087739914	0	0	6.65883274578927	0.0783392087739914	0	0	0	0	1.01840971406189	0	0	1.48844496670584	67.5283979631806	0	3.44692518605562	0	0	0	0	0.0783392087739914	0.391696043869957	0	0	0	4.93537015276146	1.41010575793185	0.861731296513905	0.0783392087739914	0
817	843	"Forest Pond 2"	43.43889	-109.95	31	"AWI"	31	5704	6333	5982	0.428194993412385	0.0658761528326746	1.84453227931489	0.0658761528326746	12.6482213438735	0	0.0658761528326746	0	0	2.96442687747036	0	0.0658761528326746	0	0	0	0.263504611330698	0	0	1.97628458498024	72.2990777338603	0	3.29380764163373	0	0	0	0	0.0658761528326746	0.329380764163373	0.0658761528326746	0.0658761528326746	0	2.23978919631094	0.72463768115942	0.461133069828722	0.0658761528326746	0
817	843	"Forest Pond 2"	43.43889	-109.95	33	"AWI"	33	6102	7119	6589	0.54519368723099	0.0573888091822095	2.52510760401722	0	10.8464849354376	0	0	0	0	5.56671449067432	0.229555236728838	0	0	0	0	0.172166427546628	0.0573888091822095	0.0573888091822095	1.89383070301291	66.571018651363	0	4.47632711621234	0	0	0.114777618364419	0	0.286944045911047	0.344332855093257	0	0.0573888091822095	0	4.41893830703013	1.14777618364419	0.459110473457676	0.172166427546628	0
817	843	"Forest Pond 2"	43.43889	-109.95	35	"AWI"	35	6678	7550	7239	0.323694432455762	0.0863185153215365	3.10746655157531	0	10.5740181268882	0	0	0	0	5.52438498057833	0.0431592576607682	0.0431592576607682	0	0.0431592576607682	0	0.431592576607682	0.0863185153215365	0.0431592576607682	1.18687958567113	64.2209753992231	0	7.2075960293483	0	0	0	0	0.129477772982305	0.172637030643073	0	0	0	3.58221838584376	2.76219249028917	0.431592576607682	0	0
817	843	"Forest Pond 2"	43.43889	-109.95	37	"AWI"	37	7294	7848	7627	0.460122699386503	0	2.88343558282209	0.0613496932515337	12.2699386503067	0	0.0613496932515337	0	0	6.56441717791411	0	0	0.245398773006135	0	0	0.368098159509202	0.0613496932515337	0	1.10429447852761	59.7852760736196	0	6.01226993865031	0	0	0.0613496932515337	0	0.552147239263804	0.0613496932515337	0	0	0	4.11042944785276	4.5398773006135	0.797546012269939	0	0
817	843	"Forest Pond 2"	43.43889	-109.95	39	"AWI"	39	7493	8191	7846	0.66334991708126	0	2.65339966832504	0.0829187396351575	12.3548922056385	0	0	0.0829187396351575	0	8.54063018242123	0.0829187396351575	0.0829187396351575	0.0829187396351575	0	0	0.66334991708126	0	0	1.28524046434494	55.8457711442786	0	6.38474295190713	0	0	0	0	0.0829187396351575	0.33167495854063	0.0829187396351575	0.0829187396351575	0	6.79933665008292	3.23383084577114	0.248756218905473	0.33167495854063	0
817	843	"Forest Pond 2"	43.43889	-109.95	41	"AWI"	41	7681	8467	8057	0.198098256735341	0	3.486529318542	0	14.2630744849445	1.98098256735341	0	0.0792393026941363	0	3.80348652931854	0	0	0.158478605388273	0.0792393026941363	0	1.26782884310618	0	0	0.792393026941363	50.9112519809826	0.0792393026941363	9.19175911251981	0	0	0	0	0.158478605388273	0.871632329635499	0	0.158478605388273	0	7.76545166402536	3.486529318542	1.03011093502377	0.237717908082409	0
817	843	"Forest Pond 2"	43.43889	-109.95	43	"AWI"	43	7872	8703	8277	0.406320541760722	0	3.06997742663657	0.18058690744921	10.4740406320542	0	0	0	0	4.96613995485327	0.090293453724605	0	0	0	0	0.72234762979684	0	0	1.03837471783296	57.4717832957111	0	6.32054176072235	0	0	0	0	0	0.72234762979684	0.090293453724605	0.090293453724605	0	7.76523702031603	6.04966139954853	0.54176072234763	0	0
817	843	"Forest Pond 2"	43.43889	-109.95	45	"AWI"	45	8076	8905	8492	0.08302200083022	0	3.48692403486924	0.08302200083022	11.3740141137401	0	0.16604400166044	0	0	5.47945205479452	0	0.08302200083022	0.08302200083022	0	0	1.07928601079286	0	0	0.87173100871731	61.9344126193441	0	9.9626400996264	0	0	0	0	0.08302200083022	0	0.08302200083022	0	0	1.49439601494396	2.73972602739726	0.74719800747198	0.16604400166044	0
817	843	"Forest Pond 2"	43.43889	-109.95	49	"AWI"	49	8498	9305	8932	0.350877192982456	0.087719298245614	4.21052631578947	0.087719298245614	14.2105263157895	2.36842105263158	0	0	0	1.49122807017544	0.087719298245614	0	0	0	0	0.526315789473684	0	0	1.18421052631579	59.3421052631579	0	3.59649122807018	0	0	0	0	0.43859649122807	0.087719298245614	0	0	0	6.2280701754386	4.73684210526316	0.964912280701754	0	0
817	843	"Forest Pond 2"	43.43889	-109.95	51	"AWI"	51	8760	9468	9152	0.573394495412844	0	5.58103975535168	0	19.8776758409786	0	0.382262996941896	0	0	0.917431192660551	0.0764525993883792	0.0764525993883792	0	0	0	0.688073394495413	0	0	1.94954128440367	50.4587155963303	0	7.03363914373089	0.0764525993883792	0	0.152905198776758	0	0.152905198776758	0.152905198776758	0	0.0764525993883792	0	5.35168195718654	5.04587155963303	1.14678899082569	0.229357798165138	0
817	843	"Forest Pond 2"	43.43889	-109.95	53	"AWI"	53	9046	9635	9365	0.0744047619047619	0	2.82738095238095	0	12.3511904761905	0	0.148809523809524	0	0.148809523809524	2.82738095238095	0.297619047619048	0.148809523809524	0	0	0	1.04166666666667	0	0	0.892857142857143	65.5505952380952	0	4.61309523809524	0	0	0	0	0	0.148809523809524	0.148809523809524	0.148809523809524	0	4.31547619047619	3.57142857142857	0.744047619047619	0	0
817	843	"Forest Pond 2"	43.43889	-109.95	55	"AWI"	55	9256	9853	9572	0.307337687283903	0.230503265462927	4.61006530925855	0	19.2086054552439	0	0.0768344218209758	0	0	1.07568190549366	0.153668843641952	0	0	0	0	0.614675374567806	0	0	1.07568190549366	58.663081060315	0	7.68344218209758	0	0	0	0	0.0768344218209758	0	0.230503265462927	0.230503265462927	0	3.38071456012293	1.07568190549366	1.30618517095659	0	0
817	843	"Forest Pond 2"	43.43889	-109.95	57	"AWI"	57	9427	10120	9771	0.205444273240883	0	3.6979969183359	0	15.1001540832049	0	0.102722136620442	0	0	2.67077555213148	0.102722136620442	0	0	0.102722136620442	0.102722136620442	0.513610683102208	0	0	3.33846944016436	60.9142270159219	0	4.41705187467899	0	0	0	0	0.205444273240883	0.308166409861325	0	0	0	5.44427324088341	0.513610683102208	2.25988700564972	0	0
