"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Artemisia"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Gentianaceae"	"Geraniaceae"	"Iridaceae"	"Lamiaceae"	"Larix"	"Liliaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"
1515	1553	"Bol'shaya Kuobakh-Baga River, Terrace Site"	64.98333	143.375	0	"AWI"	0	269	2227	1240	57.7507598784195	0.303951367781155	0	14.5896656534954	0	0.303951367781155	0	7.90273556231003	0	0	0	0	0	0.303951367781155	0	0	0.303951367781155	0	13.9817629179331	3.03951367781155	0	0	0.303951367781155	0.60790273556231	0.303951367781155	0	0	0.303951367781155
1515	1553	"Bol'shaya Kuobakh-Baga River, Terrace Site"	64.98333	143.375	20	"AWI"	20	458	2347	1384	44.1489361702128	0.797872340425532	0	18.0851063829787	0	0.265957446808511	0	14.8936170212766	0	0	0	0	0.265957446808511	0.265957446808511	0	0	0.531914893617021	0	18.0851063829787	0.265957446808511	0	0	0	0.797872340425532	0.797872340425532	0.797872340425532	0	0
1515	1553	"Bol'shaya Kuobakh-Baga River, Terrace Site"	64.98333	143.375	440	"AWI"	440	4033	4687	4431	53.0434782608696	0.434782608695652	0	13.0434782608696	0	0.434782608695652	0	12.6086956521739	0	0	0	0	0	0.869565217391304	0	0.434782608695652	0.434782608695652	0	12.1739130434783	3.91304347826087	0	0.434782608695652	0.434782608695652	0.869565217391304	0.434782608695652	0	0	0.434782608695652
1515	1553	"Bol'shaya Kuobakh-Baga River, Terrace Site"	64.98333	143.375	525	"AWI"	525	4497	4985	4750	68.9655172413793	0.492610837438424	0	14.2857142857143	0	0.492610837438424	0	4.43349753694581	0	0.492610837438424	0	0	0.492610837438424	0.492610837438424	0	0.492610837438424	0.492610837438424	0.492610837438424	3.94088669950739	1.47783251231527	0	0.985221674876847	0.492610837438424	0	0.492610837438424	0.492610837438424	0	0.492610837438424
1515	1553	"Bol'shaya Kuobakh-Baga River, Terrace Site"	64.98333	143.375	625	"AWI"	625	4925	5444	5199	67.0731707317073	0.609756097560976	1.21951219512195	18.2926829268293	0	0.609756097560976	0	2.4390243902439	0.609756097560976	0	0	0	0	0.609756097560976	0.609756097560976	0.609756097560976	0.609756097560976	0	0.609756097560976	1.82926829268293	0	0	0.609756097560976	1.21951219512195	0.609756097560976	0.609756097560976	0.609756097560976	0.609756097560976
1515	1553	"Bol'shaya Kuobakh-Baga River, Terrace Site"	64.98333	143.375	740	"AWI"	740	5689	6179	5916	79.3478260869565	0.543478260869565	0	8.69565217391304	0	0.543478260869565	0	1.6304347826087	0	0	0.543478260869565	0	0	0.543478260869565	0.543478260869565	0	0.543478260869565	0	1.6304347826087	3.26086956521739	0	0	0.543478260869565	0	0.543478260869565	0.543478260869565	0	0.543478260869565
1515	1553	"Bol'shaya Kuobakh-Baga River, Terrace Site"	64.98333	143.375	780	"AWI"	780	5959	6480	6230	76.2376237623762	0.495049504950495	0.99009900990099	10.8910891089109	0	0.495049504950495	0.495049504950495	4.95049504950495	0	0	0	0	0	0.495049504950495	0.495049504950495	0.495049504950495	0.495049504950495	0	0.99009900990099	1.48514851485149	0	0	0.495049504950495	0	0.495049504950495	0	0	0
1515	1553	"Bol'shaya Kuobakh-Baga River, Terrace Site"	64.98333	143.375	820	"AWI"	820	6116	6983	6486	71.0900473933649	0.4739336492891	0	11.8483412322275	0	0.4739336492891	0	7.58293838862559	0	0	0	0	0	0	0	0.4739336492891	0.4739336492891	0	3.3175355450237	3.3175355450237	0	0	0	0	0	0.4739336492891	0	0.4739336492891
1515	1553	"Bol'shaya Kuobakh-Baga River, Terrace Site"	64.98333	143.375	835	"AWI"	835	6170	7157	6583	62.8019323671498	0.483091787439614	0	19.5652173913043	0	0.241545893719807	0	8.45410628019324	0	0	0.241545893719807	0.241545893719807	0	0.241545893719807	0	0	0.483091787439614	0	5.31400966183575	1.69082125603865	0	0	0	0	0	0	0.241545893719807	0
1515	1553	"Bol'shaya Kuobakh-Baga River, Terrace Site"	64.98333	143.375	845	"AWI"	845	6208	7268	6645	73.8786279683377	0.263852242744063	0	11.8733509234828	0	0	0.263852242744063	8.70712401055409	0	0	0.263852242744063	0	0	0.263852242744063	0	0	0.263852242744063	0	2.9023746701847	1.05540897097625	0	0	0	0	0.263852242744063	0	0	0
1515	1553	"Bol'shaya Kuobakh-Baga River, Terrace Site"	64.98333	143.375	870	"AWI"	870	6306	7524	6812	19.7368421052632	1.97368421052632	0	55.2631578947368	0	0.657894736842105	0.657894736842105	11.1842105263158	0	0	0	0	0	0	0	0	1.31578947368421	0	6.57894736842105	1.31578947368421	0	0	0.657894736842105	0	0.657894736842105	0	0	0
