"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Ceanothus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sarcobataceae"	"Thalictrum"	"Tsuga"
1614	1666	"Lost Lake"	47.634738	-110.487016	0	"AWI"	0	-105	66	-28	0	0.549450549450549	7.14285714285714	0.549450549450549	21.978021978022	0	0.549450549450549	0	0	0	8.24175824175824	0	0	0	0	12.0879120879121	1.0989010989011	0	0	0	0	0	1.0989010989011	11.5384615384615	0.549450549450549	29.1208791208791	0	0	0.549450549450549	0	0	0	0	0.549450549450549	0.549450549450549	1.0989010989011	0	2.74725274725275	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	40	"AWI"	40	2	1497	413	0	2.96610169491525	4.23728813559322	0	14.8305084745763	0	3.38983050847458	0.423728813559322	0	0	9.32203389830508	0	0	0	0	9.74576271186441	0.847457627118644	0	0	0	0.423728813559322	0.423728813559322	0.423728813559322	48.3050847457627	0	0	0	0	0	0	0	0	0	0	0	0.847457627118644	0	3.8135593220339	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	60	"AWI"	60	87	2115	652	1.17096018735363	0.468384074941452	3.98126463700234	0	8.19672131147541	9.60187353629976	0.468384074941452	0	0	0.234192037470726	5.85480093676815	0	0	0	0	16.6276346604215	0.468384074941452	0	0	0	0	0	0.936768149882904	31.1475409836066	0	18.7353629976581	0	0.468384074941452	0.234192037470726	0	0	0	0	0	0.234192037470726	0.234192037470726	0	0.936768149882904	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	100	"AWI"	100	283	2803	1221	0.520833333333333	0	8.33333333333333	0.520833333333333	16.1458333333333	0	2.60416666666667	0	0	0	8.33333333333333	0	0	0	0	33.3333333333333	3.125	0	0	0	0	0	1.5625	21.875	0	0	0	0	0.520833333333333	1.04166666666667	0.520833333333333	0	0	0	0	0.520833333333333	0	1.04166666666667	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	140	"AWI"	140	616	3341	1759	0.571428571428571	3.42857142857143	6.28571428571429	0.571428571428571	23.4285714285714	0	1.14285714285714	0	0	0	10.8571428571429	0	0	0	0.571428571428571	5.71428571428571	0	0	0	0	0	0	4.57142857142857	37.7142857142857	0	0	0	0	1.71428571428571	0	0	0	0	0	0	0.571428571428571	0.571428571428571	2.28571428571429	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	180	"AWI"	180	975	3884	2289	0	2.85714285714286	11.4285714285714	0.952380952380952	26.6666666666667	0	0.952380952380952	0	0	0	2.85714285714286	0	0	1.9047619047619	0	5.71428571428571	0	0	0	0	0	0	0.952380952380952	41.9047619047619	0	0	0	0	0	0	0	0	0	0	0	1.9047619047619	0	1.9047619047619	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	220	"AWI"	220	1337	4433	2858	0.662251655629139	1.98675496688742	10.5960264900662	1.98675496688742	17.8807947019868	0	0	0	0	0	9.27152317880795	0	0	0	0	5.29801324503311	1.98675496688742	0	0.662251655629139	0	0	0	0	47.0198675496689	0	0	0	0	0.662251655629139	0	0	0	0	0	0	0.662251655629139	0	1.32450331125828	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	260	"AWI"	260	1755	4776	3388	1.6	1.6	14.4	1.6	20.8	0	0	0.8	0	0	2.4	0	0	0	0	51.2	2.4	0	0	0	0	0	1.6	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	300	"AWI"	300	2338	5176	3934	1.34228187919463	1.34228187919463	4.02684563758389	1.34228187919463	30.8724832214765	0	0.671140939597315	0.671140939597315	0	0	3.35570469798658	0.671140939597315	0	3.35570469798658	0	8.7248322147651	3.35570469798658	0.671140939597315	0	0	0	0	1.34228187919463	36.241610738255	0	0	0	0	0	1.34228187919463	0	0	0	0	0	0.671140939597315	0	0	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	340	"AWI"	340	2885	5585	4468	0	1.75438596491228	19.2982456140351	0	29.2397660818713	0	0	0	0	0	6.4327485380117	0	0	1.75438596491228	0	35.672514619883	3.50877192982456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.584795321637427	0	1.75438596491228	0	0
