"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Juglans"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhus"	"Rumex"	"Salix"	"Sarcobataceae"	"Tilia"	"Tsuga"	"Ulmus"
1669	1725	"McNearney Lake"	46.426206	-84.95451	0.25	"AWI"	0.25	-48.25	31.25	-4.75	1	0	5	1	3	0	39	0	2	0	0	1	0	0	5	0	2	0	0	1	0	6	6	0	0	0	1	17	0	0	0	0	0	0	11	3
1669	1725	"McNearney Lake"	46.426206	-84.95451	1.75	"AWI"	1.75	-25	40.25	8.75	1	0	3	1	2	0	37	0	1	0	0	1	0	1	5	0	2	0	0	1	0	6	10	0	0	0	1	10	0	0	0	1	0	0	8	1
1669	1725	"McNearney Lake"	46.426206	-84.95451	2.75	"AWI"	2.75	-10.75	48.75	19.25	0	0	7	0	2	0	58	0	0	0	0	1	2	0	13	0	2	1	0	0	0	4	13	0	0	0	0	10	0	0	0	0	0	0	13	3
1669	1725	"McNearney Lake"	46.426206	-84.95451	3.75	"AWI"	3.75	3.5	57.75	30.25	1	0	7	0	2	0	71	0	1	0	0	0	0	0	22	0	6	1	0	1	0	2	12	76	0	0	0	14	0	0	0	1	0	0	21	3
1669	1725	"McNearney Lake"	46.426206	-84.95451	4.75	"AWI"	4.75	12.25	71.25	42	0	0	1	0	0	0	42	1	1	0	0	1	1	0	11	0	2	1	0	1	1	2	10	44	1	0	0	6	1	0	0	0	0	0	12	2
1669	1725	"McNearney Lake"	46.426206	-84.95451	5.75	"AWI"	5.75	23	81	52.5	1	0	5	0	1	0	46	0	0	0	0	0	0	0	9	0	2	1	0	0	0	1	11	0	0	0	1	8	0	0	0	0	0	0	6	1
1669	1725	"McNearney Lake"	46.426206	-84.95451	6.75	"AWI"	6.75	31.25	92.75	61.75	1	0	4	0	2	0	49	0	0	0	0	0	0	0	8	0	2	0	0	1	0	1	13	0	1	0	4	9	0	0	0	0	0	0	8	7
1669	1725	"McNearney Lake"	46.426206	-84.95451	7.75	"AWI"	7.75	37.5	105	70.75	1	0	5	0	4	0	51	0	0	0	1	0	1	0	4	0	4	0	0	0	0	3	11	50	0	0	0	12	0	1	0	0	0	0	14	0
1669	1725	"McNearney Lake"	46.426206	-84.95451	8.75	"AWI"	8.75	42.75	116.25	78.25	1	0	3	0	2	0	54	0	0	0	0	0	0	0	5	0	0	2	0	0	0	1	11	52	0	0	0	7	0	0	0	0	0	0	9	2
1669	1725	"McNearney Lake"	46.426206	-84.95451	9.75	"AWI"	9.75	47	129.5	84.5	4	0	5	0	0	0	85	0	1	0	0	0	2	2	3	0	3	3	0	0	0	3	14	85	0	0	0	15	0	0	0	1	0	0	26	1
1669	1725	"McNearney Lake"	46.426206	-84.95451	10.75	"AWI"	10.75	52.5	139.75	92	3	14	5	0	4	0	110	0	0	0	0	0	0	0	6	0	3	0	0	0	0	2	14	89	0	0	1	11	0	0	0	0	0	0	20	5
1669	1725	"McNearney Lake"	46.426206	-84.95451	11.75	"AWI"	11.75	57	151	98.5	4	0	3	0	3	0	75	0	1	0	0	0	4	2	1	0	7	0	0	1	0	1	5	65	0	0	1	16	0	0	0	0	0	0	19	1
1669	1725	"McNearney Lake"	46.426206	-84.95451	12.75	"AWI"	12.75	62.5	162.25	106	3	0	2	0	3	0	69	0	1	0	0	0	0	0	6	0	2	2	0	1	0	0	13	94	0	0	0	9	0	0	0	0	0	0	15	1
1669	1725	"McNearney Lake"	46.426206	-84.95451	16.75	"AWI"	16.75	83	200.5	135.25	3	0	2	0	2	0	89	0	0	0	0	0	0	2	0	0	4	6	0	1	0	3	9	108	0	0	2	15	0	0	1	0	0	1	26	5
1669	1725	"McNearney Lake"	46.426206	-84.95451	20.75	"AWI"	20.75	106.25	238	164.25	2	0	7	0	2	0	67	0	1	0	0	1	0	0	1	0	1	2	0	0	0	2	3	72	0	0	0	11	0	0	0	0	0	0	8	2
1669	1725	"McNearney Lake"	46.426206	-84.95451	24.75	"AWI"	24.75	129.75	273.5	193.25	2	0	5	0	1	0	59	0	1	0	0	0	2	0	2	0	3	3	0	0	0	1	3	139	0	0	0	11	1	0	0	0	0	0	7	1
1669	1725	"McNearney Lake"	46.426206	-84.95451	28.75	"AWI"	28.75	154.5	303.25	222.25	1	0	0	0	1	0	24	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	10	0	1	0	0	5	0	4	0
1669	1725	"McNearney Lake"	46.426206	-84.95451	33.5	"AWI"	33.5	184.5	341.5	257	0	0	0	1	4	0	6	0	0	0	0	0	0	0	2	0	3	0	0	0	0	12	1	142	1	0	0	8	0	0	0	0	1	0	4	5
1669	1725	"McNearney Lake"	46.426206	-84.95451	41.5	"AWI"	41.5	239	404	316	1	0	3	1	3	0	17	0	0	1	0	0	0	0	0	0	3	0	0	0	0	4	9	125	0	0	0	5	0	0	0	1	0	0	1	5
