"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Lamiaceae"	"Larix"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"
1677	1733	"Lac Mélèze"	65.21667	-126.11667	0	"AWI"	0	-115	51	-32	74.5901639344262	0	0	0	0	0	0	0	0	0	0.819672131147541	0	0.819672131147541	1.63934426229508	0	0.819672131147541	2.45901639344262	0	0	13.9344262295082	0	0	0	0	0	4.91803278688525	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	10	"AWI"	10	-35	600	168	85.8407079646018	0	0	0	0	0	0	0	0	4.42477876106195	0	0	0	0	0	0	3.53982300884956	0	0	4.42477876106195	0	0	0	0	0	1.76991150442478	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	20	"AWI"	20	59	1023	396	86.5384615384615	0	0	0	0	0	0	0	0.641025641025641	5.76923076923077	0	0	0	0.641025641025641	0	0	0	0	0	2.56410256410256	0	1.92307692307692	0	0	0	1.92307692307692	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	30	"AWI"	30	146	1357	651	86	0	0	0	0	0	0	0	0	3.33333333333333	0	0	0	1.33333333333333	0	0	0	0	0	5.33333333333333	0	1.33333333333333	0	0	0	2.66666666666667	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	40	"AWI"	40	321	1542	897	81.8181818181818	0	0	1.2987012987013	0	0	0	0	0	8.44155844155844	0	0	0	0.649350649350649	0	0	1.2987012987013	0	0	3.24675324675325	0	1.2987012987013	0	0	0	1.94805194805195	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	50	"AWI"	50	512	1786	1147	73.9495798319328	0	0	0	0	0	0	0	0	7.56302521008403	0	0	0	0	0	3.36134453781513	1.68067226890756	0	0	13.4453781512605	0	0	0	0	0	0	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	60	"AWI"	60	675	1972	1397	83.1168831168831	0	0	1.2987012987013	0	0	0	0	0	5.19480519480519	0	0	0	0	0	1.2987012987013	1.2987012987013	0.649350649350649	0	4.54545454545455	0	1.2987012987013	0	0	0	1.2987012987013	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	70	"AWI"	70	1013	2104	1639	82.3204419889503	0.552486187845304	0	0	0	0	0	0	0	1.65745856353591	0	0	0	0.552486187845304	0	0.552486187845304	3.31491712707182	0	0	10.4972375690608	0	0	0	0	0	0.552486187845304	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	80	"AWI"	80	1327	2260	1879	83.4394904458599	0	0	0	0	0	0	0	0	4.45859872611465	0	0	0	0	0	1.27388535031847	0	0	0	5.09554140127389	0	1.27388535031847	0	0	0	4.45859872611465	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	90	"AWI"	90	1780	2380	2104	87.3949579831933	0	0	0.840336134453782	0	0	0	0	0	0	0	0	0	0	0	0	0.840336134453782	0	0	9.2436974789916	0	0	0	0	0	1.68067226890756	0	0
