"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygalaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
703	723	"Dovjok Swamp"	48.75	28.25	40	"AWI"	40	-76	198	73	0	0	0.50761421319797	15.7360406091371	0.50761421319797	2.03045685279188	0	2.03045685279188	0	0.50761421319797	0	0.50761421319797	0	0	0	0	0.50761421319797	0.50761421319797	0	0	0	0	0.50761421319797	0.50761421319797	0	0.50761421319797	0	0	0	0.50761421319797	0	0	0	0	0	0	0	1.01522842639594	7.10659898477157	0	0	60.4060913705584	0	0	0	0	2.03045685279188	1.01522842639594	1.01522842639594	0.50761421319797	0.50761421319797	0.50761421319797	0	0	0	0	0	0.50761421319797	0	0.50761421319797	0
703	723	"Dovjok Swamp"	48.75	28.25	50	"AWI"	50	-47	433	216	0	0.581395348837209	3.48837209302326	27.906976744186	1.16279069767442	7.55813953488372	0	4.65116279069767	0	0.581395348837209	0	0.581395348837209	0	0	0	0	0.581395348837209	1.16279069767442	0.581395348837209	0	0	0	0	0.581395348837209	0	0	0	0	0	0	0	0	0	0	0	0	0	0.581395348837209	8.13953488372093	0	0	29.6511627906977	0	0.581395348837209	0	0	2.90697674418605	4.06976744186047	0	0.581395348837209	0.581395348837209	0.581395348837209	0.581395348837209	0	0.581395348837209	0.581395348837209	0	0.581395348837209	0	0.581395348837209	0
703	723	"Dovjok Swamp"	48.75	28.25	60	"AWI"	60	-26	679	358	0	0.549450549450549	3.84615384615385	18.6813186813187	0	4.94505494505495	0	7.69230769230769	0	0.549450549450549	0	0.549450549450549	0	0	0	0	1.64835164835165	1.0989010989011	0	0	0	0	0	1.64835164835165	0	0.549450549450549	0	0	0	0	0	0	0	0	0	0	0	1.0989010989011	7.14285714285714	0	0.549450549450549	38.4615384615385	0	0	0	0	4.3956043956044	1.64835164835165	1.0989010989011	0	0.549450549450549	1.0989010989011	0.549450549450549	0	0.549450549450549	0	0	0.549450549450549	0	0.549450549450549	0
703	723	"Dovjok Swamp"	48.75	28.25	70	"AWI"	70	177	782	490	0.492610837438424	0.492610837438424	7.38916256157635	20.1970443349754	0.985221674876847	3.44827586206897	0	9.85221674876847	0	0.985221674876847	0	5.41871921182266	0	0	0	0	1.47783251231527	0.492610837438424	0	0	0	0	0	0.492610837438424	0	0.492610837438424	0	0	0	0	0	0	0	0	0	0	0	0	3.94088669950739	0	0	35.9605911330049	0	0	0	0	2.46305418719212	1.97044334975369	0	0	0	0.492610837438424	0	0	0.492610837438424	0.492610837438424	0	0.492610837438424	0	1.47783251231527	0
703	723	"Dovjok Swamp"	48.75	28.25	80	"AWI"	80	443	827	618	0	0.476190476190476	3.80952380952381	9.52380952380952	0.952380952380952	5.23809523809524	0	8.09523809523809	0	0.476190476190476	0	4.28571428571429	0	0	0	0	2.38095238095238	0	0	0.476190476190476	0	0	0	0.476190476190476	0	0.476190476190476	0	0	0.476190476190476	0.476190476190476	0	0	0	0	0.952380952380952	0	0	0.476190476190476	9.04761904761905	0	0.476190476190476	42.3809523809524	0	0	0	0	2.85714285714286	1.9047619047619	1.42857142857143	0	0.476190476190476	0.476190476190476	0.476190476190476	0	0.476190476190476	0	0	0.476190476190476	0	0	0.476190476190476
703	723	"Dovjok Swamp"	48.75	28.25	90	"AWI"	90	665	902	745	0	0.520833333333333	2.60416666666667	18.2291666666667	2.08333333333333	6.25	0	7.8125	0	1.5625	0	5.20833333333333	0	0	0	0	1.04166666666667	0.520833333333333	0	0	0	0	0.520833333333333	0	0	0.520833333333333	0	0	0	0	0	0	0	0	0	0	0	0.520833333333333	5.72916666666667	0	0	33.8541666666667	0	0	0	0	6.25	0.520833333333333	0	0	0.520833333333333	0.520833333333333	0.520833333333333	0	0	0	0	0.520833333333333	0	4.16666666666667	0
703	723	"Dovjok Swamp"	48.75	28.25	100	"AWI"	100	736	1067	869	0	0.418410041841004	2.51046025104602	17.1548117154812	1.67364016736402	5.02092050209205	0	6.27615062761506	0	1.25523012552301	0	3.76569037656904	0	0	0	0	1.67364016736402	0.418410041841004	0	0	0	0	0.418410041841004	0	0	0.418410041841004	0	0	0	0	0	0	0	0	0	0	0	0.418410041841004	9.20502092050209	0	0	37.2384937238494	0	0	0	0	4.60251046025105	3.34728033472803	0	0	0.418410041841004	1.25523012552301	0	0	0.418410041841004	0	0	0.418410041841004	0	1.67364016736402	0
703	723	"Dovjok Swamp"	48.75	28.25	120	"AWI"	120	809	1360	1060	0	0	2.27272727272727	12.5	1.89393939393939	3.78787878787879	0	4.92424242424242	0	1.51515151515152	0	1.13636363636364	0	0	0	0	2.27272727272727	0	0	0.378787878787879	0	0	0	0.378787878787879	0.378787878787879	0.378787878787879	0	0	0	0	0	0	0	0	0	0	0	0.378787878787879	8.33333333333333	0	0	50	0	0	0	0	3.78787878787879	1.13636363636364	0.757575757575758	0.378787878787879	0.378787878787879	0	0.378787878787879	0	1.89393939393939	0	0	0.378787878787879	0	0	0.378787878787879
703	723	"Dovjok Swamp"	48.75	28.25	130	"AWI"	130	843	1549	1148	0	0	1.31147540983607	3.27868852459016	2.29508196721311	3.27868852459016	0	2.95081967213115	0	2.95081967213115	0	0	0	0	0	0	0.983606557377049	4.91803278688525	0	0	0	0	0	0	0	0.327868852459016	0	0	0	0	0	0	0	0	0	0	0	0.327868852459016	20.655737704918	0	0.327868852459016	41.9672131147541	0	0	0	0	5.9016393442623	5.24590163934426	0	0.983606557377049	0	1.31147540983607	0	0	0	0	0	0.983606557377049	0	0	0
703	723	"Dovjok Swamp"	48.75	28.25	140	"AWI"	140	970	1589	1251	0	0	2.6578073089701	0.664451827242525	1.32890365448505	2.99003322259136	0	4.65116279069767	0	0.664451827242525	0	0.332225913621262	0	0	0	0	1.99335548172757	6.31229235880399	0	0	0	0	0	0	0.332225913621262	0	0	0	0	0	0	0	0	1.32890365448505	0	0	0	0.664451827242525	19.2691029900332	0	0	42.8571428571429	0	0	0	0	6.31229235880399	1.99335548172757	1.32890365448505	0.332225913621262	0	0.332225913621262	0	0	0.664451827242525	0	0	1.66112956810631	1.32890365448505	0	0
