"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Carya"	"Castanea"	"Celtis"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Vitaceae"
333	340	"Caribou Bog"	44.93672	-68.77344	7	"AWI"	7	-63	251	47	4.16666666666667	2.08333333333333	0	0.297619047619048	0.297619047619048	0	0	38.3928571428571	0	0	0	0	0	0	7.14285714285714	1.19047619047619	0	0.297619047619048	2.38095238095238	0	0	0.595238095238095	0	0.595238095238095	0	1.48809523809524	15.7738095238095	14.5833333333333	0	2.97619047619048	0	2.08333333333333	0	0.297619047619048	0	0	0	5.05952380952381	0.297619047619048	0	0
333	340	"Caribou Bog"	44.93672	-68.77344	57	"AWI"	57	333	1089	685	0.687285223367698	0	0	0.343642611683849	0	0	0	38.1443298969072	0	0	0	0	0	0	4.12371134020619	9.27835051546392	0.687285223367698	0	4.12371134020619	0	0	0	0	0	0	0.343642611683849	2.74914089347079	0	0	0	0	2.40549828178694	0	0	0	0	0.343642611683849	36.7697594501718	0	0	0
333	340	"Caribou Bog"	44.93672	-68.77344	127	"AWI"	127	1239	1902	1584	0	0	0	0	0	0	0	44.4444444444444	0	0	0	0	0.617283950617284	0	0.308641975308642	4.93827160493827	0	0.308641975308642	4.93827160493827	0	0	0	0	0.925925925925926	0	2.16049382716049	5.8641975308642	0	0.308641975308642	0.617283950617284	0	1.54320987654321	0	0	0	0	0	32.0987654320988	0.925925925925926	0	0
333	340	"Caribou Bog"	44.93672	-68.77344	162	"AWI"	162	1807	2513	2081	0.570342205323194	1.33079847908745	1.52091254752852	0	0	0	0	24.9049429657795	0	0.190114068441065	0	0	0	0	2.09125475285171	7.03422053231939	1.33079847908745	0	3.99239543726236	0	0.190114068441065	0	0	0.570342205323194	0.570342205323194	0.380228136882129	3.04182509505703	14.4486692015209	0	0.570342205323194	0	2.6615969581749	0	0	0	0	0.190114068441065	34.0304182509506	0.380228136882129	0	0
333	340	"Caribou Bog"	44.93672	-68.77344	227	"AWI"	227	2774	3775	3280	2.18579234972678	1.09289617486339	1.09289617486339	0	0	0	0	30.327868852459	0	0.273224043715847	0.546448087431694	0	0	0	0.546448087431694	6.01092896174863	1.91256830601093	0	3.27868852459016	0	0	0	0	0.546448087431694	0	0.273224043715847	2.45901639344262	25.4098360655738	0	0.273224043715847	0	1.91256830601093	0	0	0	0.273224043715847	0	21.5846994535519	0	0	0
333	340	"Caribou Bog"	44.93672	-68.77344	257	"AWI"	257	3377	4194	3832	1.92307692307692	2.88461538461538	0	0	0	0	0	36.0576923076923	0	0	0	0	0	0	1.44230769230769	15.8653846153846	0	0	4.32692307692308	0	0	0	0	0	0	2.40384615384615	6.73076923076923	0	0	0.961538461538462	0	4.32692307692308	0	0	0	0	0.480769230769231	22.1153846153846	0.480769230769231	0	0
333	340	"Caribou Bog"	44.93672	-68.77344	272	"AWI"	272	3767	4386	4100	0.808625336927224	0	2.42587601078167	0	0	0	0	33.9622641509434	0	0	0	0	0	0.269541778975741	0.539083557951483	12.1293800539084	1.61725067385445	0	1.61725067385445	0	0	0	0	0.269541778975741	0	0.808625336927224	4.04312668463612	25.6064690026954	0.539083557951483	0	0	8.89487870619946	0	0	0	0.269541778975741	0.539083557951483	4.31266846361186	1.34770889487871	0	0
333	340	"Caribou Bog"	44.93672	-68.77344	352	"AWI"	352	4948	5923	5441	0.400801603206413	1.80360721442886	0	0	0	0	0	25.8517034068136	0.400801603206413	0	0.200400801603206	0	0	1.60320641282565	0.601202404809619	7.41482965931864	1.00200400801603	0.200400801603206	1.20240480961924	0	0	0	0	0	0.400801603206413	0.601202404809619	1.60320641282565	20.8416833667335	0	0	0	6.01202404809619	0	0	0	0	0	27.2545090180361	2.60521042084168	0	0
333	340	"Caribou Bog"	44.93672	-68.77344	382	"AWI"	382	5479	6329	5958	0	0	0	0	0	0	0	33.3333333333333	0	0	0	0	0	1.0752688172043	0.716845878136201	3.9426523297491	0	0	4.3010752688172	0	0	0	0	0.3584229390681	0.3584229390681	0.716845878136201	2.1505376344086	0	0	0	0	6.09318996415771	0.3584229390681	0	0.3584229390681	0	0	45.5197132616487	0.716845878136201	0	0
333	340	"Caribou Bog"	44.93672	-68.77344	467	"AWI"	467	6754	7255	7012	1.12994350282486	1.41242937853107	1.41242937853107	0	0	0	0	16.9491525423729	0.282485875706215	0	0	0.282485875706215	0	4.23728813559322	0.282485875706215	2.82485875706215	1.9774011299435	0	5.64971751412429	0	0	0	0.282485875706215	0.564971751412429	0.282485875706215	0.282485875706215	1.69491525423729	40.1129943502825	0	0.847457627118644	0.282485875706215	3.10734463276836	0.564971751412429	0	0	0	0	14.6892655367232	0.847457627118644	0	0
333	340	"Caribou Bog"	44.93672	-68.77344	497	"AWI"	497	7111	7503	7309	1.3986013986014	0	0	0	0	0	0.699300699300699	20.2797202797203	0	0	0	1.3986013986014	0	1.3986013986014	0	2.0979020979021	2.7972027972028	0.699300699300699	11.8881118881119	0	0	0	0	0	0	0.699300699300699	4.1958041958042	0	0	0	0.699300699300699	16.7832167832168	0	0	0	0	0	32.1678321678322	2.7972027972028	0	0
333	340	"Caribou Bog"	44.93672	-68.77344	542	"AWI"	542	7586	8243	7860	0	0	0	0	0	0	0	12.258064516129	0	0	0	0	0	0.967741935483871	0	2.25806451612903	0.967741935483871	0	1.61290322580645	0.645161290322581	0	0.645161290322581	0	0.32258064516129	0	0.645161290322581	4.19354838709677	50.9677419354839	0.32258064516129	0.32258064516129	0	6.7741935483871	0	0	0.32258064516129	0	0	12.9032258064516	3.2258064516129	0	0.645161290322581
333	340	"Caribou Bog"	44.93672	-68.77344	587	"AWI"	587	8156	8807	8465	0.527704485488127	0	0	0	0	0	0	13.9841688654354	0	0	0	0	0	0.79155672823219	0.263852242744063	0.263852242744063	1.58311345646438	0	0.527704485488127	0	0.263852242744063	0	0	0	0	0.79155672823219	5.80474934036939	51.7150395778364	0	1.05540897097625	0	12.9287598944591	0	0	1.05540897097625	0	0	5.80474934036939	1.84696569920844	0	0.79155672823219
333	340	"Caribou Bog"	44.93672	-68.77344	657	"AWI"	657	9014	9894	9423	3.78787878787879	0.757575757575758	2.02020202020202	0.252525252525253	0	0	0	13.6363636363636	0.252525252525253	0	0	0	0.252525252525253	0.252525252525253	0	0	1.76767676767677	0.252525252525253	2.02020202020202	0	0	0.757575757575758	0	0.252525252525253	0	0.757575757575758	7.32323232323232	50	0.252525252525253	2.02020202020202	1.26262626262626	8.83838383838384	0.505050505050505	0	0.505050505050505	0	0	1.01010101010101	1.26262626262626	0	0
333	340	"Caribou Bog"	44.93672	-68.77344	727	"AWI"	727	9995	10851	10387	2.12765957446809	0.709219858156028	2.60047281323877	0	0	0	0	23.6406619385343	0.236406619385343	0	0	0	0	0.236406619385343	0	0	2.12765957446809	0	3.07328605200946	0	0	1.18203309692671	0	0	0.472813238770686	1.41843971631206	13.2387706855792	38.0614657210402	0	1.6548463356974	0.236406619385343	6.14657210401891	0	0	0.709219858156028	0	0	0.472813238770686	1.41843971631206	0.236406619385343	0
