"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Gordonia"	"Isoëtes"	"Liquidambar"	"Morus"	"Myrica"	"Nyssa"	"Ostrya.Carpinus"	"Pinus"	"Platanus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Sabal"	"Salix"	"Serenoa"	"Taxodium"	"Ulmus"	"Vitaceae"
1597	1648	"Lake Annie"	27.206702	-81.351632	1850	"AWI"	1850	-135	31	-54	0	0	6.16883116883117	0	0	0	0	1.2987012987013	2.92207792207792	1.94805194805195	0	0	0	0.649350649350649	0	0	0	7.79220779220779	0	0	63.961038961039	0	3.24675324675325	0	8.76623376623377	0	0	0.324675324675325	2.92207792207792	0	0
1597	1648	"Lake Annie"	27.206702	-81.351632	1860	"AWI"	1860	-94	171	9	0.689655172413793	0	5.97701149425287	0	0	0	0	0.689655172413793	2.52873563218391	2.29885057471264	0	0	0.229885057471264	1.37931034482759	0	0.229885057471264	0.229885057471264	8.04597701149425	0.229885057471264	0.229885057471264	62.0689655172414	0.229885057471264	2.29885057471264	0	11.7241379310345	0	0.229885057471264	0.229885057471264	0	0	0.459770114942529
1597	1648	"Lake Annie"	27.206702	-81.351632	1880	"AWI"	1880	-60	567	121	0.238663484486874	0.477326968973747	7.87589498806683	0	0	0	0.238663484486874	0.238663484486874	2.62529832935561	2.86396181384248	0	0	0	0.715990453460621	0	0	0	8.59188544152745	0	0	63.7231503579952	0	2.38663484486873	0	8.59188544152745	0	0	0	0.715990453460621	0.477326968973747	0.238663484486874
1597	1648	"Lake Annie"	27.206702	-81.351632	1900	"AWI"	1900	-42	967	234	0	0	3.55871886120996	0	0	0	0	0.711743772241993	0.711743772241993	3.55871886120996	0	0	0.355871886120996	1.06761565836299	0	0	0	5.69395017793594	0	0	69.0391459074733	0	3.91459074733096	0	10.3202846975089	0	0	0.355871886120996	0.711743772241993	0	0
1597	1648	"Lake Annie"	27.206702	-81.351632	1910	"AWI"	1910	-35	1169	290	0.355871886120996	0.355871886120996	7.82918149466192	0	0	1.77935943060498	0	1.06761565836299	2.13523131672598	2.49110320284698	0	0	0.355871886120996	2.13523131672598	0	0	0	9.6085409252669	0	0.355871886120996	56.9395017793594	0	3.91459074733096	0	8.18505338078292	0	0	0	1.42348754448399	1.06761565836299	0
1597	1648	"Lake Annie"	27.206702	-81.351632	1920	"AWI"	1920	17	1245	363	0	0.304878048780488	3.04878048780488	0	0	3.96341463414634	0	0.914634146341463	1.52439024390244	1.82926829268293	0	0	0	0.304878048780488	0	0	0	7.31707317073171	0.304878048780488	0	60.9756097560976	0	4.26829268292683	0	12.5	0	0.304878048780488	0.304878048780488	1.82926829268293	0	0.304878048780488
1597	1648	"Lake Annie"	27.206702	-81.351632	1930	"AWI"	1930	60	1294	441	0	0.280112044817927	4.76190476190476	0	0	0	0	0.280112044817927	2.80112044817927	3.0812324929972	1.40056022408964	0	0	0	0	0	0	8.40336134453782	0	0	66.1064425770308	0	1.96078431372549	0	7.84313725490196	0	0	0	1.68067226890756	0.560224089635854	0.840336134453782
1597	1648	"Lake Annie"	27.206702	-81.351632	1950	"AWI"	1950	110	1444	595	0	0.516795865633075	7.75193798449612	0	0	2.32558139534884	0	0.516795865633075	1.29198966408269	2.84237726098191	0.516795865633075	0	0.775193798449612	0.516795865633075	0	0.258397932816538	0.258397932816538	8.01033591731266	0.516795865633075	0.258397932816538	59.4315245478036	0	4.1343669250646	0	8.2687338501292	0	0	0	1.55038759689922	0	0.258397932816538
1597	1648	"Lake Annie"	27.206702	-81.351632	1970	"AWI"	1970	148	1633	736	0	0.352112676056338	5.63380281690141	0	0	0	0	0	0.704225352112676	4.92957746478873	0	0	0.352112676056338	2.46478873239437	0	0.352112676056338	0	8.45070422535211	0	0.352112676056338	60.5633802816901	0	3.87323943661972	0	9.85915492957746	0	0	0.352112676056338	1.76056338028169	0	0
1597	1648	"Lake Annie"	27.206702	-81.351632	1990	"AWI"	1990	265	1743	873	0	0	5.21172638436482	0.325732899022801	0	3.90879478827362	0	0	4.88599348534202	4.88599348534202	0	0	1.30293159609121	2.93159609120521	0	0	0.325732899022801	10.7491856677524	0	0	48.2084690553746	0	4.23452768729642	0	12.0521172638436	0.651465798045603	0	0	0	0.325732899022801	0
