"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cornus"	"Corylus"	"Crassulaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Indeterminable"	"Isoëtes"	"Juglans"	"Lamiaceae"	"Larix"	"Liliaceae"	"Maclura"	"Morus"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Pterocarya"	"Pyrus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
1526	1564	"Kylen Lake"	47.35	-91.8	750	"AWI"	750	8704	9493	9243	5	0	72	7	0	24	0	181	0	0	3	2	0	0	0	0	1	0	11	12	0	0	0	0	0	0	0	0	19	0	0	0	15	0	0	0	3	0	3	69	0	0	0	10	0	0	20	0	0	0	23	0	0	0	0	5	0	0	0	0	0	0	1	22	0	0	1
1526	1564	"Kylen Lake"	47.35	-91.8	760	"AWI"	760	8888	9680	9368	3	0	7	6	1	11	0	75	0	0	1	1	0	0	0	0	2	0	5	13	0	0	0	0	0	7	0	0	26	0	0	0	6	0	0	1	0	0	5	69	0	0	0	8	0	0	14	0	0	0	27	0	0	0	0	10	1	0	0	0	0	1	0	59	4	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	770	"AWI"	770	9041	9830	9497	3	0	37	10	0	18	0	91	0	0	5	2	0	1	0	0	1	0	7	24	0	0	0	0	0	0	0	0	4	0	0	0	9	0	0	0	5	0	9	41	0	0	0	15	0	0	0	0	0	0	20	0	0	0	0	6	0	0	0	0	0	1	0	35	3	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	780	"AWI"	780	9196	9957	9622	3	0	43	10	0	25	0	149	0	0	1	1	0	0	0	1	4	0	3	18	0	0	0	0	0	7	0	0	24	0	0	0	10	0	0	0	2	0	9	57	0	0	1	20	0	0	29	0	0	0	27	0	0	0	0	4	0	0	0	0	0	1	1	24	0	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	790	"AWI"	790	9338	10064	9744	11	0	9	14	0	22	0	172	0	0	3	2	0	0	1	0	3	0	6	20	0	0	0	0	0	14	0	0	27	0	0	0	16	0	0	0	0	0	8	112	0	0	2	9	0	0	20	0	0	1	25	0	0	0	0	1	1	0	0	0	0	0	0	37	0	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	800	"AWI"	800	9511	10175	9883	2	0	10	3	0	21	0	131	0	0	3	7	0	0	1	0	3	0	3	20	0	0	0	0	0	0	0	0	41	0	0	0	16	0	0	0	2	0	14	133	0	0	1	14	0	0	19	0	0	0	31	0	0	0	1	6	1	0	0	0	0	0	1	71	0	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	810	"AWI"	810	9743	10437	10104	1	0	4	2	0	13	0	90	0	0	7	2	0	0	0	0	7	0	7	13	0	0	0	0	0	7	0	0	15	0	0	0	21	0	0	1	0	0	12	120	0	0	1	3	0	0	14	0	0	0	40	0	0	0	0	4	0	0	0	0	0	0	0	43	0	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	820	"AWI"	820	10038	10824	10390	3	0	3	6	0	21	0	49	0	0	4	4	0	0	0	0	3	0	10	21	0	0	0	0	0	12	0	0	22	0	0	0	27	0	0	1	0	0	15	149	0	0	0	8	0	0	30	0	0	0	43	0	0	0	1	12	0	0	0	0	0	0	0	82	6	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	825	"AWI"	825	10264	10984	10546	1	0	4	4	0	24	0	50	0	0	4	3	0	0	0	0	3	0	7	30	0	0	0	0	0	0	0	0	20	0	3	0	26	0	0	0	0	0	17	221	0	0	0	19	0	0	40	0	0	0	48	0	0	0	0	5	3	0	0	0	0	0	0	56	8	0	1
1526	1564	"Kylen Lake"	47.35	-91.8	830	"AWI"	830	10371	11185	10708	7	0	0	7	0	33	0	36	0	0	11	3	0	0	1	0	3	1	16	38	0	1	0	0	0	27	0	0	31	0	7	0	25	0	0	1	0	0	6	237	0	0	2	25	0	0	69	0	0	0	48	0	0	0	0	9	1	0	0	0	0	0	0	57	0	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	840	"AWI"	840	10592	11587	11081	3	0	5	8	0	51	0	34	0	0	7	3	0	0	1	0	5	0	19	34	0	1	0	0	0	24	1	1	36	0	5	0	30	0	1	0	0	1	10	286	0	0	1	13	0	0	37	0	0	0	56	0	0	0	0	13	1	0	0	1	0	0	0	69	5	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	850	"AWI"	850	11175	11811	11454	2	0	0	2	0	31	0	27	0	0	4	4	0	0	1	0	3	0	10	43	0	0	0	0	0	0	0	0	26	0	0	0	24	0	0	1	0	0	13	229	0	0	0	16	0	0	67	0	0	0	31	0	0	0	0	12	1	0	0	0	1	0	0	45	5	0	1
1526	1564	"Kylen Lake"	47.35	-91.8	860	"AWI"	860	11377	12133	11759	7	0	6	4	1	34	0	47	0	0	4	0	0	0	0	0	4	0	33	35	0	0	0	0	0	44	0	0	29	0	0	0	21	0	0	0	0	0	6	344	0	0	0	11	0	0	54	0	0	0	34	0	0	0	0	12	1	0	0	0	0	0	0	44	7	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	870	"AWI"	870	11613	12399	12036	2	0	3	1	0	42	0	61	0	1	1	0	0	0	1	0	4	0	19	44	0	0	0	0	0	36	0	0	32	0	0	0	13	0	0	0	0	0	10	245	0	0	0	21	0	0	47	0	0	0	18	0	0	1	0	27	0	0	0	0	2	0	0	44	5	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	875	"AWI"	875	11715	12543	12179	5	0	9	9	0	56	0	133	0	0	13	0	0	0	0	0	7	0	24	117	2	0	0	0	1	39	0	0	34	1	0	0	32	0	0	0	0	0	6	389	0	0	2	29	0	0	116	2	0	0	60	0	0	0	0	42	0	0	0	0	1	0	0	57	9	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	880	"AWI"	880	12003	12608	12330	3	0	12	8	0	50	0	139	0	0	8	0	0	0	1	0	2	0	19	76	0	0	0	0	0	48	0	0	23	0	0	0	16	0	0	0	0	0	5	256	0	0	0	27	0	0	56	2	0	0	45	0	0	1	0	36	0	0	0	0	2	0	0	46	17	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	885	"AWI"	885	12172	12780	12485	3	0	12	7	1	56	0	202	0	1	5	0	0	0	0	1	1	0	14	69	0	0	0	0	0	22	0	0	57	0	0	0	13	0	0	0	0	0	9	260	0	0	0	16	0	0	64	0	0	0	24	0	0	0	0	22	0	0	0	0	0	0	0	35	8	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	890	"AWI"	890	12736	13220	12969	3	0	8	4	0	52	0	347	0	0	7	0	0	0	0	0	7	0	17	113	0	0	0	0	0	27	0	0	13	0	0	0	14	0	0	0	0	0	1	244	0	0	0	12	0	0	44	0	0	0	27	0	0	0	0	33	0	0	0	0	0	0	0	12	12	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	895	"AWI"	895	13015	14025	13571	2	0	9	6	0	104	0	272	0	0	2	0	0	0	1	0	1	0	20	179	0	0	0	0	0	11	0	0	27	0	0	0	5	0	0	0	0	0	2	175	0	0	0	19	0	0	31	0	0	0	21	0	0	0	0	19	0	0	0	1	2	0	0	8	13	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	900	"AWI"	900	13408	14509	13995	1	0	0	9	0	95	0	101	0	1	13	1	1	0	0	0	2	0	19	226	0	0	0	0	0	55	0	0	38	0	0	0	2	1	0	0	0	0	11	251	0	0	1	23	0	0	30	1	0	0	29	0	0	0	1	57	1	0	0	1	0	0	1	6	0	0	3
1526	1564	"Kylen Lake"	47.35	-91.8	905	"AWI"	905	13697	14803	14278	1	0	2	9	0	125	0	19	0	0	8	0	0	0	0	0	2	0	17	242	0	0	0	0	0	67	0	0	34	0	0	0	2	0	0	0	0	0	1	271	0	0	0	23	1	0	26	0	0	0	31	0	0	1	1	58	0	0	0	2	3	0	0	2	16	0	0
1526	1564	"Kylen Lake"	47.35	-91.8	910	"AWI"	910	13869	15233	14515	1	0	8	9	0	115	0	14	0	0	9	0	0	0	0	0	8	0	13	173	0	0	0	0	0	54	1	0	58	0	0	0	1	0	0	1	0	0	5	214	17	0	0	33	0	0	35	0	0	0	33	0	0	0	0	36	2	0	1	0	5	0	0	10	34	1	0
1526	1564	"Kylen Lake"	47.35	-91.8	920	"AWI"	920	14072	15644	14805	1	0	7	3	0	99	0	13	0	0	15	1	1	1	0	0	1	0	14	126	0	0	0	0	0	29	0	0	58	0	0	0	0	0	0	0	0	0	1	228	0	0	0	27	0	0	25	1	0	1	10	0	0	0	0	31	1	0	0	1	5	0	0	2	11	0	0
