"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alchornea"	"Arecaceae"	"Asteraceae"	"Byrsonima"	"Cecropia"	"Celtis"	"Combretaceae"	"Cyperaceae (<50 µm)"	"Cyperaceae (>50 µm)"	"Didymopanax"	"Euphorbiaceae"	"Euterpe"	"Hedyosmum"	"Ilex"	"Indeterminable"	"Isoëtes"	"Malvaceae"	"Marcgraviaceae"	"Mauritia"	"Mauritiella"	"Menispermaceae"	"Myrsine"	"Myrtaceae"	"Peraceae"	"Piper"	"Poaceae"	"Podocarpus"	"Protium"	"Rhizophora"	"Sapotaceae"	"Solanaceae"	"Symphonia"	"Urticaceae"	"Virola"	"Zanthoxylum"
526	540	"Lagoa da Curuça"	-0.76667	-47.85	370	"AWI"	370	10538	11187	10921	1.61290322580645	0	0.806451612903226	1.61290322580645	5.64516129032258	0	4.03225806451613	12.0967741935484	0	0	0	0	0	0	3.2258064516129	0.806451612903226	0.806451612903226	0	10.4838709677419	11.2903225806452	0	0	6.45161290322581	0	0.806451612903226	20.9677419354839	0	0	4.83870967741935	0.806451612903226	0	0	12.9032258064516	0.806451612903226	0
526	540	"Lagoa da Curuça"	-0.76667	-47.85	380	"AWI"	380	10654	11513	11089	1.26582278481013	0	0	2.53164556962025	1.26582278481013	0	15.1898734177215	5.06329113924051	0	0	0	1.26582278481013	0	17.7215189873418	13.9240506329114	0	1.26582278481013	0	5.06329113924051	1.26582278481013	0	0	3.79746835443038	1.26582278481013	0	7.59493670886076	0	5.06329113924051	0	1.26582278481013	0	0	13.9240506329114	0	1.26582278481013
526	540	"Lagoa da Curuça"	-0.76667	-47.85	390	"AWI"	390	10800	11723	11252	5.36912751677852	0	0	2.68456375838926	3.35570469798658	0	19.4630872483221	6.71140939597315	0	6.04026845637584	0	0	0	4.02684563758389	4.69798657718121	0.671140939597315	1.34228187919463	0	9.39597315436242	0	0	0	5.36912751677852	0	1.34228187919463	6.71140939597315	0	0.671140939597315	2.01342281879195	1.34228187919463	1.34228187919463	0	15.4362416107383	1.34228187919463	0.671140939597315
526	540	"Lagoa da Curuça"	-0.76667	-47.85	400	"AWI"	400	10952	11909	11435	4.73372781065089	0	0	0.591715976331361	1.77514792899408	0	10.0591715976331	13.6094674556213	5.32544378698225	4.14201183431953	0	1.18343195266272	0	1.77514792899408	5.91715976331361	0	0.591715976331361	0.591715976331361	4.14201183431953	6.50887573964497	0	2.36686390532544	1.77514792899408	0	0	7.69230769230769	1.18343195266272	4.14201183431953	0	2.36686390532544	0	0	18.3431952662722	1.18343195266272	0
526	540	"Lagoa da Curuça"	-0.76667	-47.85	417	"AWI"	417	11258	12191	11740	7.01754385964912	0	0	0.584795321637427	1.16959064327485	0	12.280701754386	19.2982456140351	0	3.50877192982456	0	0.584795321637427	0.584795321637427	1.16959064327485	8.18713450292398	0	0	0	10.5263157894737	0.584795321637427	0.584795321637427	0	1.16959064327485	0	3.50877192982456	7.01754385964912	2.33918128654971	3.50877192982456	0	1.75438596491228	1.16959064327485	0	13.4502923976608	0	0
526	540	"Lagoa da Curuça"	-0.76667	-47.85	437	"AWI"	437	11616	12492	12113	7.26256983240224	0	0	1.67597765363128	6.14525139664804	0	36.3128491620112	3.91061452513966	0	3.91061452513966	0	1.11731843575419	0	0.558659217877095	3.35195530726257	0	0.558659217877095	0	1.67597765363128	0	0	0.558659217877095	2.79329608938547	0	2.23463687150838	1.67597765363128	0	4.46927374301676	1.11731843575419	0	0	0	20.1117318435754	0	0.558659217877095
526	540	"Lagoa da Curuça"	-0.76667	-47.85	447	"AWI"	447	11815	12624	12302	15.3846153846154	0	0.549450549450549	1.64835164835165	10.989010989011	0	8.79120879120879	1.0989010989011	0.549450549450549	4.3956043956044	0	0	0.549450549450549	1.0989010989011	1.0989010989011	0	0	0	2.74725274725275	0.549450549450549	0.549450549450549	2.1978021978022	2.1978021978022	0	1.0989010989011	1.0989010989011	0	0.549450549450549	0	0	0.549450549450549	0	39.5604395604396	0	2.74725274725275
526	540	"Lagoa da Curuça"	-0.76667	-47.85	457	"AWI"	457	12019	12734	12479	14.8809523809524	0	0	1.78571428571429	7.14285714285714	0	16.0714285714286	1.78571428571429	0	5.95238095238095	0	0	0	1.78571428571429	3.57142857142857	0	0	0	7.14285714285714	0	0.595238095238095	0	1.19047619047619	0	0	0	1.19047619047619	2.38095238095238	0	1.19047619047619	1.19047619047619	0	31.547619047619	0.595238095238095	0
526	540	"Lagoa da Curuça"	-0.76667	-47.85	467	"AWI"	467	12257	12840	12655	12.2905027932961	0	0	0.558659217877095	18.4357541899441	0	11.1731843575419	0	0	3.91061452513966	0	0	0	1.11731843575419	3.91061452513966	0	0	1.11731843575419	8.93854748603352	3.35195530726257	0	0.558659217877095	1.67597765363128	0	1.67597765363128	0.558659217877095	0	1.11731843575419	0	2.23463687150838	0	0	24.0223463687151	1.67597765363128	1.67597765363128
526	540	"Lagoa da Curuça"	-0.76667	-47.85	477	"AWI"	477	12404	12969	12783	4.27807486631016	0	0	2.67379679144385	5.88235294117647	0.53475935828877	22.4598930481283	1.60427807486631	0	0	0.53475935828877	0	0	1.60427807486631	6.41711229946524	0.53475935828877	0	0	5.3475935828877	2.13903743315508	0	0	4.81283422459893	0	1.06951871657754	1.06951871657754	0.53475935828877	3.20855614973262	0	2.67379679144385	0	0	32.0855614973262	0.53475935828877	0
526	540	"Lagoa da Curuça"	-0.76667	-47.85	487	"AWI"	487	12541	13105	12881	2.92397660818713	1.75438596491228	0.584795321637427	1.16959064327485	1.75438596491228	1.75438596491228	16.9590643274854	5.26315789473684	0.584795321637427	0	0	0.584795321637427	0	1.16959064327485	7.01754385964912	7.60233918128655	0	0	7.60233918128655	1.75438596491228	0	0.584795321637427	5.84795321637427	0	1.16959064327485	0.584795321637427	0.584795321637427	2.92397660818713	0	0.584795321637427	0	0	26.9005847953216	1.16959064327485	1.16959064327485
526	540	"Lagoa da Curuça"	-0.76667	-47.85	497	"AWI"	497	12671	13214	12978	3.52941176470588	0	0.588235294117647	0.588235294117647	4.11764705882353	0	24.1176470588235	7.05882352941176	0.588235294117647	0	0	0	0	0.588235294117647	10.5882352941176	6.47058823529412	0	0	4.70588235294118	2.35294117647059	0	1.17647058823529	5.88235294117647	0	0.588235294117647	2.35294117647059	1.17647058823529	1.76470588235294	0	1.17647058823529	0	0	20	0	0.588235294117647
