"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Juglans"	"Larix"	"Morus"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"
1662	1718	"Mayflower Lake"	45.30278	-66.07083	328	"AWI"	328	8602	10975	10039	2.9023746701847	0	1.84696569920844	0	0	0	0.527704485488127	43.5356200527704	0	0	0	0	0	0.263852242744063	0.263852242744063	0	0	0.263852242744063	0	0	2.37467018469657	3.95778364116095	0.79155672823219	0	1.58311345646438	0	5.0131926121372	0	0	1.05540897097625	6.06860158311346	15.8311345646438	0	0.263852242744063	0	11.3456464379947	0	0	0	0	0.263852242744063	0	0	0	0.79155672823219	1.05540897097625
1662	1718	"Mayflower Lake"	45.30278	-66.07083	332	"AWI"	332	8972	11169	10319	1.24223602484472	0	0	0.31055900621118	0	0.93167701863354	0	40.0621118012422	0	0	0	0	0	0	0.62111801242236	0.31055900621118	0	1.5527950310559	0	0	0	8.69565217391304	0.31055900621118	0	1.5527950310559	0	3.72670807453416	0	0	3.1055900621118	6.83229813664596	15.8385093167702	0	0.62111801242236	0.62111801242236	11.4906832298137	0	0	0	0.31055900621118	0.62111801242236	0	0.31055900621118	0	0.31055900621118	0.62111801242236
1662	1718	"Mayflower Lake"	45.30278	-66.07083	336	"AWI"	336	9428	11360	10609	2.04678362573099	0	0	0.292397660818713	0	0.292397660818713	1.16959064327485	42.3976608187134	0	1.16959064327485	0	0	0	0	2.04678362573099	2.33918128654971	0	1.16959064327485	0	0	0.87719298245614	8.47953216374269	0.584795321637427	0	1.75438596491228	0	4.3859649122807	0	0	2.92397660818713	0	11.4035087719298	0	0.584795321637427	0.87719298245614	12.5730994152047	0	0	0	0	0.292397660818713	0	0	0	0.292397660818713	2.04678362573099
1662	1718	"Mayflower Lake"	45.30278	-66.07083	340	"AWI"	340	9915	11545	10899	2.64026402640264	0	0	0	0	0	0	36.6336633663366	0	0	0	0	0	0.33003300330033	1.32013201320132	0.99009900990099	0	0	0	0	1.32013201320132	3.96039603960396	0	0	1.32013201320132	0	6.27062706270627	0	0	0.66006600660066	15.1815181518152	11.5511551155116	0	0.33003300330033	0.66006600660066	14.5214521452145	0	0	0	0	0.66006600660066	0	0	0.33003300330033	0	1.32013201320132
1662	1718	"Mayflower Lake"	45.30278	-66.07083	344	"AWI"	344	10450	11716	11186	0	0	5.12820512820513	0	0	0.641025641025641	2.24358974358974	21.1538461538462	0	0.32051282051282	0	0	0	0	7.37179487179487	2.24358974358974	0	0.32051282051282	0	0	0.961538461538462	3.2051282051282	0.641025641025641	0	0.961538461538462	0	8.33333333333333	0	0	1.92307692307692	15.0641025641026	8.01282051282051	0	0.641025641025641	2.56410256410256	14.4230769230769	0	0	0	0	2.56410256410256	0	0	0	0.961538461538462	0.32051282051282
1662	1718	"Mayflower Lake"	45.30278	-66.07083	347	"AWI"	347	10998	11827	11386	0.29673590504451	0	0	0	0	0.593471810089021	0	22.5519287833828	0	0	0	0	0	0.29673590504451	14.540059347181	3.26409495548961	0.29673590504451	0.29673590504451	0	0	0.890207715133531	3.85756676557863	1.18694362017804	0	0	0	5.04451038575668	0	0	2.37388724035608	18.3976261127596	11.2759643916914	0	1.18694362017804	0.890207715133531	8.6053412462908	0	0	0	0	2.9673590504451	0	0	0	0	1.18694362017804
1662	1718	"Mayflower Lake"	45.30278	-66.07083	349	"AWI"	349	11218	11934	11531	0	0	0	0	0	0.668896321070234	1.33779264214047	21.4046822742475	0	0	0	0	0	0	8.69565217391304	3.67892976588629	0	1.00334448160535	0	0	0	3.01003344481605	0	0	0	0	7.69230769230769	0	0	0	26.0869565217391	17.056856187291	0	0.668896321070234	0.334448160535117	4.68227424749164	0	0	0	0	2.0066889632107	0	0	0	1.00334448160535	0.668896321070234
1662	1718	"Mayflower Lake"	45.30278	-66.07083	350	"AWI"	350	11272	12010	11596	0	0	5.82750582750583	0.233100233100233	0	0.233100233100233	0	20.5128205128205	0	0.233100233100233	0	0	0.233100233100233	0	11.6550116550117	3.72960372960373	0	0	0.233100233100233	0	1.86480186480186	6.06060606060606	1.63170163170163	0	0.233100233100233	0	4.66200466200466	0	0	0.233100233100233	18.8811188811189	13.2867132867133	0	0.932400932400932	0.233100233100233	4.66200466200466	0	0	0	0	2.33100233100233	0	0	0	0.932400932400932	1.16550116550117
1662	1718	"Mayflower Lake"	45.30278	-66.07083	351	"AWI"	351	11309	12106	11661	0	0	0	0	0	0.29940119760479	0	20.059880239521	0.29940119760479	0.29940119760479	0	0.29940119760479	0	0	10.1796407185629	3.89221556886228	0	0.898203592814371	0	0	0.598802395209581	7.48502994011976	2.09580838323353	0	0	0	5.68862275449102	0	0.29940119760479	0.29940119760479	9.58083832335329	24.5508982035928	0	2.39520958083832	0.29940119760479	4.19161676646707	0	0	0	0	4.49101796407186	0	0	0	0.598802395209581	1.19760479041916
1662	1718	"Mayflower Lake"	45.30278	-66.07083	353	"AWI"	353	11363	12358	11787	0	0	8.27814569536424	0	0	1.32450331125828	0	27.8145695364238	0	0	0	0	0	0	0	22.8476821192053	0	0	0	0	0.33112582781457	5.96026490066225	2.98013245033113	0	0	0	6.29139072847682	0	0	0.33112582781457	0	15.5629139072848	0	1.32450331125828	0	1.65562913907285	0	0	0	0	4.63576158940397	0	0	0	0	0.662251655629139
1662	1718	"Mayflower Lake"	45.30278	-66.07083	354	"AWI"	354	11444	12403	11852	0.337837837837838	0	11.1486486486486	0.337837837837838	0	1.35135135135135	0	14.1891891891892	0	0	0	0	0	0	0.337837837837838	26.0135135135135	0	0.337837837837838	0	0	0	4.05405405405405	0	0	0	0	0.675675675675676	0	0	0.675675675675676	10.472972972973	23.3108108108108	0	1.01351351351351	0	1.68918918918919	0	0	0	0	3.04054054054054	0	0	0	0.337837837837838	0.675675675675676
1662	1718	"Mayflower Lake"	45.30278	-66.07083	355	"AWI"	355	11513	12459	11915	0	0	10.2941176470588	0.294117647058824	0	1.17647058823529	1.17647058823529	15.5882352941176	0	0	0	0	0	0	0.294117647058824	23.8235294117647	0	0	0	0	0	7.05882352941176	0	0	0	0	0.882352941176471	0	0	0.588235294117647	7.05882352941176	22.0588235294118	0	2.35294117647059	0	0.882352941176471	0	0	0	0.294117647058824	4.11764705882353	0	0.588235294117647	0	0.588235294117647	0.882352941176471
1662	1718	"Mayflower Lake"	45.30278	-66.07083	357	"AWI"	357	11587	12609	12047	0	0	0	0	0	0.823045267489712	0	16.4609053497942	0	0	0	0	0	0	2.05761316872428	33.7448559670782	0	0	0	0	0.411522633744856	8.23045267489712	0	0	0	0	0.411522633744856	0	0	0	9.46502057613169	21.8106995884774	0	0.411522633744856	0	0.823045267489712	0	0	0	0	4.11522633744856	0	0	0	0.411522633744856	0.823045267489712
1662	1718	"Mayflower Lake"	45.30278	-66.07083	359	"AWI"	359	11719	12737	12155	0	0	0	0	0	1.04895104895105	0	6.99300699300699	0	0	0.34965034965035	0.34965034965035	0	0	0.34965034965035	31.8181818181818	0.34965034965035	0.699300699300699	0	0	0	7.69230769230769	0	0	0	0	1.74825174825175	0	0	0.699300699300699	13.2867132867133	27.2727272727273	0	2.0979020979021	0.34965034965035	0.699300699300699	0	0	0	0.34965034965035	3.14685314685315	0	0	0	0.34965034965035	0.34965034965035
1662	1718	"Mayflower Lake"	45.30278	-66.07083	361	"AWI"	361	11872	12796	12249	0	0	10.2167182662539	0.309597523219814	0	0.928792569659443	2.47678018575851	8.35913312693498	0	0	0.619195046439629	0	0	0.309597523219814	2.1671826625387	16.71826625387	0.309597523219814	0	0	0	0.309597523219814	4.3343653250774	0	0	0	0	1.54798761609907	0	0	0.619195046439629	11.1455108359133	33.1269349845201	0	2.1671826625387	0.619195046439629	0.619195046439629	0	0	0	0	2.47678018575851	0	0	0	0.309597523219814	0.309597523219814
1662	1718	"Mayflower Lake"	45.30278	-66.07083	362	"AWI"	362	11934	12850	12301	0.325732899022801	0	7.16612377850163	0	0	0.977198697068404	2.28013029315961	10.4234527687296	0	0	0	0	0	0	0.977198697068404	17.9153094462541	0	0	0	0	0	4.56026058631922	0	0	0	0	1.95439739413681	0	0	0.325732899022801	16.6123778501629	25.7328990228013	0	5.21172638436482	0.651465798045603	1.30293159609121	0	0	0	0	2.93159609120521	0	0.325732899022801	0	0.325732899022801	0
