"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Boraginaceae"	"Brassicaceae"	"Cactaceae"	"Calyceraceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celtis"	"Cyperaceae"	"Ephedraceae"	"Euphorbiaceae"	"Fabaceae"	"Gentianaceae"	"Isoëtes"	"Juglans"	"Liliaceae"	"Malvaceae"	"Myrtaceae"	"Nothofagus"	"Onagraceae"	"Plantaginaceae"	"Poaceae"	"Podocarpus"	"Polygonaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Schinus"	"Solanaceae"	"Thalictrum"	"Verbenaceae"
15	15	"Aguilar"	-23.83333	-65.75	0	"AWI"	0	-143	24	-55	0.903614457831325	0	0	0	8.13253012048193	0.602409638554217	0.602409638554217	0.301204819277108	0	0	0	0.301204819277108	12.6506024096386	0.301204819277108	0	0	0	0	0.602409638554217	0	0	0.301204819277108	0	0.301204819277108	62.0481927710843	10.8433734939759	0	0	0	0	0	0	1.80722891566265	0.301204819277108	0
15	15	"Aguilar"	-23.83333	-65.75	20	"AWI"	20	1	690	240	0	4.58515283842795	0	0.655021834061135	14.8471615720524	0.218340611353712	0.873362445414847	0.218340611353712	0.873362445414847	0	0.436681222707424	0	44.3231441048035	1.09170305676856	0	0	0	0	0	0	0	0.218340611353712	0.436681222707424	0	0.873362445414847	26.4192139737991	0.436681222707424	0.873362445414847	0.218340611353712	1.31004366812227	0.436681222707424	0.655021834061135	0	0	0
15	15	"Aguilar"	-23.83333	-65.75	30	"AWI"	30	90	882	404	0	0	0.628930817610063	0	7.12788259958071	0	0.419287211740042	0	0	0	0	0	47.3794549266247	0.628930817610063	0	0	0	0	0	0	0	0	0.209643605870021	0	1.46750524109015	42.1383647798742	0	0	0	0	0	0	0	0	0
15	15	"Aguilar"	-23.83333	-65.75	50	"AWI"	50	312	1270	724	0.251889168765743	0	0	0	0	0	0	0	0	0	0	0	55.6675062972292	0.755667506297229	0	0	1.51133501259446	0	0	0	0	0	0	0	0.755667506297229	39.5465994962217	0.251889168765743	0.251889168765743	0	0	0	0.503778337531486	0	0.503778337531486	0
15	15	"Aguilar"	-23.83333	-65.75	68	"AWI"	68	548	1559	1019	0.223214285714286	2.23214285714286	1.11607142857143	0.446428571428571	0	0	0.446428571428571	0	0	0	0	0	57.1428571428571	0.446428571428571	0	0	1.5625	0.446428571428571	0	0	0	0	0	0	0.669642857142857	34.8214285714286	0.223214285714286	0	0	0	0	0	0	0.223214285714286	0
15	15	"Aguilar"	-23.83333	-65.75	100	"AWI"	100	1039	2045	1540	0.9375	2.5	0	0.3125	0	0	0	0	0.3125	0.3125	0	0	28.125	0.625	0	0	0	0	0	0.3125	0	0	0	0	0.3125	64.0625	0.3125	1.25	0	0	0	0	0	0.3125	0.3125
15	15	"Aguilar"	-23.83333	-65.75	114	"AWI"	114	1320	2241	1758	0.257731958762887	1.03092783505155	0	0	4.38144329896907	0	0.77319587628866	0	0	0	0	0	24.2268041237113	1.03092783505155	0	0	0	0	0.257731958762887	0	0	0	0	0	1.54639175257732	65.979381443299	0.257731958762887	0	0	0	0	0.257731958762887	0	0	0
15	15	"Aguilar"	-23.83333	-65.75	140	"AWI"	140	1894	2668	2138	0	2.39520958083832	0	0	0	0	0.199600798403194	0.199600798403194	0	0	0.399201596806387	0	57.2854291417166	0.998003992015968	1.39720558882236	0.199600798403194	0	0	0	0.199600798403194	0.199600798403194	0	0	0	1.39720558882236	34.3313373253493	0	0.399201596806387	0.399201596806387	0	0	0	0	0	0
15	15	"Aguilar"	-23.83333	-65.75	160	"AWI"	160	2248	3782	2829	0	1.69491525423729	0	0.282485875706215	0	0	0	0.282485875706215	0	0	0	0	35.5932203389831	0.847457627118644	1.41242937853107	0	0	0	0	0	0	0	0	0	0.847457627118644	58.1920903954802	0	0	0.282485875706215	0	0	0	0	0.564971751412429	0
15	15	"Aguilar"	-23.83333	-65.75	180	"AWI"	180	2724	4646	3559	0	0	0	0	0	0	0	0	0	0	0	0	62.9230769230769	0.153846153846154	0.307692307692308	0.153846153846154	0	0	0	0	0	0	0.153846153846154	0	2	34.1538461538462	0.153846153846154	0	0	0	0	0	0	0	0
