"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Larix"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"
1648	1704	"M Lake"	68.26667	-133.46667	0	"AWI"	0	-116	51	-30	0	40.8895265423242	0	0	0	0	20.0860832137733	0	0	0.860832137733142	3.44332855093257	0	0.143472022955524	0	0.143472022955524	0.143472022955524	0	29.8421807747489	0.286944045911047	0	1.86513629842181	0.143472022955524	0	0	0	2.15208034433286	0	0
1648	1704	"M Lake"	68.26667	-133.46667	10	"AWI"	10	-32	793	203	0	51.2605042016807	0	0	0.168067226890756	0	22.8571428571429	0	0	2.01680672268908	3.69747899159664	0	0	0	0.336134453781513	0	0	15.9663865546218	0.168067226890756	0	0.672268907563025	1.51260504201681	0	0	0.168067226890756	1.17647058823529	0	0
1648	1704	"M Lake"	68.26667	-133.46667	15	"AWI"	15	53	959	364	0	43.7652811735941	0	0	0.244498777506112	0	25.4278728606357	0	0	1.22249388753056	3.42298288508557	0	0	0	0.488997555012225	0	0	21.0268948655257	0	0	0.488997555012225	1.46699266503667	0	0	0.488997555012225	1.9559902200489	0	0
1648	1704	"M Lake"	68.26667	-133.46667	20	"AWI"	20	97	1235	506	0	48.3098591549296	0	0	0.140845070422535	0	25.3521126760563	0	0	1.40845070422535	4.22535211267606	0.140845070422535	0	0	0.28169014084507	0	0	17.1830985915493	0	0.140845070422535	0.704225352112676	0.422535211267606	0	0	0	1.69014084507042	0	0
1648	1704	"M Lake"	68.26667	-133.46667	25	"AWI"	25	200	1378	658	0	51.36	0	0	0.16	0	25.28	0	0	0.32	3.84	0	0	0	0	0	0	14.08	0	0.16	1.12	0.96	0	0	0.32	2.4	0	0
1648	1704	"M Lake"	68.26667	-133.46667	30	"AWI"	30	267	1615	807	0	51.7543859649123	0	0	0.657894736842105	0	22.3684210526316	0	0	1.31578947368421	3.7280701754386	0.219298245614035	0.43859649122807	0	0	0	0	16.4473684210526	0	0	0.43859649122807	0	0	0	0	2.63157894736842	0	0
1648	1704	"M Lake"	68.26667	-133.46667	35	"AWI"	35	385	1735	955	0	57.4614065180103	0	0	0	0	19.7255574614065	0	0.171526586620926	0.857632933104631	0	0	0	1.54373927958834	0	0	1.71526586620926	16.8096054888508	0.343053173241852	0	0	0	0	0	0.343053173241852	1.02915951972556	0	0
1648	1704	"M Lake"	68.26667	-133.46667	37	"AWI"	37	417	1795	1011	0	39.4736842105263	0	0	0	0	20.7602339181287	0	0.292397660818713	2.04678362573099	0	0	0	0.87719298245614	0.292397660818713	0.292397660818713	4.67836257309941	28.9473684210526	0.292397660818713	0	0	0	0	0	0	2.04678362573099	0	0
1648	1704	"M Lake"	68.26667	-133.46667	40	"AWI"	40	453	1897	1091	0	48.2490272373541	0	0	0.259403372243839	0	23.4760051880674	0	0	1.2970168612192	1.81582360570687	0	0	0	0	0	0	21.011673151751	0.12970168612192	0.12970168612192	1.03761348897536	0.259403372243839	0	0	0	2.33463035019455	0	0
1648	1704	"M Lake"	68.26667	-133.46667	42	"AWI"	42	522	1941	1152	0.134408602150538	47.5806451612903	0	0	0.268817204301075	0	20.8333333333333	0	0	1.20967741935484	2.95698924731183	0.134408602150538	0	0	0.134408602150538	0.134408602150538	0	22.5806451612903	0.403225806451613	0.403225806451613	2.1505376344086	0	0	0	0	1.0752688172043	0	0
1648	1704	"M Lake"	68.26667	-133.46667	45	"AWI"	45	608	2031	1248	0	48.6910994764398	0	0	0.174520069808028	0	25.4799301919721	0	0	1.57068062827225	2.09424083769634	0	0	0	0	0	0	20.7678883071553	0.174520069808028	0	0.174520069808028	0.174520069808028	0	0	0	0.698080279232112	0	0
1648	1704	"M Lake"	68.26667	-133.46667	47	"AWI"	47	652	2083	1308	0	49.1338582677165	0	0	3.77952755905512	0	23.1496062992126	0	0	0.78740157480315	0.94488188976378	0	0	0	0	0	0	19.6850393700787	0.31496062992126	0.15748031496063	0	0.15748031496063	0	0	0	1.88976377952756	0	0
1648	1704	"M Lake"	68.26667	-133.46667	50	"AWI"	50	702	2195	1404	0	51.6290726817043	0	0	0.50125313283208	0	24.0601503759398	0	0	0.25062656641604	3.00751879699248	0.25062656641604	0.75187969924812	0	0	0	0	14.2857142857143	0	0.50125313283208	2.00501253132832	0.75187969924812	0	0	0	2.00501253132832	0	0
1648	1704	"M Lake"	68.26667	-133.46667	52	"AWI"	52	771	2237	1463	0	44.9419568822554	0	0	0.66334991708126	0.33167495854063	25.0414593698176	0	0	0.497512437810945	2.32172470978441	0.165837479270315	0	0	0	0.165837479270315	0	22.2222222222222	0.165837479270315	0	1.16086235489221	0	0	0	0.165837479270315	2.1558872305141	0	0
1648	1704	"M Lake"	68.26667	-133.46667	55	"AWI"	55	854	2303	1548	0	55.2584670231729	0	0	0.17825311942959	0	21.74688057041	0	0	1.24777183600713	4.27807486631016	0	0	0	0	0	0	13.903743315508	0	0	0.89126559714795	0.53475935828877	0	0	0.35650623885918	1.60427807486631	0	0
