"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Ilex"	"Isoëtes"	"Juniperus"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tofieldiaceae"	"Ulmus"	"Viburnum"
1413	1450	"Kennys Pond"	47.59028	-52.71389	95	"AWI"	95	1297	2837	2023	14.4230769230769	0	1.92307692307692	0	0	45.8333333333333	0	0	0	0	0	0	0.32051282051282	0.961538461538462	0	0	2.56410256410256	0	8.97435897435897	0	21.7948717948718	1.6025641025641	0.32051282051282	0	0	0.32051282051282	0.961538461538462	0	0	0	0	0	0	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	100	"AWI"	100	1375	2971	2134	10.752688172043	0	3.2258064516129	0.268817204301075	0	47.5806451612903	0	0	0	0	0	0	0.268817204301075	2.41935483870968	0.268817204301075	0.806451612903226	1.61290322580645	0.268817204301075	5.64516129032258	0	24.1935483870968	1.88172043010753	0.268817204301075	0	0	0	0.268817204301075	0	0	0	0	0	0.268817204301075	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	103	"AWI"	103	1456	3022	2201	12.9337539432177	0	0.630914826498423	0	0	48.8958990536278	0	0	0	0	0	0	1.26182965299685	0.315457413249211	0	0	1.57728706624606	0	5.36277602523659	0	25.8675078864353	1.89274447949527	0.315457413249211	0	0	0.315457413249211	0.315457413249211	0	0	0	0	0.315457413249211	0	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	110	"AWI"	110	1581	3208	2358	15.7894736842105	0	1.16959064327485	0	0	44.7368421052632	0	0	0	0	0	1.16959064327485	0	1.16959064327485	0	0.292397660818713	2.04678362573099	0.584795321637427	3.21637426900585	0.292397660818713	26.0233918128655	2.33918128654971	0	0	0	0.292397660818713	0.87719298245614	0	0	0	0	0	0	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	120	"AWI"	120	1789	3392	2578	12.7536231884058	0	1.73913043478261	0	0	38.5507246376812	0.289855072463768	0	0	0	0	0	0	1.15942028985507	0	0	4.63768115942029	0	16.5217391304348	0	21.4492753623188	2.31884057971015	0	0	0	0	0.579710144927536	0	0	0	0	0	0	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	130	"AWI"	130	2010	3587	2811	12.7139364303178	0	3.17848410757946	0	0	44.2542787286064	0	0	0	0	0	0	0	0.488997555012225	0.488997555012225	0	2.68948655256724	0	13.6919315403423	0.97799511002445	16.8704156479218	3.42298288508557	0	0	0	0	0.488997555012225	0	0	0	0	0	0	0	0.733496332518337	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	140	"AWI"	140	2243	3763	3026	16.6240409207161	0	1.0230179028133	0	0	44.2455242966752	0	0	0	0	0	0	0.767263427109974	1.0230179028133	0	0.255754475703325	4.0920716112532	0.255754475703325	3.83631713554987	0.255754475703325	23.0179028132992	2.0460358056266	0	0.255754475703325	0	0	1.0230179028133	0	0	0	0	1.0230179028133	0	0	0.255754475703325	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	150	"AWI"	150	2491	3988	3253	13.7535816618911	0	2.86532951289398	0	0	49.2836676217765	0	0	0	0	0	0	0	0.573065902578797	0	0	2.00573065902579	0	6.30372492836676	0	19.7707736389685	4.29799426934097	0.286532951289398	0	0	0	0.859598853868195	0	0	0	0	0	0	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	160	"AWI"	160	2750	4173	3474	14.9253731343284	0	2.6865671641791	0.597014925373134	0	32.5373134328358	0	0	0	0	0	0	0.895522388059702	1.7910447761194	0	0	1.19402985074627	0	3.88059701492537	0	37.0149253731343	2.6865671641791	0.298507462686567	0	0.298507462686567	0	0.895522388059702	0	0	0	0	0.298507462686567	0	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	170	"AWI"	170	3004	4369	3692	10.1492537313433	0	1.49253731343284	0	0	45.3731343283582	0	0	0	0	0	0	0.298507462686567	0.895522388059702	0.298507462686567	0	4.47761194029851	0	4.47761194029851	0	27.4626865671642	4.17910447761194	0.298507462686567	0	0	0.298507462686567	0	0	0	0	0	0	0	0	0.298507462686567	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	175	"AWI"	175	3183	4448	3796	10.0574712643678	0	4.59770114942529	0.28735632183908	0	40.8045977011494	0	0	0	0	0	0	0.28735632183908	0.574712643678161	0	0	5.74712643678161	0	4.02298850574713	0	27.0114942528736	4.59770114942529	0	0	0.28735632183908	0	0.862068965517241	0	0	0	0	0.574712643678161	0.28735632183908	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	180	"AWI"	180	3303	4544	3903	6.26349892008639	0	10.7991360691145	0	0	32.829373650108	0	0	0	0	0.431965442764579	0	1.29589632829374	1.07991360691145	0	0	5.39956803455724	0	6.26349892008639	0	28.7257019438445	4.75161987041037	0.215982721382289	0	0	0.215982721382289	0.647948164146868	0	0	0	0	0.431965442764579	0.215982721382289	0	0	0.431965442764579
1413	1450	"Kennys Pond"	47.59028	-52.71389	185	"AWI"	185	3528	4611	4004	3.45911949685535	0	14.937106918239	0.314465408805031	0	35.5345911949685	0	0	0	0.314465408805031	0	1.10062893081761	0.786163522012579	0.471698113207547	0	0	7.07547169811321	0.157232704402516	5.9748427672956	0	24.5283018867925	2.83018867924528	0.314465408805031	1.10062893081761	0.157232704402516	0	0.471698113207547	0	0	0	0	0.471698113207547	0	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	190	"AWI"	190	3659	4710	4115	4.12371134020619	0	10.8247422680412	0	0	31.701030927835	0	0	0	0	0	0	0.257731958762887	1.28865979381443	0	0.257731958762887	13.4020618556701	0	4.12371134020619	0	31.9587628865979	2.06185567010309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	195	"AWI"	195	3982	4837	4286	6.94444444444444	0.277777777777778	12.5	0	0	25	0	0	0	0	0	0	0	1.66666666666667	0	0.555555555555556	10.2777777777778	0	10	0	28.8888888888889	1.38888888888889	0	0.277777777777778	0	0.277777777777778	0.833333333333333	0	0	0.833333333333333	0	0.277777777777778	0	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	200	"AWI"	200	4087	5167	4462	11.7333333333333	0	3.46666666666667	0.266666666666667	0	25.8666666666667	0.533333333333333	0	0	0	0	0	0.266666666666667	1.06666666666667	0	0.533333333333333	5.33333333333333	0	2.4	0	40	6.4	0	0	0	0.266666666666667	0.8	0	0	0	0	0	0.533333333333333	0.266666666666667	0.266666666666667	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	205	"AWI"	205	4319	5522	4849	7.26744186046512	0.290697674418605	3.77906976744186	0	0	38.6627906976744	0	0	0	0	0	0	0.290697674418605	0.290697674418605	0	0	8.13953488372093	0	5.23255813953488	0	29.6511627906977	2.32558139534884	0.290697674418605	0	0	0.290697674418605	1.74418604651163	0	0	0	0	1.45348837209302	0	0	0.290697674418605	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	210	"AWI"	210	4427	6167	5210	2.76923076923077	0	1.53846153846154	0	0	52.6153846153846	0	0	0	0	0.307692307692308	0	0	0.923076923076923	0.307692307692308	0	5.84615384615385	0	6.15384615384615	0	27.0769230769231	1.23076923076923	0.307692307692308	0	0	0	0.307692307692308	0.307692307692308	0.307692307692308	0	0	0	0	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	220	"AWI"	220	5061	6652	6050	3.37078651685393	0	2.24719101123596	0	0	66.8539325842697	0	0	0	0	0	0	0.561797752808989	0.561797752808989	0	0	0	1.68539325842697	0	0	22.1910112359551	0.280898876404494	0.280898876404494	0	0.280898876404494	0	0.842696629213483	0	0	0	0	0.842696629213483	0	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	230	"AWI"	230	6377	7061	6705	1.91082802547771	0	0.955414012738854	0	0	73.5668789808917	0	0	0	0	0	0	0.318471337579618	0	0	0	0.318471337579618	0	5.4140127388535	0	12.7388535031847	4.14012738853503	0.318471337579618	0	0	0	0.318471337579618	0	0	0	0	0	0	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	240	"AWI"	240	6588	7955	7101	5.28735632183908	0.459770114942529	0.689655172413793	0.229885057471264	0	66.8965517241379	0	0	0	0	0	0	0.229885057471264	0.459770114942529	0	0	0	0.229885057471264	4.13793103448276	0	19.0804597701149	0.689655172413793	0.459770114942529	0	0	0.229885057471264	0	0	0	0.229885057471264	0	0.689655172413793	0	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	250	"AWI"	250	6872	8479	7555	4.20792079207921	0	0.99009900990099	0	0	64.3564356435644	0	0	0	0	0	0	0	0	0	0	0	0	4.7029702970297	0	23.7623762376238	1.48514851485149	0	0	0.247524752475248	0	0	0	0	0	0	0	0	0	0.247524752475248	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	260	"AWI"	260	7174	8921	8018	4.45682451253482	0	2.50696378830084	0	0	54.3175487465181	0	0	0	0	0	0.278551532033426	2.78551532033426	0.278551532033426	0	0	0	0.557103064066852	3.34261838440111	0	29.2479108635098	0	0	0.278551532033426	0	0.557103064066852	0.557103064066852	0	0	0	0	0.278551532033426	0	0.557103064066852	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	270	"AWI"	270	7565	9255	8477	5.67901234567901	0	3.20987654320988	0	0	60.9876543209877	0	0	0	0	0	0	0.246913580246914	0	0	0	0	0.987654320987654	11.6049382716049	0	14.0740740740741	2.71604938271605	0	0	0.246913580246914	0	0	0	0	0	0	0	0	0	0.246913580246914	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	280	"AWI"	280	8050	9567	8929	7.09090909090909	0	3.27272727272727	0	0	53.8181818181818	0	0	0.181818181818182	0	0	0	0.909090909090909	1.63636363636364	0	0	0	2.72727272727273	11.6363636363636	0	13.2727272727273	2.90909090909091	0.363636363636364	0.363636363636364	0	0.181818181818182	0.363636363636364	0	0	0	0	0	0.909090909090909	0	0.363636363636364	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	290	"AWI"	290	8730	9858	9364	1.02564102564103	0.256410256410256	1.28205128205128	0	0	64.1025641025641	0	0	0	0	0	0	0.256410256410256	0.256410256410256	0	0	0.256410256410256	1.02564102564103	7.17948717948718	0	19.7435897435897	2.56410256410256	0.512820512820513	0	0.769230769230769	0	0	0	0	0.256410256410256	0	0	0.512820512820513	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	295	"AWI"	295	9190	10040	9556	0.900900900900901	0	1.2012012012012	0	0	42.9429429429429	0	0	0	0	0	0	0.600600600600601	0.600600600600601	0	0	0	2.1021021021021	14.4144144144144	0	33.9339339339339	1.8018018018018	0	0	0.3003003003003	0	0	0	0	0.3003003003003	0	0	0.900900900900901	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	297.5	"AWI"	297.5	9298	10182	9678	1.14678899082569	0	0.917431192660551	0	0	45.4128440366972	0	0	0	0	0	0	0.458715596330275	1.8348623853211	0	0	0	5.96330275229358	30.7339449541284	0	9.63302752293578	1.60550458715596	0.917431192660551	0	0	0	0.229357798165138	0	0	0	0	0	1.14678899082569	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	299	"AWI"	299	9340	10316	9744	0.318471337579618	0	1.59235668789809	0	0	47.1337579617834	0	0	0	0	0	0	2.22929936305732	2.22929936305732	0	0	0.318471337579618	0	34.3949044585987	0	1.59235668789809	6.36942675159236	2.22929936305732	0	0	0	0	0	0	0.636942675159236	0	0	0.636942675159236	0	0.318471337579618	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	302	"AWI"	302	9441	10547	9893	0	0	0	2.04081632653061	0	6.12244897959184	1.02040816326531	0	1.02040816326531	0	0	0	24.4897959183673	1.02040816326531	0	0	0	0	3.06122448979592	0	33.6734693877551	20.4081632653061	6.12244897959184	0	0	0	1.02040816326531	0	0	0	0	0	0	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	304.5	"AWI"	304.5	9518	10788.5	10018	0	0	0	2.54237288135593	0	5.08474576271187	1.69491525423729	0	0	0	0	0	16.1016949152542	7.6271186440678	0	0.847457627118644	0	0	4.23728813559322	0	22.8813559322034	22.0338983050847	2.54237288135593	0	0	0	1.69491525423729	0	0.847457627118644	11.864406779661	0	0	0	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	308	"AWI"	308	9580	11247	10178	0	0	0	4.04040404040404	0	37.3737373737374	0	0	0	0	0	0	8.08080808080808	5.05050505050505	0	0	0	0	13.1313131313131	0	11.1111111111111	4.04040404040404	14.1414141414141	0	0	0	2.02020202020202	0	0	1.01010101010101	0	0	0	0	0	0
