"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Ilex"	"Isoëtes"	"Juniperus"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tofieldiaceae"	"Ulmus"	"Viburnum"
1413	1450	"Kennys Pond"	47.59028	-52.71389	0	"AWI"	0	-122	39	-38	11.304347826087	0	4.63768115942029	0	0	4.92753623188406	0	0	0	0	0	0	0.869565217391304	1.15942028985507	0	0	13.9130434782609	0.579710144927536	6.3768115942029	0	7.82608695652174	0.579710144927536	33.3333333333333	10.7246376811594	0	0.289855072463768	0	0.289855072463768	2.60869565217391	0	0.289855072463768	0	0.289855072463768	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	5	"AWI"	5	-74	304	52	6.25	0	4.34782608695652	0	0	6.79347826086956	0.543478260869565	0	1.90217391304348	0	0	0	0.815217391304348	1.90217391304348	0	0	14.945652173913	0.543478260869565	3.80434782608696	0	16.8478260869565	1.35869565217391	34.2391304347826	0	0	0.271739130434783	1.35869565217391	0	3.26086956521739	0	0.543478260869565	0	0	0	0.271739130434783	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	10	"AWI"	10	-54	629	137	10.025706940874	0	3.8560411311054	0	0	7.7120822622108	0	0	0	0	0	0	4.37017994858612	0.77120822622108	0	1.02827763496144	15.9383033419023	0.51413881748072	6.68380462724936	0	8.48329048843188	3.34190231362468	27.2493573264781	4.62724935732648	0	0	0.51413881748072	0	4.37017994858612	0	0	0.51413881748072	0	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	20	"AWI"	20	47	968	356	9.87341772151899	0	4.30379746835443	0	0	7.08860759493671	0.759493670886076	0	0	0	0	0	2.78481012658228	1.51898734177215	0	0	16.9620253164557	0.506329113924051	6.58227848101266	0	11.3924050632911	0.759493670886076	32.9113924050633	0	0.253164556962025	0	0.506329113924051	0	3.79746835443038	0	0	0	0	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	30	"AWI"	30	166	1265	577	5.08982035928144	0	7.18562874251497	0	0	6.58682634730539	0.29940119760479	0	0	0	0	0	2.69461077844311	2.39520958083832	0	0	13.4730538922156	0.29940119760479	6.88622754491018	0	5.98802395209581	1.19760479041916	37.4251497005988	3.89221556886228	0	0	0.29940119760479	0	5.08982035928144	0.29940119760479	0	0.29940119760479	0.29940119760479	0	0.29940119760479	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	40	"AWI"	40	296	1555	797	9.63855421686747	0	4.81927710843374	0	0	3.01204819277108	0.602409638554217	0	0	0	0	0	3.6144578313253	0.602409638554217	0	0	30.7228915662651	2.40963855421687	3.6144578313253	0	21.6867469879518	0.602409638554217	14.4578313253012	0	0	0	0	0	4.21686746987952	0	0	0	0	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	50	"AWI"	50	443	1801	1013	3.61663652802893	0	7.05244122965642	0	0	9.94575045207957	0	0	0	0	0	0	1.62748643761302	1.26582278481013	0	0	46.1121157323689	0.180831826401447	5.60578661844485	0	9.94575045207957	0	11.5732368896926	0	0	0.180831826401447	0.180831826401447	0.180831826401447	2.16998191681736	0	0	0	0	0	0	0.361663652802893
1413	1450	"Kennys Pond"	47.59028	-52.71389	55	"AWI"	55	553	1907	1120	4.63414634146341	0	4.39024390243902	0	0	6.82926829268293	0.48780487804878	0	0	0	0	0	0.48780487804878	1.70731707317073	0	0	25.609756097561	0.975609756097561	6.09756097560976	0	16.3414634146341	1.46341463414634	25.3658536585366	0	0	0	0.48780487804878	0	4.8780487804878	0.24390243902439	0	0	0	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	60	"AWI"	60	616	2048	1230	8.82352941176471	0	4.90196078431373	0	0	19.6078431372549	0.490196078431373	0	0	0	0	0	0.490196078431373	2.94117647058824	0	0	26.9607843137255	0	8.82352941176471	0	16.1764705882353	0.490196078431373	5.3921568627451	0	0	0.490196078431373	1.96078431372549	0	1.47058823529412	0.490196078431373	0	0	0	0	0.490196078431373	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	70	"AWI"	70	782	2273	1459	7.75	0	11.75	0	0	20	0	0.25	0	0	0	0	0.75	2.75	0	0	21.75	0.5	6	0	20.75	1.5	2.5	0	0	0.5	0.5	0	2	0.25	0	0	0.5	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	80	"AWI"	80	978	2491	1678	10.8262108262108	0	9.4017094017094	0	0	25.3561253561254	0	0	0	0.284900284900285	0.284900284900285	0	0.56980056980057	2.27920227920228	0	0.56980056980057	13.3903133903134	0	6.83760683760684	0	25.6410256410256	1.13960113960114	0.854700854700855	0	0	0.56980056980057	0.854700854700855	0	1.13960113960114	0	0	0	0	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	85	"AWI"	85	1087	2599	1795	15.7894736842105	0	3.07017543859649	0	0	40.0584795321637	0	0	0	0.146198830409357	0.292397660818713	0.146198830409357	0.43859649122807	0.584795321637427	0	0	5.99415204678363	0.43859649122807	4.82456140350877	0	22.953216374269	3.21637426900585	0.292397660818713	0	0.730994152046784	0.146198830409357	0.146198830409357	0	0	0.292397660818713	0	0.292397660818713	0.146198830409357	0	0	0
1413	1450	"Kennys Pond"	47.59028	-52.71389	90	"AWI"	90	1168	2739	1908	15.4302670623145	0	3.26409495548961	0.29673590504451	0	43.9169139465875	0	0	0	0	0	0	0	1.18694362017804	0	0	5.34124629080119	0	4.15430267062314	0	21.0682492581602	3.26409495548961	0.890207715133531	0	0	0	0.890207715133531	0	0	0	0	0	0.29673590504451	0	0	0
