"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Ceanothus"	"Celastraceae"	"Celtis"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypoxidaceae"	"Indeterminable"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Maclura"	"Melanthiaceae"	"Morus"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"	"Zanthoxylum"
824	850	"French Lake"	44.945278	-94.421536	700	"AWI"	700	222	560	410	0	0	0	0	0	3	32	0	0	24	0	0	0	10	0	0	2	0	0	4	35	0	0	0	1	0	1	9	0	0	4	0	0	20	0	1	0	0	0	0	0	40	3	43.5	0	4	0	0	0	0	292	0	0	1	0	0	5	0	0	2	15	0	20	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	710	"AWI"	710	315	595	463	0	0	0	0	0	0	34	0	0	29	0	0	0	17	0	0	0	0	2	10	45	0	0	0	0	0	0	5	0	0	2	0	0	10	0	2	0	0	1	0	0	54	2	52.5	0	1	0	1	0	0	199	0	0	1	0	0	6	0	2	3	20	0.5	23	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	720	"AWI"	720	368	636	518	0	0	0	0	0	0	26	0	0	11	0	0	0	5	0	0	0	0	0	3	35	1	0	0	0	0	0	0	0	0	8	0	0	10	0	0	0	0	2	0	0	52	3	36	0	0	0	0	0	0	175	0	0	1	0	0	7	0	0	2	22	1	20	0	1	0	0
824	850	"French Lake"	44.945278	-94.421536	740	"AWI"	740	500	888	659	0	0	0	0	0	0	35	0	0	19	0	0	0	9	0	0	0	1	0	7	38	0	0	0	0	0	0	6	0	0	6	0	5.5	16	0	0	1	0	0	0	0	28	3.5	50	0	2	0	0	0	0	194	0	0	1	0	0	5	0	0	1	18	0.5	15	0	1	0	0
824	850	"French Lake"	44.945278	-94.421536	760	"AWI"	760	590	1136	808	1	0	0	0	0	1	33	0	0	23	0	0	0	9	0	1	0	0	0	3	42	0	0	0	0	0	0	8	0	1	9	0	6	19	0	1	0	0	1	0	0	26	2.5	64	0	3	0	0	0	0	235	0	1	2	0	0	11	0	1	2	17	1.5	14	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	780	"AWI"	780	691	1341	968	0	0	0	0	0	1	30	0	1	27	1	0	0	2	0	1	0	0	2	5	47	0	0	0	0	0	0	14	0	0	5	0	0	11	0	0.5	0	0	3	0	0	72	0.5	48.5	0	6	0	1	0	0	200	2	0	1	0	0	12	0	1	3	12	1	18	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	790	"AWI"	790	737	1442	1050	0	0	0	0	0	1	35	0	0	24	0	0	0	2	0	0	0	0	0	6	40	0	0	0	0	0	0	13	0	0	4	1	0	13	0	0	0	1	4	0	0	66	2	55.5	0	6	0	0	0	0	270	0	0	0	0	0	19	0	1	2	7	1	15	0	0	3	0
824	850	"French Lake"	44.945278	-94.421536	800	"AWI"	800	800	1530	1127	0	0	0	0	0	0	41	0	0	20	0	0	0	1	0	0	0	0	0	3	49	0	0	0	0	0	0	6	0	0	10	0	0	5	0	0	0	0	1	0	0	29	0	31	0	5	0	0	0	0	225	0	0	0	0	0	14	0	0	0	10	0	13	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	810	"AWI"	810	848	1626	1209	0	0	12	0	0	0	40	0	0	20	0	0	0	2	0	0	1	0	0	1	87	0	0	0	0	0	0	13	0	0	9	0	0	19	0	0	0	0	1	0	0	51	0.5	55.5	0	3	0	0	0	0	244	0	0	1	0	1	6	0	0	0	12	0.5	16	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	820	"AWI"	820	915	1708	1290	2	0	0	0	0	1	47	0	0	26	0	0	0	2	0	0	0	0	1	1	84	0	0	0	0	0	2	0	0	0	7	0	0	17	0	2	0	0	5	0	0	52	0.5	72.5	0	2	0	1	0	0	200	0	0	2	0	0	25	0	0	4	5	1	17	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	830	"AWI"	830	972	1795	1368	0	0	0	0	0	2	28	0	0	21	0	0	0	0	0	0	0	0	2	5	61	0	0	0	0	0	0	17	0	0	5	0	0	16	0	0	0	2	4	0	0	29	2	45.5	1	2	0	0	0	5	258	0	1	2	0	3	18	0	2	1	6	0	16	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	840	"AWI"	840	1053	1866	1449	0	0	0	0	0	3	37	0	0	29	0	0	0	1	0	0	1	0	0	2	39	0	0	0	1	0	1	16	0	0	10	0	2	15	0	0	0	0	4	0	0	48	2.5	59.5	0	8	0	0	0	0	246	0	0	1	0	0	20	0	0	3	13	1	13	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	860	"AWI"	860	1206	2002	1611	0	0	21	0	0	0	38	0	0	26	0	0	0	1	0	0	1	0	1	4	64	0	0	0	0	0	0	9	0	0	6	0	0	19	2	0	1	0	2	0	0	31	3.5	65	0	1	0	0	0	0	293	0	0	1	0	0	28	0	0	1	13	0	15	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	880	"AWI"	880	1376	2151	1775	0	0	0	0	1	0	68	0	3	18	0	0	0	3	0	0	0	0	2	3	54	0	0	0	0	0	0	0	0	0	8	0	0	24	0	1	0	0	1	0	0	14	2	66.5	0	2	0	0	0	0	268	0	0	1	0	0	28	0	1	0	12	0	18	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	900	"AWI"	900	1546	2290	1939	0	0	0	0	0	1	54	0	0	7	0	0	0	2	0	0	0	0	0	1	54	0	0	0	1	0	0	16	0	0	8	0	0	16	0	0	1	0	1	0	0	13	2	49.5	0	4	0	0	0	0	248	0	0	2	0	2	29	0	2	0	18	0	14	0	0	0	1
824	850	"French Lake"	44.945278	-94.421536	920	"AWI"	920	1752	2432	2097	1	0	0	0	0	1	51	0	0	16	0	0	0	2	0	0	0	0	0	4	63	0	0	0	1	0	0	23	0	0	13	0	0	20	0	0	0	0	1	0	0	10	4	55	0	1	0	0	0	0	195	0	0	2	0	2	12	0	1	2	18	0	7	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	940	"AWI"	940	1973	2575	2251	0	0	0	0	0	1	41	0	0	15	0	0	0	0	0	0	0	1	0	3	51	0	0	0	0	0	0	12	0	0	6	0	4	10	0	0	0	0	0	0	0	15	2.5	58.5	0	2	0	0	0	0	200	0	0	2	0	0	22	0	1	2	21	0	12	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	950	"AWI"	950	2079	2638	2332	0	0	0	0	0	0	45	0	1	18	0	0	0	4	0	0	0	0	1	1	42	0	0	0	1	0	0	12	0	0	3	0	0	10	0	0	0	0	1	0	0	13	6	72.5	0	1	0	0	0	0	212	0	0	1	0	0	14	0	1	1	17	1	9	0	0	4	0
824	850	"French Lake"	44.945278	-94.421536	958	"AWI"	958	2131	2698	2385	0	0	18	0	0	2	69	0	1	18	0	0	0	0	0	0	0	0	1	3	57	0	0	1	0	0	0	18	0	0	6	0	0	13	0	0	0	0	1	0	0	10	1.5	63.5	0	4	0	0	0	12	156	0	0	1	0	0	30	0	1	1	17	0	14	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	980	"AWI"	980	2252	2871	2537	0	0	0	0	0	3	59	0	0	18	0	0	0	1	0	0	0	0	2	3	78	0	0	0	0	0	0	7	0	0	12	0	0	12	0	0	0	1	2	0	0	11	0	56	0	0	0	0	0	7	134	0	0	3	0	1	31	1	4	2	8	0	12	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	1000	"AWI"	1000	2356	3038	2674	0	0	13	0	0	1	63	0	1	25	0	0	0	1	0	0	0	0	2	2	83	0	0	0	0	0	0	24	0	0	10	0	2	15	0	0	0	0	1	0	0	7	2	60.5	0	2	0	0	0	0	122	0	0	5	0	4	28	0	1	2	16	0	12	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	1020	"AWI"	1020	2477	3192	2817	0	0	13	0	0	2	55	0	0	12	0	0	0	2	0	0	0	0	3	4	80	0	0	0	0	0	0	9	0	0	12	0	0	16	0	0.5	0	0	2	0	0	9	3.5	41	0	5	0	0	0	0	92	0	1	5	0	0	37	0	4	0	13	1	15	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	1040	"AWI"	1040	2597	3328	2959	0	5	0	0	0	0	67	0	0	19	0	0	0	1	0	0	0	0	0	3	75	0	0	0	0	0	0	0	0	0	10	0	0	17	0	0	1	0	1	0	0	6	2	65.5	0	4	0	0	0	0	68	0	0	2	0	0	19	0	2	3	7	0	15	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	1080	"AWI"	1080	2878	3579	3242	0	0	10	0	0	0	54	0	0	10	0	0	0	0	0	0	0	0	0	2	68	0	0	0	0	0	0	12	1	0	14	1	3	14	0	0	0	1	1	0	0	3	2	43	0	3	0	0	0	6	93	0	0	0	0	0	32	0	2	1	4.5	0	11	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	1120	"AWI"	1120	3190	3822	3527	0	0	0	0	0	1	73	0	0	18	0	0	0	1	0	0	0	0	1	0	66	0	0	0	0	0	1	15	0	0	9	0	5	12	0	0	0	0	3	0	0	10	0.5	65.5	0	3	0	0	0	0	120	0	0	1	0	0	8	0	1	1	8	0	17	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	1160	"AWI"	1160	3553	4081	3801	0	0	0	0	0	1	68	0	0	14	0	0	0	2	0	0	0	0	1	1	75	0	0	0	0	0	0	9	0	0	11	0	2	17	0	0	0	0	3	0	0	6	1.5	76	0	4	0	0	0	9	88	0	0	2	0	1	22	0	1	3	0	0	10	0	0	0	0
