"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Ceanothus"	"Celastraceae"	"Celtis"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypoxidaceae"	"Indeterminable"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Maclura"	"Melanthiaceae"	"Morus"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"	"Zanthoxylum"
824	850	"French Lake"	44.945278	-94.421536	610	"AWI"	610	-141	18	-57	0	0	0	0	0	0	9	0	0	9	0	0	0	16	0	0	0	0	0	3	22	0	0	0	0	0	0	8	0	0	18	0	0	8	0	0	0	0	3	0	0	23	0	22.5	1	0	0	0	0	0	119	0	1	0	0	3	10	0	0	0	8	0	41	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	620	"AWI"	620	-104	85	-15	0	8	0	0	0	0	23	0	0	18	0	0	0	19.5	0	0	0	0	1	8	28	0	0	0	0	0	0	19	0	0	9	0	4	10	0	1	2	0	2	0	0	27	2	32.5	2	4	0	0	0	0	155	0	1	1	0	0	13	0	0	0	13	0.5	41	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	630	"AWI"	630	-79	170	25	1	0	0	0	0	0	11	0	0	14	0	0	0	15	1	0	0	0	1	5	30	0	0	0	0	0	0	15	0	0	13	0	0	5	0	0	2	0	4	0	0	33	1.5	23.5	0	2	0	0	0	0	136	0	0	0	0	3	14	0	0	3	16	1	56	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	640	"AWI"	640	-38	206	75	0	0	0	0	0	0	19	0	0	13	0	0	0	17	0	0	0	0	0	6	13	0	0	0	0	0	0	17	0	0	5	0	12	10	0	1	0	0	1	0	0	37	0	30.5	0	1	0	0	0	0	176	0	0	1	0	1	13	0	0	3	21	0	39	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	650	"AWI"	650	-1	254	123	0	0	11	0	0	0	27	0	0	12	0	0	0	18	0	0	0	0	1	7	19	0	0	0	1	0	0	0	0	0	5	0	12	29	0	1	1	0	1	0	0	44	2.5	21	2	0	0	0	0	0	169	0	0	0	0	0	4	0	1	2	19	0	30	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	655	"AWI"	655	20	267	155	0	0	11	0	0	1	26	0	0	20	0	0	0	15	0	0	0	0	1	21	36	0	0	0	1	0	0	21	0	0	8	0	0	14	0	1.5	0	0	2	0	0	63	1.5	31.5	0	2	0	0	0	0	220	0	1	4	0	1	6	0	2	1	22.5	3	35	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	660	"AWI"	660	35	288	183	0	0	0	0	0	1	27	0	0	28	0	0	0	20	0	0	0	0	3	12	28	0	0	0	0	0	0	0	0	0	15	0	9	10	0	0	0	0	1	1	0	47	2.5	29.5	0	2	0	0	0	0	207	0	1	1	0	0	7	0	2	1	18	0	41	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	665	"AWI"	665	46	333	205	0	0	0	0	0	2	33	0	0	23	0	0	0	35.5	0	0	0	0	1	13	27	0	0	0	0	0	1	8	0	0	12	0	19	8	0	2	0	0	2	0	0	50	0.5	50	0	1	0	0	0	0	264	0	0	2	0	0	5	0	1	3	24	3	36	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	680	"AWI"	680	113	447	294	0	0	0	0	0	2	35	0	0	22	0	0	0	21	0	0	0	0	2	7	38	0	0	0	1	0	0	10	0	0	6	0	0	13	0	1	0	0	3	0	0	52	3	46.5	0	2	0	0	0	0	281	0	1	2	0	0	4	0	1	3	16	5.5	24	0	0	0	0
824	850	"French Lake"	44.945278	-94.421536	690	"AWI"	690	175	507	351	0	0	10	0	0	0	26	0	0	15	0	0	0	12	0	0	0	0	0	4	40	0	0	0	0	0	0	8	0	0	10	0	0	19	0	0	0	0	2	0	1	53	4.5	58.5	0	5	0	0	0	0	239	0	0	3	0	1	7	0	0	1	22.5	3	19	0	0	0	0
