"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Thalictrum"	"Tilia"	"Ulmus"
12	12	"Ageröds Mosse"	55.933292	13.425594	515	"AWI"	515	8665	9130	8905	0	111	0	0	1	0	0	213	0	0	0	0	0	450	1	0	0	0	0	0	0	0	0	1	360	0	0	0	17	0	0	0	0	2	0	0	12	44
12	12	"Ageröds Mosse"	55.933292	13.425594	517.5	"AWI"	517.5	8689	9192	8948	0	99	0	0	0	1	0	109	0	0	0	0	0	353	3	0	0	0	0	0	0	0	0	0	344	0	0	0	14	0	0	0	0	0	1	0	9	29
12	12	"Ageröds Mosse"	55.933292	13.425594	520	"AWI"	520	8712	9273	8988	0	169	1	0	0	1	0	160	0	0	0	0	0	359	1	0	0	0	0	0	0	0	0	0	269	0	0	0	17	0	0	0	0	0	0	0	17	39
12	12	"Ageröds Mosse"	55.933292	13.425594	522.5	"AWI"	522.5	8771	9291.5	9031	0	134	0	0	0	0	0	137	0	0	0	0	0	305	3	0	0	0	0	0	0	0	0	0	258	0	0	0	30	0	0	0	0	0	0	0	17	57
12	12	"Ageröds Mosse"	55.933292	13.425594	525	"AWI"	525	8814	9317	9077	0	143	0	0	0	1	0	183	0	0	0	0	0	311	2	0	0	0	0	0	0	0	0	0	235	0	0	0	21	0	0	0	0	2	0	0	12	51
12	12	"Ageröds Mosse"	55.933292	13.425594	527.5	"AWI"	527.5	8846.5	9353.5	9125.5	0	131	0	0	0	0	0	160	0	0	0	0	0	313	0	0	0	0	0	2	0	0	0	0	249	0	0	0	22	0	0	0	0	0	0	0	16	41
12	12	"Ageröds Mosse"	55.933292	13.425594	530	"AWI"	530	8870	9407	9168	0	199	0	0	0	1	0	171	0	0	0	0	0	355	4	0	0	0	0	0	0	0	0	0	209	0	0	0	36	0	0	0	0	1	0	0	15	60
12	12	"Ageröds Mosse"	55.933292	13.425594	532.5	"AWI"	532.5	8969	9425	9215.5	0	159	0	0	0	0	0	147	0	0	0	0	0	360	1	0	0	0	0	0	3	0	0	0	249	0	0	0	32	0	0	0	0	5	0	0	15	82
12	12	"Ageröds Mosse"	55.933292	13.425594	535	"AWI"	535	9052	9450	9267	0	183	0	1	0	2	0	189	0	0	0	0	0	381	0	0	0	0	0	0	0	0	0	0	182	0	0	0	34	0	0	0	0	3	0	0	12	47
12	12	"Ageröds Mosse"	55.933292	13.425594	537.5	"AWI"	537.5	9107	9493	9324	0	151	0	0	0	0	0	144	0	0	0	0	0	281	2	0	0	0	0	0	0	0	0	0	224	0	0	0	27	0	0	0	0	2	0	0	11	62
12	12	"Ageröds Mosse"	55.933292	13.425594	540	"AWI"	540	9148	9563	9377	0	39	0	0	0	0	0	182	0	0	0	0	0	398	2	0	0	0	0	0	0	0	0	0	401	0	0	0	8	0	0	0	0	1	0	0	2	37
12	12	"Ageröds Mosse"	55.933292	13.425594	542.5	"AWI"	542.5	9391.5	9731.5	9545	0	16	0	0	0	1	0	146	0	0	0	0	0	318	1	0	0	0	0	0	0	0	0	0	407	0	0	0	7	0	1	0	0	10	0	0	0	25
12	12	"Ageröds Mosse"	55.933292	13.425594	545	"AWI"	545	9531	9976	9714	0	4	0	0	0	0	0	266	0	0	0	0	0	486	0	0	0	0	0	0	0	0	0	0	373	0	0	0	5	0	0	1	0	8	0	0	1	44
12	12	"Ageröds Mosse"	55.933292	13.425594	547.5	"AWI"	547.5	9605.5	10255	9895	0	6	0	0	1	0	0	212	0	0	0	0	0	435	4	3	0	0	0	0	0	0	0	0	362	0	0	0	3	0	0	0	0	2	1	0	0	18
12	12	"Ageröds Mosse"	55.933292	13.425594	550	"AWI"	550	9669	10559	10072	0	1	0	0	0	1	0	221	0	0	0	0	0	475	1	0	0	0	0	1	0	0	0	0	399	0	0	0	2	0	0	0	0	3	0	0	0	11
12	12	"Ageröds Mosse"	55.933292	13.425594	552.5	"AWI"	552.5	9909.5	10632.5	10207	0	0	0	0	0	0	0	152	0	0	0	0	0	425	1	0	0	0	0	0	0	0	0	0	452	0	0	0	0	0	0	0	0	0	0	0	0	6
12	12	"Ageröds Mosse"	55.933292	13.425594	555	"AWI"	555	10089	10722	10365	0	0	0	0	0	0	0	186	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	505	0	0	0	0	0	0	0	0	5	0	0	0	8
12	12	"Ageröds Mosse"	55.933292	13.425594	557.5	"AWI"	557.5	10214	10852	10527	0	0	1	0	0	1	0	201	0	0	0	0	0	255	2	0	0	0	0	0	0	0	0	0	439	0	0	0	0	0	0	0	0	4	0	0	0	3
12	12	"Ageröds Mosse"	55.933292	13.425594	560	"AWI"	560	10299	11051	10673	0	0	0	0	0	0	0	254	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	427	0	0	0	0	0	0	0	0	3	0	0	0	4
12	12	"Ageröds Mosse"	55.933292	13.425594	562.5	"AWI"	562.5	10612.5	11153.5	10891.5	0	0	0	0	0	0	0	232	0	0	0	0	0	65	2	0	0	0	0	0	0	0	0	0	402	0	0	0	1	0	1	0	0	4	0	0	0	3
12	12	"Ageröds Mosse"	55.933292	13.425594	565	"AWI"	565	10872	11320	11107	0	0	0	0	0	0	0	368	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	4	0	0	0	0
12	12	"Ageröds Mosse"	55.933292	13.425594	567.5	"AWI"	567.5	11056	11595.5	11311	0	0	0	1	0	0	0	230	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	397	0	0	0	1	0	0	0	0	2	0	1	0	1
12	12	"Ageröds Mosse"	55.933292	13.425594	570	"AWI"	570	11177	11927	11517	0	0	0	0	0	2	0	473	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	17	0	2	0	2
12	12	"Ageröds Mosse"	55.933292	13.425594	572.5	"AWI"	572.5	11314	12101	11700	0	0	1	1	0	0	0	185	0	0	0	0	0	2	20	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	1	18	0	9	0	0
12	12	"Ageröds Mosse"	55.933292	13.425594	575	"AWI"	575	11390	12432	11860	0	0	2	0	0	19	0	181	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	6	0	1	0	0
12	12	"Ageröds Mosse"	55.933292	13.425594	580	"AWI"	580	11468	13283	12144	0	0	4	1	0	23	0	250	0	0	0	0	0	6	18	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	1	0	0	5	0	0	0	0
12	12	"Ageröds Mosse"	55.933292	13.425594	585	"AWI"	585	11593	13507	12354	0	0	6	2	0	24	0	266	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	4	13	0	0	0	0
