"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Salix"	"Sambucus"	"Sarcobataceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"
830	857	"Saint-Gabriel"	46.27583	-73.47583	740	"AWI"	740	9282	11061	10198	0	0	11.5107913669065	0	6.47482014388489	3.23741007194245	28.0575539568345	0	0	0.359712230215827	0.359712230215827	0	0	0	0.359712230215827	10.431654676259	0	0	0	0	0	0	0	1.43884892086331	0	0	0	0	0	0	0	1.07913669064748	2.51798561151079	12.2302158273381	0	0	4.67625899280576	0	0	0	6.83453237410072	0	0	0.719424460431655	0	0	0	0	0	0	0	0	0.359712230215827	9.35251798561151	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	730	"AWI"	730	9173	10563	9931	0.180505415162455	0	6.49819494584837	0.180505415162455	20.3971119133574	0	9.74729241877256	0	0	0	0.902527075812274	0	0	0	0	27.4368231046931	0	0.180505415162455	0	0	0	0	0.36101083032491	0.180505415162455	0	0	0	0	0	0	0	0.180505415162455	0	0	0	0	16.2454873646209	0	0	0	1.44404332129964	0	0	1.985559566787	0	13.5379061371841	0	0	0	0	0.180505415162455	0	0.36101083032491	0	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	735	"AWI"	735	9228	10811	10060	0	0	8.23244552058111	0.242130750605327	3.6319612590799	1.21065375302663	4.84261501210654	0.242130750605327	0	0	1.69491525423729	0	0	0	0.484261501210654	27.8450363196126	0.242130750605327	0	11.6222760290557	0	0	0	0	0	0	0	0	0	0	0.242130750605327	0.242130750605327	0.242130750605327	0.242130750605327	4.35835351089588	0	0.242130750605327	25.181598062954	0	0	0	1.93704600484262	0	0	5.81113801452785	0	0	0	0	0	0	0	0	0.484261501210654	0.726392251815981	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	5	"AWI"	5	-100	132	12	1.67714884696017	0	2.51572327044025	0	0.419287211740042	0	54.0880503144654	0	0	0	0	0.209643605870021	0	0	0.419287211740042	0.838574423480084	0	0.209643605870021	0	8.59538784067086	2.30607966457023	0	0	0.209643605870021	0	0	3.56394129979036	0	0.628930817610063	0	0.419287211740042	0	1.25786163522013	3.77358490566038	0	0	1.25786163522013	0	0	0	3.9832285115304	0	0	0	0	0	0	0	0	0	0	0.628930817610063	10.272536687631	2.51572327044025	0.209643605870021	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	15	"AWI"	15	-64	447	172	1.00603621730382	0	1.40845070422535	0	0	0	53.1187122736419	0	0	0	0	0	0	0	0	1.81086519114688	0	0.201207243460765	0	7.84708249496982	3.21931589537223	0	0	0	0.402414486921529	0	0	0	0	0	0.201207243460765	0	0	0	13.4808853118712	0	0.603621730382294	0	0	0	2.21327967806841	0	0	0	0	0	0	0	0	0	0	0.603621730382294	12.4748490945674	1.40845070422535	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	25	"AWI"	25	-41	780	332	1.96078431372549	0	1.74291938997821	0	0.435729847494553	0	51.8518518518518	0	0	0.65359477124183	0	0.217864923747277	0	0.217864923747277	0	0.65359477124183	0	0.217864923747277	0	7.84313725490196	1.08932461873638	0	0.435729847494553	0.435729847494553	0.435729847494553	0	2.61437908496732	0	0.65359477124183	0	0	0	0.65359477124183	0	11.7647058823529	0	1.96078431372549	0	0	0	4.35729847494553	0	0	0	0	0	0	0	0	0.217864923747277	0	0.435729847494553	8.71459694989107	0.435729847494553	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	50	"AWI"	50	14	1607	731	0.952380952380952	0	2.22222222222222	0	0.158730158730159	0	50.6349206349206	0	0	0.476190476190476	0	0.158730158730159	0	0	0	0.476190476190476	0	0	0	12.0634920634921	0	0	0	0	0.158730158730159	0	0	0	0.476190476190476	0	0.158730158730159	0	0.476190476190476	4.12698412698413	11.4285714285714	0	0.476190476190476	0	0	0	2.22222222222222	0	0.158730158730159	0	0	0	0	0	0	0.317460317460317	0	0.634920634920635	11.1111111111111	1.11111111111111	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	75	"AWI"	75	597	1758	1170	0.697674418604651	0	1.86046511627907	0	0.232558139534884	0	47.4418604651163	0	0	0.232558139534884	0	0	0	0	0	1.3953488372093	0	0.465116279069767	0	18.1395348837209	0	0	0.232558139534884	0	0.232558139534884	0	2.7906976744186	0	0	0	0.232558139534884	0	3.02325581395349	1.86046511627907	0	0	0.697674418604651	0	0	0	5.11627906976744	0	0	0	0	0	0	0	0	0.232558139534884	0	0.465116279069767	12.7906976744186	1.86046511627907	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	100	"AWI"	100	900	2089	1599	1.87891440501044	0	3.75782881002088	0	0.208768267223382	0	49.4780793319415	0	0	0	0	0	0	0	0.208768267223382	1.46137787056367	0	0	0	11.2734864300626	1.04384133611691	0	0	0.208768267223382	0.835073068893528	0	0	0	0	0	0	0	0.626304801670146	0	19.8329853862213	0	0.417536534446764	0	0	0	1.87891440501044	0	0	0	0	0	0	0	0	0.626304801670146	0	0	5.21920668058455	1.04384133611691	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	125	"AWI"	125	1054	2280	1755	0.667779632721202	0	1.3355592654424	0	0.1669449081803	0	46.9115191986644	0	0	0.1669449081803	0	0	0	0	0	1.83639398998331	0	0.1669449081803	0	10.016694490818	2.00333889816361	0	0.1669449081803	0.500834724540901	0.667779632721202	0	3.33889816360601	0	0.500834724540901	0	0.1669449081803	0	0.834724540901502	0	16.6944908180301	0	1.1686143572621	0	0	0	2.17028380634391	0	0	0	0	0	0	0	0	0	0	0.667779632721202	8.68113522537563	1.1686143572621	0	0
830	857	"Saint-Gabriel"	46.27583	-73.47583	150	"AWI"	150	1191	2575	1904	0.493827160493827	0	3.7037037037037	0	0.246913580246914	0	58.0246913580247	0	0	0	0	0	0	0	0	3.45679012345679	0	0	0	10.3703703703704	0	0	0.246913580246914	0	1.48148148148148	0	0.740740740740741	0	0.246913580246914	0	0.246913580246914	0	0.740740740740741	1.48148148148148	0	0	1.72839506172839	0	0	0	2.96296296296296	0	0	0	0	0	0	0	0	0	0	0.246913580246914	11.6049382716049	1.97530864197531	0	0
