"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acacia"	"Amaranthaceae"	"Apiaceae"	"Asparagaceae"	"Asphodelaceae"	"Asteliaceae"	"Asteraceae"	"Banksia"	"Brassicaceae"	"Callitris"	"Caryophyllaceae"	"Casuarina (<23 µm)"	"Casuarina (>23 µm)"	"Cyperaceae"	"Dodonaea"	"Drimys"	"Ericales"	"Eucalyptus"	"Exocarpos"	"Fabaceae"	"Geraniaceae"	"Goodeniaceae"	"Grevillea"	"Hakea"	"Haloragaceae"	"Hibbertia"	"Lamiaceae"	"Liliaceae"	"Lomatia"	"Malvaceae"	"Montiaceae"	"Myrtaceae"	"Nothofagus"	"Phyllocladus"	"Picrodendraceae"	"Pinus"	"Pittosporaceae"	"Plantaginaceae"	"Poaceae"	"Podocarpus"	"Polygalaceae"	"Proteaceae"	"Ranunculaceae"	"Restionaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Stylidiaceae"
1583	1630	"Lake George"	-35.111608	149.418218	70	"AWI"	70	7410	8745	8197	0	6	0	0	0	0	8	0	0	0	0	2	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	16	0	0	0	2	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	80	"AWI"	80	7975	8862	8379	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	90	"AWI"	90	8473	9530	8863	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	95	"AWI"	95	8597	10610	9251	0	1	0	0	0	4	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	16	1	0	0	0	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	105	"AWI"	105	8740	13095	10001	0	0	0	0	0	12	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	110	"AWI"	110	8805	14349	10371	0	0	0	0	0	28	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	120	"AWI"	120	9628	16279	11422	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	125	"AWI"	125	10153	17192	11976	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
1583	1630	"Lake George"	-35.111608	149.418218	130	"AWI"	130	10625	18206	12435	0	0	0	0	0	56	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	4
1583	1630	"Lake George"	-35.111608	149.418218	135	"AWI"	135	11048	19483	12907	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	12	0	0	2	0	2	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	145	"AWI"	145	12844	22336	14761	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0
1583	1630	"Lake George"	-35.111608	149.418218	150	"AWI"	150	15692	23579	17369	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	155	"AWI"	155	18374	24887	19984	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	160	"AWI"	160	20914	26295	22715	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	165	"AWI"	165	23324	27809	25411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	175	"AWI"	175	26822	30381	28874	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	185	"AWI"	185	28488	30788	29717	1	1	0	0	0	4	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	190	"AWI"	190	28940	31268	30151	0	5	0	0	0	18	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	195	"AWI"	195	29218	32246	30546	0	13	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	2	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	200	"AWI"	200	29397	33386	30930	0	53	0	0	0	5	0	0	0	0	1	42	1	12	0	1	0	0	0	0	1	0	1	0	15	0	0	8	0	0	0	0	0	1	0	0	0	2	71	0	0	0	0	5	0	2	0	2
1583	1630	"Lake George"	-35.111608	149.418218	205	"AWI"	205	29747	33550	31132	0	17	0	0	0	3	14	0	0	0	0	9	1	4	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	29	0	0	0	0	0	0	1	0	0
1583	1630	"Lake George"	-35.111608	149.418218	210	"AWI"	210	30059	33715	31349	0	12	0	0	0	1	0	0	1	0	0	44	1	20	0	1	0	0	0	0	1	0	0	0	18	0	0	2	0	0	0	0	0	1	0	0	0	8	40	6	0	0	0	5	0	0	0	1
1583	1630	"Lake George"	-35.111608	149.418218	216	"AWI"	216	30372	33881	31636	0	1	0	0	0	0	0	0	1	0	2	39	0	11	0	0	0	0	0	0	1	0	1	0	20	1	0	12	0	0	0	0	0	0	0	0	0	15	46	1	0	0	0	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	220	"AWI"	220	30583	34031	31856	1	32	0	0	0	0	30	0	0	0	1	25	0	15	0	2	4	0	1	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7	37	2	0	0	0	9	0	1	0	0
1583	1630	"Lake George"	-35.111608	149.418218	225	"AWI"	225	30823	34211	32151	1	5	0	0	0	4	77	0	1	1	1	27	0	4	0	0	0	0	0	0	0	0	0	0	12	0	0	3	0	0	0	0	0	0	0	0	0	21	69	2	0	0	3	2	0	0	0	1
1583	1630	"Lake George"	-35.111608	149.418218	230	"AWI"	230	31030	34396	32390	0	10	0	0	0	0	81	0	0	1	0	33	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	22	106	0	0	0	1	4	0	0	2	0
1583	1630	"Lake George"	-35.111608	149.418218	235	"AWI"	235	31159	34535	32527	0	4	0	0	0	2	59	0	0	0	0	35	0	10	1	0	0	0	0	0	0	0	1	0	27	0	0	3	0	0	0	0	0	0	0	0	0	29	78	0	0	0	0	0	0	0	0	4
1583	1630	"Lake George"	-35.111608	149.418218	240	"AWI"	240	31242	34686	32644	1	10	0	0	0	0	45	1	0	0	1	31	0	9	0	0	1	0	0	0	0	0	0	0	14	0	0	3	0	0	0	0	0	0	0	0	1	24	55	0	0	0	1	3	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	245	"AWI"	245	31319	34851	32758	0	0	0	0	0	0	0	0	0	0	0	1	1	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	250	"AWI"	250	31392	35005	32905	0	37	0	0	0	2	44	0	0	0	0	16	0	6	0	1	0	0	1	0	0	2	2	0	5	0	0	1	0	0	0	0	0	1	0	0	0	3	47	0	0	0	0	1	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	255	"AWI"	255	31465	35202	33035	0	16	0	0	0	0	48	0	0	1	1	4	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	14	1	0	0	1	1	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	260	"AWI"	260	31629	35333	33197	0	31	0	0	0	0	20	0	0	0	0	28	0	12	0	0	0	0	0	0	0	0	2	0	10	0	0	1	0	0	0	0	3	0	0	0	0	8	24	3	0	0	0	4	0	0	1	0
1583	1630	"Lake George"	-35.111608	149.418218	270	"AWI"	270	31957	35642	33568	0	3	1	0	0	0	0	0	0	0	1	64	0	23	0	0	1	0	0	0	0	0	0	0	70	0	0	14	0	0	1	0	0	0	0	0	0	14	84	0	0	0	0	0	0	0	0	4
1583	1630	"Lake George"	-35.111608	149.418218	275	"AWI"	275	32074	35763	33752	1	2	0	0	0	2	13	0	0	4	3	24	0	1	0	0	0	0	0	0	1	0	0	0	11	0	0	9	0	0	0	0	0	0	0	0	0	14	46	1	1	0	0	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	280	"AWI"	280	32163	36006	33937	0	2	0	0	0	0	40	0	0	0	1	11	2	20	0	0	0	0	0	0	1	0	1	0	8	0	0	2	0	0	0	0	0	0	0	0	0	22	90	0	0	0	0	0	0	2	0	3
1583	1630	"Lake George"	-35.111608	149.418218	285	"AWI"	285	32251	36251	34115	0	11	0	0	0	2	0	0	0	1	0	8	0	7	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	9	27	1	0	0	0	0	0	1	0	0
1583	1630	"Lake George"	-35.111608	149.418218	290	"AWI"	290	32509	36390	34288	0	27	0	0	0	1	0	0	0	0	1	6	0	31	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	13	59	0	0	0	0	1	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	300	"AWI"	300	32904	36726	34651	1	21	0	0	0	0	44	0	0	0	2	1	0	31	0	0	0	0	0	0	1	0	0	0	4	0	0	1	0	0	0	0	1	0	0	0	0	8	62	0	0	0	0	1	0	1	0	1
1583	1630	"Lake George"	-35.111608	149.418218	310	"AWI"	310	33157	37153	35069	1	25	0	0	0	1	41	0	0	0	0	6	0	36	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	11	43	0	0	0	2	0	0	0	0	2
1583	1630	"Lake George"	-35.111608	149.418218	315	"AWI"	315	33247	37459	35265	1	81	0	0	0	0	22	0	0	0	0	3	0	21	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	31	0	0	0	0	1	0	0	0	1
1583	1630	"Lake George"	-35.111608	149.418218	320	"AWI"	320	33430	37582	35449	0	12	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	325	"AWI"	325	33536	37804	35641	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	2	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	330	"AWI"	330	33640	38050	35810	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	1	24	1	0	0	7	6	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	335	"AWI"	335	33756	38360	35984	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	340	"AWI"	340	33847	38672	36152	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	37	0	0	0	0	1	0	0	0	1
1583	1630	"Lake George"	-35.111608	149.418218	345	"AWI"	345	34039	38969	36354	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	350	"AWI"	350	34358	39151	36646	0	2	0	0	0	0	20	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	10	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	355	"AWI"	355	34634	39362	36932	0	25	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	2	0	0
1583	1630	"Lake George"	-35.111608	149.418218	360	"AWI"	360	34838	39615	37211	0	126	0	0	0	0	0	0	0	0	1	5	0	9	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	3	25	0	0	0	0	0	0	1	0	0
1583	1630	"Lake George"	-35.111608	149.418218	365	"AWI"	365	35025	39909	37460	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	45	1	0	0	0	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	370	"AWI"	370	35214	40347	37708	0	14	0	0	0	1	0	0	0	3	0	9	0	6	0	0	0	0	2	0	0	0	1	0	1	0	0	7	0	0	0	0	0	0	0	0	0	4	23	0	0	0	0	1	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	375	"AWI"	375	35509	40557	38026	0	1	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	64	0	0	0	0	1	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	380	"AWI"	380	35877	40695	38371	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	385	"AWI"	385	36096	40828	38748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	390	"AWI"	390	36407	41022	39109	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	25	0	0	0	1	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	400	"AWI"	400	36804	41683	39811	0	9	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	47	0	0	0	0	0	0	0	0	1
