"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
357	365	"Chesnok Peat, Irtysh River"	60	66.5	10	"AWI"	10	6	490	222	0.277008310249307	2.21606648199446	0.554016620498615	0.554016620498615	0	24.0997229916898	0	0	0	0.831024930747922	0	0	3.04709141274238	68.4210526315789	0	0	0	0	0	0	0	0	0
357	365	"Chesnok Peat, Irtysh River"	60	66.5	20	"AWI"	20	302	710	509	1.49253731343284	0	2.61194029850746	5.59701492537313	0	77.2388059701492	0	0	0	9.70149253731343	0	0	2.23880597014925	0	0	0	0	0	0	0.373134328358209	0	0.746268656716418	0
357	365	"Chesnok Peat, Irtysh River"	60	66.5	30	"AWI"	30	607	1044	768	1.49812734082397	0	0	4.11985018726592	0	83.1460674157303	0	0	0	5.61797752808989	0.374531835205993	0	1.12359550561798	0	1.49812734082397	0	0	0	0	1.12359550561798	0.749063670411985	0.374531835205993	0.374531835205993
357	365	"Chesnok Peat, Irtysh River"	60	66.5	40	"AWI"	40	759	1420	1030	1.23456790123457	0	0.617283950617284	4.32098765432099	0	91.358024691358	0.617283950617284	0	0	0	0	0	0.617283950617284	0	1.23456790123457	0	0	0	0	0	0	0	0
357	365	"Chesnok Peat, Irtysh River"	60	66.5	50	"AWI"	50	947	1736	1298	3.41614906832298	0	0.93167701863354	5.27950310559006	0	79.8136645962733	0.31055900621118	0	0	5.59006211180124	0	0	3.41614906832298	0	0.31055900621118	0	0	0	0	0.62111801242236	0	0	0.31055900621118
357	365	"Chesnok Peat, Irtysh River"	60	66.5	60	"AWI"	60	1149	2018	1566	2.3121387283237	0	1.44508670520231	6.35838150289017	0	76.5895953757225	0	0.289017341040462	0.289017341040462	5.49132947976879	0	0	4.91329479768786	0	1.15606936416185	0	0	0	0	1.15606936416185	0	0	0
357	365	"Chesnok Peat, Irtysh River"	60	66.5	70	"AWI"	70	1388	2256	1838	0.887573964497041	0	1.4792899408284	5.62130177514793	0	76.3313609467456	0	0	0	6.50887573964497	0	0	5.91715976331361	0	1.18343195266272	0	0	0	0	0.591715976331361	0.887573964497041	0.29585798816568	0.29585798816568
357	365	"Chesnok Peat, Irtysh River"	60	66.5	80	"AWI"	80	1669	2465	2103	1.05633802816901	1.40845070422535	1.05633802816901	3.16901408450704	0	80.6338028169014	0	0	0	3.87323943661972	0	0	4.92957746478873	0	1.40845070422535	0	0	0	0	1.05633802816901	0.352112676056338	0.352112676056338	0.704225352112676
357	365	"Chesnok Peat, Irtysh River"	60	66.5	90	"AWI"	90	1969	2670	2366	4.91071428571429	0	0.446428571428571	5.80357142857143	0	82.1428571428571	0	0	0	0	0	0	3.125	0	0.446428571428571	0	0	0	0	0.446428571428571	2.23214285714286	0	0.446428571428571
357	365	"Chesnok Peat, Irtysh River"	60	66.5	100	"AWI"	100	2391	2856	2639	5.52147239263804	0.613496932515337	3.98773006134969	3.06748466257669	0	78.5276073619632	0	0	0	2.45398773006135	0	0	4.60122699386503	0	0.306748466257669	0	0	0	0.306748466257669	0.306748466257669	0	0.306748466257669	0
