"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Fabaceae"	"Fraxinus"	"Juglans"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Quercus"	"Salix"	"Tilia"	"Ulmus"
478	489	"Clear Lake"	43.121856	-93.439296	0	"AWI"	0	-115	54	-24	0	0.476190476190476	0	5.95238095238095	2.85714285714286	34.0476190476191	1.66666666666667	1.19047619047619	0.476190476190476	0.238095238095238	2.85714285714286	0	0.952380952380952	0.714285714285714	0	0.952380952380952	0	7.14285714285714	1.42857142857143	12.8571428571429	20.952380952381	0.714285714285714	0.476190476190476	4.04761904761905
478	489	"Clear Lake"	43.121856	-93.439296	10	"AWI"	10	-52	328	123	0.280898876404494	0	0.842696629213483	4.49438202247191	2.80898876404494	43.5393258426966	2.52808988764045	1.12359550561798	0.280898876404494	0	3.65168539325843	0	0	0	0	1.40449438202247	0	7.86516853932584	0.280898876404494	8.14606741573034	16.5730337078652	0.842696629213483	0.842696629213483	4.49438202247191
478	489	"Clear Lake"	43.121856	-93.439296	20	"AWI"	20	-8	667	261	0	0	0.581395348837209	4.94186046511628	3.19767441860465	40.406976744186	2.61627906976744	1.74418604651163	0.872093023255814	0.581395348837209	4.65116279069767	0	0	1.45348837209302	0	0.581395348837209	0.290697674418605	4.65116279069767	0.290697674418605	11.6279069767442	18.0232558139535	0.290697674418605	0.581395348837209	2.61627906976744
478	489	"Clear Lake"	43.121856	-93.439296	30	"AWI"	30	75	799	405	0	0.520833333333333	0.78125	1.5625	4.42708333333333	16.1458333333333	1.30208333333333	4.6875	1.04166666666667	0.520833333333333	6.51041666666667	0	1.5625	1.30208333333333	0	1.5625	0	8.59375	1.30208333333333	8.33333333333333	34.8958333333333	0.260416666666667	0.78125	3.90625
478	489	"Clear Lake"	43.121856	-93.439296	40	"AWI"	40	172	956	538	0	0	0.911854103343465	2.12765957446809	3.64741641337386	19.4528875379939	4.25531914893617	3.03951367781155	0.60790273556231	0.303951367781155	6.99088145896657	0	0.60790273556231	1.82370820668693	0.303951367781155	1.51975683890578	0.303951367781155	10.3343465045593	2.12765957446809	10.3343465045593	26.4437689969605	0.911854103343465	0	3.95136778115502
478	489	"Clear Lake"	43.121856	-93.439296	60	"AWI"	60	411	1171	830	0	0.28169014084507	0.563380281690141	1.97183098591549	7.04225352112676	16.056338028169	3.38028169014084	0.28169014084507	0.563380281690141	0.28169014084507	11.2676056338028	0.845070422535211	0	0	0	0.28169014084507	0.28169014084507	12.112676056338	1.69014084507042	13.8028169014085	27.0422535211268	0.845070422535211	0.28169014084507	1.12676056338028
478	489	"Clear Lake"	43.121856	-93.439296	80	"AWI"	80	771	1328	1087	0	0.28328611898017	1.69971671388102	3.11614730878187	7.36543909348442	13.8810198300283	3.68271954674221	0.28328611898017	0	0.84985835694051	7.36543909348442	0	0.56657223796034	0	0	0.56657223796034	0.28328611898017	11.614730878187	1.69971671388102	15.2974504249292	29.1784702549575	0.56657223796034	0.56657223796034	1.13314447592068
478	489	"Clear Lake"	43.121856	-93.439296	100	"AWI"	100	1062	1517	1317	0	0	0.93167701863354	2.79503105590062	5.27950310559006	16.7701863354037	2.79503105590062	1.24223602484472	0.31055900621118	0.62111801242236	13.6645962732919	0	0	0	0	0.31055900621118	0.31055900621118	13.9751552795031	0.93167701863354	15.527950310559	22.360248447205	0.93167701863354	0	1.24223602484472
478	489	"Clear Lake"	43.121856	-93.439296	120	"AWI"	120	1211	1804	1490	0	0.285714285714286	0.857142857142857	2.28571428571429	7.42857142857143	17.4285714285714	2.28571428571429	1.14285714285714	0	0	7.42857142857143	0	0	0	0	0.857142857142857	0	17.1428571428571	1.14285714285714	11.7142857142857	27.4285714285714	0.285714285714286	0.571428571428571	1.71428571428571
478	489	"Clear Lake"	43.121856	-93.439296	140	"AWI"	140	1363	2017	1676	0	0.595238095238095	0.595238095238095	3.86904761904762	5.95238095238095	13.0952380952381	3.57142857142857	0.297619047619048	0.297619047619048	0.892857142857143	11.0119047619048	0	0	0	0	0.892857142857143	0.297619047619048	10.1190476190476	1.48809523809524	10.4166666666667	33.6309523809524	0.297619047619048	0	2.67857142857143
