"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Ephedraceae"	"Ericales"	"Fraxinus"	"Juglans"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Rosaceae"	"Salix"	"Thalictrum"	"Ulmus"
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	2	"AWI"	2	-114	66	-25	0	0	3.11418685121107	21.4532871972318	12.80276816609	0	3.80622837370242	0	1.3840830449827	0	0	0.346020761245675	0.346020761245675	0	0	2.42214532871972	0	0	0	0	1.73010380622837	6.9204152249135	0.346020761245675	14.878892733564	0	0	29.0657439446367	0	0.346020761245675	0	1.03806228373702
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	4	"AWI"	4	-99	115	-3	0	0	1.97368421052632	19.7368421052632	10.5263157894737	13.8157894736842	2.30263157894737	0	0.328947368421053	0	0	0	0.657894736842105	0	0	0	0	0	0	0	2.30263157894737	7.89473684210526	0.328947368421053	11.8421052631579	0.328947368421053	0	27.3026315789474	0	0	0	0.657894736842105
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	6	"AWI"	6	-88	174	17	0	0	2.31481481481481	28.7037037037037	12.7314814814815	0	4.39814814814815	0	0	0	0	0	1.15740740740741	0	0	1.62037037037037	0	0	0	0	2.08333333333333	14.8148148148148	0.462962962962963	12.962962962963	0	0	17.5925925925926	0	0.694444444444444	0	0.462962962962963
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	8	"AWI"	8	-80	240	37	0	0	1.2531328320802	22.5563909774436	18.796992481203	0	3.50877192982456	0	1.50375939849624	0	0	0	0.50125313283208	0	0	0.75187969924812	0	0	0	0	2.75689223057644	16.2907268170426	0	8.27067669172932	0	0	21.5538847117794	0	1.00250626566416	0.25062656641604	1.00250626566416
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	10	"AWI"	10	-74	306	58	0	0	3.21782178217822	18.0693069306931	15.3465346534653	9.40594059405941	2.72277227722772	0	0.99009900990099	0	0.742574257425743	0	0.742574257425743	0	0	0.247524752475248	0	0	0	0	1.73267326732673	11.1386138613861	0	14.3564356435644	0	0.247524752475248	19.0594059405941	0	1.23762376237624	0.495049504950495	0.247524752475248
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	12	"AWI"	12	-68	370	79	0	0	4.31034482758621	13.5775862068966	14.2241379310345	0	3.44827586206897	0	1.29310344827586	0	0	0	0	0	0	0.646551724137931	0	0	0	0	2.80172413793103	10.3448275862069	0	21.551724137931	0	0	25.6465517241379	0	2.1551724137931	0	0
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	14	"AWI"	14	-63	438	100	0	0	2.17983651226158	15.8038147138965	15.8038147138965	0	3.26975476839237	0	1.08991825613079	0	1.63487738419619	0	0	0	0	0.817438692098093	0	0	0	0	2.45231607629428	15.5313351498638	0.272479564032698	16.8937329700272	0	0.272479564032698	20.708446866485	0	1.63487738419619	0.272479564032698	1.36239782016349
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	16	"AWI"	16	-59	505	120	0	0	3.1413612565445	10.4712041884817	15.4450261780105	0	3.92670157068063	0	1.57068062827225	0	1.83246073298429	0	0	0	0	1.04712041884817	0	0	0	0	2.35602094240838	15.1832460732984	0.261780104712042	20.4188481675393	0	0.261780104712042	21.2041884816754	0	1.57068062827225	0.523560209424084	0.785340314136126
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	18	"AWI"	18	-56	574	140	0	0	2.3121387283237	3.08285163776493	23.5067437379576	6.74373795761079	3.85356454720617	0	0.578034682080925	0	4.23892100192678	0	0	0	0	0.385356454720617	0	0	0	0	3.08285163776493	18.6897880539499	0.385356454720617	18.4971098265896	0	0.192678227360308	9.44123314065511	0.192678227360308	2.89017341040462	0.770712909441233	1.15606936416185
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	20	"AWI"	20	-52	644	162	0	0	2.30125523012552	2.71966527196653	23.0125523012552	0	2.51046025104602	0	2.51046025104602	0	4.18410041841004	0	0	0	0	0.209205020920502	0	0	0	0	5.02092050209205	20.0836820083682	0.418410041841004	19.4560669456067	0	0.627615062761506	14.6443514644351	0	1.46443514644351	0.836820083682008	0
