"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Gentianaceae"	"Grossulariaceae"	"Iridaceae"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Montiaceae"	"Onagraceae"	"Picea"	"Pinus"	"Plumbaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tsuga"
1633	1688	"Ledovyi Obryv Exposure, Northern Section"	64.1	171.18333	50	"AWI"	50	19596	23674	22000	0	0	0	0	8.64864864864865	0	1.08108108108108	1.08108108108108	0	7.02702702702703	45.4054054054054	0	0.540540540540541	0	0	0	0	0	0	0	0	0	0	3.24324324324324	0	21.0810810810811	0	0	0	0	0	0	11.8918918918919	0	0	0
1633	1688	"Ledovyi Obryv Exposure, Northern Section"	64.1	171.18333	150	"AWI"	150	21226	24218	22813	0	1.32450331125828	0	0	50.3311258278146	0	3.97350993377483	0	0	0	29.8013245033113	0	0	0	0	0	0	0	0.662251655629139	0	0	0	0	0	0	9.93377483443709	0	0	0.662251655629139	0	0	0.662251655629139	2.64900662251656	0	0	0
1633	1688	"Ledovyi Obryv Exposure, Northern Section"	64.1	171.18333	235	"AWI"	235	22298	24721	23534	0	0.389105058365759	0	0.778210116731518	7.00389105058366	0	1.55642023346304	0.778210116731518	0	0	70.4280155642023	0.389105058365759	0	2.33463035019455	0	0.389105058365759	0	0	0	0	0	0	0.778210116731518	0	0	14.0077821011673	0	0	0	0	0	0	0.778210116731518	0.389105058365759	0	0
1633	1688	"Ledovyi Obryv Exposure, Northern Section"	64.1	171.18333	345	"AWI"	345	23145	25563	24412	0	1.51515151515152	0	0.505050505050505	26.7676767676768	4.04040404040404	1.51515151515152	0.505050505050505	0	0	28.2828282828283	0.505050505050505	0	1.01010101010101	0	0	0.505050505050505	0	0	0.505050505050505	0	0	0.505050505050505	0	0	26.7676767676768	0	0	0	2.02020202020202	0	0	2.52525252525253	1.01010101010101	1.51515151515152	0
1633	1688	"Ledovyi Obryv Exposure, Northern Section"	64.1	171.18333	355	"AWI"	355	23202	25646	24486	0	0	0	0	9.59409594095941	0	1.4760147601476	0.738007380073801	0	0	38.3763837638376	0	0	1.8450184501845	0	0	0	0	0	0	0	0	0	0	0	46.8634686346863	0	0	0	0	0	0	0.738007380073801	0	0.3690036900369	0
1633	1688	"Ledovyi Obryv Exposure, Northern Section"	64.1	171.18333	460	"AWI"	460	23988	26265	25276	0	0	0	0	11.8811881188119	0	5.94059405940594	0	0	0	52.4752475247525	0	0	0	0	0	0	0.99009900990099	0	0	0	0	0	5.94059405940594	0	21.7821782178218	0	0	0	0	0	0	0.99009900990099	0	0	0
1633	1688	"Ledovyi Obryv Exposure, Northern Section"	64.1	171.18333	515	"AWI"	515	24574	26543	25656	0	1.4018691588785	0	0.934579439252336	7.00934579439252	0	2.33644859813084	1.86915887850467	0	0	35.981308411215	0.934579439252336	0.467289719626168	0.467289719626168	0	0	0	0	0	0	0	0.467289719626168	0	0	0	43.9252336448598	0	0	0	0	0	0.467289719626168	2.33644859813084	0.467289719626168	0.934579439252336	0
1633	1688	"Ledovyi Obryv Exposure, Northern Section"	64.1	171.18333	670	"AWI"	670	26111	27364	26737	0	0	0	2.12765957446809	8.51063829787234	0	2.12765957446809	4.25531914893617	0	0	12.7659574468085	4.25531914893617	0	0	0	0	0	0	0	0	0	0	0	0	0	61.7021276595745	0	0	0	0	0	0	2.12765957446809	0	2.12765957446809	0
1633	1688	"Ledovyi Obryv Exposure, Northern Section"	64.1	171.18333	790	"AWI"	790	26591	28438	27395	0	1.6	0	0	36.8	4.8	7.2	4.8	0	0	13.6	0	0.8	0	0	0	0	0	0	0	0	0	0.8	0	0	19.2	0	0	0	0	0	0	0.8	0	8.8	0.8
1633	1688	"Ledovyi Obryv Exposure, Northern Section"	64.1	171.18333	950	"AWI"	950	27481	29657	28457	0	0.909090909090909	0	0	10.9090909090909	0	4.54545454545455	0.909090909090909	0	0	33.6363636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.2727272727273	0	0	0	0	0	0	11.8181818181818	0	0	0
1633	1688	"Ledovyi Obryv Exposure, Northern Section"	64.1	171.18333	1110	"AWI"	1110	28837	31267	30057	1.10497237569061	2.20994475138122	0	0	5.52486187845304	0	1.10497237569061	1.65745856353591	0	0	48.6187845303867	1.65745856353591	0	0	0	0	0	0	0	0	0	0	0.552486187845304	7.73480662983425	0	19.3370165745856	1.65745856353591	0	0	0	0	0	6.62983425414365	0.552486187845304	1.65745856353591	0
1633	1688	"Ledovyi Obryv Exposure, Northern Section"	64.1	171.18333	1260	"AWI"	1260	30183	32603	31512	0	2.87081339712919	0	0	3.82775119617225	0	4.78468899521531	0	0	0	37.799043062201	0.956937799043062	0	0	0	0	0	0	0	0	0	0	0	0	0	45.933014354067	0	0	0	0	0	0	2.39234449760766	0	1.43540669856459	0
1633	1688	"Ledovyi Obryv Exposure, Northern Section"	64.1	171.18333	1435	"AWI"	1435	31135	33948	32530	0	0.823045267489712	0.411522633744856	1.23456790123457	16.4609053497942	0	2.05761316872428	5.34979423868313	0	0	10.6995884773663	0.411522633744856	0.823045267489712	0	0	0.411522633744856	0	0	0	0	0	0	0	0	0	53.0864197530864	0	0	0	0	0	0.411522633744856	5.34979423868313	0.823045267489712	1.64609053497942	0
1633	1688	"Ledovyi Obryv Exposure, Northern Section"	64.1	171.18333	1615	"AWI"	1615	32286	35113	33675	0	0.719424460431655	0	0	9.35251798561151	0	3.59712230215827	2.15827338129496	0	0	43.1654676258993	1.43884892086331	0	0	0	0	0	0.359712230215827	0	0	0	0	0	0	0	11.8705035971223	0	0	0	0	0	0	23.7410071942446	0.719424460431655	2.87769784172662	0
1633	1688	"Ledovyi Obryv Exposure, Northern Section"	64.1	171.18333	1790	"AWI"	1790	34196	36535	35260	0	0.617283950617284	0	0	6.17283950617284	0	0.617283950617284	0.617283950617284	0	0	27.7777777777778	0.617283950617284	0	0	0.617283950617284	0	0	0	0	0	0	0.617283950617284	0.617283950617284	3.7037037037037	0	48.1481481481481	0	0	0	0	0	0.617283950617284	9.25925925925926	0	0	0
1633	1688	"Ledovyi Obryv Exposure, Northern Section"	64.1	171.18333	1980	"AWI"	1980	36084	38986	37497	0	0	0	0	12.2222222222222	0	0	0	0	0	73.3333333333333	0	0	0	0	0	1.11111111111111	0	0	0	0	0	0	0	0	11.1111111111111	0	0	0	0	0	0	0	0	2.22222222222222	0
1633	1688	"Ledovyi Obryv Exposure, Northern Section"	64.1	171.18333	2160	"AWI"	2160	38123	40613	39493	0.476190476190476	0.476190476190476	0	0	1.9047619047619	0	0.476190476190476	0.476190476190476	0	0	80.4761904761905	0.238095238095238	0	0	0	0	0	0	0	0	0	0.238095238095238	0.476190476190476	0	0	13.8095238095238	0	0	0	0	0	0	0.714285714285714	0	0.238095238095238	0
1633	1688	"Ledovyi Obryv Exposure, Northern Section"	64.1	171.18333	2340	"AWI"	2340	39695	42388	41058	0	0.446428571428571	0	0	7.58928571428571	0	1.78571428571429	0.892857142857143	0	0	75	0.446428571428571	0.446428571428571	0	0	0	0	0	0	0	0	0	0	0	0	8.03571428571429	0	0	0	0	0	0	4.01785714285714	0	1.33928571428571	0
