"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Lamiaceae"	"Larix"	"Liquidambar"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"
1646	1701	"Maplehurst Lake"	43.225	-80.65972	10	"AWI"	10	-76	364	103	0	7.10900473933649	0.947867298578199	1.4218009478673	0	0.947867298578199	0	13.2701421800948	2.8436018957346	0	0	0	0	0.947867298578199	0	0	0.4739336492891	14.218009478673	2.3696682464455	0	2.3696682464455	0	0	0	0	0	0	0	4.739336492891	0.947867298578199	0	0	9.95260663507109	1.8957345971564	13.2701421800948	0	0	0	0	0.947867298578199	0	0	0	0	0.947867298578199	9.47867298578199	10.9004739336493	0
1646	1701	"Maplehurst Lake"	43.225	-80.65972	25	"AWI"	25	37	638	382	0.510204081632653	12.2448979591837	0.510204081632653	0	0	1.53061224489796	0	12.2448979591837	0.510204081632653	0	0	0	0	0.510204081632653	0	0	0	17.3469387755102	2.04081632653061	0	1.53061224489796	0	1.02040816326531	0	0	0	0	0	4.59183673469388	0.510204081632653	5.10204081632653	1.53061224489796	1.53061224489796	0	11.734693877551	0	0	0	0	0.510204081632653	0	0	0	0	0.510204081632653	13.265306122449	10.7142857142857	0
1646	1701	"Maplehurst Lake"	43.225	-80.65972	45	"AWI"	45	259	1058	684	0.16260162601626	8.29268292682927	1.30081300813008	0	0	0	0	11.3821138211382	1.46341463414634	0.16260162601626	0	0.32520325203252	0	0.16260162601626	0	0.32520325203252	0	19.8373983739837	3.90243902439024	0	0.813008130081301	0	0.975609756097561	0	0	0	0	0	5.69105691056911	0.48780487804878	0	0.48780487804878	0.650406504065041	0.48780487804878	14.7967479674797	0	0	0	0	0.16260162601626	0	0	0	0	0.813008130081301	16.9105691056911	10.2439024390244	0.16260162601626
1646	1701	"Maplehurst Lake"	43.225	-80.65972	65	"AWI"	65	463	1511	937	0	9.58333333333333	1.66666666666667	0	0	0.416666666666667	0	9.16666666666667	1.66666666666667	0	0	0.416666666666667	0	0.416666666666667	0.416666666666667	0	0	19.5833333333333	4.58333333333333	0	1.25	0	0.416666666666667	0	0	0	0	0	7.5	0.833333333333333	4.58333333333333	0.416666666666667	0	0	15.4166666666667	0	0	0	0	0	0	0	0.416666666666667	0	0.416666666666667	11.6666666666667	9.16666666666667	0
1646	1701	"Maplehurst Lake"	43.225	-80.65972	85	"AWI"	85	674	1861	1212	0	10.5769230769231	1.44230769230769	0	0	0.961538461538462	0	9.13461538461538	0.480769230769231	0	0.480769230769231	0	0	0	0	0	0	29.8076923076923	5.28846153846154	0	1.44230769230769	0	1.44230769230769	0	0	0	0	0	4.80769230769231	0.480769230769231	0	0.961538461538462	0	0.961538461538462	11.0576923076923	0	0	0	0	0.480769230769231	0	0	0.480769230769231	0	1.44230769230769	10.0961538461538	8.17307692307692	0
1646	1701	"Maplehurst Lake"	43.225	-80.65972	105	"AWI"	105	876	2204	1484	0	7.69230769230769	0.854700854700855	0	0	0.854700854700855	0	13.6752136752137	2.13675213675214	0	0.427350427350427	0.427350427350427	0	0.427350427350427	0	0	0	29.9145299145299	2.13675213675214	0	1.70940170940171	0	0	0	0	0	0	0	4.7008547008547	0.427350427350427	0	0.854700854700855	0	0	12.8205128205128	0	0	0	0	0	0	0	0	0	0.854700854700855	8.11965811965812	11.965811965812	0
1646	1701	"Maplehurst Lake"	43.225	-80.65972	125	"AWI"	125	1102	2518	1755	0	4.07239819004525	1.35746606334842	0.452488687782805	0	0.904977375565611	0	10.4072398190045	4.97737556561086	0	0	0.452488687782805	0.904977375565611	0	0	0	0	29.8642533936652	5.88235294117647	0	0	0	0.904977375565611	0	0	0	0	0	3.61990950226244	0.452488687782805	0	0.904977375565611	0	0	10.4072398190045	0	0	0	0	0.452488687782805	0	0	0	0	0	11.3122171945701	12.6696832579186	0
1646	1701	"Maplehurst Lake"	43.225	-80.65972	145	"AWI"	145	1336	2843	2026	0	9.60548885077187	0.857632933104631	0	0	0.686106346483705	0	10.6346483704974	2.05831903945112	0	0	0.171526586620926	0	0	0	0	0	25.9005145797599	5.66037735849057	0	2.05831903945112	0	0.343053173241852	0.171526586620926	0.171526586620926	0	0.171526586620926	0	5.48885077186964	0.171526586620926	3.08747855917667	0.857632933104631	0.343053173241852	0.171526586620926	12.1783876500858	0	0.171526586620926	0	0	0	0	0	0	0.171526586620926	1.02915951972556	8.57632933104631	9.26243567753002	0
1646	1701	"Maplehurst Lake"	43.225	-80.65972	165	"AWI"	165	1567	3156	2304	0	13.8263665594855	0.643086816720257	0.321543408360129	0	0	0	10.2893890675241	2.2508038585209	0	0	0	0	0	0	0	0	25.7234726688103	4.5016077170418	0	1.60771704180064	0	0	0	0.321543408360129	0	0	0	5.14469453376206	0	4.82315112540193	1.60771704180064	0	0.964630225080386	9.96784565916399	0	0	0	0	0	0.321543408360129	0	0	0	1.28617363344051	5.14469453376206	11.2540192926045	0
1646	1701	"Maplehurst Lake"	43.225	-80.65972	185	"AWI"	185	1809	3438	2574	0	8.7719298245614	0	0	0	0.25062656641604	0	10.2756892230576	2.25563909774436	0	0	0	0	0.25062656641604	0	0.25062656641604	0	24.3107769423559	5.76441102756892	0	1.00250626566416	0	1.00250626566416	0	0	0	0	0	3.7593984962406	0.25062656641604	7.26817042606516	1.00250626566416	0	0.25062656641604	13.7844611528822	0	0	0	0	0	0	0	0	0.25062656641604	1.2531328320802	6.51629072681704	11.5288220551378	0
1646	1701	"Maplehurst Lake"	43.225	-80.65972	225	"AWI"	225	2311	3994	3122	0	8.77742946708464	1.88087774294671	0	0	0	0	8.46394984326019	1.56739811912226	0	0	0	0.313479623824451	0	0	0	0	26.9592476489028	5.95611285266458	0	0.626959247648903	0	0.626959247648903	0	0	0	0	0	3.13479623824451	0.940438871473354	10.6583072100313	1.25391849529781	0.626959247648903	0.626959247648903	12.5391849529781	0	0	0	0	0	0	0	0	0	0.940438871473354	6.58307210031348	7.52351097178683	0
1646	1701	"Maplehurst Lake"	43.225	-80.65972	245	"AWI"	245	2563	4284	3402	0	11.8131868131868	0.549450549450549	0.274725274725275	0	0	1.64835164835165	7.96703296703297	1.64835164835165	0	0	0	0.274725274725275	0.549450549450549	0	0	0	21.4285714285714	5.21978021978022	0	0.549450549450549	0	0.274725274725275	0	0	0	0	0	2.74725274725275	0.274725274725275	7.96703296703297	0.824175824175824	0	0.549450549450549	12.6373626373626	0	0	0	0	0	0.274725274725275	0	0	0.274725274725275	0.824175824175824	9.34065934065934	12.0879120879121	0
1646	1701	"Maplehurst Lake"	43.225	-80.65972	265	"AWI"	265	2831	4540	3676	0	6.8421052631579	0	0	0	0	0	9.73684210526316	1.57894736842105	0	0	0.263157894736842	0	0	0	0	0	19.4736842105263	5.26315789473684	0	0.789473684210526	0	0.263157894736842	0	0.263157894736842	0	0	0	4.21052631578947	0.263157894736842	12.1052631578947	2.10526315789474	0.263157894736842	0.263157894736842	17.6315789473684	0	0	0	0	0	0	0	0	0.263157894736842	0.526315789473684	9.21052631578947	8.68421052631579	0
1646	1701	"Maplehurst Lake"	43.225	-80.65972	285	"AWI"	285	3108	4802	3949	0	9.46601941747573	0	0.485436893203883	0	0	0	8.49514563106796	2.66990291262136	0	0	0	0	0.485436893203883	0	0	0	19.9029126213592	5.09708737864078	0	0.242718446601942	0	0.728155339805825	0	0.242718446601942	0	0	0	3.88349514563107	0	11.6504854368932	0.242718446601942	0.242718446601942	0.242718446601942	20.1456310679612	0	0	0	0	0	0.242718446601942	0	0	0	1.21359223300971	7.52427184466019	6.79611650485437	0
1646	1701	"Maplehurst Lake"	43.225	-80.65972	305	"AWI"	305	3376	5066	4218	0	9.19117647058824	0.367647058823529	0.367647058823529	0	0.735294117647059	0	10.2941176470588	2.20588235294118	0	0.367647058823529	0.367647058823529	0.367647058823529	0.735294117647059	0	0	0	24.2647058823529	5.88235294117647	0	0.735294117647059	0	0.735294117647059	0	0	0	0	0	3.67647058823529	0.367647058823529	0	1.47058823529412	0.367647058823529	0.367647058823529	19.4852941176471	0	0.367647058823529	0	0	0	0	0	0	0	1.83823529411765	4.04411764705882	11.0294117647059	0.367647058823529
1646	1701	"Maplehurst Lake"	43.225	-80.65972	325	"AWI"	325	3651	5324	4492	0	9.64630225080386	1.28617363344051	0.321543408360129	0	0.643086816720257	0	7.07395498392283	1.60771704180064	0	0	0.321543408360129	0.964630225080386	0.321543408360129	0	0	0	27.0096463022508	4.18006430868167	0	0.321543408360129	0	0.964630225080386	0	0	0	0	0	2.89389067524116	0	0	2.57234726688103	0.321543408360129	0.964630225080386	18.6495176848875	0	0	0	0	0	0	0	0	0	0.964630225080386	3.85852090032154	15.112540192926	0
1646	1701	"Maplehurst Lake"	43.225	-80.65972	345	"AWI"	345	3927	5563	4772	0	9.1533180778032	0.22883295194508	0.22883295194508	0	0.22883295194508	0	5.49199084668192	1.60183066361556	0	0	0	1.37299771167048	0.22883295194508	0	0	0.22883295194508	20.5949656750572	5.94965675057208	0	0.68649885583524	0	0.91533180778032	0	0.68649885583524	0	0	0	3.20366132723112	0	17.162471395881	1.83066361556064	0	0	18.7643020594966	0	0	0	0	0	0.22883295194508	0	0	0.22883295194508	0.22883295194508	2.51716247139588	8.23798627002288	0
