"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Betulaceae"	"Carya"	"Castanea"	"Celtis"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinaceae"	"Pinus"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rumex"	"Salix"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"
1607	1658	"Lonesome Lake"	44.14	-71.70111	20	"AWI"	20	52	1009	416	1.1472275334608	0	0	0	0	0.764818355640535	43.9770554493308	1.52963671128107	0	0	0	0	0	0.382409177820268	0	8.79541108986616	1.52963671128107	0.382409177820268	3.82409177820268	0	0.764818355640535	0	0	0.764818355640535	0	0	4.58891013384321	9.17782026768642	2.48565965583174	9.17782026768642	0	1.52963671128107	0	4.58891013384321	0	0	0	0	0	0	3.82409177820268	0.764818355640535	0	0
1607	1658	"Lonesome Lake"	44.14	-71.70111	40	"AWI"	40	400	1552	949	0.385356454720617	0	0	0	0	0	49.3256262042389	3.08285163776493	0	0	0	0	0	0.770712909441233	0.385356454720617	8.86319845857418	2.69749518304432	0.385356454720617	2.3121387283237	0	0	0	0.385356454720617	0	0	0	1.54142581888247	5.78034682080925	1.34874759152216	8.86319845857418	0	0.385356454720617	0	4.6242774566474	0	0	0.385356454720617	0	0	0.385356454720617	6.9364161849711	1.15606936416185	0	0
1607	1658	"Lonesome Lake"	44.14	-71.70111	60	"AWI"	60	882	1990	1464	1.23456790123457	0	0	0	0.548696844993141	0	46.639231824417	0.274348422496571	0.823045267489712	0.548696844993141	0	0	0	0.274348422496571	0.274348422496571	12.8943758573388	1.64609053497942	0	2.74348422496571	0.274348422496571	0.274348422496571	0	0.274348422496571	0.548696844993141	0	0	0.823045267489712	2.88065843621399	3.7037037037037	6.31001371742112	0.274348422496571	0.548696844993141	0	5.21262002743484	0	0	0.274348422496571	0	0	0	8.23045267489712	1.09739368998628	1.37174211248285	0
1607	1658	"Lonesome Lake"	44.14	-71.70111	80	"AWI"	80	1593	2368	1952	0.959692898272553	0	0	0	0	0	55.278310940499	1.91938579654511	0	0.383877159309021	0	0	0	0.383877159309021	0	8.44529750479846	1.15163147792706	0	2.68714011516315	0	0.383877159309021	0	0	0	0	0	2.68714011516315	0.767754318618042	5.56621880998081	5.56621880998081	0	0	0	4.60652591170825	0	0	0	0	0	0	6.14203454894434	3.07101727447217	0	0
1607	1658	"Lonesome Lake"	44.14	-71.70111	100	"AWI"	100	1961	3320	2538	0.131752305665349	0	0	0	0.131752305665349	0	15.0197628458498	1.58102766798419	0	0.263504611330698	0	0	0	0	0.131752305665349	3.42555994729908	0.395256916996047	0.131752305665349	1.71277997364954	0	0	0	0	0.263504611330698	0	0	2.10803689064559	66.5349143610013	0.856389986824769	1.64690382081686	0	0.263504611330698	0.263504611330698	3.29380764163373	0	0	0	0	0	0.131752305665349	1.05401844532279	0.658761528326746	0	0
1607	1658	"Lonesome Lake"	44.14	-71.70111	120	"AWI"	120	2401	3998	3126	1.08267716535433	0	0	0.196850393700787	0	0.393700787401575	57.4803149606299	2.16535433070866	0.393700787401575	0.196850393700787	0	0	0	0	0	14.1732283464567	1.5748031496063	0	2.55905511811024	0.196850393700787	0.393700787401575	0	0	0	0	0	1.18110236220472	1.18110236220472	2.55905511811024	3.64173228346457	0.196850393700787	0	0	3.54330708661417	0.196850393700787	0	0.196850393700787	0	0	0.196850393700787	4.7244094488189	0.984251968503937	0.590551181102362	0
1607	1658	"Lonesome Lake"	44.14	-71.70111	140	"AWI"	140	2939	4566	3760	0.193798449612403	0	0	0	0	0	54.6511627906977	1.55038759689922	0	0	0	0	0	0	0	13.953488372093	0.775193798449612	0.387596899224806	1.93798449612403	0	0	0	0	0.775193798449612	0	0	5.03875968992248	0.775193798449612	0.581395348837209	7.36434108527132	0	0.387596899224806	0	4.65116279069767	0	0	0	0	0	0	5.42635658914729	1.55038759689922	0	0
1607	1658	"Lonesome Lake"	44.14	-71.70111	160	"AWI"	160	3592	5071	4357	0.591715976331361	0	0	0	0.394477317554241	0	57.1992110453649	3.94477317554241	0.394477317554241	0.394477317554241	0	0	0.394477317554241	0	0.394477317554241	9.46745562130178	1.18343195266272	0	3.15581854043393	0	0	0	0.394477317554241	0	0	0	3.94477317554241	0.394477317554241	0.394477317554241	6.70611439842209	0.394477317554241	0.394477317554241	0.394477317554241	6.31163708086785	0	0	0.394477317554241	0	0	0.788954635108481	0.788954635108481	1.18343195266272	0	0
1607	1658	"Lonesome Lake"	44.14	-71.70111	180	"AWI"	180	4406	5542	4944	0.862998921251348	0	0	0	0	0	52.6429341963323	0.647249190938511	0	0	0	0.647249190938511	0.215749730312837	0	0	12.7292340884574	0.862998921251348	0.215749730312837	4.74649406688242	0	0.862998921251348	0	0.215749730312837	0.431499460625674	0.215749730312837	0	1.51024811218986	0.647249190938511	2.37324703344121	6.36461704422869	0.647249190938511	1.07874865156419	0	6.90399137001079	0	0	0.215749730312837	0.215749730312837	0	0	1.7259978425027	1.51024811218986	1.51024811218986	0
1607	1658	"Lonesome Lake"	44.14	-71.70111	200	"AWI"	200	4884	6794	5691	0.55350553505535	0	0	0.3690036900369	0	0	50.5535055350554	2.9520295202952	0	0	0	0	0	0	0	4.7970479704797	4.0590405904059	0.738007380073801	5.90405904059041	0	0	0	0	0	0	0	4.4280442804428	1.29151291512915	0.738007380073801	4.7970479704797	0	0.3690036900369	0	2.9520295202952	0	0	0	0	0	0	13.2841328413284	1.1070110701107	0	1.1070110701107
