"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Amaranthaceae"	"Apiaceae"	"Asteraceae"	"Carya"	"Casuarina"	"Cephalanthus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Juglans"	"Liquidambar"	"Melaleuca"	"Myrica"	"Nyssa"	"Onagraceae"	"Pinus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Salix"	"Schinus"	"Trema"
963	994	"Water Conservation Area 3B, Gumbo Limbo Marsh"	25.77889	-80.51111	0.5	"AWI"	0.5	-56.5	-22	-39	65.2542372881356	0	0	0	1.69491525423729	0.847457627118644	0	8.47457627118644	0	0	0	0	0	0	0	3.38983050847458	0	0	16.9491525423729	0.847457627118644	0	1.69491525423729	0.847457627118644	0	0
963	994	"Water Conservation Area 3B, Gumbo Limbo Marsh"	25.77889	-80.51111	1.5	"AWI"	1.5	-46.5	7.5	-23.5	51.5151515151515	0.865800865800866	8.22510822510823	0	3.46320346320346	10.8225108225108	0	0.432900432900433	0	0	1.2987012987013	0.432900432900433	0	0	0.865800865800866	1.2987012987013	0	0.432900432900433	12.1212121212121	2.16450216450216	1.2987012987013	2.16450216450216	2.5974025974026	0	0
963	994	"Water Conservation Area 3B, Gumbo Limbo Marsh"	25.77889	-80.51111	2.5	"AWI"	2.5	-37.5	37	-6	46.4601769911504	1.32743362831858	7.07964601769912	0.884955752212389	2.65486725663717	7.07964601769912	1.32743362831858	1.32743362831858	0	0.442477876106195	0.442477876106195	0	0	0	0	3.98230088495575	0	0	14.6017699115044	2.65486725663717	0.884955752212389	5.75221238938053	1.32743362831858	0.442477876106195	1.32743362831858
963	994	"Water Conservation Area 3B, Gumbo Limbo Marsh"	25.77889	-80.51111	3.5	"AWI"	3.5	-26	55	15.5	60.9302325581395	0.465116279069767	0	0	1.3953488372093	11.1627906976744	1.3953488372093	1.86046511627907	0	0	0	0	0	0	0	0.465116279069767	0	0	11.6279069767442	1.86046511627907	0.465116279069767	1.86046511627907	4.18604651162791	0	2.32558139534884
963	994	"Water Conservation Area 3B, Gumbo Limbo Marsh"	25.77889	-80.51111	5.5	"AWI"	5.5	10.5	149	75.5	75.8196721311475	0	0	0	0	4.0983606557377	0	0.409836065573771	0	1.22950819672131	0	0	0	0	0	0.819672131147541	0	0	11.4754098360656	0.409836065573771	1.63934426229508	1.22950819672131	2.86885245901639	0	0
963	994	"Water Conservation Area 3B, Gumbo Limbo Marsh"	25.77889	-80.51111	6.5	"AWI"	6.5	45	262.5	130	81.0344827586207	0.344827586206897	0	0.344827586206897	0	6.55172413793103	0.689655172413793	0.689655172413793	0	0	0	0	0	0	0	0.344827586206897	0	0.344827586206897	4.82758620689655	0.689655172413793	1.03448275862069	0	3.10344827586207	0	0
963	994	"Water Conservation Area 3B, Gumbo Limbo Marsh"	25.77889	-80.51111	7.5	"AWI"	7.5	81.5	383	194.5	84.3636363636364	0.363636363636364	0	0	0	4.36363636363636	0	0.727272727272727	0	0.363636363636364	0	0	0	0	0	0	0	0	7.27272727272727	0	0.727272727272727	0.363636363636364	1.45454545454545	0	0
963	994	"Water Conservation Area 3B, Gumbo Limbo Marsh"	25.77889	-80.51111	10.5	"AWI"	10.5	259.5	674	480.5	58.1481481481482	0	0	0	0	0.37037037037037	0	0.740740740740741	0	0	0	0	0	0	0	0	0	0	37.037037037037	1.48148148148148	0.37037037037037	1.11111111111111	0.740740740740741	0	0
963	994	"Water Conservation Area 3B, Gumbo Limbo Marsh"	25.77889	-80.51111	12.5	"AWI"	12.5	483.5	904.5	686.5	50.8264462809917	0	0	0	0	0	0	0	0.413223140495868	0.413223140495868	0	0	0	0	0	0.826446280991736	0	0	43.801652892562	0	1.65289256198347	2.06611570247934	0	0	0
963	994	"Water Conservation Area 3B, Gumbo Limbo Marsh"	25.77889	-80.51111	13.5	"AWI"	13.5	578	1048.5	785	22.2672064777328	0	0	0	0	0	0	0	0.404858299595142	0	0	0	0	0	0	0.404858299595142	0.404858299595142	0.404858299595142	74.8987854251012	0	0.809716599190283	0.404858299595142	0	0	0
