"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alchornea"	"Alnus"	"Amaranthaceae"	"Anacardiaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Boraginaceae"	"Brassicaceae"	"Bromeliaceae"	"Cactaceae"	"Calceolariaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castilla"	"Cecropia"	"Celastraceae"	"Celtis"	"Combretaceae"	"Cyperaceae"	"Dacrydium"	"Dodonaea"	"Embothrium"	"Ephedraceae"	"Ericales"	"Escallonia"	"Eugenia"	"Euphorbiaceae"	"Fabaceae"	"Ficus"	"Gentianaceae"	"Geraniaceae"	"Gunneraceae"	"Hedyosmum"	"Hieronyma"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Isoëtes (<20 µm)"	"Isoëtes (>20 µm)"	"Juglans"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Loranthaceae"	"Malvaceae"	"Melastomataceae"	"Meliaceae"	"Moraceae"	"Myrica"	"Myrsinaceae"	"Myrsine"	"Myrtaceae"	"Nothofagus"	"Oxalidaceae"	"Papaveraceae"	"Piperaceae"	"Plantaginaceae"	"Poaceae"	"Podocarpus"	"Polygonaceae"	"Polylepis"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sapotaceae"	"Schinus"	"Sideroxylon"	"Solanaceae"	"Styloceras"	"Thalictrum"	"Trema"	"Urticaceae"	"Violaceae"	"Weinmannia"
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	804	"AWI"	804	-146	21	-57	0.0673854447439353	2.83018867924528	0	0	0.741239892183288	0	0	0	0.202156334231806	0.0673854447439353	0	0	0	0.202156334231806	0.202156334231806	0.0673854447439353	0.539083557951483	0	0	0.134770889487871	0	0.539083557951483	0	0.202156334231806	0	0.0673854447439353	0.134770889487871	0	0	0	0	0	0	0	0	1.07816711590297	0	0	0	0.876010781671159	0	89.9595687331536	0	0	0	0	0	0	0	0.134770889487871	0	0.134770889487871	0.134770889487871	0	0.134770889487871	0	0	0	0	0	0	0	0.741239892183288	0	0	0.0673854447439353	0	0	0.0673854447439353	0.0673854447439353	0	0	0	0	0	0	0.0673854447439353	0.0673854447439353	0.269541778975741	0	0.202156334231806
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	814	"AWI"	814	-71	539	104	0.0971817298347911	4.47035957240039	0	0	0.583090379008746	0	0	0	0	0	0	0	0	0.485908649173955	0.388726919339164	0.194363459669582	0.194363459669582	0	0	0	0	1.45772594752187	0	0.0971817298347911	0	0	0.0971817298347911	0	0	0	0	0	0	0	0	2.04081632653061	0	0	0	1.45772594752187	0	83.5762876579203	0	0	0	0	0	0	0.0971817298347911	0.680272108843537	0	0.291545189504373	0.680272108843537	0.194363459669582	1.26336248785228	0.0971817298347911	0	0	0.0971817298347911	0	0	0	0.777453838678328	0	0.194363459669582	0	0.194363459669582	0	0	0	0	0	0	0	0	0	0.0971817298347911	0.0971817298347911	0	0	0.0971817298347911
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	824	"AWI"	824	23	797	305	0.126023944549464	0.56710775047259	0	0	1.07120352867045	0	0	0	0.189035916824197	0	0	0	0	0.0630119722747322	0	0.126023944549464	0.0630119722747322	0	0.126023944549464	0.0630119722747322	0	0.56710775047259	0	0	0	0	0	0	0	0	0	0	0	0	0	0.504095778197858	0	0	0	0.630119722747322	0	91.7454316320101	0.0630119722747322	0	0	0	0	0	0.0630119722747322	0.189035916824197	0	0	0.315059861373661	0.189035916824197	0.0630119722747322	0	0	0.0630119722747322	0.0630119722747322	0	2.45746691871456	0	0.252047889098929	0	0	0.126023944549464	0.0630119722747322	0	0	0	0	0	0	0	0	0	0.0630119722747322	0.189035916824197	0	0	0
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	834	"AWI"	834	140	1016	506	0.115473441108545	0.69284064665127	0	0	0.404157043879908	0	0	0	0.0577367205542725	0	0	0	0	0.0577367205542725	0	0.115473441108545	0.346420323325635	0	0	0.173210161662818	0	0.577367205542725	0	0	0	0	0	0	0	0	0	0	0	0	0	0.404157043879908	0	0	0	0.519630484988453	0	82.5635103926097	0	0	0	0	0	0	0.115473441108545	0.23094688221709	0	0.115473441108545	0.23094688221709	0	0.115473441108545	0	0	0	0	0	0	11.9515011547344	0.173210161662818	0	0.0577367205542725	0.173210161662818	0	0	0	0	0	0	0.0577367205542725	0	0	0	0.23094688221709	0.404157043879908	0.0577367205542725	0	0.0577367205542725
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	844	"AWI"	844	288	1211	715	0.099009900990099	0.693069306930693	0	0	0.297029702970297	0	0	0	0	0	0	0	0	0.297029702970297	0	0.297029702970297	0.099009900990099	0	0	0.396039603960396	0	0.693069306930693	0.099009900990099	0.099009900990099	0	0.099009900990099	0.198019801980198	0	0	0	0.099009900990099	0.099009900990099	0	0	0	1.58415841584158	0	0	0	0.99009900990099	0	88.019801980198	0.099009900990099	0	0	0.099009900990099	0	0	0	0.594059405940594	0	1.08910891089109	0.594059405940594	0	0.594059405940594	0	0	0.198019801980198	0.099009900990099	0.099009900990099	0	0	0.594059405940594	0	0.099009900990099	0.099009900990099	0	0	0	0	0	0	0	0	0.099009900990099	0.099009900990099	0.198019801980198	0.495049504950495	0.693069306930693	0	0
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	854	"AWI"	854	449	1386	914	0	0.26246719160105	0	0	0	0	0	0	0	0	0	0	0	0.26246719160105	0	1.0498687664042	0.78740157480315	0	0	0.26246719160105	0	1.0498687664042	0	0.78740157480315	0	0	0	0	0	0	0	0	0	0	0	1.31233595800525	0	0	0	2.88713910761155	0	82.1522309711286	0	0	0	0	0	0	0.26246719160105	0	0	1.0498687664042	1.83727034120735	0	0.26246719160105	0	0.26246719160105	0	0.26246719160105	0	0	0	1.0498687664042	0	0.26246719160105	0	0	0	0	0	0	0	0	0	0	0	0.78740157480315	1.31233595800525	1.0498687664042	0.26246719160105	0.5249343832021
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	864	"AWI"	864	625	1570	1120	0.0930665425779432	0.232666356444858	0	0	0.139599813866915	0	0	0	0	0	0	0	0	0	0	0.0930665425779432	0.325732899022801	0	0	0.0930665425779432	0	0.558399255467659	0	0.232666356444858	0	0	0.0465332712889716	0	0	0	0.0465332712889716	0	0	0	0	0.511865984178688	0	0	0	0.465332712889716	0	84.5974872033504	0.0465332712889716	0	0	0	0	0	0.0930665425779432	0.0930665425779432	0	0.0465332712889716	0.0930665425779432	0.0465332712889716	0.139599813866915	0	0	0	0	0	0	11.0283852954863	0.186133085155886	0	0	0.0930665425779432	0	0	0	0	0	0	0.0465332712889716	0	0	0	0.0465332712889716	0.325732899022801	0.186133085155886	0	0.0930665425779432
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	874	"AWI"	874	838	1707	1330	0.32017075773746	0.106723585912487	0	0	0.106723585912487	0	0	0	0.213447171824973	0	0	0	0	0.106723585912487	0.213447171824973	0	0.32017075773746	0	0	0	0	0.32017075773746	0	0	0	0	0.106723585912487	0	0	0	0	0	0	0	0	1.70757737459979	0	0	0	1.6008537886873	0	92.8495197438634	0	0	0	0	0	0	0	0.106723585912487	0	0.213447171824973	0.106723585912487	0	0.106723585912487	0	0	0	0.213447171824973	0	0	0	0.747065101387407	0	0.213447171824973	0	0	0	0	0	0	0	0	0	0	0	0.213447171824973	0.106723585912487	0	0	0
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	884	"AWI"	884	1078	1835	1519	0.107066381156317	0.214132762312634	0	0	0.321199143468951	0	0	0	0	0	0	0	0	0.428265524625268	0.321199143468951	0	0.214132762312634	0	0	0.428265524625268	0	0.856531049250535	0	0	0	0	0.107066381156317	0	0	0	0.107066381156317	0	0	0	0	1.60599571734475	0	0	0	1.82012847965739	0	91.0064239828694	0	0	0	0	0	0	0	0.642398286937901	0	0.428265524625268	0	0	0	0	0	0	0	0	0	0	0.428265524625268	0	0.107066381156317	0	0	0	0	0	0	0	0	0	0.107066381156317	0	0.428265524625268	0.214132762312634	0.107066381156317	0	0
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	896	"AWI"	896	1507	1979	1744	0	0	0	0	0	0	0	0	0	0.235294117647059	0	0	0	0.941176470588235	0	0.235294117647059	0	0	0	0	0	0.705882352941177	0	0.235294117647059	0	0	0.235294117647059	0	0	0	0	0	0	0	0	1.17647058823529	0	0	0	2.11764705882353	0	87.7647058823529	0	0.235294117647059	0	0	0	0	0.235294117647059	0.470588235294118	0	0.705882352941177	0.235294117647059	0	0	0	0	0	0	0	0	0	0.705882352941177	0	0	0	0	0	0	0	0	0	0	0	0.470588235294118	0	0.470588235294118	1.41176470588235	1.17647058823529	0	0.235294117647059
