"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Juniperus"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Pseudotsuga"	"Quercus"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Thalictrum"
811	835	"Floating Island Lake"	44.55	-107.46667	5	"AWI"	5	-109	111	-13	0	0	1	14	0	49	0	0	0	0	0	6	0	8	0	1	1	0	3	214	0	0	0	0	0	0	0	0	0	0	1	0	1	0
811	835	"Floating Island Lake"	44.55	-107.46667	100	"AWI"	100	383	1338	802	0	0	0	12	0	26	0	0	2	0	0	7	0	0	0	5	1	0	4	252	0	0	0	0	0	1	0	0	0	0	2	2	2	0
811	835	"Floating Island Lake"	44.55	-107.46667	110	"AWI"	110	466	1429	895	1	0	1	15	0	26	0	0	0	0	0	5	0	0	0	2	0	0	2	227	0	0	0	0	1	1	0	0	0	0	1	0	5	1
811	835	"Floating Island Lake"	44.55	-107.46667	120	"AWI"	120	531	1527	980	0	0	0	9	0	45	0	0	0	0	0	6	0	0	0	2	3	0	6	214	0	0	0	0	0	0	0	0	0	0	0	0	4	0
811	835	"Floating Island Lake"	44.55	-107.46667	130	"AWI"	130	599	1622	1064	0	0	1	10	0	36	0	0	0	0	0	6	0	0	0	3	0	0	7	222	0	0	0	0	1	0	0	0	0	0	0	1	6	0
811	835	"Floating Island Lake"	44.55	-107.46667	300	"AWI"	300	2002	2997	2561	1	1	0	26	1	35	0	0	0	0	0	7	0	0	0	3	0	0	9	179	0	0	0	0	2	0	0	0	0	0	2	0	5	0
811	835	"Floating Island Lake"	44.55	-107.46667	310	"AWI"	310	2124	3045	2649	0	0	0	6	1	28	0	0	0	0	0	35	0	1	0	5	1	0	4	234	0	0	0	0	0	1	0	0	0	0	1	1	2	1
811	835	"Floating Island Lake"	44.55	-107.46667	320	"AWI"	320	2234	3111	2735	0	0	0	13	0	19	0	0	0	0	0	27	0	0	0	1	1	0	5	134	0	0	0	0	0	0	0	0	0	0	0	2	2	0
811	835	"Floating Island Lake"	44.55	-107.46667	330	"AWI"	330	2340	3174	2825	2	0	0	13	1	31	0	0	0	0	0	24	0	0	0	2	4	0	8	222	0	0	0	0	0	0	0	0	0	0	1	3	2	0
811	835	"Floating Island Lake"	44.55	-107.46667	340	"AWI"	340	2466	3234	2911	0	0	0	11	0	26	0	0	0	0	0	22	1	0	0	2	0	0	3	234	0	0	0	0	0	0	0	0	0	0	0	1	3	0
811	835	"Floating Island Lake"	44.55	-107.46667	350	"AWI"	350	2563	3304	3000	2	0	0	17	0	29	0	0	0	0	0	31	1	0	0	2	2	0	6	204	0	0	0	0	0	2	0	0	0	0	1	3	2	1
811	835	"Floating Island Lake"	44.55	-107.46667	360	"AWI"	360	2705	3350	3081	0	0	0	23	0	46	0	0	0	0	0	28	0	0	0	4	0	0	5	160	0	0	0	1	1	0	0	0	0	0	2	0	6	0
811	835	"Floating Island Lake"	44.55	-107.46667	370	"AWI"	370	2836	3413	3165	0	0	0	16	0	29	0	2	0	0	0	22	0	0	0	10	1	0	4	211	16	0	0	0	0	1	0	0	0	0	1	0	3	0
811	835	"Floating Island Lake"	44.55	-107.46667	380	"AWI"	380	3001	3467	3246	0	0	0	8	0	20	0	0	0	0	0	6	0	0	0	0	2	0	6	246	0	0	0	0	0	0	0	0	0	0	2	0	4	0
811	835	"Floating Island Lake"	44.55	-107.46667	390	"AWI"	390	3098	3593	3345	2	0	1	17	0	56	0	0	0	0	0	10	0	0	0	10	2	0	11	160	0	0	0	0	0	2	0	0	0	0	3	0	7	0
811	835	"Floating Island Lake"	44.55	-107.46667	400	"AWI"	400	3162	3853	3433	0	0	0	9	0	27	0	0	0	0	0	13	0	0	0	0	0	0	7	237	0	1	0	1	0	2	0	0	0	0	2	0	1	0
811	835	"Floating Island Lake"	44.55	-107.46667	410	"AWI"	410	3242	3984	3546	0	0	0	8	0	26	0	0	0	0	0	1	0	0	0	1	0	0	8	241	0	0	0	0	0	0	0	0	0	0	0	2	2	0
811	835	"Floating Island Lake"	44.55	-107.46667	420	"AWI"	420	3309	4170	3651	1	0	0	22	1	52	0	1	0	0	0	14	0	0	1	0	1	1	7	171	0	0	0	0	0	0	0	0	0	0	0	0	9	0
811	835	"Floating Island Lake"	44.55	-107.46667	430	"AWI"	430	3372	4313	3763	0	0	0	11	0	10	0	0	0	0	0	2	0	0	0	0	3	0	4	150	0	0	0	0	1	0	0	0	0	0	2	1	1	0
811	835	"Floating Island Lake"	44.55	-107.46667	440	"AWI"	440	3461	4479	3875	2	0	2	15	0	20	0	0	0	0	0	2	0	0	0	0	2	0	3	247	0	0	0	0	0	3	0	0	0	0	3	1	2	0
811	835	"Floating Island Lake"	44.55	-107.46667	450	"AWI"	450	3530	4667	3991	0	0	1	25	1	36	0	0	0	0	0	1	0	0	0	4	4	0	7	217	0	0	0	0	0	1	0	0	0	0	2	0	5	0
811	835	"Floating Island Lake"	44.55	-107.46667	460	"AWI"	460	3615	4788	4103	2	0	0	20	0	17	0	0	0	0	0	7	1	0	0	2	4	0	0	252	0	0	0	0	0	1	0	0	0	0	2	2	5	0
811	835	"Floating Island Lake"	44.55	-107.46667	470	"AWI"	470	3694	4929	4217	0	0	0	17	0	35	0	1	0	0	0	1	0	0	0	2	9	0	3	217	0	0	0	0	0	1	0	0	0	0	1	0	3	0
811	835	"Floating Island Lake"	44.55	-107.46667	480	"AWI"	480	3782	5070	4339	0	0	2	33	0	30	0	1	0	0	0	0	0	0	0	5	4	0	3	213	0	0	0	0	0	5	0	0	0	0	1	0	1	0
811	835	"Floating Island Lake"	44.55	-107.46667	500	"AWI"	500	3945	5334	4578	1	0	2	20	0	27	0	0	0	0	1	6	0	0	1	1	2	0	4	223	0	0	0	0	0	1	0	0	0	0	0	2	4	0
811	835	"Floating Island Lake"	44.55	-107.46667	510	"AWI"	510	4056	5452	4694	1	0	0	24	0	26	0	0	0	0	0	5	0	0	0	1	2	0	8	199	0	0	0	0	0	0	0	0	0	0	5	3	4	1
811	835	"Floating Island Lake"	44.55	-107.46667	520	"AWI"	520	4140	5583	4803	1	0	0	15	1	23	0	0	0	1	0	2	0	0	0	1	0	0	3	240	0	0	0	0	1	0	0	0	0	0	1	0	2	1
811	835	"Floating Island Lake"	44.55	-107.46667	530	"AWI"	530	4223	5715	4916	0	0	0	14	1	28	0	0	0	0	0	5	0	0	0	2	0	0	5	226	0	0	0	0	0	1	0	0	0	0	0	1	2	0
