"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Juniperus"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Pseudotsuga"	"Quercus"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Thalictrum"
811	835	"Floating Island Lake"	44.55	-107.46667	540	"AWI"	540	4325	5838	5028	0	0	2	13	0	20	6	1	0	0	1	10	0	0	0	2	1	2	6	228	0	0	0	0	1	0	0	0	0	0	0	1	1	0
811	835	"Floating Island Lake"	44.55	-107.46667	550	"AWI"	550	4421	5962	5146	0	0	1	23	0	35	0	0	0	0	0	21	0	0	3	2	0	0	4	216	0	0	0	0	0	1	0	0	0	0	0	1	5	0
811	835	"Floating Island Lake"	44.55	-107.46667	560	"AWI"	560	4539	6060	5258	1	0	0	5	1	18	0	0	0	0	0	20	0	0	0	0	0	1	2	251	0	0	0	0	0	0	0	0	0	0	1	1	5	0
811	835	"Floating Island Lake"	44.55	-107.46667	570	"AWI"	570	4644	6185	5377	0	0	0	28	0	31	0	0	0	0	1	18	1	0	0	0	1	0	7	206	0	0	0	0	0	1	0	0	0	0	2	0	3	0
811	835	"Floating Island Lake"	44.55	-107.46667	580	"AWI"	580	4740	6300	5489	0	0	1	15	0	18	0	0	0	0	1	17	0	0	1	4	0	0	6	213	0	1	0	0	0	1	0	0	0	0	4	2	3	0
811	835	"Floating Island Lake"	44.55	-107.46667	590	"AWI"	590	4837	6412	5605	1	0	0	21	0	21	0	0	0	0	0	24	0	0	1	0	0	0	6	204	0	0	0	0	0	0	0	0	0	0	3	1	5	1
811	835	"Floating Island Lake"	44.55	-107.46667	600	"AWI"	600	4935	6532	5723	0	0	1	20	1	27	0	0	0	0	0	46	0	0	0	7	1	0	3	171	0	0	0	0	0	3	0	3	0	0	1	1	3	0
811	835	"Floating Island Lake"	44.55	-107.46667	610	"AWI"	610	5068	6630	5838	0	0	1	20	0	29	0	0	0	0	0	39	0	0	0	2	2	1	4	178	0	0	0	0	0	0	0	0	0	0	2	1	3	0
811	835	"Floating Island Lake"	44.55	-107.46667	620	"AWI"	620	5177	6740	5953	0	0	1	19	0	19	0	1	0	0	0	22	0	0	0	1	0	0	4	230	0	0	0	0	0	1	0	0	0	0	2	0	2	0
811	835	"Floating Island Lake"	44.55	-107.46667	630	"AWI"	630	5288	6835	6068	1	0	1	22	0	29	0	0	0	0	0	38	1	0	1	0	0	0	7	162	0	0	0	0	1	0	0	0	0	0	3	0	8	0
811	835	"Floating Island Lake"	44.55	-107.46667	640	"AWI"	640	5399	6935	6186	0	0	1	31	0	39	0	0	0	0	0	22	0	0	1	3	5	0	7	149	0	0	0	0	0	1	1	0	0	0	4	4	10	0
811	835	"Floating Island Lake"	44.55	-107.46667	650	"AWI"	650	5486	7052	6302	0	0	0	18	0	33	0	0	0	0	0	24	0	0	0	4	1	0	7	206	0	0	0	0	0	1	0	0	0	0	1	1	2	0
811	835	"Floating Island Lake"	44.55	-107.46667	660	"AWI"	660	5632	7137	6419	0	0	1	17	0	36	0	0	0	0	0	22	0	0	2	2	1	0	3	196	0	0	0	0	0	0	0	0	0	0	2	0	7	0
811	835	"Floating Island Lake"	44.55	-107.46667	670	"AWI"	670	5747	7231	6535	1	0	1	23	0	29	0	0	0	0	0	18	0	0	0	1	1	0	9	251	0	0	0	0	3	0	0	0	0	0	0	4	3	0
811	835	"Floating Island Lake"	44.55	-107.46667	680	"AWI"	680	5876	7325	6652	0	0	0	24	0	23	0	0	0	0	0	13	0	0	1	1	0	0	1	240	0	0	0	0	1	1	0	0	0	0	2	1	7	2
811	835	"Floating Island Lake"	44.55	-107.46667	690	"AWI"	690	5994	7420	6770	0	0	0	13	0	27	0	0	0	0	0	46	0	0	0	0	0	0	5	207	0	0	0	0	0	0	0	0	0	0	1	0	1	0
811	835	"Floating Island Lake"	44.55	-107.46667	700	"AWI"	700	6083	7524	6881	0	0	1	19	0	31	0	0	0	0	0	41	0	0	0	1	2	0	4	207	0	0	0	0	0	1	0	0	0	0	4	1	4	0
811	835	"Floating Island Lake"	44.55	-107.46667	710	"AWI"	710	6229	7590	6997	0	0	0	18	0	23	0	0	0	0	0	27	0	0	0	0	2	0	5	212	0	0	0	0	0	0	0	0	0	0	4	1	4	0
811	835	"Floating Island Lake"	44.55	-107.46667	720	"AWI"	720	6344	7686	7107	0	0	0	21	0	12	0	0	0	0	0	26	0	0	0	4	1	0	2	123	0	0	0	0	1	1	0	0	0	0	2	0	1	1
811	835	"Floating Island Lake"	44.55	-107.46667	730	"AWI"	730	6479	7775	7218	0	0	0	28	1	29	0	0	0	0	0	38	0	0	0	2	4	0	3	179	0	0	0	0	0	0	0	0	0	0	2	0	5	0
811	835	"Floating Island Lake"	44.55	-107.46667	740	"AWI"	740	6624	7861	7333	0	0	0	36	1	19	0	1	0	0	0	46	0	0	2	3	0	0	6	193	0	0	0	0	0	0	0	0	0	0	4	0	6	0
811	835	"Floating Island Lake"	44.55	-107.46667	750	"AWI"	750	6753	7953	7450	0	0	0	19	0	12	0	0	0	0	0	28	0	0	0	4	3	0	6	223	0	0	0	0	0	2	0	0	0	1	1	0	6	0
811	835	"Floating Island Lake"	44.55	-107.46667	760	"AWI"	760	6927	8019	7560	0	0	0	14	0	20	6	1	0	0	0	20	0	0	0	0	0	0	7	239	0	0	0	0	0	2	0	0	0	0	0	0	5	0
811	835	"Floating Island Lake"	44.55	-107.46667	770	"AWI"	770	7079	8097	7672	0	0	0	43	0	45	0	0	0	0	0	38	0	0	1	2	6	0	6	162	0	0	0	0	0	0	0	0	0	0	3	0	7	0
811	835	"Floating Island Lake"	44.55	-107.46667	780	"AWI"	780	7237	8173	7788	1	0	0	39	0	37	0	0	0	0	0	44	0	0	1	7	0	0	7	131	0	0	0	0	0	1	0	0	0	0	6	1	11	0
811	835	"Floating Island Lake"	44.55	-107.46667	790	"AWI"	790	7419	8241	7898	0	0	1	22	0	14	0	1	0	0	0	70	0	0	0	2	1	2	6	187	0	0	0	0	0	3	0	0	0	0	0	1	2	1
811	835	"Floating Island Lake"	44.55	-107.46667	800	"AWI"	800	7560	8326	8012	0	0	0	33	1	35	0	0	0	0	0	28	0	0	0	2	3	0	11	166	0	0	0	1	0	1	0	0	0	0	6	0	3	1
811	835	"Floating Island Lake"	44.55	-107.46667	810	"AWI"	810	7831	8381	8118	0	0	0	35	0	37	0	0	0	0	0	48	0	0	1	1	0	0	7	180	0	0	0	0	0	0	0	0	0	0	3	0	3	0
811	835	"Floating Island Lake"	44.55	-107.46667	820	"AWI"	820	8007	8490	8244	0	0	0	26	1	15	0	0	0	0	0	23	0	0	0	2	2	0	18	200	0	0	0	0	0	2	0	0	0	0	2	0	6	0
811	835	"Floating Island Lake"	44.55	-107.46667	830	"AWI"	830	8086	8724	8366	0	0	0	24	0	20	0	0	0	0	0	13	0	0	0	2	1	0	4	189	0	0	0	0	0	0	0	0	0	0	1	0	6	0
811	835	"Floating Island Lake"	44.55	-107.46667	840	"AWI"	840	8176	8933	8502	0	0	0	21	0	24	0	1	0	0	0	12	0	0	0	3	3	0	7	209	0	0	0	0	0	1	0	0	0	0	5	0	4	0
811	835	"Floating Island Lake"	44.55	-107.46667	850	"AWI"	850	8244	9180	8638	0	0	0	36	1	43	6	0	1	0	0	46	0	0	3	0	2	0	8	168	0	0	0	0	0	1	0	0	0	0	3	0	1	0
811	835	"Floating Island Lake"	44.55	-107.46667	860	"AWI"	860	8372	9310	8794	0	0	0	25	0	26	0	1	0	0	1	54	0	0	0	2	0	0	7	153	0	0	0	0	0	1	0	0	0	0	8	0	6	1
811	835	"Floating Island Lake"	44.55	-107.46667	870	"AWI"	870	8488	9502	8947	0	0	0	32	0	37	0	1	0	0	0	37	0	0	0	2	0	0	15	186	0	0	0	0	0	1	0	0	0	0	5	1	3	0
811	835	"Floating Island Lake"	44.55	-107.46667	880	"AWI"	880	8591	9642	9101	0	0	1	36	1	38	0	0	0	0	0	41	0	0	0	4	0	0	11	146	0	0	0	0	0	1	1	0	1	0	2	0	8	0
811	835	"Floating Island Lake"	44.55	-107.46667	890	"AWI"	890	8717	9777	9253	0	0	0	28	0	31	0	0	0	0	0	13	0	0	2	0	2	0	6	194	0	0	0	0	1	0	0	0	0	0	6	0	7	0
811	835	"Floating Island Lake"	44.55	-107.46667	900	"AWI"	900	8810	9923	9402	1	0	0	27	0	31	0	0	0	0	0	19	0	0	1	2	0	0	9	226	0	0	0	0	0	0	0	0	0	0	3	0	4	0
811	835	"Floating Island Lake"	44.55	-107.46667	910	"AWI"	910	9003	10008	9549	0	0	0	33	0	35	0	0	0	0	0	27	0	0	1	0	2	0	11	245	0	0	0	1	0	1	0	0	0	0	7	0	6	0
811	835	"Floating Island Lake"	44.55	-107.46667	920	"AWI"	920	9162	10126	9697	0	0	0	30	0	25	0	0	0	0	0	23	0	0	0	1	1	0	5	206	0	0	0	0	0	0	2	0	0	0	3	0	3	0
811	835	"Floating Island Lake"	44.55	-107.46667	930	"AWI"	930	9351	10208	9842	0	0	0	27	0	22	0	0	33	0	0	19	0	0	3	6	2	0	11	194	0	0	0	3	0	0	0	0	0	0	1	0	9	0
811	835	"Floating Island Lake"	44.55	-107.46667	940	"AWI"	940	9581	10294	9979	0	1	0	20	0	27	0	0	0	0	1	25	0	0	0	4	0	0	16	188	0	0	0	0	0	2	0	0	0	0	0	0	7	0
811	835	"Floating Island Lake"	44.55	-107.46667	950	"AWI"	950	9754	10395	10144	0	0	0	24	0	29	0	1	0	0	0	3	0	1	0	0	0	0	7	190	0	0	0	1	0	5	0	0	0	0	6	0	8	0
811	835	"Floating Island Lake"	44.55	-107.46667	960	"AWI"	960	9873	10485	10222	0	0	1	52	1	91	0	0	0	0	0	7	0	0	1	3	5	0	56	68	0	1	0	2	0	1	0	0	0	0	18	0	14	0
811	835	"Floating Island Lake"	44.55	-107.46667	970	"AWI"	970	9997	10579	10301	0	0	0	31	1	141	8	0	2	0	0	5	0	0	0	4	1	0	23	46	0	0	0	4	0	1	0	0	0	0	5	0	10	0
811	835	"Floating Island Lake"	44.55	-107.46667	980	"AWI"	980	10148	10663	10381	0	1	4	32	1	129	0	0	1	0	1	10	0	0	0	4	0	0	10	35	0	0	0	5	0	0	0	0	0	0	2	0	10	1
811	835	"Floating Island Lake"	44.55	-107.46667	990	"AWI"	990	10253	10785	10482	0	0	0	38	0	110	0	0	1	0	0	12	0	0	0	9	3	0	35	54	0	0	0	3	0	1	0	0	0	1	13	0	19	0
811	835	"Floating Island Lake"	44.55	-107.46667	1000	"AWI"	1000	10303	11046	10580	0	0	0	8	0	12	0	0	0	0	5	0	0	0	0	15	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1	0
